id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2498684669,4,1,1,0,15,8y3iucyxguipljcmf87a11bk9,1,42.8,50.1,2023-01-19T17:30:40.678Z,2023-01-20T10:21:51Z,3984820475,56,Center,3985243973,178,,3984820487,212,12.4,3984820493,213,5.8,3984820483,141,41.9,3984820479,140,53.3,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684671,5,61,1,0,16,8y3iucyxguipljcmf87a11bk9,0,51.4,49.3,2023-01-19T17:30:41.944Z,2023-01-20T10:21:51Z,3984820497,56,Center,3985244085,178,,,,,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684693,9,49,1,0,19,920raeoumft3q2wmvc296uceo,1,45.1,76.7,2023-01-19T17:30:44.243Z,2023-01-20T10:21:51Z,,,,,,,,,,,,,,,,,,,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684691,8,1,1,0,19,920raeoumft3q2wmvc296uceo,1,44.7,76.7,2023-01-19T17:30:44.328Z,2023-01-20T10:21:50Z,3984820615,212,15.9,3984820613,141,69.9,3984820605,56,Center,3985244123,178,,3984820609,140,59.2,3984820619,213,6.0,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684699,10,3,1,0,21,920raeoumft3q2wmvc296uceo,0,53.2,68.9,2023-01-19T17:30:46.359Z,2023-01-20T10:21:49Z,3985090633,464,,3985244159,178,,3984820667,286,,3984820665,56,Center,3985201561,233,6,,,,,,,,,,87d73x3gkomc4soukr5uweqc5,I. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684687,6,7,1,0,21,8y3iucyxguipljcmf87a11bk9,0,46.8,31.1,2023-01-19T17:30:46.514Z,2023-01-20T10:21:49Z,3984820683,233,10,3985090643,383,,3984820599,56,Back,3985244175,178,,3984820601,285,,,,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684885,12,2,1,0,23,920raeoumft3q2wmvc296uceo,1,55.4,65.7,2023-01-19T17:30:48.733Z,2023-01-20T10:21:48Z,3984821763,141,70.9,3985244205,178,,3984821757,7,72xzl0yjdetvqp2n1pmzyqvze,3984821759,56,Center,3984821761,140,67.4,,,,,,,,,,87d73x3gkomc4soukr5uweqc5,I. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684773,9,55,1,0,23,8y3iucyxguipljcmf87a11bk9,1,32.4,36.1,2023-01-19T17:30:48.734Z,2023-01-20T10:21:47Z,,,,,,,,,,,,,,,,,,,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684713,11,43,1,0,25,920raeoumft3q2wmvc296uceo,1,0,0,2023-01-19T17:30:50.525Z,2023-01-20T01:08:31Z,3984820725,56,Center,3984820731,212,5.1,3984820723,155,0,3984820733,213,5.6,3985154229,286,0,3985154227,236,0,3984820729,141,64.0,3984820727,140,63.4,87d73x3gkomc4soukr5uweqc5,I. Mbenza,3985154401,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684709,7,43,1,0,25,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-01-19T17:30:51.077Z,2023-01-20T01:08:28Z,3985154171,285,0,3985154355,144,74,3984820701,56,Back,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684723,8,43,1,0,27,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-01-19T17:30:52.395Z,2023-01-19T17:31:00Z,3984820799,56,Back,3984820797,157,0,3984820803,141,39.4,3984820805,212,22.5,3984820801,140,48.4,3984820807,213,0.1,3984821023,144,1,3984820811,1,0,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684809,10,1,1,0,41,8y3iucyxguipljcmf87a11bk9,1,35.4,31.9,2023-01-19T17:31:06.162Z,2023-01-20T10:21:47Z,3985244225,178,,3984821331,56,Back,3984821337,212,19.9,3984821339,213,5.1,3984821329,241,,3984821327,5,,3984821335,141,5.3,3984821333,140,43.2,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684829,11,1,1,0,44,8y3iucyxguipljcmf87a11bk9,1,44.7,17.3,2023-01-19T17:31:09.939Z,2023-01-20T10:21:45Z,3984821459,141,43.6,3984821457,140,33.7,3984821463,213,2.1,3984821461,212,21.3,3985244233,178,,3984821455,56,Back,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684875,12,1,1,0,48,8y3iucyxguipljcmf87a11bk9,1,36.6,48.8,2023-01-19T17:31:13.657Z,2023-01-20T10:21:44Z,3984821715,213,1.6,3985244249,178,,3984821713,212,22.1,3984821707,56,Back,3984821709,140,35.4,3984821711,141,81.2,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684919,13,1,1,0,52,8y3iucyxguipljcmf87a11bk9,1,42.5,84.7,2023-01-19T17:31:17.362Z,2023-01-20T10:21:42Z,3985244267,178,,3984821913,155,,3984821923,213,6.1,3984821915,56,Center,3984821917,140,69.0,3984821919,141,75.9,3984821921,212,28.5,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684935,14,1,1,0,54,8y3iucyxguipljcmf87a11bk9,1,70.2,76.9,2023-01-19T17:31:19.619Z,2023-01-20T10:21:42Z,3984822015,140,58.9,3985244361,388,,3984822013,56,Center,3984822021,213,3.5,3985244363,21,,3984822019,212,12.8,3984822017,141,69.9,,,,cxa3j4u8eh5w947p1iba47yfo,I. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684967,13,45,1,0,55,920raeoumft3q2wmvc296uceo,0,33.1,18.8,2023-01-19T17:31:20.485Z,2023-01-20T10:21:41Z,3984822225,233,15,3984822179,285,,3984822177,56,Back,,,,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684945,15,3,1,0,55,8y3iucyxguipljcmf87a11bk9,1,66.9,81.2,2023-01-19T17:31:20.485Z,2023-01-20T10:21:41Z,3984822055,56,Left,3985244391,178,,3985092203,464,,3984822207,233,13,3984822057,286,,,,,,,,,,,2igz499o21aihmkugktp3nyms,M. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684953,17,61,1,0,56,8y3iucyxguipljcmf87a11bk9,0,67.3,79.5,2023-01-19T17:31:21.300Z,2023-01-20T10:21:41Z,3985244453,21,,3984822089,56,Left,3985244455,178,,,,,,,,,,,,,,,,,2igz499o21aihmkugktp3nyms,M. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498697103,448,49,1,0,57,920raeoumft3q2wmvc296uceo,1,30.8,29.3,2023-01-19T17:31:22.308Z,2023-01-20T10:21:40Z,,,,,,,,,,,,,,,,,,,,,,,,,c4brcsqfli5mds4vhma627yl1,D. Marcq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498697157,449,1,1,0,58,920raeoumft3q2wmvc296uceo,1,32,35.6,2023-01-19T17:31:23.305Z,2023-01-20T10:21:39Z,3985244549,178,,3984890805,56,Back,3984890813,213,1.6,3984890811,212,1.6,3984890807,140,31.9,3984890809,141,37.9,,,,,,,c4brcsqfli5mds4vhma627yl1,D. Marcq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498697165,450,1,1,0,58,920raeoumft3q2wmvc296uceo,1,34.3,39.7,2023-01-19T17:31:23.815Z,2023-01-20T10:21:39Z,3984890853,212,9.8,3984890855,213,5.5,3985244581,178,,3984890851,141,29.5,3984890849,140,40.9,3984890847,56,Back,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498697177,451,1,1,0,59,920raeoumft3q2wmvc296uceo,1,39.5,27,2023-01-19T17:31:24.762Z,2023-01-20T10:21:38Z,3984890967,212,5.2,3984890969,213,2.9,3984890961,56,Back,3985244661,178,,3984890965,141,28.5,3984890963,140,34.6,,,,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498684951,16,43,1,0,59,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-01-19T17:31:24.827Z,2023-01-19T17:31:27Z,3984822083,56,Center,3984822173,144,8,,,,,,,,,,,,,,,,,,,2igz499o21aihmkugktp3nyms,M. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498697205,452,1,1,1,0,920raeoumft3q2wmvc296uceo,1,34.4,29,2023-01-19T17:31:25.810Z,2023-01-20T10:21:38Z,3984891117,212,16.2,3984891119,213,5.1,3984891111,56,Back,3985244677,178,,3984891113,140,39.9,3984891115,141,6.8,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498697213,453,1,1,1,2,920raeoumft3q2wmvc296uceo,1,40,4.7,2023-01-19T17:31:27.157Z,2023-01-20T10:21:37Z,3984891175,213,0.3,3984891169,140,53.7,3984891167,56,Right,3984891173,212,15.0,3985244685,178,,3984891171,141,11.1,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498697231,454,1,1,1,2,920raeoumft3q2wmvc296uceo,1,49.4,16.4,2023-01-19T17:31:28.081Z,2023-01-20T10:21:37Z,3984891299,141,15.8,3984891297,140,40.5,3984891301,212,9.4,3985244705,178,,3984891303,213,3.2,3984891295,56,Back,,,,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498697315,455,1,1,1,3,920raeoumft3q2wmvc296uceo,0,43.3,16.7,2023-01-19T17:31:28.969Z,2023-01-20T10:21:36Z,3984891793,212,12.6,3984891785,3,,3984891795,213,5.7,3984891791,141,7.1,3985269575,178,,3984891787,56,Right,3984891789,140,53.6,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685007,18,1,1,1,5,8y3iucyxguipljcmf87a11bk9,0,43.8,84.1,2023-01-19T17:31:30.653Z,2023-01-20T10:21:36Z,3984822377,56,Left,3984822383,212,21.2,3984822379,140,63.5,3985244773,178,,3984822381,141,91.1,3984822385,213,0.2,3984822375,3,,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685001,14,43,1,1,7,920raeoumft3q2wmvc296uceo,1,0,0,2023-01-19T17:31:32.704Z,2023-01-19T18:29:12Z,3984822347,56,Back,3984891971,144,61,,,,,,,,,,,,,,,,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685051,15,1,1,1,7,920raeoumft3q2wmvc296uceo,1,44.1,9.8,2023-01-19T17:31:32.893Z,2023-01-20T10:21:36Z,3984822651,141,24.9,3984822657,1,,3984822649,140,88.2,3984822647,56,Center,3985244807,178,,3984822645,155,,3984822655,213,0.2,3984822653,212,47.4,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685055,16,49,1,1,12,920raeoumft3q2wmvc296uceo,1,87.7,21.7,2023-01-19T17:31:37.689Z,2023-01-20T10:21:35Z,,,,,,,,,,,,,,,,,,,,,,,,,72xzl0yjdetvqp2n1pmzyqvze,A. Hosseinzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685083,17,1,1,1,16,920raeoumft3q2wmvc296uceo,1,95.8,23.3,2023-01-19T17:31:41.682Z,2023-01-20T10:21:33Z,3984822815,56,Right,3984822823,213,4.1,3985244847,178,,3984822821,212,7.8,3984822817,140,91.3,3984822819,141,14.1,,,,,,,72xzl0yjdetvqp2n1pmzyqvze,A. Hosseinzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685139,18,1,1,1,17,920raeoumft3q2wmvc296uceo,1,90.4,11.7,2023-01-19T17:31:42.528Z,2023-01-20T10:21:33Z,3984823121,140,93.6,3985244859,178,,3985093337,20,,3984823115,2,,3984823123,141,74.5,3984823125,212,42.8,3984823129,1,,3984823127,213,1.5,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,3984823119,56,Center,3984823117,155,3985093335,224,,,,,,,,,,,,,,,,,,,,,,,,
2498685159,19,1,1,1,25,920raeoumft3q2wmvc296uceo,0,99.1,78.8,2023-01-19T17:31:51Z,2023-01-20T09:52:17Z,3984823239,2,,3984823243,56,Center,3984823245,140,93.3,3985093523,72,,3984823251,213,4.4,3984823241,155,,3985093521,224,,3985244877,178,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,3984823249,212,20.4,3984823247,141,,,50.1,,,,,,,,,,,,,,,,,,,,,,,
2498685153,19,12,1,1,27,8y3iucyxguipljcmf87a11bk9,1,4,46.3,2023-01-19T17:31:52.277Z,2023-01-20T10:21:31Z,3985244893,388,,3984823213,213,1.0,3984823205,56,Back,3984823263,15,,3984823209,141,62.3,3984823207,140,11.1,3984823211,212,13.2,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685177,20,13,1,1,28,920raeoumft3q2wmvc296uceo,1,89.5,40.6,2023-01-19T17:31:53.402Z,2023-01-20T10:21:30Z,3984823811,328,,3984823815,230,98.9,3984823803,74,,3984823347,56,Center,3984823805,102,47.9,3984823813,458,,3984823809,108,,3984823807,103,76.4,72xzl0yjdetvqp2n1pmzyqvze,A. Hosseinzadeh,3984823345,17,,3984823817,231,3984823343,22,48.5,3984823669,20,3985244937,388,,,,,,,,,,,,,,,,,,,
2498685167,20,5,1,1,28,8y3iucyxguipljcmf87a11bk9,1,-1.4,45.8,2023-01-19T17:31:54.136Z,2023-01-20T06:06:24Z,3984823291,56,Back,3984823405,233,21,3984823293,346,,,,,,,,,,,,,,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685185,21,5,1,1,28,920raeoumft3q2wmvc296uceo,0,101.4,54.2,2023-01-19T17:31:54.136Z,2023-01-20T06:06:24Z,3984823387,56,Center,3984823389,346,,3984823435,233,20,,,,,,,,,,,,,,,,72xzl0yjdetvqp2n1pmzyqvze,A. Hosseinzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685293,21,1,1,1,48,8y3iucyxguipljcmf87a11bk9,1,2.1,55.1,2023-01-19T17:32:13.196Z,2023-01-20T10:21:30Z,3985094221,189,,3984823967,213,0.3,3984823961,140,24.0,3984823963,141,67.3,3984823971,237,,3984823957,124,,3984823959,56,Back,3984823965,212,24.4,6q53ei01tbb5kxjr1mhfjysph,P. Nardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685309,22,1,1,1,49,8y3iucyxguipljcmf87a11bk9,1,9.5,66.5,2023-01-19T17:32:14.787Z,2023-01-20T10:21:29Z,3984824035,141,43.3,3984824029,155,,3984824033,140,49.1,3985311663,1,,3984824031,56,Back,3985244979,178,,3984824039,213,5.9,3984824037,212,44.5,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685377,24,4,1,1,52,8y3iucyxguipljcmf87a11bk9,1,48.5,48.3,2023-01-19T17:32:17.881Z,2023-01-20T10:21:28Z,3984824331,286,,3984824325,294,,3984824323,13,,3984824365,233,22,3984824327,56,Back,3984824329,152,,,,,,,,2igz499o21aihmkugktp3nyms,M. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685353,22,4,1,1,52,920raeoumft3q2wmvc296uceo,0,51.5,51.7,2023-01-19T17:32:17.882Z,2023-01-20T10:21:28Z,3985245067,178,,3984824225,285,,3984824223,152,,3984824375,233,24,3984824219,294,,3984824217,13,,3984824221,56,Center,,,,27rm84dcrfa7ypfmpgbe37cic,M. Boukamir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685311,23,43,1,1,54,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-01-19T17:32:19.603Z,2023-01-19T17:32:22Z,3984824123,144,61,3984824043,56,Center,,,,,,,,,,,,,,,,,,,cxa3j4u8eh5w947p1iba47yfo,I. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685447,25,1,1,2,8,8y3iucyxguipljcmf87a11bk9,1,55.4,47.5,2023-01-19T17:32:33.153Z,2023-01-20T10:21:27Z,3984824739,56,Right,3984824743,141,18.8,3984824737,152,,3984824745,212,19.5,3984824747,213,4.7,3984824741,140,54.9,3984824735,5,,3985245103,178,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685455,26,1,1,2,10,8y3iucyxguipljcmf87a11bk9,1,54,21.1,2023-01-19T17:32:35.418Z,2023-01-20T10:21:27Z,3984824785,140,68.6,3984824783,56,Center,3984824791,213,0.1,3984824789,212,15.4,3984824787,141,22.7,3985245111,178,,,,,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685461,27,61,1,2,11,8y3iucyxguipljcmf87a11bk9,0,64.8,20.6,2023-01-19T17:32:36.331Z,2023-01-20T10:21:26Z,3985245139,178,,3984824811,56,Right,,,,,,,,,,,,,,,,,,,2igz499o21aihmkugktp3nyms,M. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685459,23,49,1,2,12,920raeoumft3q2wmvc296uceo,1,31.8,92.4,2023-01-19T17:32:37.690Z,2023-01-20T10:21:26Z,,,,,,,,,,,,,,,,,,,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498685469,24,1,1,2,13,920raeoumft3q2wmvc296uceo,1,31.2,92,2023-01-19T17:32:38.562Z,2023-01-20T10:21:25Z,3985245187,178,,3984824877,213,3.7,3984824871,140,26.3,3984824875,212,6.1,3984824869,56,Back,3984824873,141,87.2,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
