id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/15/value,qualifier/16/value,assist,qualifier/14/value
2502252965,9,61,1,0,13,jb4xejoxjfk5a0a50bo8hvst,1,46.4,4.5,2023-01-29T20:02:05.964Z,2023-01-30T12:13:09Z,4003501459,56,Back,4004122433,178,,,,,,,,,,,,,,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502304747,840,50,1,0,13,jb4xejoxjfk5a0a50bo8hvst,1,46.2,3.7,2023-01-29T20:02:06.547Z,2023-01-30T12:13:09Z,4003864233,233,966,4003789343,56,Back,4003789345,286,,,,,,,,,,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502304775,966,7,1,0,13,89xivtxk59uzvhdsd6miao6tm,1,53.8,96.3,2023-01-29T20:02:06.907Z,2023-01-30T12:13:09Z,4003864211,233,840,4003789511,285,,4004122459,178,,4003789509,56,Left,4003789513,383,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502252967,3,49,1,0,15,89xivtxk59uzvhdsd6miao6tm,1,54.7,93.8,2023-01-29T20:02:08.748Z,2023-01-30T12:13:09Z,,,,,,,,,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502252977,4,1,1,0,15,89xivtxk59uzvhdsd6miao6tm,1,54.8,94.5,2023-01-29T20:02:08.890Z,2023-01-30T12:13:08Z,4003501515,212,18.1,4003501511,140,71.1,4003501509,56,Left,4003501513,141,86.0,4003501517,213,6.0,4004122533,178,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502252991,5,1,1,0,18,89xivtxk59uzvhdsd6miao6tm,1,69,83.7,2023-01-29T20:02:11.111Z,2023-01-30T12:13:08Z,4003501599,141,90.2,4003501603,213,2.7,4003501595,56,Left,4003501601,212,9.5,4004122557,178,,4003501597,140,61.0,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253001,6,1,1,0,19,89xivtxk59uzvhdsd6miao6tm,0,65.6,86,2023-01-29T20:02:12.254Z,2023-01-30T12:13:08Z,4003501629,141,65.4,4004122577,178,,4003501625,56,Center,4003501635,212,19.0,4003501627,140,77.8,4003501639,213,5.5,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502252999,10,49,1,0,21,jb4xejoxjfk5a0a50bo8hvst,1,18.4,35.5,2023-01-29T20:02:14.271Z,2023-01-30T12:13:08Z,,,,,,,,,,,,,,,,,,,,,,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253023,11,1,1,0,21,jb4xejoxjfk5a0a50bo8hvst,0,18.3,34.8,2023-01-29T20:02:14.370Z,2023-01-30T12:13:07Z,4003501793,212,47.8,4003790027,157,,4003501797,1,,4003501789,140,60.7,4004122615,178,,4003501787,56,Right,4003501795,213,5.9,4003501791,141,9.1,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253029,7,49,1,0,24,89xivtxk59uzvhdsd6miao6tm,1,40.8,87.7,2023-01-29T20:02:17.886Z,2023-01-30T12:13:07Z,,,,,,,,,,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253049,8,1,1,0,26,89xivtxk59uzvhdsd6miao6tm,1,40,90.7,2023-01-29T20:02:19.088Z,2023-01-30T12:13:07Z,4003501957,140,43.1,4003501961,212,5.3,4003501959,141,96.8,4003501963,213,0.9,4003501955,56,Back,4004122697,178,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253083,9,1,1,0,29,89xivtxk59uzvhdsd6miao6tm,1,41.3,86.5,2023-01-29T20:02:22.375Z,2023-01-30T12:13:06Z,4003502185,212,29.8,4003502181,140,32.6,4003502183,141,44.8,4003502187,213,4.4,4003502179,56,Back,4004122719,178,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253089,10,1,1,0,34,89xivtxk59uzvhdsd6miao6tm,1,38.6,28.4,2023-01-29T20:02:27.216Z,2023-01-30T12:13:06Z,4003502237,56,Right,4003502245,212,25.3,4003502247,213,5.6,4004122727,178,,4003502241,141,4.1,4003502239,140,56.8,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253097,11,1,1,0,36,89xivtxk59uzvhdsd6miao6tm,1,55.3,1.1,2023-01-29T20:02:29.024Z,2023-01-30T12:13:06Z,4003502297,140,69.8,4003502295,56,Right,4004122747,178,,4003502307,213,0.7,4003502303,212,19.2,4003502299,141,18.2,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253143,12,1,1,0,37,89xivtxk59uzvhdsd6miao6tm,1,70.5,20,2023-01-29T20:02:30.381Z,2023-01-30T12:13:05Z,4003502577,140,85.6,4003502581,212,19.3,4003502575,56,Right,4003790773,155,,4003502583,213,5.7,4004122763,178,,4003502579,141,3.7,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253157,13,1,1,0,44,89xivtxk59uzvhdsd6miao6tm,1,75.5,5.7,2023-01-29T20:02:37.703Z,2023-01-30T12:13:04Z,4003502677,213,3.0,4003502673,141,7.6,4003502669,56,Right,4004122771,178,,4003502675,212,12.9,4003502671,140,63.3,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253169,14,1,1,0,46,89xivtxk59uzvhdsd6miao6tm,1,67.5,3.8,2023-01-29T20:02:39.694Z,2023-01-30T12:13:04Z,4003502761,56,Back,4003502769,213,2.9,4003502765,141,14.9,4004122793,178,,4003502763,140,43.2,4003502767,212,26.6,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253189,15,1,1,0,51,89xivtxk59uzvhdsd6miao6tm,1,44.6,19.8,2023-01-29T20:02:44.046Z,2023-01-30T12:13:04Z,4003502919,141,56.7,4003502923,213,1.6,4003502915,56,Back,4004122809,178,,4003502921,212,25.1,4003502917,140,44.4,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253195,16,1,1,0,54,89xivtxk59uzvhdsd6miao6tm,1,42.8,58.5,2023-01-29T20:02:47.265Z,2023-01-30T12:13:03Z,4003502975,212,18.7,4003502971,140,45.5,4003502969,56,Back,4004122835,178,,4003502973,141,31.3,4003502977,213,4.9,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253217,17,1,1,0,57,89xivtxk59uzvhdsd6miao6tm,1,44.8,29,2023-01-29T20:02:50.016Z,2023-01-30T12:13:03Z,4003503079,140,58.8,4003503083,212,20.7,4003503085,213,5.5,4003503077,56,Right,4003503081,141,7.6,4004122883,178,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253235,18,1,1,0,59,89xivtxk59uzvhdsd6miao6tm,0,55.3,3.2,2023-01-29T20:02:52.182Z,2023-01-30T12:13:03Z,4003503191,1,,4003503183,140,100.0,4004122899,178,,4003503179,155,,4003503187,212,49.0,4003503181,56,Right,4003503189,213,0.1,4003503185,141,11.9,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253237,12,5,1,1,4,jb4xejoxjfk5a0a50bo8hvst,1,-1.2,88.5,2023-01-29T20:02:57.137Z,2023-01-30T08:39:05Z,4003503217,233,19,4003503195,56,Back,4003503197,346,,,,,,,,,,,,,,,,,e44sv1k4belucgkkem7qtkpd6,V. Guillaume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253241,19,5,1,1,4,89xivtxk59uzvhdsd6miao6tm,0,101.2,11.5,2023-01-29T20:02:57.137Z,2023-01-30T08:39:05Z,4003503213,56,Right,4003503215,346,,4003503223,233,12,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253391,13,1,1,1,30,jb4xejoxjfk5a0a50bo8hvst,1,4.2,56.7,2023-01-29T20:03:23.812Z,2023-01-30T12:13:02Z,4003504243,1,,4003504247,74,,4003504235,140,48.5,4003504239,212,51.6,4003504231,155,,4003504229,124,,4003504233,56,Back,4003504237,141,89.6,7nlpu8ocv423vqaooks0hifze,G. Dietsch,4003504241,213,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253397,14,1,1,1,33,jb4xejoxjfk5a0a50bo8hvst,0,47.2,89.8,2023-01-29T20:03:26.850Z,2023-01-30T12:13:02Z,4003504287,3,,4004123083,388,,4003504295,212,23.5,4003504291,140,63.3,4003504293,141,65.8,4003504297,213,5.5,4003504289,56,Center,,,,e44sv1k4belucgkkem7qtkpd6,V. Guillaume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253399,20,49,1,1,35,89xivtxk59uzvhdsd6miao6tm,1,43.4,29.2,2023-01-29T20:03:28.500Z,2023-01-30T12:13:02Z,,,,,,,,,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253423,21,1,1,1,35,89xivtxk59uzvhdsd6miao6tm,1,43.3,29.3,2023-01-29T20:03:28.527Z,2023-01-30T12:13:02Z,4003504465,56,Back,4003504471,212,19.5,4003504467,140,24.9,4003504469,141,33.6,4003504473,213,3.0,4004123135,178,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253459,22,1,1,1,41,89xivtxk59uzvhdsd6miao6tm,1,31.2,42.4,2023-01-29T20:03:34.358Z,2023-01-30T12:13:00Z,4003504635,56,Back,4003504643,213,4.5,4004123159,178,,4003504639,141,24.9,4003504637,140,29.0,4003504641,212,12.1,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253477,23,1,1,1,46,89xivtxk59uzvhdsd6miao6tm,1,39.6,19.8,2023-01-29T20:03:39.196Z,2023-01-30T12:12:56Z,4003504767,140,37.3,4003504771,212,24.3,4003504765,56,Back,4004123199,178,,4003504769,141,55.4,4003504773,213,1.7,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253493,24,1,1,1,49,89xivtxk59uzvhdsd6miao6tm,1,39.6,59.6,2023-01-29T20:03:42.078Z,2023-01-30T12:12:55Z,4003504907,141,96.0,4003504911,213,0.9,4003504903,56,Left,4004123239,178,,4003504905,140,59.9,4003504909,212,32.7,4004251099,1,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253525,25,1,1,1,52,89xivtxk59uzvhdsd6miao6tm,0,63.2,91.5,2023-01-29T20:03:45.137Z,2023-01-30T12:12:52Z,4003505087,212,42.0,4003505083,140,100.0,4004123273,178,,4003505091,213,6.0,4003505093,1,,4003505085,141,72.0,4003505081,56,Center,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253535,15,56,1,1,55,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-01-29T20:03:48.495Z,2023-01-30T12:12:52Z,4003505141,56,Back,,,,,,,,,,,,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253539,16,5,1,1,56,jb4xejoxjfk5a0a50bo8hvst,1,-0.8,30,2023-01-29T20:03:49.208Z,2023-01-30T08:39:46Z,4003505163,233,26,4003505159,346,,4003505157,56,Back,,,,,,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253529,26,5,1,1,56,89xivtxk59uzvhdsd6miao6tm,0,100.8,70,2023-01-29T20:03:49.208Z,2023-01-30T08:39:46Z,4003505107,346,,4003505103,56,Center,4003505167,233,16,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253673,17,1,1,2,19,jb4xejoxjfk5a0a50bo8hvst,0,4.6,41.2,2023-01-29T20:04:12.413Z,2023-01-30T12:12:50Z,4003505917,141,33.4,4003505913,56,Center,4003505909,124,,4003505921,213,6.2,4003505925,74,,4003505915,140,54.2,4003505911,155,,4003505919,212,52.3,7nlpu8ocv423vqaooks0hifze,G. Dietsch,4003505923,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253675,27,1,1,2,22,89xivtxk59uzvhdsd6miao6tm,1,47.2,74.6,2023-01-29T20:04:15.420Z,2023-01-30T12:12:49Z,4003505937,56,Back,4003505945,213,3.7,4004123427,388,,4003505941,141,61.4,4003505935,3,,4003505943,212,18.0,4003505939,140,32.3,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253677,28,49,1,2,23,89xivtxk59uzvhdsd6miao6tm,1,37.1,68.3,2023-01-29T20:04:16.348Z,2023-01-30T12:12:49Z,,,,,,,,,,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253705,29,1,1,2,24,89xivtxk59uzvhdsd6miao6tm,1,38.3,67,2023-01-29T20:04:17.429Z,2023-01-30T12:12:47Z,4003506055,141,68.2,4003506049,155,,4003506059,213,0.0,4004123495,178,,4003506051,56,Center,4003506057,212,26.6,4003506053,140,63.6,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253707,30,61,1,2,27,89xivtxk59uzvhdsd6miao6tm,0,62.8,73.1,2023-01-29T20:04:20.107Z,2023-01-30T12:12:46Z,4003506067,56,Center,4004123517,178,,,,,,,,,,,,,,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253701,18,49,1,2,28,jb4xejoxjfk5a0a50bo8hvst,1,39.4,27.8,2023-01-29T20:04:21.075Z,2023-01-30T12:12:44Z,,,,,,,,,,,,,,,,,,,,,,,,,1acbm9228tfggjx7htxjtcvrp,C. Lepoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253721,19,1,1,2,29,jb4xejoxjfk5a0a50bo8hvst,1,42.1,23.8,2023-01-29T20:04:22.788Z,2023-01-30T12:12:37Z,4003506137,212,11.6,4004123575,178,,4003506133,140,52.1,4003506131,56,Right,4003506139,213,5.9,4003506135,141,16.7,,,,,,,1acbm9228tfggjx7htxjtcvrp,C. Lepoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253747,20,1,1,2,31,jb4xejoxjfk5a0a50bo8hvst,1,50.1,15.3,2023-01-29T20:04:24.556Z,2023-01-30T12:12:37Z,4004123599,178,,4003506287,212,23.3,4003506283,140,71.0,4003506285,141,3.7,4003506289,213,5.9,4003506281,56,Right,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253757,21,1,1,2,36,jb4xejoxjfk5a0a50bo8hvst,1,64.6,9.7,2023-01-29T20:04:29.841Z,2023-01-30T12:12:33Z,4003506365,212,9.6,4003506361,140,56.0,4003506367,213,3.5,4003506363,141,4.7,4003506359,56,Right,4004123633,178,,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502253797,22,1,1,2,39,jb4xejoxjfk5a0a50bo8hvst,1,52,5.8,2023-01-29T20:04:31.955Z,2023-01-30T12:12:33Z,4003506587,56,Back,4003506595,213,2.8,4003506591,141,14.9,4003506593,212,18.8,4003506589,140,35.1,4004123657,178,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
