id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/11/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2460589109,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-09-16T17:39:02.634Z,2022-09-16T18:42:42Z,3783402447,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3783402445,30,"r0hm6ahwcvdu57bgfi5zkslx, cyh16toqa9wxmxepg635ecgve, 5u6h6cptsad9e6n4uv76q0fl5, cefs6b83ei4gcyuscfopw32ay, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, 9tgbdheyuooa8cfz06l577end, 5jywyphhwu9j4bphz0720kb9, eg4piy0kcdtdopqpd3lcl5j2t, d19yalwh3i2olvpwoi89feqjt, 5tsrmx2p5f3mrpwt8gpx4x979, 1h9jdj5ag99myeoirxzh92od1, awsiaxyma4vmsrpthdyep2ket, 8lrsefp53ez5jm3hd5fy8tck5, 2hr7skflmxmpiiauz04h185ey, 4114auk4o8n6higc918qymc4p, 1v75zo1ivju4o2xwgwn9az88a, 8yo1cv2wlhnk1lu50cu3iul79",3783402451,130,8,3783402453,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3783402455,194,9tc6mprxpu2rc5ptlp5ljw7h1,3783402457,197,3769,3783402459,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783402449,59,"1, 34, 21, 8, 23, 51, 14, 16, 18, 24, 19, 2, 4, 7, 17, 26, 55, 61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599083,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-09-16T18:01:50.242Z,2022-09-16T18:46:25Z,3783456289,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3783456299,194,af8gj4w5eg8rdl4iq7fi8aa96,3783456303,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783456301,197,9282,3783456291,59,"30, 21, 18, 17, 99, 2, 27, 20, 12, 10, 6, 1, 4, 5, 7, 11, 14, 15",3783456293,130,10,3783456297,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3783456287,30,"7nlpu8ocv423vqaooks0hifze, 9bnvh1i6mu45yvkz257c0x1at, 187qa5icsve3oak3t90r6rhsl, cahevdu5yhhnh8qlj969b6dw, a52575bcqr3acuweauiyzsb56, af8gj4w5eg8rdl4iq7fi8aa96, 6cztmz0yq3ifdkkz4hpe47krt, 5jxclq9dzjbbqptbzz5jnwand, 8ic5et3o15rkxyebpxy6y4mhh, 8058605f3gip7nglewe7svqzu, 4e5jvz1t60a2l67c5a9r2qne, 9ch1zw030nu94b2v7t9pzyqne, 6iu350lkyhy6tcll5gfo4vy3u, apusqhva0hdbf7zqb3twgeoa2, 7ruin2kz9zjzba57tdbec7n4l, ageous8x40a5qja50md060ull, e44sv1k4belucgkkem7qtkpd6, 7sxsul4lzfxl1nzca1nq715re",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641391,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-09-16T18:45:46.156Z,2022-09-17T01:50:09Z,3783694397,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641385,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-09-16T18:45:46.156Z,2022-09-16T18:45:46Z,3783694373,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641419,3,1,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,50,50,2022-09-16T18:45:46.247Z,2022-09-17T02:44:04Z,3783694559,56,Back,3783694561,140,43.5,3783694563,141,50.4,3783694565,212,6.8,3783694567,213,3.1,3783694569,279,S,3784455183,178,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641435,4,1,1,0,1,jb4xejoxjfk5a0a50bo8hvst,1,45.1,48.7,2022-09-16T18:45:48.041Z,2022-09-17T09:44:18Z,3783694675,213,5.0,3783694671,141,5.5,3784455265,178,,3783694673,212,31.1,3783694669,140,54.7,3783694667,56,Right,,,,,,,5jxclq9dzjbbqptbzz5jnwand,A. Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641485,5,1,1,0,3,jb4xejoxjfk5a0a50bo8hvst,1,50.6,11.6,2022-09-16T18:45:50.039Z,2022-09-17T09:44:18Z,3783694965,213,3.1,3783694963,212,15.3,3783694961,141,13.1,3783694959,140,36.1,3783694957,56,Back,3784455319,178,,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460776079,718,43,1,0,6,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-09-16T18:45:52.451Z,2022-09-17T03:25:54Z,3784476541,144,82,3784476529,178,0,,,,,,,,,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641521,6,1,1,0,6,jb4xejoxjfk5a0a50bo8hvst,1,36.8,18.7,2022-09-16T18:45:52.527Z,2022-09-17T09:44:17Z,3783695199,140,61.4,3784455405,178,,3783695195,155,,3783695205,213,0.4,3783695197,56,Center,3783695201,141,35.4,3783695203,212,28.2,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641557,7,1,1,0,8,jb4xejoxjfk5a0a50bo8hvst,0,66,36.9,2022-09-16T18:45:54.672Z,2022-09-17T09:44:16Z,3783695439,213,0.5,3783695427,3,,3783695433,141,45.2,3783695431,140,76.4,3784455427,388,,3783695435,212,12.3,3783695429,56,Center,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641603,3,1,1,0,9,7zibyotq1x1hq6pmgibhr0e6s,1,26.1,56.9,2022-09-16T18:45:55.874Z,2022-09-17T09:44:16Z,3783695689,212,17.3,3784455499,388,,3783695677,56,Back,3783695683,140,9.6,3783695671,3,,3783695685,141,58.2,3783695695,213,3.1,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641613,4,49,1,0,12,7zibyotq1x1hq6pmgibhr0e6s,1,7.4,53,2022-09-16T18:45:58.260Z,2022-09-17T09:44:15Z,,,,,,,,,,,,,,,,,,,,,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641713,5,1,1,0,13,7zibyotq1x1hq6pmgibhr0e6s,1,8.7,53.3,2022-09-16T18:46:00.114Z,2022-09-17T09:44:15Z,3783696327,56,Back,3784455579,178,,3783696331,141,43.3,3783696333,212,10.5,3783696329,140,16.3,3783696335,213,5.6,,,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641791,6,1,1,0,17,7zibyotq1x1hq6pmgibhr0e6s,1,19.6,37.3,2022-09-16T18:46:03.327Z,2022-09-17T09:44:14Z,3783696721,141,13.1,3783696723,212,22.6,3784455609,178,,3783696717,56,Back,3783696725,213,5.5,3783696719,140,34.3,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641863,7,1,1,0,20,7zibyotq1x1hq6pmgibhr0e6s,1,33.9,12.8,2022-09-16T18:46:06.987Z,2022-09-17T09:44:13Z,3783697123,56,Back,3783697127,140,33.2,3783697137,213,1.6,3783697135,212,14.4,3784455721,178,,3783697131,141,34.0,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460776153,1208,43,1,0,24,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-09-16T18:46:10.612Z,2022-09-17T03:26:32Z,3784476823,178,0,3784476845,144,82,,,,,,,,,,,,,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641899,8,1,1,0,25,7zibyotq1x1hq6pmgibhr0e6s,1,36.4,38.8,2022-09-16T18:46:11.416Z,2022-09-17T09:44:12Z,3783697319,213,5.3,3784455791,178,,3783697315,141,14.6,3783697317,212,19.3,3783697313,140,46.0,3783697311,56,Back,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460641955,9,1,1,0,27,7zibyotq1x1hq6pmgibhr0e6s,1,47.3,10.1,2022-09-16T18:46:14.047Z,2022-09-17T09:44:12Z,3783697635,213,6.0,3783697629,141,6.4,3783697631,212,9.6,3784455857,178,,3783697627,140,56.1,3783697625,56,Right,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460642005,10,1,1,0,30,7zibyotq1x1hq6pmgibhr0e6s,1,52.3,4.9,2022-09-16T18:46:16.918Z,2022-09-17T09:44:10Z,3784456009,178,,3783697919,56,Back,3783697927,213,2.2,3783697925,212,23.2,3783697923,141,32.1,3783697921,140,39.0,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460642047,11,1,1,0,33,7zibyotq1x1hq6pmgibhr0e6s,1,38.8,30.1,2022-09-16T18:46:19.945Z,2022-09-17T09:44:09Z,3783698155,213,1.7,3783698151,141,62.6,3783698153,212,22.2,3783698147,56,Back,3783698149,140,36.9,3784456041,178,,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460642085,12,1,1,0,36,7zibyotq1x1hq6pmgibhr0e6s,1,32.9,63.6,2022-09-16T18:46:22.432Z,2022-09-17T09:44:09Z,3783698337,212,23.0,3784456053,178,,3783698329,56,Back,3783698335,141,92.3,3783698333,140,44.5,3783698339,213,1.0,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
