id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/13/value,keyPass,qualifier/15/value,qualifier/17/value
2465732615,1,34,16,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-10-01T15:35:06.914Z,2022-10-01T16:15:02Z,3810613555,197,8908,3810613531,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3810613557,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810613547,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3810613541,130,13,3810613551,194,2hj88r72bbwnhqx12tv13jmqx,3810613533,59,"28, 18, 29, 2, 33, 27, 16, 8, 9, 34, 68, 1, 5, 7, 10, 23, 77, 90",3810613529,30,"99eumu17h5sxriw5vfczvdb6d, 2rn8mnhlrtrbm6du97f54zckq, 5ghjnuqhf7kvbwqlo8jqv0bqi, ew1thxs8j5mwwqh075kzsjq0a, 2hj88r72bbwnhqx12tv13jmqx, czsmg1hjqbmzhz8x91y3b0yc5, 3s0tyude1pghox634ij87srft, 92ajo8iiqwlmjwndtf7yt6l05, b3y2ov2ju75fr5u5e2rerj1ex, 58qrdtv5emnvcojqkmnpx5ffu, 65js4yds9vyg0iyck8xh10frp, d0itp0eyxewvnm2shm0manw7p, 9ncn3cmp9hd451mjt54t8axn9, 3m13ipluel0m6cotha7n7vrop, 92resfejh2m1oygglkjdk0u7d, 8thfkx6q306ewh6mlba8ztqzt, 9m3bkbdedtddfeix57rj2f7c9, 3are60mt98ibeazgcyjvuy7tg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465751349,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-10-01T15:43:50.408Z,2022-10-01T16:10:35Z,3810716653,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, d1rgv9cgncdgr1h61phrxoc89, a8k3ubqsi0duc3g4u5jnvcoa1, 68vmg4qgr11vppc48hs8402jt, 5enjhxrx2jrjqtgb9wwq0baax, c8m4ox6n1v89qbbjq73s5ezmx, ama1ibpjcfu206icrfmkgfavp, 7wh91ajt4v3w9kfdpp5hf5mmt, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, cma24hkdklib8007a42cso38q, 14w9q2mu6yq235ic55fxs0w2y, an7okg1fciccqu6300k8phisq, 43nbjlhluajhnansrk7xmirkk, 3ypxn1nvgv8e321sq5394w3my, 561pn6ha3pwbofjt8gbqhj0iy, 7zmgaactx19n77j9fl08pahyi",3810716661,130,8,3810716657,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3810716659,59,"26, 23, 5, 8, 46, 2, 77, 17, 18, 34, 11, 4, 10, 22, 25, 27, 35, 40",3810716665,194,a8k3ubqsi0duc3g4u5jnvcoa1,3810716663,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3810716667,197,3313,3810716669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465791873,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-10-01T16:15:46.681Z,2022-10-01T16:15:49Z,3810935645,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465791819,2,32,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-10-01T16:15:46.681Z,2022-10-02T05:09:35Z,3810935411,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465791903,3,1,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,50,50,2022-10-01T16:15:46.767Z,2022-10-02T05:37:28Z,3810935823,141,57.0,3810935825,212,24.2,3810935829,279,S,3810935827,213,2.9,3810935819,56,Back,3813417011,178,,3810935821,140,27.4,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465791989,4,1,1,0,2,2b57rbw94i9ohnbch52owvqtq,0,35.3,56.1,2022-10-01T16:15:49.169Z,2022-10-02T11:52:04Z,3810936213,1,,3810936199,56,Left,3810936211,213,0.7,3810936203,140,72.2,3810936197,157,,3810936209,212,49.6,3813417179,178,,3810936207,141,100.0,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792141,3,5,1,0,6,89xivtxk59uzvhdsd6miao6tm,1,27.2,-1.5,2022-10-01T16:15:52.876Z,2022-10-02T05:37:40Z,3810937065,233,5,3810937029,56,Back,3810937033,347,,,,,,,,,,,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792003,5,5,1,0,6,2b57rbw94i9ohnbch52owvqtq,0,72.8,101.5,2022-10-01T16:15:52.876Z,2022-10-02T05:37:40Z,3810936237,56,Left,3810936239,347,,3810937121,233,3,,,,,,,,,,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465792163,4,1,1,0,14,89xivtxk59uzvhdsd6miao6tm,1,22,0,2022-10-01T16:16:01.357Z,2022-10-02T11:52:03Z,3810937171,140,28.6,3810937169,56,Back,3810937175,212,9.8,3810937167,107,,3810937173,141,8.3,3810937177,213,0.8,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466252265,1004,43,1,0,15,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-10-01T16:16:02.267Z,2022-10-02T07:37:46Z,3813446843,178,0,3813545865,144,82,,,,,,,,,,,,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
