id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2497816795,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-01-15T16:37:03.040Z,2023-01-15T17:11:54Z,3980273207,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3980273201,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3980273203,59,"1, 2, 22, 24, 23, 51, 11, 48, 18, 14, 10, 52, 7, 17, 26, 32, 33, 34",3980273205,130,8,3980273199,30,"r0hm6ahwcvdu57bgfi5zkslx, 1h9jdj5ag99myeoirxzh92od1, 70h2g33o2w7f32dtx76wji99m, d19yalwh3i2olvpwoi89feqjt, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, cl2mi40x3gjsan1iifpbwec4p, a7ip51ik4rkqcvgdsh64ln09g, eg4piy0kcdtdopqpd3lcl5j2t, 9tgbdheyuooa8cfz06l577end, dcjf15sf1dbb6w17foz25uuei, 783gcbge6tm3dosc9jou2jqc4, 8lrsefp53ez5jm3hd5fy8tck5, 2hr7skflmxmpiiauz04h185ey, 4114auk4o8n6higc918qymc4p, 2tsn78gg5xyw81srfdn05hw8a, 9gt3izdka3a0nh7r9uazkueqc, cyh16toqa9wxmxepg635ecgve",3980273211,197,3769,3980273213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3980273209,194,9tc6mprxpu2rc5ptlp5ljw7h1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497819341,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-01-15T16:41:31.461Z,2023-01-15T17:32:11Z,3980288083,130,18,3980288081,59,"49, 2, 94, 44, 59, 26, 10, 20, 8, 13, 7, 6, 9, 19, 21, 23, 28, 29",3980288085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3980288077,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, e44w6g1c1ojf854svzswpl0x5, 1i1xcco82x0ppbac6j5z59x49, 7bwjxz6bwt7h070dbv1l8woyy, f0ean6buvvp9l4rh1ayvnnill, 6xam5bquregefbepxd9rwfdh, 39tod1iad3ztq17qveh8pwp9l, 5j13tgvpwi7m3y6rjd8q08tt5, 7vv4ef3y8swdekozwaent3ai1, a6cke0ad2pvuyahweuch772ay, 7a6hqi5iy91onh9u7l7t88tbe, 7lfocbri1eyj151wuqodpnnpx, ths196pehnfyf4f4scmqj8ph, 1a9u2g4hynrz2e93sz1evhpzp, di9k6xr6j4arjoltl7s9yp6cq, 4rh8xwozidxiwvl4wi2rn0fe1, 15odj8wui8136996wi2d5t7md",3980288087,194,6xam5bquregefbepxd9rwfdh,3980288093,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3980288079,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3980288089,197,8159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497842531,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-01-15T17:30:16.401Z,2023-01-16T05:37:29Z,3980419593,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497842533,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-01-15T17:30:16.401Z,2023-01-15T17:30:17Z,3980419595,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497842547,3,1,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,49.9,50.1,2023-01-15T17:30:16.460Z,2023-01-16T05:58:44Z,3980419687,141,56.0,3981016083,178,,3980419683,56,Back,3980419685,140,30.6,3980419689,212,20.7,3980419693,279,S,3980419691,213,2.9,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497842559,4,1,1,0,3,ecj1gmc7pqcjo4sc9hvghj5u3,1,39.5,60.1,2023-01-15T17:30:19.511Z,2023-01-16T10:26:00Z,3981016097,178,,3980419789,212,24.8,3980419791,213,4.2,3980419787,141,27.7,3980419783,56,Back,3980419785,140,28.6,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497842565,5,1,1,0,6,ecj1gmc7pqcjo4sc9hvghj5u3,1,33.3,24,2023-01-15T17:30:22.741Z,2023-01-16T10:25:59Z,3981016141,178,,3980419827,213,1.4,3980419819,56,Back,3980419821,140,34.2,3980419823,141,35.2,3980419825,212,7.7,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497842595,6,1,1,0,8,ecj1gmc7pqcjo4sc9hvghj5u3,1,39.2,34.6,2023-01-15T17:30:24.990Z,2023-01-16T10:25:59Z,3980420061,140,23.7,3980420063,141,15.8,3980420065,212,20.7,3981016169,178,,3980420059,56,Back,3980420067,213,3.8,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497842621,7,1,1,0,12,ecj1gmc7pqcjo4sc9hvghj5u3,1,25.4,15.4,2023-01-15T17:30:28.952Z,2023-01-16T10:25:58Z,3980420187,155,,3980420199,1,,3981016189,178,,3980420197,213,6.2,3980420195,212,43.8,3980420191,140,67.0,3980420193,141,10.3,3980420189,56,Right,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497842623,8,61,1,0,15,ecj1gmc7pqcjo4sc9hvghj5u3,0,67.9,0.1,2023-01-15T17:30:31.950Z,2023-01-16T10:25:57Z,3980420203,56,Right,3981016221,178,,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
