id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,assist
2509657487,1094,67,1,0,12,7zibyotq1x1hq6pmgibhr0e6s,0,52.6,57.6,2023-02-18T15:01:04.824Z,2023-02-19T08:34:39Z,4042473499,233,736,,,,,,,,,,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122625,6,8,1,0,12,9njsy633rh1tyri7l2jaju5o,1,46.7,42.7,2023-02-18T15:01:04.825Z,2023-02-19T08:34:39Z,4041029239,384,,4039618679,56,Back,4042429923,178,,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122241,8,43,1,0,14,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-02-18T15:01:06.116Z,2023-02-18T15:02:29Z,4039616857,140,49.4,4039631025,144,1,4039616859,141,56.1,4039616855,56,Back,4039616863,213,2.9,4039616861,212,7.9,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122257,3,49,1,0,14,9njsy633rh1tyri7l2jaju5o,1,58.6,41.9,2023-02-18T15:01:06.415Z,2023-02-19T08:34:39Z,,,,,,,,,,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122459,4,1,1,0,18,9njsy633rh1tyri7l2jaju5o,0,63.1,7,2023-02-18T15:01:10.252Z,2023-02-19T08:34:37Z,4039617905,140,100.0,4039617913,212,39.5,4039617907,141,10.3,4042430105,178,,4039617901,155,,4039617915,213,0.1,4039617903,56,Right,4039617919,1,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122473,5,5,1,0,22,9njsy633rh1tyri7l2jaju5o,0,101,9.8,2023-02-18T15:01:13.919Z,2023-02-19T02:05:51Z,4039617965,346,,4039617963,56,Right,4039618071,233,9,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122483,9,5,1,0,22,7zibyotq1x1hq6pmgibhr0e6s,1,-1,90.2,2023-02-18T15:01:13.919Z,2023-02-19T02:05:50Z,4039617995,56,Back,4039617997,346,,4039618029,233,5,,,,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122897,10,1,1,0,26,7zibyotq1x1hq6pmgibhr0e6s,1,1.1,54.8,2023-02-18T15:01:18.408Z,2023-02-19T08:34:36Z,4039619863,212,13.6,4039619853,124,,4039619859,141,37.0,4039619857,140,7.0,4039619865,213,5.2,4039619873,237,,4039619855,56,Back,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122987,11,1,1,0,34,7zibyotq1x1hq6pmgibhr0e6s,1,33,28.3,2023-02-18T15:01:26.500Z,2023-02-19T08:34:34Z,4039620359,140,54.3,4039620365,213,5.6,4039620357,56,Right,4042430383,178,,4039620361,141,3.1,4039620363,212,28.2,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123029,12,1,1,0,37,7zibyotq1x1hq6pmgibhr0e6s,0,58.4,3.7,2023-02-18T15:01:29.308Z,2023-02-19T08:34:33Z,4039620531,212,15.0,4039620533,213,1.2,4039620525,56,Center,4039620529,141,24.0,4039620527,140,64.0,4042430449,178,,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123113,7,8,1,0,38,9njsy633rh1tyri7l2jaju5o,1,32.5,75.5,2023-02-18T15:01:30.269Z,2023-02-19T08:34:32Z,4041031089,383,,4039620953,56,Back,4042430545,178,,,,,,,,,,,,,,,,,ag74mepy9fnmlykodxo0oxhwp,B. Baiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123147,13,1,1,0,39,7zibyotq1x1hq6pmgibhr0e6s,1,68.6,12.8,2023-02-18T15:01:31.751Z,2023-02-19T08:34:32Z,4039621137,56,Center,4039621145,213,2.1,4039621139,140,64.4,4039621141,141,25.0,4039621143,212,9.4,4042430689,178,,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123253,14,1,1,0,41,7zibyotq1x1hq6pmgibhr0e6s,1,68.9,29.3,2023-02-18T15:01:33.762Z,2023-02-19T08:34:30Z,4039621669,141,78.1,4042430851,178,,4039621665,140,87.5,4039621657,155,,4039621675,212,38.5,4039621661,56,Center,4039621683,1,,4039621679,213,1.0,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123273,15,1,1,0,45,7zibyotq1x1hq6pmgibhr0e6s,0,96.3,83.3,2023-02-18T15:01:37.737Z,2023-02-19T08:34:30Z,4039621771,141,76.6,4039621769,140,93.7,4039621765,56,Center,4042430991,178,,4039621775,212,5.3,4039626605,2,,4041032139,72,,4039621779,213,4.2,dcjf15sf1dbb6w17foz25uuei,M. Balikwisha,4041032137,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123283,8,61,1,0,46,9njsy633rh1tyri7l2jaju5o,1,3.8,22.8,2023-02-18T15:01:37.920Z,2023-02-19T08:34:29Z,4039621817,56,Back,4042431093,178,,,,,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123407,9,49,1,0,48,9njsy633rh1tyri7l2jaju5o,1,17,28.6,2023-02-18T15:01:40.057Z,2023-02-19T08:34:29Z,,,,,,,,,,,,,,,,,,,,,,,,,1oux70eo5dakzh697p0j7kpre,Davo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123469,10,1,1,0,50,9njsy633rh1tyri7l2jaju5o,0,26.9,22.7,2023-02-18T15:01:42.297Z,2023-02-19T08:34:27Z,4042431299,178,,4039622707,213,5.9,4039622701,141,13.4,4039622699,140,44.1,4039622703,212,19.1,4039622697,56,Back,,,,,,,1oux70eo5dakzh697p0j7kpre,Davo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123505,16,49,1,0,53,7zibyotq1x1hq6pmgibhr0e6s,1,52.8,92.1,2023-02-18T15:01:45.022Z,2023-02-19T08:34:27Z,,,,,,,,,,,,,,,,,,,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123627,17,1,1,0,53,7zibyotq1x1hq6pmgibhr0e6s,1,52.6,92.1,2023-02-18T15:01:45.075Z,2023-02-19T08:34:26Z,4039623487,213,4.2,4042431467,178,,4039623485,212,22.8,4039623479,56,Back,4039623481,140,41.9,4039623483,141,63.0,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123735,18,1,1,0,56,7zibyotq1x1hq6pmgibhr0e6s,1,40.5,66.3,2023-02-18T15:01:47.996Z,2023-02-19T08:34:25Z,4039623925,213,5.5,4042431541,178,,4039623921,141,54.8,4039623919,140,48.4,4039623917,56,Back,4039623923,212,11.4,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123829,19,1,1,0,58,7zibyotq1x1hq6pmgibhr0e6s,1,47.6,64.3,2023-02-18T15:01:50.857Z,2023-02-19T08:34:23Z,4039624391,213,2.3,4039624383,56,Back,4042431597,178,,4039624387,141,76.1,4039624389,212,11.2,4039624385,140,40.2,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123941,20,1,1,1,1,7zibyotq1x1hq6pmgibhr0e6s,1,40.9,78,2023-02-18T15:01:53.086Z,2023-02-19T08:34:23Z,4042431685,178,,4039624895,213,4.0,4039624887,141,63.3,4039624891,212,12.7,4039624881,56,Back,4039624883,140,33.4,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124035,21,1,1,1,3,7zibyotq1x1hq6pmgibhr0e6s,1,34.5,64.6,2023-02-18T15:01:55.189Z,2023-02-19T08:34:22Z,4039625399,140,39.5,4039625395,56,Back,4039625401,141,61.5,4042431779,178,,4039625409,213,5.9,4039625405,212,5.7,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124135,22,1,1,1,4,7zibyotq1x1hq6pmgibhr0e6s,1,41.2,61.8,2023-02-18T15:01:56.081Z,2023-02-19T08:34:21Z,4039625843,56,Back,4039661649,156,,4042431873,178,,4039625845,140,31.8,4039625849,212,21.8,4039625847,141,33.2,4039625851,213,4.2,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124205,23,1,1,1,8,7zibyotq1x1hq6pmgibhr0e6s,0,36,30.4,2023-02-18T15:02:00.170Z,2023-02-19T08:34:20Z,4039626225,1,,4039626213,155,,4042431953,178,,4039626223,213,0.4,4039626217,140,79.1,4039626221,212,48.3,4039626219,141,55.4,4039626215,56,Center,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509658113,744,43,1,1,12,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-18T15:02:04.086Z,2023-02-19T06:34:25Z,4042734903,144,67,4042476611,233,1112,,,,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509658111,1112,43,1,1,12,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-02-18T15:02:04.087Z,2023-02-19T06:34:25Z,4042476615,233,744,4042734893,144,67,,,,,,,,,,,,,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124347,12,1,1,1,12,9njsy633rh1tyri7l2jaju5o,0,19.4,42.8,2023-02-18T15:02:04.117Z,2023-02-19T08:34:19Z,4039626929,157,,4042432053,178,,4039626935,141,46.8,4039626939,213,0.1,4039626937,212,21.1,4039626931,56,Back,4039626933,140,39.3,4039626941,1,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124293,11,43,1,1,14,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-18T15:02:06.086Z,2023-02-18T15:05:56Z,4039670029,144,49,,,,,,,,,,,,,,,,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124443,25,1,1,1,15,7zibyotq1x1hq6pmgibhr0e6s,1,59.7,41.5,2023-02-18T15:02:07.101Z,2023-02-19T08:34:18Z,4039627385,141,25.5,4039627389,213,3.9,4039627387,212,15.9,4042432207,388,,4039627381,56,Back,4039627383,140,48.7,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124383,24,43,1,1,15,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-02-18T15:02:07.837Z,2023-02-18T15:06:24Z,4039675147,144,49,,,,,,,,,,,,,,,,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124523,26,1,1,1,16,7zibyotq1x1hq6pmgibhr0e6s,0,50.1,26.8,2023-02-18T15:02:08.657Z,2023-02-19T08:34:18Z,4039627793,155,,4039627795,56,Center,4039627799,141,29.4,4039627801,212,16.4,4042432373,388,,4039627803,213,0.1,4039627797,140,65.6,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124559,14,1,1,1,18,9njsy633rh1tyri7l2jaju5o,0,34,69.1,2023-02-18T15:02:10.338Z,2023-02-19T08:34:17Z,4039627965,140,46.4,4039627959,3,,4039627967,141,72.6,4039627971,213,0.2,4039627969,212,13.2,4039627963,56,Back,4042432469,388,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124641,28,1,1,1,19,7zibyotq1x1hq6pmgibhr0e6s,0,52.1,31,2023-02-18T15:02:11.688Z,2023-02-19T08:34:17Z,4042432637,178,,4039628343,56,Right,4039628341,3,,4039628351,213,5.8,4039628347,141,13.2,4039628349,212,28.1,4039628345,140,76.2,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124529,13,43,1,1,20,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-18T15:02:12.148Z,2023-02-18T15:06:36Z,4039628029,233,27,4039627845,285,0,4039627843,56,Back,4039677977,144,44,,,,,,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124537,27,43,1,1,20,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-02-18T15:02:12.149Z,2023-02-18T15:06:38Z,4039678503,144,44,4039627865,286,0,4039627863,56,Center,,,,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124631,15,49,1,1,23,9njsy633rh1tyri7l2jaju5o,1,23.2,81.2,2023-02-18T15:02:15.064Z,2023-02-19T08:34:16Z,,,,,,,,,,,,,,,,,,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124789,16,2,1,1,23,9njsy633rh1tyri7l2jaju5o,1,23.1,81.5,2023-02-18T15:02:15.133Z,2023-02-19T08:34:16Z,4039629119,140,57.0,4039629121,141,70.3,4039629117,56,Center,4042432833,178,,4039630103,7,8xjlysmwl5vnhcnvsynftjd62,4039684559,1,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124933,29,55,1,1,23,7zibyotq1x1hq6pmgibhr0e6s,1,48.4,27.2,2023-02-18T15:02:15.134Z,2023-02-19T08:34:15Z,4039689341,189,,,,,,,,,,,,,,,,,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124797,17,43,1,1,28,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-18T15:02:19.958Z,2023-02-18T15:02:22Z,4039629175,56,Center,4039629615,144,44,4039629177,286,0,,,,,,,,,,,,,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125187,30,1,1,1,35,7zibyotq1x1hq6pmgibhr0e6s,1,45.5,24.6,2023-02-18T15:02:27.386Z,2023-02-19T08:34:15Z,4039631135,212,16.8,4039631117,56,Back,4039631137,213,2.0,4039631115,241,,4042433021,178,,4039631133,141,46.6,4039631113,5,,4039631127,140,38.3,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125295,31,1,1,1,37,7zibyotq1x1hq6pmgibhr0e6s,1,38.3,47.3,2023-02-18T15:02:29.677Z,2023-02-19T08:34:14Z,4039631665,141,83.2,4039631669,213,1.4,4039631667,212,24.7,4042433117,178,,4039631661,56,Back,4039631663,140,41.7,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125395,32,1,1,1,40,7zibyotq1x1hq6pmgibhr0e6s,1,41.7,75.3,2023-02-18T15:02:32.105Z,2023-02-19T08:34:13Z,4039632111,140,58.0,4039632113,141,91.1,4039632109,56,Left,4042433191,178,,4039632115,212,20.2,4039632117,213,0.6,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125453,33,1,1,1,42,7zibyotq1x1hq6pmgibhr0e6s,1,52.5,89.1,2023-02-18T15:02:34.327Z,2023-02-19T08:34:12Z,4039632407,213,3.2,4042433335,178,,4039632405,212,7.6,4039632399,56,Back,4039632403,141,88.1,4039632401,140,45.3,,,,,,,dcjf15sf1dbb6w17foz25uuei,M. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
