id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/12/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2469920405,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-10-09T18:10:22.037Z,2022-10-09T19:05:11Z,3833028741,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3833028733,30,"d5ecnjd6h89iepxrvrlfn97ft, a0ecz4nlxrr62dcwixtmjiwyy, 8tdpdb9i9liifn3gvaadzh08a, 52qemp1py9mm9unjvxaphv209, bmbn4q2uorkgosgaig6migpux, 8am2h5qc7296fima2r4wam63u, 8jc7tw0nw37trgyli0oyz1soa, 2jhi0lbbo65dsfv4ho9pmlgix, 1gzgkjei16r4lt2fvcedy1jvt, 5wn1xudozb4s78x0m8ch7vn8q, 2xba9p5cocj599cltnabjes45, enyx6hc9mfglu3w2robv9hd9m, ez9zc94k1nj4qxjf2hrvj5dgq, 3l1v52usaf9mmi9dwowdwv3e, 21ipfd9gxws9vqpw9002o8ve1, 7weuixp1j81ga9pjhouf2h2hh, 8d0ffyx2qnnp0limf5aou92ei, 5iuagsqdiiaadb5yuf7r4vzmc",3833028743,194,8jc7tw0nw37trgyli0oyz1soa,3833028735,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3833028737,59,"1, 34, 29, 4, 5, 24, 14, 22, 9, 23, 10, 8, 11, 17, 21, 28, 36, 66",3833028747,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3833063659,197,5434,3833028739,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469921305,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-09T18:12:16.250Z,2022-10-10T09:51:21Z,3833034081,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3833034093,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3833034091,197,8159,3833034083,59,"49, 94, 11, 44, 16, 59, 20, 10, 7, 13, 8, 2, 4, 6, 21, 23, 26, 29",3833034079,30,"a8kdcx3797ityilpw31jaj4r9, e44w6g1c1ojf854svzswpl0x5, ai5p5wgft6c09bjbldz9sfeac, 1i1xcco82x0ppbac6j5z59x49, 5w0ohhrm0ojscyjh3e0o8ffmd, 7bwjxz6bwt7h070dbv1l8woyy, 39tod1iad3ztq17qveh8pwp9l, 6xam5bquregefbepxd9rwfdh, a6cke0ad2pvuyahweuch772ay, 7vv4ef3y8swdekozwaent3ai1, 5j13tgvpwi7m3y6rjd8q08tt5, aajft01g5yggw0is5fbfh3105, dhpxeejqzlhnm1vu0f8xjzw7p, 7a6hqi5iy91onh9u7l7t88tbe, 1a9u2g4hynrz2e93sz1evhpzp, di9k6xr6j4arjoltl7s9yp6cq, f0ean6buvvp9l4rh1ayvnnill, 15odj8wui8136996wi2d5t7md",3833034085,130,12,3833034087,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3833034089,194,6xam5bquregefbepxd9rwfdh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469949851,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-10-09T19:00:08.904Z,2022-10-09T19:00:11Z,3833187999,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469949843,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-09T19:00:08.904Z,2022-10-10T04:20:33Z,3833187967,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469949881,3,1,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,49.9,50.1,2022-10-09T19:00:08.968Z,2022-10-10T06:22:42Z,3833188169,279,S,3833188167,213,3.1,3833188165,212,8.4,3833188163,141,51.2,3833188161,140,41.9,3834484505,178,,3833188159,56,Back,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469949925,4,1,1,0,1,ecj1gmc7pqcjo4sc9hvghj5u3,1,44.6,50.8,2022-10-09T19:00:10.650Z,2022-10-10T09:19:53Z,3833188413,141,93.8,3834484521,178,,3833188419,213,1.5,3833188409,140,46.1,3833188407,56,Back,3833188417,212,29.3,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469949983,5,1,1,0,4,ecj1gmc7pqcjo4sc9hvghj5u3,1,47.3,96.8,2022-10-09T19:00:13.450Z,2022-10-10T09:19:52Z,3833188719,212,29.2,3833188717,141,88.0,3833188715,140,20.1,3833188713,56,Back,3834484567,178,,3833188721,213,3.3,,,,,,,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469950041,6,1,1,0,7,ecj1gmc7pqcjo4sc9hvghj5u3,1,24.5,84.5,2022-10-09T19:00:16.609Z,2022-10-10T09:19:52Z,3833189029,56,Back,3833189037,213,3.9,3834484591,178,,3833189031,140,2.8,3833189035,212,31.4,3833189033,141,52.8,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469950107,7,1,1,0,11,ecj1gmc7pqcjo4sc9hvghj5u3,0,3.8,61.2,2022-10-09T19:00:20.076Z,2022-10-10T09:19:51Z,3833189335,213,5.0,3834484675,178,,3833189333,212,45.3,3833189327,56,Back,3833189331,141,0.0,3833189325,155,,3833189329,140,17.5,3833189337,1,,a8kdcx3797ityilpw31jaj4r9,A. Moris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469950143,3,5,1,0,14,3ix9om1svhd6obl0mbk1otgop,1,75.8,101.8,2022-10-09T19:00:23.106Z,2022-10-10T05:30:02Z,3833189505,233,8,3833189499,56,Left,3833189501,347,,,,,,,,,,,,,,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
