id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/13/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist
2534754969,6,1,1,0,12,7zibyotq1x1hq6pmgibhr0e6s,1,38.6,22.2,2023-04-16T16:31:00.629Z,2023-04-17T06:23:45Z,4196211087,56,Back,4196211095,213,4.3,4197861271,178,,4196211093,212,9.3,4196211091,141,9.4,4196211089,140,35.4,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534754987,7,1,1,0,13,7zibyotq1x1hq6pmgibhr0e6s,1,35.4,9.4,2023-04-16T16:31:01.979Z,2023-04-17T06:23:49Z,4196211211,213,3.0,4196211205,140,21.7,4196211209,212,14.6,4197861319,178,,4196211203,56,Back,4196211207,141,13.1,,,,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755035,8,1,1,0,16,7zibyotq1x1hq6pmgibhr0e6s,1,21.7,13.1,2023-04-16T16:31:05.307Z,2023-04-17T06:23:52Z,4196211491,141,36.7,4196211493,212,24.2,4196211489,140,4.4,4197861397,178,,4196211487,56,Back,4196211495,213,2.4,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755107,9,1,1,0,22,7zibyotq1x1hq6pmgibhr0e6s,1,4.3,35.8,2023-04-16T16:31:10.782Z,2023-04-17T06:23:55Z,4196211811,1,,4196211809,213,0.2,4196211805,141,47.9,4196211803,140,43.5,4196211807,212,42.0,4196211801,56,Back,4196211799,155,,4197861435,178,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755129,10,1,1,0,28,7zibyotq1x1hq6pmgibhr0e6s,1,38.1,54.9,2023-04-16T16:31:17.553Z,2023-04-17T06:23:59Z,4196211911,56,Back,4196211913,140,43.9,4196211917,212,16.5,4197861461,178,,4196211919,213,1.2,4196211915,141,77.5,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755141,11,1,1,0,30,7zibyotq1x1hq6pmgibhr0e6s,1,43.8,78.2,2023-04-16T16:31:18.855Z,2023-04-17T06:24:02Z,4196211969,141,72.0,4196211965,56,Center,4197861505,178,,4196211973,213,6.1,4196211971,212,24.4,4196211967,140,66.7,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755151,12,1,1,0,31,7zibyotq1x1hq6pmgibhr0e6s,1,67.5,72.9,2023-04-16T16:31:19.863Z,2023-04-17T06:24:07Z,4197861617,178,,4196212055,213,3.7,4196212047,56,Center,4196212051,141,66.4,4196212053,212,8.7,4196212049,140,60.4,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755201,13,1,1,0,33,7zibyotq1x1hq6pmgibhr0e6s,0,60.4,66.4,2023-04-16T16:31:22.069Z,2023-04-17T06:24:10Z,4196212289,141,80.5,4196212285,56,Left,4196212293,213,0.3,4197861667,178,,4196212291,212,29.3,4196212287,140,86.8,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755185,7,8,1,0,36,1uk609mhtsfhokhaewjapb26,1,6.8,15.5,2023-04-16T16:31:24.659Z,2023-04-17T06:25:07Z,4196212235,56,Back,4197291741,383,,4197862311,389,,,,,,,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755203,14,61,1,0,36,7zibyotq1x1hq6pmgibhr0e6s,1,87.2,80.8,2023-04-16T16:31:24.686Z,2023-04-17T06:26:03Z,4197862889,178,,4196212297,56,Left,,,,,,,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755199,8,49,1,0,36,1uk609mhtsfhokhaewjapb26,1,6.7,14,2023-04-16T16:31:25.342Z,2023-04-17T06:25:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755213,9,1,1,0,38,1uk609mhtsfhokhaewjapb26,0,6.7,14,2023-04-16T16:31:27.281Z,2023-04-17T06:25:49Z,4196212545,236,,4196212357,140,5.7,4196212553,286,,4196212363,213,2.3,4197862761,389,,4196212361,212,1.6,4196212355,56,Back,4196212359,141,15.8,5lbzx05vthw9nbhpmzw5e1562,O. Sych,4196212547,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755239,16,74,1,0,38,7zibyotq1x1hq6pmgibhr0e6s,1,88.1,84.1,2023-04-16T16:31:27.344Z,2023-04-17T06:26:08Z,4196212525,56,Left,4196212527,285,,4196212571,233,9,4197862953,178,,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534952227,877,49,1,0,39,7zibyotq1x1hq6pmgibhr0e6s,1,88.9,85.3,2023-04-16T16:31:27.798Z,2023-04-17T06:26:16Z,,,,,,,,,,,,,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755311,17,1,1,0,40,7zibyotq1x1hq6pmgibhr0e6s,0,88.1,84.7,2023-04-16T16:31:28.728Z,2023-04-17T06:26:20Z,4197863061,178,,4196212949,213,3.7,4196212945,141,82.1,4196212991,286,,4196212943,140,85.6,4196212985,236,,4196212987,233,10,4196212947,212,3.2,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,4196212941,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755229,10,74,1,0,40,1uk609mhtsfhokhaewjapb26,1,7.6,16.8,2023-04-16T16:31:28.896Z,2023-04-17T06:26:27Z,4196212997,233,17,4196212461,56,Back,4196212465,285,,4197863175,178,,,,,,,,,,,,,,bf22is04tealb92h075c7u356,C. Atemona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755235,15,43,1,0,40,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-04-16T16:31:29.133Z,2023-04-16T16:31:39Z,4196212497,141,82.7,4196212493,140,87.4,4196212491,56,Left,4196213195,144,1,4196212503,213,1.4,4196212501,212,1.3,4196212487,168,0,4196212483,3,0,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534952303,887,49,1,0,42,1uk609mhtsfhokhaewjapb26,1,13.9,4.6,2023-04-16T16:31:31.196Z,2023-04-17T06:26:40Z,,,,,,,,,,,,,,,,,,,,,,,,,bf22is04tealb92h075c7u356,C. Atemona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755715,12,4,1,0,43,1uk609mhtsfhokhaewjapb26,1,15.6,5.6,2023-04-16T16:31:32.388Z,2023-04-17T06:26:45Z,4197293143,294,,4196216215,285,,4196215165,56,Back,4196216213,152,,4196216209,13,,4196216879,233,22,,,,,,,bf22is04tealb92h075c7u356,C. Atemona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755859,22,4,1,0,43,7zibyotq1x1hq6pmgibhr0e6s,0,84.4,94.4,2023-04-16T16:31:32.389Z,2023-04-17T06:26:45Z,4196216901,233,12,4196215961,56,Left,4196215959,13,,4196215967,286,,4196215963,152,,4197293029,294,,4197863421,178,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755313,11,43,1,0,46,1uk609mhtsfhokhaewjapb26,1,0,0,2023-04-16T16:31:35.369Z,2023-04-16T17:19:27Z,4196421897,144,1,4196212951,56,Back,4196212953,140,13.1,4196212957,212,4.4,4196212959,213,5.8,4196212955,141,4.9,,,,,,,bf22is04tealb92h075c7u356,C. Atemona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755477,18,43,1,0,47,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-04-16T16:31:36.493Z,2023-04-16T16:32:25Z,4196213907,347,0,4196216465,144,5,4196213883,56,Left,4196215209,233,12,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755717,13,27,1,1,10,1uk609mhtsfhokhaewjapb26,1,0,0,2023-04-16T16:31:59.404Z,2023-04-17T06:26:48Z,4196215233,233,19,4196215171,41,Injury,4196215173,53,bf22is04tealb92h075c7u356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755663,19,27,1,1,10,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-04-16T16:31:59.404Z,2023-04-17T06:26:48Z,4196215223,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755807,14,28,1,1,23,1uk609mhtsfhokhaewjapb26,1,0,0,2023-04-16T16:32:12.574Z,2023-04-17T06:26:57Z,4196215717,55,13,4196215817,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755795,20,28,1,1,23,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-04-16T16:32:12.574Z,2023-04-17T06:26:57Z,4196215785,233,14,4196215669,55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755827,21,43,1,1,25,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-04-16T16:32:14.270Z,2023-04-16T16:32:19Z,4196216125,144,42,,,,,,,,,,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755941,15,1,1,1,30,1uk609mhtsfhokhaewjapb26,0,17.4,18.3,2023-04-16T16:32:18.766Z,2023-04-17T06:27:13Z,4196216393,56,Right,4196216395,140,77.9,4196216399,212,65.0,4196216403,1,,4196216387,5,,4196216389,155,,4196216391,152,,4196216397,141,0.0,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,4197863701,178,,4196216401,213,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534755947,16,5,1,1,33,1uk609mhtsfhokhaewjapb26,0,69.8,-1.5,2023-04-16T16:32:21.971Z,2023-04-17T06:27:22Z,4196216409,56,Right,4196216411,347,,4196216861,233,23,,,,,,,,,,,,,,,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756023,23,5,1,1,33,7zibyotq1x1hq6pmgibhr0e6s,1,30.2,101.5,2023-04-16T16:32:21.971Z,2023-04-17T06:27:22Z,4196216827,347,,4196216825,56,Back,4196216839,233,16,,,,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756083,24,1,1,1,41,7zibyotq1x1hq6pmgibhr0e6s,1,40.2,100,2023-04-16T16:32:30.347Z,2023-04-17T06:27:25Z,4196217155,213,5.5,4196217147,56,Left,4196217153,212,21.1,4196217151,141,80.0,4196217149,140,55.0,4196217145,107,,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756105,25,1,1,1,42,7zibyotq1x1hq6pmgibhr0e6s,1,55,80,2023-04-16T16:32:31.432Z,2023-04-17T06:27:33Z,4196217301,56,Left,4196217307,212,8.7,4196217303,140,54.5,4197863913,178,,4196217309,213,1.6,4196217305,141,92.7,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756123,26,1,1,1,44,7zibyotq1x1hq6pmgibhr0e6s,0,53.7,91.5,2023-04-16T16:32:32.876Z,2023-04-17T06:27:50Z,4197864071,178,,4196217359,3,,4196217361,56,Left,4196217367,212,7.8,4196217363,140,57.5,4196217365,141,81.7,4196217369,213,5.3,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534952783,888,49,1,1,46,1uk609mhtsfhokhaewjapb26,1,30.3,6.9,2023-04-16T16:32:34.778Z,2023-04-17T06:27:56Z,,,,,,,,,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756111,17,1,1,1,46,1uk609mhtsfhokhaewjapb26,0,36.6,9.1,2023-04-16T16:32:34.789Z,2023-04-17T06:28:01Z,4197295167,157,,4196217327,141,0.0,4196217323,56,Right,4196217331,213,6.0,4197864201,178,,4196217325,140,61.8,4196217329,212,27.5,4197295169,1,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756115,18,5,1,1,47,1uk609mhtsfhokhaewjapb26,0,63,-1.2,2023-04-16T16:32:36.212Z,2023-04-17T06:28:05Z,4196217339,56,Right,4196217341,347,,4196217781,233,27,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756201,27,5,1,1,47,7zibyotq1x1hq6pmgibhr0e6s,1,37,101.2,2023-04-16T16:32:36.212Z,2023-04-17T06:28:05Z,4196217755,347,,4196217753,56,Back,4196217771,233,18,,,,,,,,,,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756239,28,1,1,1,52,7zibyotq1x1hq6pmgibhr0e6s,1,35.9,100,2023-04-16T16:32:40.980Z,2023-04-17T06:28:41Z,4196217953,107,,4196217965,212,20.9,4196217971,189,,4196217967,213,5.7,4196217959,140,52.0,4196217955,56,Left,4196217961,141,82.4,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756295,29,4,1,1,56,7zibyotq1x1hq6pmgibhr0e6s,1,58.4,85.6,2023-04-16T16:32:45.622Z,2023-04-17T06:28:47Z,4196218245,286,,4196218235,56,Left,4196218237,152,,4196218233,13,,4196218241,265,,4196218669,233,19,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756385,19,4,1,1,56,1uk609mhtsfhokhaewjapb26,0,41.6,14.4,2023-04-16T16:32:45.623Z,2023-04-17T06:28:46Z,4196218641,265,,4196218691,233,29,4196218643,285,,4196218637,56,Back,4196218635,13,,4196218639,152,,4197864761,178,,,,,bf22is04tealb92h075c7u356,C. Atemona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756551,30,1,1,2,13,7zibyotq1x1hq6pmgibhr0e6s,1,53,86.6,2023-04-16T16:33:01.889Z,2023-04-17T06:30:20Z,4196219537,152,,4196219543,141,69.4,4196219547,213,4.9,4196219541,140,54.7,4196219545,212,11.8,4196219535,5,,4196219539,56,Center,4197865743,178,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534953321,878,3,1,2,14,7zibyotq1x1hq6pmgibhr0e6s,0,52.6,72.3,2023-04-16T16:33:03.425Z,2023-04-17T06:30:30Z,4197297227,465,,4197297223,56,Center,4197297225,286,,4197297229,467,6437iwpplyfh71o9b7uxdylii,4197865857,178,,,,,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756555,31,4,1,2,15,7zibyotq1x1hq6pmgibhr0e6s,1,58.3,77.1,2023-04-16T16:33:03.654Z,2023-04-17T06:30:46Z,4196219565,13,,4196219569,152,,4196219567,56,Center,4196219571,265,,4196219573,286,,4196297693,233,20,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756639,20,4,1,2,15,1uk609mhtsfhokhaewjapb26,0,41.7,22.9,2023-04-16T16:33:03.655Z,2023-04-17T06:30:46Z,4196220055,152,,4196220059,285,,4196297699,233,31,4196220057,265,,4196220053,56,Back,4196220051,13,,4197865991,178,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756671,32,1,1,2,24,7zibyotq1x1hq6pmgibhr0e6s,1,55.4,69.4,2023-04-16T16:33:13.207Z,2023-04-17T06:31:00Z,4196220245,212,16.4,4196220249,213,2.8,4196220235,152,,4196220239,140,40.7,4197866155,178,,4196220237,56,Back,4196220233,5,,4196220241,141,77.6,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756721,33,1,1,2,27,7zibyotq1x1hq6pmgibhr0e6s,1,40.7,78.4,2023-04-16T16:33:15.877Z,2023-04-17T06:31:05Z,4196220465,212,26.9,4197866195,178,,4196220467,213,4.4,4196220463,141,40.6,4196220461,140,33.2,4196220459,56,Back,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534756781,34,1,1,2,30,7zibyotq1x1hq6pmgibhr0e6s,0,33.3,39.5,2023-04-16T16:33:18.881Z,2023-04-17T06:31:08Z,4196220781,140,76.1,4196220783,141,31.2,4196220787,213,6.2,4196220779,56,Center,4197866233,178,,4196220785,212,45.3,4196220789,1,,4196220777,155,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
