id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2441001383,11,1,1,1,39,1uk609mhtsfhokhaewjapb26,1,29.7,66.7,2022-07-31T16:31:50.003Z,2022-08-01T02:53:52Z,3679188033,213,5.7,3679188021,56,Back,3679996429,178,,3679188031,212,9.0,3679188023,140,36.9,3679188027,141,59.4,,,,,,,54y1k9ysgdtdvv9ss72ruxiad,D. Dessoleil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001445,12,1,1,1,41,1uk609mhtsfhokhaewjapb26,1,40.1,66.7,2022-07-31T16:31:51.122Z,2022-08-01T02:53:51Z,3679188383,212,25.8,3679996629,178,,3679188377,56,Back,3679188379,140,30.5,3679188385,213,4.3,3679188381,141,31.8,,,,,,,bd4cjnn4k45ry7ci5tsaawf10,H. Keïta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001469,13,1,1,1,45,1uk609mhtsfhokhaewjapb26,1,37.2,22.7,2022-07-31T16:31:55.547Z,2022-08-01T02:53:50Z,3679188547,56,Back,3679188549,140,49.4,3679188553,212,18.2,3679188555,213,5.5,3679188551,141,3.7,3679996943,178,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001475,14,61,1,1,46,1uk609mhtsfhokhaewjapb26,0,49.9,1.7,2022-07-31T16:31:56.786Z,2022-08-01T02:53:50Z,3679188593,56,Back,3679997141,178,,,,,,,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001493,9,1,1,1,47,jb4xejoxjfk5a0a50bo8hvst,0,45.5,92.6,2022-07-31T16:31:57.805Z,2022-08-01T02:53:50Z,3679997383,178,,3679188683,212,6.5,3679188685,213,3.6,3679188681,141,88.7,3679210945,233,68,3679188677,56,Back,3679188679,140,39.9,,,,ageous8x40a5qja50md060ull,L. Abanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001489,15,61,1,1,47,1uk609mhtsfhokhaewjapb26,1,53.7,6.3,2022-07-31T16:31:57.929Z,2022-08-01T02:53:49Z,3679188659,56,Right,3679997525,178,,,,,,,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441031613,400,1,1,1,48,jb4xejoxjfk5a0a50bo8hvst,0,45.8,87.4,2022-07-31T16:31:58.952Z,2022-08-01T02:53:49Z,3679998047,178,,3679356555,56,Back,3679357265,233,68,3679356563,213,5.3,3679356567,286,,3679356557,140,46.8,3679356559,141,85.1,3679356565,236,,8ic5et3o15rkxyebpxy6y4mhh,A. Bernier,3679356561,212,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,
2441005449,68,74,1,1,48,1uk609mhtsfhokhaewjapb26,1,55.6,12.6,2022-07-31T16:31:59.006Z,2022-08-01T02:53:49Z,3679998165,178,,3679210975,233,400,3679210543,56,Right,3679210545,285,,,,,,,,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001529,17,1,1,1,50,1uk609mhtsfhokhaewjapb26,1,50.7,12.3,2022-07-31T16:32:00.499Z,2022-08-01T02:53:48Z,3679188883,213,3.4,3679998353,178,,3679188875,56,Back,3679188879,141,6.5,3679188877,140,37.6,3679188881,212,14.3,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001509,16,43,1,1,50,1uk609mhtsfhokhaewjapb26,1,0,0,2022-07-31T16:32:01.006Z,2022-07-31T16:37:37Z,3679188785,140,53.4,3679188787,141,4.9,3679211609,144,1,3679188789,212,5.7,3679188783,56,Right,3679188791,213,3.2,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001563,18,1,1,1,52,1uk609mhtsfhokhaewjapb26,1,38.1,12.4,2022-07-31T16:32:03.044Z,2022-08-01T02:53:47Z,3679189055,212,15.7,3679998575,178,,3679189051,140,45.9,3679189057,213,1.0,3679189053,141,32.1,3679189049,56,Back,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001593,19,1,1,1,56,1uk609mhtsfhokhaewjapb26,1,48.1,22.4,2022-07-31T16:32:06.451Z,2022-08-01T02:53:46Z,3679998873,178,,3679189201,56,Back,3679189205,141,4.4,3679189209,213,4.1,3679189203,140,40.0,3679189207,212,14.9,,,,,,,bd4cjnn4k45ry7ci5tsaawf10,H. Keïta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001621,20,1,1,1,59,1uk609mhtsfhokhaewjapb26,1,39.4,1.4,2022-07-31T16:32:09.376Z,2022-08-01T02:53:45Z,3679189335,141,17.7,3679999135,178,,3679189331,56,Back,3679189339,213,1.8,3679189333,140,37.1,3679189337,212,11.3,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001655,21,1,1,2,0,1uk609mhtsfhokhaewjapb26,1,37.6,26.4,2022-07-31T16:32:10.611Z,2022-08-01T02:53:45Z,3679999369,178,,3679189551,213,4.5,3679189549,212,13.9,3679189543,140,34.2,3679189547,141,6.7,3679189539,56,Back,,,,,,,4ku7qityj6ozes655l78qyqj9,A. De Bruyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001679,22,1,1,2,5,1uk609mhtsfhokhaewjapb26,1,24,22.6,2022-07-31T16:32:15.587Z,2022-08-01T02:53:44Z,3679189715,141,28.0,3679189711,56,Back,3679189713,140,32.9,3679189719,213,0.4,3679189717,212,10.0,3679999517,178,,,,,,,,bd4cjnn4k45ry7ci5tsaawf10,H. Keïta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001731,23,1,1,2,7,1uk609mhtsfhokhaewjapb26,1,28.9,43,2022-07-31T16:32:17.649Z,2022-08-01T02:53:43Z,3679189993,140,19.3,3679189999,213,2.1,3679189997,212,18.5,3679189991,56,Back,3679189995,141,65.8,3679999679,178,,,,,,,,4ku7qityj6ozes655l78qyqj9,A. De Bruyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001765,24,1,1,2,12,1uk609mhtsfhokhaewjapb26,0,21.7,72,2022-07-31T16:32:22.444Z,2022-08-01T02:53:42Z,3679190195,212,69.2,3679190191,140,67.1,3679190189,56,Right,3679190187,196,,3679190185,155,,3679190197,213,5.5,3679190199,1,,3680000053,178,,54y1k9ysgdtdvv9ss72ruxiad,D. Dessoleil,3679190193,141,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
2441001971,10,5,1,2,16,jb4xejoxjfk5a0a50bo8hvst,1,33.1,101.6,2022-07-31T16:32:27.038Z,2022-08-01T09:20:22Z,3679191441,233,25,3679191439,347,,3679191437,56,Back,,,,,,,,,,,,,,,,bpxafwc30rerxmgju6rcau8kp,Sérgio Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001771,25,5,1,2,16,1uk609mhtsfhokhaewjapb26,0,66.9,-1.6,2022-07-31T16:32:27.038Z,2022-07-31T22:21:07Z,3679191445,233,10,3679190219,56,Right,3679190221,347,,,,,,,,,,,,,,,,,54y1k9ysgdtdvv9ss72ruxiad,D. Dessoleil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441001981,11,1,1,2,36,jb4xejoxjfk5a0a50bo8hvst,0,44.8,100,2022-07-31T16:32:46.136Z,2022-08-01T02:53:42Z,3679191485,212,17.5,3679191479,140,60.7,3679191477,56,Left,3679191475,107,,3679191483,141,94.4,3679191487,213,6.0,,,,,,,ageous8x40a5qja50md060ull,L. Abanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002025,26,1,1,2,37,1uk609mhtsfhokhaewjapb26,0,34.9,8.8,2022-07-31T16:32:47.756Z,2022-08-01T02:53:41Z,3680001089,178,,3679191725,157,,3679191737,1,,3679191733,212,21.1,3679191729,140,53.8,3679191727,56,Right,3679191731,141,0.0,3679191735,213,5.9,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002613,12,5,1,2,40,jb4xejoxjfk5a0a50bo8hvst,1,45.6,101.6,2022-07-31T16:32:50.708Z,2022-07-31T22:21:24Z,3679194695,56,Back,3679194721,233,27,3679194697,347,,,,,,,,,,,,,,,,,ageous8x40a5qja50md060ull,L. Abanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002033,27,5,1,2,40,1uk609mhtsfhokhaewjapb26,0,54.4,-1.6,2022-07-31T16:32:50.708Z,2022-07-31T22:21:23Z,3679194729,233,12,3679191771,347,,3679191767,56,Right,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002699,13,1,1,3,30,jb4xejoxjfk5a0a50bo8hvst,1,43.3,100,2022-07-31T16:33:40.603Z,2022-08-01T02:53:41Z,3679195235,212,16.9,3679195231,140,58.1,3679195227,107,,3679195229,56,Left,3679195233,141,92.3,3679195237,213,5.9,,,,,,,ageous8x40a5qja50md060ull,L. Abanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002711,14,1,1,3,33,jb4xejoxjfk5a0a50bo8hvst,1,56.9,93.4,2022-07-31T16:33:43.097Z,2022-08-01T02:53:40Z,3679195307,56,Back,3679195313,212,9.4,3679195309,140,48.0,3680001807,178,,3679195311,141,94.1,3679195315,213,3.1,,,,,,,7xfg1orfd9uq3rqzzf6vvxu96,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002713,15,1,1,3,34,jb4xejoxjfk5a0a50bo8hvst,0,49.1,92,2022-07-31T16:33:44.343Z,2022-08-01T02:53:40Z,3679195323,141,93.6,3679195327,213,0.2,3679195319,56,Left,3680002183,178,,3679195321,140,53.4,3679195325,212,4.6,,,,,,,ageous8x40a5qja50md060ull,L. Abanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002725,28,49,1,3,34,1uk609mhtsfhokhaewjapb26,1,44.6,5.2,2022-07-31T16:33:45.041Z,2022-08-01T02:53:39Z,,,,,,,,,,,,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002771,30,4,1,3,35,1uk609mhtsfhokhaewjapb26,1,46.2,11.2,2022-07-31T16:33:45.929Z,2022-08-01T02:53:39Z,3679195621,56,Back,3679195625,265,,3679196105,233,16,3679195623,152,,3679195627,286,,3679195619,13,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002839,16,4,1,3,35,jb4xejoxjfk5a0a50bo8hvst,0,53.8,88.8,2022-07-31T16:33:45.930Z,2022-08-01T02:53:38Z,3679196079,152,,3679196077,56,Left,3680002945,178,,3679196081,265,,3679196083,285,,3679196135,233,30,3679196075,13,,,,,8ic5et3o15rkxyebpxy6y4mhh,A. Bernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002741,29,43,1,3,37,1uk609mhtsfhokhaewjapb26,1,0,0,2022-07-31T16:33:47.430Z,2022-07-31T16:33:50Z,3679195467,285,0,3679195465,56,Back,3679195717,144,50,,,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002911,31,1,1,3,46,1uk609mhtsfhokhaewjapb26,1,43.5,10.4,2022-07-31T16:33:56.220Z,2022-08-01T02:53:38Z,3679196503,189,,3679196463,5,,3679196469,140,33.7,3679196473,212,30.4,3679196475,213,1.9,3679196471,141,52.4,3679196467,56,Back,3680003353,178,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,3679196465,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002947,32,1,1,3,49,1uk609mhtsfhokhaewjapb26,1,31.8,58.8,2022-07-31T16:33:59.542Z,2022-08-01T02:53:37Z,3679196675,140,37.5,3680003583,178,,3679196673,56,Back,3679196677,141,35.4,3679196681,212,17.0,3679196685,213,5.1,,,,,,,54y1k9ysgdtdvv9ss72ruxiad,D. Dessoleil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002971,33,1,1,3,51,1uk609mhtsfhokhaewjapb26,1,38.8,38.3,2022-07-31T16:34:01.825Z,2022-08-01T02:53:36Z,3679196807,213,6.0,3679196803,141,28.5,3680003871,178,,3679196801,140,61.6,3679196805,212,24.9,3679196799,56,Center,,,,,,,4ku7qityj6ozes655l78qyqj9,A. De Bruyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441002977,34,1,1,3,52,1uk609mhtsfhokhaewjapb26,1,58.5,26.9,2022-07-31T16:34:02.979Z,2022-08-01T02:53:36Z,3679196843,213,0.6,3679196837,140,66.1,3679196839,141,35.4,3680004153,178,,3679196841,212,9.9,3679196835,56,Center,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441003017,35,1,1,3,53,1uk609mhtsfhokhaewjapb26,1,62.7,33.9,2022-07-31T16:34:04.058Z,2022-08-01T02:53:35Z,3679197055,212,7.5,3679197051,141,27.1,3680004647,178,,3679197043,56,Center,3679197057,213,5.6,3679197047,140,68.3,,,,,,,2jdqgegksd1hreeqf4phdnsru,A. Benchaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441003045,36,1,1,3,57,1uk609mhtsfhokhaewjapb26,0,88.3,24.4,2022-07-31T16:34:07.764Z,2022-08-01T02:53:34Z,3680005177,178,,3679197221,140,90.5,3679197225,141,28.6,3679197217,56,Center,3679197227,212,3.7,3679197231,213,0.9,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441003057,17,61,1,3,57,jb4xejoxjfk5a0a50bo8hvst,1,10.6,68.1,2022-07-31T16:34:07.911Z,2022-08-01T02:53:34Z,3680005993,178,,3679197269,56,Back,,,,,,,,,,,,,,,,,,,6iu350lkyhy6tcll5gfo4vy3u,M. Tshibuabua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441003239,19,61,1,3,58,jb4xejoxjfk5a0a50bo8hvst,1,1.6,56.8,2022-07-31T16:34:08.822Z,2022-08-01T02:53:34Z,3680006283,21,,3680006285,389,,3679198249,56,Back,,,,,,,,,,,,,,,,7nlpu8ocv423vqaooks0hifze,G. Dietsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
