id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2492946847,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-12-23T17:00:08.297Z,2022-12-23T17:20:15Z,3954552161,130,4,3954552159,59,"1, 2, 3, 8, 35, 28, 23, 4, 9, 11, 10, 7, 15, 17, 21, 25, 30, 33",3954552169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3954552163,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3954552167,197,8121,3954552155,30,"6sdv4s8oz558wfhx72vwlpvu2, 6wt29oce6gsthhpmhq705vl9m, 2xletuhhaxmfqbjbgq4ehpyol, eiqmp3nbc50r40bl86u2sj55h, c1grrjf29wtfgbni2qkydf9ey, 8qa4s74yhn2u9n5tm4mfi934k, 7abgw25wb5amn0uq347d4x61h, 87aix2c3m5x08nsurhjql51p1, codwa9jioox7i007f4iazwst1, 8xjlysmwl5vnhcnvsynftjd62, 1fu9y7gemoii89ejj7bkex78p, 1ekfu3u2d9vh73lw2dzdcr1wq, ditnpqgspoih5ich7c5vn44fe, 77fldfqlxps1xbdg29anv4vai, 4rkl9bef513htcb8toe8lvkyx, 6pmuxgyfaqn2h0x69o5l1mq22, bjmg69xipgocepwk89487klih, 50iwwx11r99cvce6x8cp52c16",3954552157,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3954552165,194,eiqmp3nbc50r40bl86u2sj55h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492947103,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-12-23T17:02:48.731Z,2022-12-23T17:34:58Z,3954553457,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3954553455,130,12,3954553449,30,"3j1vhujla834m422svmrdh3pw, 9bnvh1i6mu45yvkz257c0x1at, 187qa5icsve3oak3t90r6rhsl, a52575bcqr3acuweauiyzsb56, 6iu350lkyhy6tcll5gfo4vy3u, 5oa6glaxweluggb6odyxb4uz9, 4e5jvz1t60a2l67c5a9r2qne, apusqhva0hdbf7zqb3twgeoa2, 7ruin2kz9zjzba57tdbec7n4l, 8ic5et3o15rkxyebpxy6y4mhh, 7sxsul4lzfxl1nzca1nq715re, 9ch1zw030nu94b2v7t9pzyqne, 7xfg1orfd9uq3rqzzf6vvxu96, ageous8x40a5qja50md060ull, e44sv1k4belucgkkem7qtkpd6, cahevdu5yhhnh8qlj969b6dw, 1acbm9228tfggjx7htxjtcvrp, bpxafwc30rerxmgju6rcau8kp",3954553451,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3954553463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3954553459,194,a52575bcqr3acuweauiyzsb56,3954553461,197,8175,3954553453,59,"16, 21, 18, 99, 4, 40, 6, 5, 7, 12, 15, 1, 9, 11, 14, 17, 23, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950071,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-12-23T17:30:07.093Z,2022-12-23T23:54:04Z,3954569649,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950073,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-12-23T17:30:07.093Z,2022-12-23T17:30:08Z,3954569651,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950081,3,1,1,0,0,9njsy633rh1tyri7l2jaju5o,1,50.1,50,2022-12-23T17:30:07.103Z,2022-12-23T23:59:45Z,3954569685,141,47.6,3954883333,178,,3954569687,212,14.6,3954569689,213,3.3,3954569683,140,36.3,3954569693,279,S,3954569681,56,Back,,,,codwa9jioox7i007f4iazwst1,S. Prevljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950089,4,1,1,0,2,9njsy633rh1tyri7l2jaju5o,0,39.8,46.4,2022-12-23T17:30:09.234Z,2022-12-24T08:00:44Z,3954569737,141,11.9,3954569743,1,,3954569741,213,5.9,3954569735,140,100.0,3954569731,155,,3954569733,56,Right,3954883351,178,,3954569739,212,69.1,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950087,3,5,1,0,8,jb4xejoxjfk5a0a50bo8hvst,1,-1.6,87.9,2022-12-23T17:30:15.514Z,2022-12-23T23:59:52Z,3954569727,56,Back,3954569785,233,5,3954569729,346,,,,,,,,,,,,,,,,,6iu350lkyhy6tcll5gfo4vy3u,M. Tshibuabua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950093,5,5,1,0,8,9njsy633rh1tyri7l2jaju5o,0,101.6,12.1,2022-12-23T17:30:15.514Z,2022-12-23T23:59:52Z,3954569799,233,3,3954569759,56,Right,3954569761,346,,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950117,4,1,1,0,16,jb4xejoxjfk5a0a50bo8hvst,1,5.7,58.9,2022-12-23T17:30:24.012Z,2022-12-24T07:30:51Z,3954569915,141,40.6,3954569917,212,12.6,3954569913,140,7.7,3954569919,213,4.9,3954569909,124,,3954569911,56,Back,3954569923,237,,,,,6iu350lkyhy6tcll5gfo4vy3u,M. Tshibuabua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950135,5,1,1,0,29,jb4xejoxjfk5a0a50bo8hvst,0,31.2,32.2,2022-12-23T17:30:36.432Z,2022-12-24T08:00:42Z,3954570035,213,0.6,3954570037,1,,3954570029,140,78.8,3954570033,212,62.5,3954570027,56,Left,3954883395,178,,3954570025,157,,3954570031,141,87.4,3j1vhujla834m422svmrdh3pw,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950139,6,1,1,0,32,9njsy633rh1tyri7l2jaju5o,0,26.6,34.5,2022-12-23T17:30:39.649Z,2022-12-24T08:00:41Z,3954570055,3,,3954570065,213,5.9,3954570057,56,Back,3954570061,141,24.1,3954570059,140,41.7,3954883411,388,,3954570063,212,17.4,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950149,6,1,1,0,34,jb4xejoxjfk5a0a50bo8hvst,0,53.8,67.9,2022-12-23T17:30:41.707Z,2022-12-24T08:00:41Z,3954570117,56,Left,3954883457,178,,3954570125,213,1.1,3954570123,212,19.8,3954570121,141,93.6,3954570119,140,62.6,,,,,,,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950151,7,1,1,0,37,jb4xejoxjfk5a0a50bo8hvst,0,59.8,90.2,2022-12-23T17:30:44.572Z,2022-12-24T08:00:40Z,3954600163,213,0.1,3954600171,236,,3954883497,178,,3954600173,233,7,3954600161,212,9.1,3954600159,141,91.5,3954570129,56,Left,3954600177,286,,187qa5icsve3oak3t90r6rhsl,M. Poaty,3954600157,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950157,7,74,1,0,37,9njsy633rh1tyri7l2jaju5o,1,38,10.7,2022-12-23T17:30:44.624Z,2022-12-24T08:00:40Z,3954600181,233,7,3954883517,178,,3954570159,56,Back,3954570161,285,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492985423,827,44,1,0,38,9njsy633rh1tyri7l2jaju5o,1,53,19.7,2022-12-23T17:30:45.883Z,2022-12-24T08:00:39Z,3954760987,286,,3954852517,233,840,3954760985,56,Right,,,,,,,,,,,,,,,,8xjlysmwl5vnhcnvsynftjd62,K. N’Dri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492985441,840,44,1,0,38,jb4xejoxjfk5a0a50bo8hvst,0,47,80.3,2022-12-23T17:30:45.884Z,2022-12-24T08:00:39Z,3954761067,285,,3954761063,56,Back,3954852521,233,827,,,,,,,,,,,,,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492985761,828,1,1,0,38,9njsy633rh1tyri7l2jaju5o,0,52.2,18.7,2022-12-23T17:30:45.931Z,2022-12-24T08:00:38Z,3954762855,56,Center,3954762857,140,59.8,3954762859,141,35.7,3954762861,212,14.0,3954883565,388,,3954762853,168,,3954762851,3,,3954762863,213,1.0,8xjlysmwl5vnhcnvsynftjd62,K. N’Dri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950165,9,1,1,0,40,jb4xejoxjfk5a0a50bo8hvst,0,41.7,69.7,2022-12-23T17:30:47.598Z,2022-12-24T08:00:38Z,3954570211,140,48.8,3954570209,56,Back,3954883627,178,,3954570217,213,1.2,3954570215,212,22.6,3954570213,141,100.0,,,,,,,6iu350lkyhy6tcll5gfo4vy3u,M. Tshibuabua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950161,8,43,1,0,42,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-12-23T17:30:49.338Z,2022-12-23T20:44:04Z,3954570191,212,11.7,3954570189,141,78.2,3954570183,3,0,3954570193,213,4.6,3954570187,140,38.6,3954762419,144,1,3954762003,168,0,3954570185,56,Back,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950175,8,5,1,0,44,9njsy633rh1tyri7l2jaju5o,1,51,-1.5,2022-12-23T17:30:51.714Z,2022-12-24T00:01:02Z,3954570253,56,Right,3954570255,347,,3954570257,233,10,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492950167,10,5,1,0,44,jb4xejoxjfk5a0a50bo8hvst,0,49,101.5,2022-12-23T17:30:51.714Z,2022-12-24T00:01:03Z,3954570223,347,,3954570221,56,Back,3954570273,233,8,,,,,,,,,,,,,,,,6iu350lkyhy6tcll5gfo4vy3u,M. Tshibuabua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
