id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/value
2515989479,9,1,1,0,15,7zibyotq1x1hq6pmgibhr0e6s,1,30.3,23.3,2023-03-05T15:01:21.441Z,2023-03-06T09:05:35Z,4075865615,140,25.2,4075865621,213,2.0,4075865613,56,Back,4077763923,178,,4075865619,212,14.2,4075865617,141,42.7,,,,,,,9gt3izdka3a0nh7r9uazkueqc,Z. Van Den Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989557,10,1,1,0,19,7zibyotq1x1hq6pmgibhr0e6s,1,23.2,51.1,2023-03-05T15:01:25.329Z,2023-03-06T09:05:33Z,4075866029,56,Back,4075866035,212,18.6,4077763961,178,,4075866037,213,1.2,4075866033,141,77.0,4075866031,140,29.0,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989625,11,1,1,0,26,7zibyotq1x1hq6pmgibhr0e6s,1,32.8,76.4,2023-03-05T15:01:32.572Z,2023-03-06T09:05:29Z,4075866399,212,44.0,4075866397,141,89.7,4075866393,56,Left,4075866391,155,,4077763981,178,,4075866395,140,73.8,4075866401,213,0.2,4075866403,1,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989651,12,1,1,0,33,7zibyotq1x1hq6pmgibhr0e6s,1,62.2,96.7,2023-03-05T15:01:39.130Z,2023-03-06T09:05:27Z,4075866563,56,Back,4075866569,212,20.8,4075866567,141,93.6,4075866565,140,42.5,4075866575,213,3.2,4077764007,178,,,,,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989679,13,1,1,0,35,7zibyotq1x1hq6pmgibhr0e6s,1,47.8,89,2023-03-05T15:01:41.768Z,2023-03-06T09:05:26Z,4075866719,141,71.8,4075866717,140,35.3,4075866721,212,17.6,4077764015,178,,4075866723,213,3.9,4075866715,56,Back,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989711,14,1,1,0,38,7zibyotq1x1hq6pmgibhr0e6s,1,40.3,53.5,2023-03-05T15:01:44.683Z,2023-03-06T09:05:25Z,4075866895,213,4.0,4077764027,178,,4075866887,56,Back,4075866893,212,11.4,4075866891,141,40.7,4075866889,140,33.3,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989745,15,1,1,0,40,7zibyotq1x1hq6pmgibhr0e6s,1,39.5,32.2,2023-03-05T15:01:46.768Z,2023-03-06T09:05:24Z,4075867047,140,34.5,4075867049,141,49.7,4075867053,213,2.0,4075867051,212,13.0,4077764047,178,,4075867045,56,Back,,,,,,,9gt3izdka3a0nh7r9uazkueqc,Z. Van Den Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989799,16,1,1,0,43,7zibyotq1x1hq6pmgibhr0e6s,1,41.1,54.1,2023-03-05T15:01:49.393Z,2023-03-06T09:05:23Z,4075867299,56,Left,4075867305,141,93.5,4075867309,213,0.8,4075867295,155,,4077764065,178,,4075867307,212,38.0,4075867303,140,66.8,4075867311,1,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989835,17,1,1,0,45,7zibyotq1x1hq6pmgibhr0e6s,1,66.3,98.9,2023-03-05T15:01:51.497Z,2023-03-06T09:05:23Z,4075867475,141,86.8,4075867479,213,4.6,4077764091,388,,4075867469,3,,4075867477,212,8.3,4075867473,140,65.6,4075867471,56,Left,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989865,18,1,1,0,48,7zibyotq1x1hq6pmgibhr0e6s,1,70,85.1,2023-03-05T15:01:53.834Z,2023-03-06T09:05:21Z,4077764165,178,,4075867615,56,Left,4075867619,141,92.0,4075867617,140,73.2,4075867621,212,5.8,4075867623,213,0.9,,,,,,,d19yalwh3i2olvpwoi89feqjt,J. Ekkelenkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516356139,1329,83,1,0,50,b7jmo07lqav0wfe2mtlzyspak,1,20.3,3.2,2023-03-05T15:01:56.627Z,2023-03-06T09:05:19Z,4077841437,399,428467,,,,,,,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989875,19,3,1,0,51,7zibyotq1x1hq6pmgibhr0e6s,0,81.3,96,2023-03-05T15:01:57.031Z,2023-03-06T09:05:19Z,4076823281,465,,4075867663,56,Left,4075867671,211,,4077764217,178,,4075867665,286,,,,,,,,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989881,3,49,1,0,53,b7jmo07lqav0wfe2mtlzyspak,1,12.2,24.8,2023-03-05T15:01:58.899Z,2023-03-06T09:05:18Z,,,,,,,,,,,,,,,,,,,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989909,4,1,1,0,53,b7jmo07lqav0wfe2mtlzyspak,1,12.3,24.1,2023-03-05T15:01:58.978Z,2023-03-06T09:05:18Z,4075867837,140,36.8,4075867833,56,Back,4075867845,212,25.8,4075867847,213,6.2,4077764369,178,,4075867841,141,20.9,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989931,5,1,1,0,54,b7jmo07lqav0wfe2mtlzyspak,1,26.8,16.7,2023-03-05T15:02:00.099Z,2023-03-06T09:05:18Z,4075867965,141,7.9,4077764391,178,,4075867967,212,6.0,4075867969,213,4.8,4075867961,56,Back,4075867963,140,27.3,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989943,6,1,1,0,56,b7jmo07lqav0wfe2mtlzyspak,0,24.9,7.7,2023-03-05T15:02:02.521Z,2023-03-06T09:05:17Z,4075868039,212,12.3,4075868037,141,11.4,4075868245,233,20,4075868031,56,Back,4075868249,286,,4075868243,236,,4075868035,140,36.4,4075868041,213,0.2,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,4077764421,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989983,20,74,1,0,56,7zibyotq1x1hq6pmgibhr0e6s,1,71.7,88.3,2023-03-05T15:02:02.658Z,2023-03-06T09:05:16Z,4077764465,178,,4075868251,233,6,4075868221,285,,4075868219,56,Left,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990015,7,5,1,0,58,b7jmo07lqav0wfe2mtlzyspak,1,26.2,-1.8,2023-03-05T15:02:04.585Z,2023-03-06T05:01:44Z,4075868405,56,Back,4075982791,233,202,4075868407,347,,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516011677,202,5,1,0,58,7zibyotq1x1hq6pmgibhr0e6s,0,73.8,101.8,2023-03-05T15:02:04.585Z,2023-03-06T05:01:43Z,4075982805,233,7,4075982271,56,Left,4075982273,347,,,,,,,,,,,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990129,8,1,1,1,12,b7jmo07lqav0wfe2mtlzyspak,1,30.6,0,2023-03-05T15:02:18.706Z,2023-03-06T09:05:16Z,4075869129,56,Back,4075869127,107,,4075869135,212,15.6,4075869137,213,0.4,4075869131,140,44.3,4075869133,141,7.1,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990153,9,1,1,1,14,b7jmo07lqav0wfe2mtlzyspak,0,42.8,8.9,2023-03-05T15:02:19.818Z,2023-03-06T09:05:15Z,4075869247,213,0.4,4075869243,141,12.2,4075869241,140,47.7,4075869235,3,,4077764529,388,,4075869237,168,,4075869239,56,Back,4075869245,212,5.6,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990183,21,1,1,1,15,7zibyotq1x1hq6pmgibhr0e6s,0,53.2,85.2,2023-03-05T15:02:21.377Z,2023-03-06T09:05:15Z,4075869389,140,68.0,4075869391,141,76.1,4077764627,388,,4075869393,212,16.7,4075869387,56,Center,4075869385,3,,4075869395,213,5.9,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990213,10,1,1,1,16,b7jmo07lqav0wfe2mtlzyspak,0,38,28.3,2023-03-05T15:02:22.796Z,2023-03-06T09:05:14Z,4075869565,141,55.7,4075869569,212,22.1,4075869559,56,Back,4075869561,140,49.3,4075869571,213,1.0,4075869557,3,,4077764641,388,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990317,22,1,1,1,19,7zibyotq1x1hq6pmgibhr0e6s,0,52.1,47.7,2023-03-05T15:02:25.098Z,2023-03-06T09:05:14Z,4075870033,1,,4075870025,140,87.0,4075870031,213,0.3,4077764671,178,,4075870023,56,Center,4075870027,141,64.2,4075870029,212,38.3,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990289,11,52,1,1,29,b7jmo07lqav0wfe2mtlzyspak,1,13.1,49.1,2023-03-05T15:02:35.313Z,2023-03-06T09:05:12Z,4077764719,178,,4076833725,376,,,,,,,,,,,,,,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990425,12,1,1,1,30,b7jmo07lqav0wfe2mtlzyspak,1,12.9,47.3,2023-03-05T15:02:36.095Z,2023-03-06T09:05:11Z,4075870589,56,Back,4075870591,140,18.5,4075870593,141,12.5,4077764731,178,,4075870587,123,,4075870597,213,5.0,4075870595,212,24.4,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990487,13,1,1,1,33,b7jmo07lqav0wfe2mtlzyspak,1,17.4,6.9,2023-03-05T15:02:39.317Z,2023-03-06T09:05:10Z,4075870921,213,0.1,4075870913,56,Back,4075870917,141,8.8,4075870919,212,23.3,4077764745,178,,4075870915,140,39.6,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990523,14,1,1,1,36,b7jmo07lqav0wfe2mtlzyspak,1,31.1,2.7,2023-03-05T15:02:42.718Z,2023-03-06T09:05:09Z,4075871111,56,Back,4077764761,178,,4075871113,140,21.8,4075871117,212,9.8,4075871119,213,3.2,4075871115,141,2.5,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990537,15,1,1,1,39,b7jmo07lqav0wfe2mtlzyspak,1,15.8,0.4,2023-03-05T15:02:45.606Z,2023-03-06T09:05:09Z,4075871201,213,2.3,4077764775,178,,4075871195,140,8.5,4075871193,56,Back,4075871197,141,12.8,4075871199,212,11.4,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990597,16,1,1,1,40,b7jmo07lqav0wfe2mtlzyspak,1,5.9,15.1,2023-03-05T15:02:46.474Z,2023-03-06T09:05:08Z,4075871525,213,6.1,4075871505,155,,4077764783,178,,4075871517,141,5.0,4075871529,1,,4075871509,56,Back,4075871521,212,35.4,4075871513,140,39.0,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990641,17,1,1,1,43,b7jmo07lqav0wfe2mtlzyspak,1,34.1,6,2023-03-05T15:02:48.952Z,2023-03-06T09:05:08Z,4075871715,56,Back,4075871717,140,43.0,4075871719,141,12.2,4077764811,388,,4075871723,213,0.4,4075871713,3,,4075871721,212,10.3,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990645,18,44,1,1,44,b7jmo07lqav0wfe2mtlzyspak,1,39.8,10.6,2023-03-05T15:02:50.245Z,2023-03-06T09:05:07Z,4075871743,56,Back,4075871751,233,23,4075871745,285,,,,,,,,,,,,,,,,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990609,23,44,1,1,44,7zibyotq1x1hq6pmgibhr0e6s,0,60.2,89.4,2023-03-05T15:02:50.246Z,2023-03-06T09:05:07Z,4075871565,56,Left,4075871771,233,18,4075871567,286,,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990663,19,1,1,1,44,b7jmo07lqav0wfe2mtlzyspak,1,40,11,2023-03-05T15:02:50.289Z,2023-03-06T09:05:06Z,4075871865,213,5.0,4075871857,56,Back,4075871863,212,5.4,4075871861,141,3.4,4075871859,140,41.5,4075871855,3,,4077764847,388,,,,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990685,20,1,1,1,45,b7jmo07lqav0wfe2mtlzyspak,0,39.7,4.3,2023-03-05T15:02:51.726Z,2023-03-06T09:05:06Z,4075871951,213,0.5,4075871943,56,Center,4075871953,1,,4075871941,155,,4075871949,212,49.1,4077764885,178,,4075871947,141,40.1,4075871945,140,80.3,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990691,24,49,1,1,50,7zibyotq1x1hq6pmgibhr0e6s,1,24.8,52.9,2023-03-05T15:02:56.134Z,2023-03-06T09:05:05Z,,,,,,,,,,,,,,,,,,,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990777,25,1,1,1,52,7zibyotq1x1hq6pmgibhr0e6s,1,17.2,64.3,2023-03-05T15:02:57.928Z,2023-03-06T09:05:05Z,4075872311,212,14.7,4075872313,213,1.6,4075872309,141,85.9,4075872307,140,16.7,4075872305,56,Back,4077764927,178,,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990833,26,1,1,1,55,7zibyotq1x1hq6pmgibhr0e6s,1,17.1,95.7,2023-03-05T15:03:00.804Z,2023-03-06T09:05:04Z,4075872595,155,,4075872605,213,6.2,4075872601,141,91.4,4075872603,212,32.7,4075872607,1,,4075872599,140,48.1,4077764945,178,,4075872597,56,Back,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990847,27,1,1,1,58,7zibyotq1x1hq6pmgibhr0e6s,1,47.3,94.5,2023-03-05T15:03:03.851Z,2023-03-06T09:05:03Z,4075872715,56,Back,4075872721,212,8.5,4075872713,155,,4075872723,213,3.1,4075872719,141,95.4,4075872717,140,39.2,4077764995,178,,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990883,28,1,1,1,59,7zibyotq1x1hq6pmgibhr0e6s,0,37.6,94.5,2023-03-05T15:03:05.199Z,2023-03-06T09:05:02Z,4075872903,213,6.0,4075872895,140,45.4,4075872901,212,8.5,4075872891,56,Back,4077765019,178,,4075872887,3,,4075872899,141,91.1,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990949,21,61,1,2,1,b7jmo07lqav0wfe2mtlzyspak,1,53.1,10.2,2023-03-05T15:03:07.481Z,2023-03-06T09:05:02Z,4077765059,388,,4077765057,15,,4075873251,56,Right,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990953,22,49,1,2,3,b7jmo07lqav0wfe2mtlzyspak,1,46.1,15,2023-03-05T15:03:09.590Z,2023-03-06T09:05:01Z,,,,,,,,,,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990987,23,1,1,2,3,b7jmo07lqav0wfe2mtlzyspak,1,46.1,15.3,2023-03-05T15:03:09.653Z,2023-03-06T09:05:01Z,4075873437,213,2.6,4075873439,1,,4075873425,56,Back,4075873433,141,45.4,4075873429,140,14.1,4075873435,212,39.3,4077765083,178,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515991041,24,1,1,2,7,b7jmo07lqav0wfe2mtlzyspak,1,15.3,42,2023-03-05T15:03:13.098Z,2023-03-06T09:05:01Z,4075873647,213,1.0,4077765095,178,,4075873641,141,69.6,4075873643,212,21.9,4075873637,140,26.1,4075873633,56,Back,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515991093,25,1,1,2,10,b7jmo07lqav0wfe2mtlzyspak,1,21.6,68.9,2023-03-05T15:03:16.374Z,2023-03-06T09:05:00Z,4075873889,212,23.2,4077765107,178,,4075873891,213,0.8,4075873887,141,93.5,4075873883,56,Back,4075873885,140,36.9,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
