id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,qualifier/17/value,qualifier/18/value,assist
2493218321,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-12-26T14:07:43.114Z,2022-12-27T09:52:35Z,3955999603,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3955999613,197,8159,3955999605,59,"49, 2, 11, 44, 16, 59, 8, 6, 10, 13, 7, 4, 9, 19, 21, 23, 26, 85",3955999615,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955999601,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, ai5p5wgft6c09bjbldz9sfeac, 1i1xcco82x0ppbac6j5z59x49, 5w0ohhrm0ojscyjh3e0o8ffmd, 7bwjxz6bwt7h070dbv1l8woyy, 5j13tgvpwi7m3y6rjd8q08tt5, 7a6hqi5iy91onh9u7l7t88tbe, 6xam5bquregefbepxd9rwfdh, 7vv4ef3y8swdekozwaent3ai1, a6cke0ad2pvuyahweuch772ay, dhpxeejqzlhnm1vu0f8xjzw7p, 7lfocbri1eyj151wuqodpnnpx, ths196pehnfyf4f4scmqj8ph, 1a9u2g4hynrz2e93sz1evhpzp, di9k6xr6j4arjoltl7s9yp6cq, f0ean6buvvp9l4rh1ayvnnill, 2fbq6ac2mma2tyjc2kqrpfms4",3955999609,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3955999611,194,6xam5bquregefbepxd9rwfdh,3955999607,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493226647,1,34,16,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-12-26T14:23:37.619Z,2022-12-26T14:59:47Z,3956046431,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3956046439,194,2hj88r72bbwnhqx12tv13jmqx,3956046437,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3956046433,59,"1, 18, 7, 27, 33, 2, 10, 23, 68, 77, 34, 3, 11, 14, 16, 28, 29, 36",3956046435,130,13,3956046441,197,10068,3956046429,30,"d0itp0eyxewvnm2shm0manw7p, 2rn8mnhlrtrbm6du97f54zckq, 3m13ipluel0m6cotha7n7vrop, czsmg1hjqbmzhz8x91y3b0yc5, 2hj88r72bbwnhqx12tv13jmqx, ew1thxs8j5mwwqh075kzsjq0a, 92resfejh2m1oygglkjdk0u7d, 8thfkx6q306ewh6mlba8ztqzt, 65js4yds9vyg0iyck8xh10frp, 9m3bkbdedtddfeix57rj2f7c9, 58qrdtv5emnvcojqkmnpx5ffu, 243h2yiww7rrz20i0le43jtux, mzrka1w28qc7vgr5xmcngqg9, 3ci60t7okyb4mmoa3tf0knluy, 3s0tyude1pghox634ij87srft, 99eumu17h5sxriw5vfczvdb6d, 5ghjnuqhf7kvbwqlo8jqv0bqi, 973qhpd6czw3u8h0788uq9ez8",3956046443,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235617,2,32,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-12-26T15:00:07.485Z,2022-12-26T15:00:09Z,3956095383,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235615,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-12-26T15:00:07.485Z,2022-12-26T21:19:52Z,3956095381,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235623,3,1,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,50,50,2022-12-26T15:00:07.505Z,2022-12-27T01:12:18Z,3956095401,56,Back,3956095411,279,S,3956095409,213,3.3,3956095407,212,11.4,3956095403,140,39.2,3956095405,141,48.1,3957289867,178,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235633,4,1,1,0,1,ecj1gmc7pqcjo4sc9hvghj5u3,1,46.1,51.3,2022-12-26T15:00:09.181Z,2022-12-27T07:31:26Z,3956095455,141,8.6,3957289917,178,,3956095453,140,41.8,3956095457,212,29.4,3956095459,213,4.6,3956095451,56,Back,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235645,5,1,1,0,6,ecj1gmc7pqcjo4sc9hvghj5u3,0,41.5,6.7,2022-12-26T15:00:14.020Z,2022-12-27T07:31:24Z,3956095481,213,1.5,3957289933,178,,3956095479,212,13.3,3956095477,141,26.2,3956095473,56,Back,3956095475,140,41.9,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235643,3,49,1,0,8,2b57rbw94i9ohnbch52owvqtq,1,57.2,65.2,2022-12-26T15:00:16.374Z,2022-12-27T07:31:24Z,,,,,,,,,,,,,,,,,,,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235663,4,1,1,0,10,2b57rbw94i9ohnbch52owvqtq,1,54.5,51.6,2022-12-26T15:00:17.895Z,2022-12-27T07:31:22Z,3956095565,141,38.6,3956095563,140,42.6,3956095567,212,15.3,3956095561,56,Back,3956095569,213,3.8,3957290009,178,,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235671,5,1,1,0,13,2b57rbw94i9ohnbch52owvqtq,1,35.7,35.8,2022-12-26T15:00:20.806Z,2022-12-27T07:31:22Z,3957290105,178,,3956095607,140,9.6,3956095611,212,29.1,3956095609,141,50.4,3956095605,56,Back,3956095613,213,2.8,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
