id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2458681013,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-09-11T13:07:22.068Z,2022-09-11T13:59:12Z,3773197025,194,9tc6mprxpu2rc5ptlp5ljw7h1,3773197015,30,"r0hm6ahwcvdu57bgfi5zkslx, 1h9jdj5ag99myeoirxzh92od1, 5u6h6cptsad9e6n4uv76q0fl5, cefs6b83ei4gcyuscfopw32ay, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, 1v75zo1ivju4o2xwgwn9az88a, awsiaxyma4vmsrpthdyep2ket, eg4piy0kcdtdopqpd3lcl5j2t, d19yalwh3i2olvpwoi89feqjt, 5tsrmx2p5f3mrpwt8gpx4x979, 8lrsefp53ez5jm3hd5fy8tck5, 5jywyphhwu9j4bphz0720kb9, 2hr7skflmxmpiiauz04h185ey, 4114auk4o8n6higc918qymc4p, 2tsn78gg5xyw81srfdn05hw8a, cyh16toqa9wxmxepg635ecgve, 8yo1cv2wlhnk1lu50cu3iul79",3773197029,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773197027,197,5711,3773197021,130,8,3773197017,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3773197023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3773197019,59,"1, 2, 21, 8, 23, 51, 55, 4, 18, 24, 19, 7, 16, 17, 26, 32, 34, 61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458685699,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-09-11T13:11:36.800Z,2022-09-11T14:05:22Z,3773221271,194,7weuixp1j81ga9pjhouf2h2hh,3773221259,59,"1, 8, 29, 22, 5, 24, 10, 28, 9, 36, 23, 2, 11, 17, 18, 38, 66, 89",3773221253,30,"d5ecnjd6h89iepxrvrlfn97ft, enyx6hc9mfglu3w2robv9hd9m, 8tdpdb9i9liifn3gvaadzh08a, 2jhi0lbbo65dsfv4ho9pmlgix, bmbn4q2uorkgosgaig6migpux, 8am2h5qc7296fima2r4wam63u, 2xba9p5cocj599cltnabjes45, 7weuixp1j81ga9pjhouf2h2hh, 1gzgkjei16r4lt2fvcedy1jvt, 8d0ffyx2qnnp0limf5aou92ei, 5wn1xudozb4s78x0m8ch7vn8q, 8dmbved65hvshm1jmfu5xi8ve, ez9zc94k1nj4qxjf2hrvj5dgq, 3l1v52usaf9mmi9dwowdwv3e, a5ls0i1ztco0zee3la61zv4rt, 22k00jtryfsbz0hl42dfar71m, 5iuagsqdiiaadb5yuf7r4vzmc, 9hnyebqut9tmn4q0m0y9n3kd1",3773221273,197,6718,3773221255,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3773221275,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773221263,130,2,3773221267,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458728517,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-09-11T14:00:36.324Z,2022-09-12T04:16:35Z,3773444947,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458728511,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-09-11T14:00:36.324Z,2022-09-11T14:00:36Z,3773444939,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458728557,3,1,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,50.2,49.7,2022-09-11T14:00:36.360Z,2022-09-12T04:35:21Z,3773445125,140,30.5,3773445131,213,3.1,3773445127,141,51.2,3773445129,212,20.7,3773445133,279,S,3773445123,56,Back,3775620969,178,,,,,awsiaxyma4vmsrpthdyep2ket,R. Nainggolan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458728589,4,1,1,0,3,7zibyotq1x1hq6pmgibhr0e6s,1,30.1,51.5,2022-09-11T14:00:39.358Z,2022-09-12T09:33:55Z,3773445271,213,0.4,3773445265,140,66.2,3773445273,1,,3773445263,56,Center,3773445261,155,,3773445267,141,72.3,3775621029,178,,3773445269,212,40.5,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458728593,5,44,1,0,5,7zibyotq1x1hq6pmgibhr0e6s,1,71.3,71.8,2022-09-11T14:00:42.264Z,2022-09-12T09:55:30Z,3773445323,233,3,3773445289,56,Center,3773445291,286,,,,,,,,,,,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458728595,3,44,1,0,5,3ix9om1svhd6obl0mbk1otgop,0,28.7,28.2,2022-09-11T14:00:42.265Z,2022-09-12T09:33:54Z,3773445353,233,5,3773445293,56,Back,3773445295,285,,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458728611,6,1,1,0,5,7zibyotq1x1hq6pmgibhr0e6s,0,70.9,71.5,2022-09-11T14:00:42.274Z,2022-09-12T09:55:30Z,3773445373,56,Left,3775621243,388,,3773445371,168,,3773445377,141,92.6,3773445379,212,16.4,3773445381,213,1.1,3773445369,3,,3773445375,140,78.4,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458728617,4,49,1,0,7,3ix9om1svhd6obl0mbk1otgop,1,25.1,19.2,2022-09-11T14:00:43.555Z,2022-09-12T09:33:53Z,,,,,,,,,,,,,,,,,,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
