id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2472900015,1,34,16,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-16T13:09:22.802Z,2022-10-16T14:01:55Z,3848883237,194,25ey2mcvgwz6ls2612os5hzv9,3848883233,130,8,3848883227,30,"1psqmd0h77b385bljq2emftgp, 4kuxth5k98x4cgfrfweu1u51, 3k4ulxeya73ac9foemis7p6mt, 56sjqxlsf5iitgww0hogez8ph, btz2lf5s3h6svre1o5jgmvf85, 92x3r5pxmvkgaxups0gdrvq39, 3eywxsna9qzi1egis1uj4l6mt, ezg4lhvy2z4pkyvfrmi17y11x, 1df9uegp2hsbc4813no3mdvx1, 25ey2mcvgwz6ls2612os5hzv9, 9aafa664l1husrkrgqv25l42d, 9svafwvk8lle1ex1m2y279905, b6hva6wki38za3hipscirr4h6, zd582wgzhdcz8n6oipywt3vt, 3nr55odndzunwlb658bsnlwx5, evktllmp3l6mfb6o4im0ag0ve, calut2wcnvfps97uj7dartf4l, bkdtlerryn5f6iwvk5fcrku7d",3848883231,59,"1, 5, 21, 30, 27, 23, 7, 66, 22, 16, 11, 4, 6, 8, 9, 10, 15, 17",3848883235,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3848883241,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848883229,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3848883239,197,13711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472903207,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-16T13:11:44.130Z,2022-10-16T13:56:26Z,3848899889,197,3190,3848899893,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848899873,30,"6q53ei01tbb5kxjr1mhfjysph, 7s4ws0u4erq1jfobqpsj0aoes, c517lc5fmsd9ugk638s2o9iad, fs5utga62tud5s06xj27qdat, etos5xv3v2ptiktdk5yuhrjkl, ettrapmxg36vw2egivejegzc9, 18pgjfpl9s8qy32mblzygsyc5, ebx4h86svfnvegspalqgxqfah, 9hiut57u02lly1nfdixef8bth, 1khy4w78z012p8z20gcp0nrvt, 8fs5klbsyx06c5ds9s1i3xu96, 7dnxkce4kn8qchaavv6e4tm21, 99tf4co0pm09ayca13ma3lql1, cxa3j4u8eh5w947p1iba47yfo, 1d2fpmtdglpqwyhnc657n77it, b9wew8z92aj36vvxfj3q7kxcl, eyvf8uu7jltbzalaov3qt1w5, be0ws51ws5cm9wzmcp3ozmklx",3848899877,59,"1, 18, 25, 23, 5, 2, 24, 6, 8, 11, 7, 10, 13, 16, 17, 29, 31, 33",3848899875,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3848899881,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3848899885,194,9hiut57u02lly1nfdixef8bth,3848899879,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957189,2,32,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-16T14:00:54.302Z,2022-10-16T14:00:54Z,3849181395,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957201,2,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-16T14:00:54.302Z,2022-10-17T07:13:33Z,3849181421,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957357,3,1,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,49.9,49.7,2022-10-16T14:00:54.310Z,2022-10-17T07:23:02Z,3849182287,56,Back,3849183085,279,S,3849182293,212,22.6,3849182291,141,49.7,3849182295,213,3.1,3849182289,140,28.4,3851546971,178,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957395,4,1,1,0,2,b7jmo07lqav0wfe2mtlzyspak,0,36.2,38.4,2022-10-16T14:00:57.294Z,2022-10-17T11:01:48Z,3849182451,140,72.6,3849182455,212,57.7,3849182453,141,100.0,3849182449,56,Left,3849182457,213,0.8,3849182459,1,,3849182447,155,,3851547047,178,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473399579,835,43,1,0,12,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-16T14:01:07.178Z,2022-10-17T07:20:13Z,3851575117,178,0,3851779839,144,82,,,,,,,,,,,,,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957525,3,5,1,0,14,8y3iucyxguipljcmf87a11bk9,1,29.8,-2,2022-10-16T14:01:08.349Z,2022-10-17T07:23:26Z,3849183139,347,,3849183137,56,Back,3849183171,233,5,,,,,,,,,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957401,5,5,1,0,14,b7jmo07lqav0wfe2mtlzyspak,0,70.2,102,2022-10-16T14:01:08.349Z,2022-10-17T07:23:26Z,3849183175,233,3,3849182487,347,,3849182485,56,Left,,,,,,,,,,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957539,4,1,1,0,18,8y3iucyxguipljcmf87a11bk9,1,26.6,0,2022-10-16T14:01:13.198Z,2022-10-17T11:01:48Z,3849183219,141,13.1,3849183221,212,9.7,3849183223,213,1.5,3849183217,140,27.2,3849183213,107,,3849183215,56,Back,,,,,,,7s4ws0u4erq1jfobqpsj0aoes,M. Samoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957555,5,1,1,0,19,8y3iucyxguipljcmf87a11bk9,0,26.1,11.2,2022-10-16T14:01:14.220Z,2022-10-17T11:01:48Z,3851547253,178,,3849183301,213,6.2,3849183303,1,,3849183293,56,Back,3849183297,141,8.5,3849183299,212,22.3,3849183295,140,47.3,3849183291,157,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472958355,21,49,1,0,21,b7jmo07lqav0wfe2mtlzyspak,1,53.6,87.4,2022-10-16T14:01:15.398Z,2022-10-17T11:01:47Z,,,,,,,,,,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957573,6,1,1,0,22,b7jmo07lqav0wfe2mtlzyspak,0,53,92.6,2022-10-16T14:01:16.498Z,2022-10-17T11:01:46Z,3849183395,56,Left,3849183397,140,55.8,3849183497,236,,3849183503,286,,3849183499,233,6,3849183403,213,0.6,3849183399,141,95.6,3849183401,212,3.6,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,3851547395,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957579,6,74,1,0,22,8y3iucyxguipljcmf87a11bk9,1,44.5,6.8,2022-10-16T14:01:16.548Z,2022-10-17T11:01:46Z,3851547451,178,,3849183509,233,6,3849183453,285,,3849183451,56,Back,,,,,,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957595,7,49,1,0,23,8y3iucyxguipljcmf87a11bk9,1,48.3,3.7,2022-10-16T14:01:18.106Z,2022-10-17T11:01:46Z,,,,,,,,,,,,,,,,,,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957613,8,50,1,0,24,8y3iucyxguipljcmf87a11bk9,1,49.6,13.5,2022-10-16T14:01:19.288Z,2022-10-17T11:01:45Z,3849183731,233,7,3849183587,286,,3849183585,56,Back,,,,,,,,,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957639,7,7,1,0,25,b7jmo07lqav0wfe2mtlzyspak,1,50.4,86.5,2022-10-16T14:01:19.910Z,2022-10-17T11:01:45Z,3849183699,285,,3851547737,178,,3849183697,56,Left,3850074219,384,,3849183727,233,8,,,,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957645,8,49,1,0,26,b7jmo07lqav0wfe2mtlzyspak,1,46.6,81.4,2022-10-16T14:01:20.945Z,2022-10-17T11:01:44Z,,,,,,,,,,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957669,9,1,1,0,28,b7jmo07lqav0wfe2mtlzyspak,1,46.3,82.5,2022-10-16T14:01:22.309Z,2022-10-17T11:01:43Z,3849183871,56,Left,3849183873,140,57.7,3849183877,141,91.5,3849183885,213,0.5,3849183881,212,13.4,3851548373,178,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473125579,814,3,1,0,29,b7jmo07lqav0wfe2mtlzyspak,0,52.2,86.8,2022-10-16T14:01:23.397Z,2022-10-17T11:01:43Z,3851548445,178,,3850076159,56,Left,3850076165,465,,3850076167,467,ebx4h86svfnvegspalqgxqfah,3850076163,286,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957671,10,4,1,0,30,b7jmo07lqav0wfe2mtlzyspak,1,54.1,93.4,2022-10-16T14:01:24.545Z,2022-10-17T11:01:43Z,3849183899,56,Left,3849183901,152,,3849183903,265,,3849183909,286,,3849183897,13,,3849184047,233,9,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957701,9,4,1,0,30,8y3iucyxguipljcmf87a11bk9,0,45.9,6.6,2022-10-16T14:01:24.546Z,2022-10-17T11:01:42Z,3849184029,13,,3849184039,285,,3849184053,233,10,3849184033,152,,3849184035,265,,3849184031,56,Back,3851548631,178,,,,,ebx4h86svfnvegspalqgxqfah,E. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473399617,836,43,1,0,32,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-16T14:01:26.870Z,2022-10-17T07:20:13Z,3851575265,21,0,3851779849,144,82,3851575263,178,0,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957767,11,1,1,0,34,b7jmo07lqav0wfe2mtlzyspak,1,51.7,94.2,2022-10-16T14:01:28.548Z,2022-10-17T11:01:42Z,3849184329,5,,3849184339,212,26.8,3849184337,141,78.5,3849184333,56,Back,3849184331,152,,3851548741,178,,3849184335,140,28.3,3849184341,213,3.6,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473399627,883,43,1,0,34,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-16T14:01:28.851Z,2022-10-17T07:19:38Z,3851575313,178,0,3851778873,144,82,,,,,,,,,,,,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473399645,884,43,1,0,35,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-16T14:01:29.866Z,2022-10-17T07:19:39Z,3851575391,178,0,3851778875,144,82,,,,,,,,,,,,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473399687,838,43,1,0,36,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-16T14:01:30.653Z,2022-10-17T07:22:28Z,3851575565,399,49433,3851783175,144,83,,,,,,,,,,,,,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473399737,885,43,1,0,36,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-16T14:01:30.683Z,2022-10-17T07:19:49Z,3851575781,178,0,3851779169,144,82,,,,,,,,,,,,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473399657,837,43,1,0,38,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-16T14:01:32.432Z,2022-10-17T07:19:39Z,3851575433,178,0,3851778893,144,82,,,,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473399709,839,43,1,0,38,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-16T14:01:33.266Z,2022-10-17T07:20:15Z,3851575645,178,0,3851779901,144,82,,,,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957795,12,1,1,0,39,b7jmo07lqav0wfe2mtlzyspak,1,32.8,69.5,2022-10-16T14:01:33.363Z,2022-10-17T11:01:41Z,3851548797,178,,3849184473,140,31.3,3849184477,212,23.6,3849184471,56,Back,3849184475,141,34.8,3849184479,213,4.6,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957811,13,1,1,0,41,b7jmo07lqav0wfe2mtlzyspak,1,33.7,31.9,2022-10-16T14:01:36.071Z,2022-10-17T11:01:40Z,3849184547,213,5.1,3849184543,141,8.3,3849184545,212,17.4,3849184541,140,40.1,3849184539,56,Back,3851548849,178,,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472957845,14,1,1,0,42,b7jmo07lqav0wfe2mtlzyspak,1,40.3,9.6,2022-10-16T14:01:37.181Z,2022-10-17T11:01:40Z,3849184707,212,15.9,3849184705,141,25.6,3849184701,140,29.3,3849184699,56,Back,3851548941,178,,3849184709,213,2.4,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
