id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2515832853,9,5,1,0,22,2989v3kho9h5jaboe1nr7lx21,1,74.2,101.6,2023-03-05T12:31:49.643Z,2023-03-06T03:24:34Z,4075049809,233,10,4075049797,56,Left,4075049799,347,,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515832843,10,5,1,0,22,89xivtxk59uzvhdsd6miao6tm,0,25.8,-1.6,2023-03-05T12:31:49.643Z,2023-03-06T03:24:35Z,4075049881,233,9,4075049739,56,Back,4075049741,347,,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515832965,10,1,1,0,28,2989v3kho9h5jaboe1nr7lx21,1,72.8,100,2023-03-05T12:31:55.215Z,2023-03-06T07:50:37Z,4075050359,212,23.0,4075050351,107,,4075050907,189,,4075050357,141,89.4,4075050361,213,5.9,4075050353,56,Left,4075050355,140,93.4,4075050363,1,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833001,11,1,1,0,29,2989v3kho9h5jaboe1nr7lx21,0,86.8,93.9,2023-03-05T12:31:56.001Z,2023-03-06T07:50:36Z,4075050567,140,86.8,4075050569,141,29.5,4075050575,1,,4075050713,189,,4075050573,213,4.7,4075050565,56,Center,4075050563,155,,4077729909,178,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,4075050561,2,4077251637,224,4077251767,345,4075050571,212,43.8,4077251639,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515832991,11,49,1,0,31,89xivtxk59uzvhdsd6miao6tm,1,9,58.6,2023-03-05T12:31:58.258Z,2023-03-06T07:50:36Z,,,,,,,,,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833035,12,1,1,0,34,89xivtxk59uzvhdsd6miao6tm,1,17.7,70.1,2023-03-05T12:32:01.201Z,2023-03-06T07:50:34Z,4075050729,140,9.5,4075050733,212,8.7,4077730021,178,,4075050731,141,68.7,4075050735,213,3.3,4075050727,56,Back,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833093,13,1,1,0,35,89xivtxk59uzvhdsd6miao6tm,1,14.1,67.8,2023-03-05T12:32:01.801Z,2023-03-06T07:50:34Z,4075051001,140,40.1,4075050999,56,Back,4075051007,213,6.2,4075050997,155,,4075051003,141,63.0,4075051005,212,27.5,4077730037,178,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833127,14,1,1,0,38,89xivtxk59uzvhdsd6miao6tm,1,36.9,60.4,2023-03-05T12:32:04.745Z,2023-03-06T07:50:33Z,4075051165,140,45.8,4075051171,213,5.1,4075051163,56,Back,4075051167,141,30.9,4077730095,178,,4075051159,155,,4075051169,212,22.1,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833159,15,61,1,0,39,89xivtxk59uzvhdsd6miao6tm,1,47.8,30.4,2023-03-05T12:32:06.716Z,2023-03-06T07:50:33Z,4077730119,178,,4075051309,56,Back,,,,,,,,,,,,,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833223,16,1,1,0,43,89xivtxk59uzvhdsd6miao6tm,1,44.9,28.9,2023-03-05T12:32:09.945Z,2023-03-06T07:50:32Z,4075051583,141,13.1,4075051585,212,39.4,4077730153,178,,4075051589,1,,4075051581,140,81.0,4075051579,56,Right,4075051587,213,6.0,4075051577,155,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833243,17,1,1,0,46,89xivtxk59uzvhdsd6miao6tm,0,82.2,11.9,2023-03-05T12:32:13.609Z,2023-03-06T07:50:31Z,4075051683,212,32.3,4075051673,2,,4075051675,155,,4075051685,213,0.9,4075051677,56,Center,4077926855,1,,4077253285,20,,4077253283,387,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,4075051679,140,4077730177,178,4077253281,225,4075051681,141,49.1,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833247,12,5,1,0,48,2989v3kho9h5jaboe1nr7lx21,1,-1.4,46.6,2023-03-05T12:32:15.722Z,2023-03-06T03:25:49Z,4075051703,346,,4075051701,56,Back,4075051733,233,18,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833253,18,5,1,0,48,89xivtxk59uzvhdsd6miao6tm,0,101.4,53.4,2023-03-05T12:32:15.722Z,2023-03-06T03:25:49Z,4075051725,56,Center,4075051755,233,12,4075051727,346,,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833561,13,1,1,1,9,2989v3kho9h5jaboe1nr7lx21,1,2.7,51.5,2023-03-05T12:32:36.610Z,2023-03-06T07:50:30Z,4075053251,141,91.7,4075053243,124,,4075053245,155,,4075053257,1,,4075053261,74,,4075053255,213,0.6,4075053253,212,50.8,4075053249,140,43.5,5q4wztjkk6nuwapm7qgey9w45,D. Schmidt,4075065681,189,4075053247,56,,,,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833639,14,1,1,1,13,2989v3kho9h5jaboe1nr7lx21,1,47.2,94.9,2023-03-05T12:32:40.515Z,2023-03-06T07:50:30Z,4075053619,3,,4077730327,178,,4075053625,140,60.4,4075053637,212,14.5,4075053621,56,Left,4075053639,213,6.0,4075053631,141,88.4,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833647,15,61,1,1,16,2989v3kho9h5jaboe1nr7lx21,0,62.2,92.2,2023-03-05T12:32:42.939Z,2023-03-06T07:50:29Z,4075053653,56,Left,4077730343,178,,,,,,,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833629,19,49,1,1,17,89xivtxk59uzvhdsd6miao6tm,1,40.1,7.6,2023-03-05T12:32:43.834Z,2023-03-06T07:50:29Z,,,,,,,,,,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833709,20,1,1,1,18,89xivtxk59uzvhdsd6miao6tm,1,36.3,19.6,2023-03-05T12:32:45.603Z,2023-03-06T07:50:28Z,4075053949,213,4.5,4075053941,56,Back,4075053947,212,6.8,4075053943,140,35.0,4077730405,178,,4075053945,141,9.8,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833723,21,1,1,1,20,89xivtxk59uzvhdsd6miao6tm,0,35.9,5.2,2023-03-05T12:32:47.347Z,2023-03-06T07:50:27Z,4075054001,140,74.1,4075054009,213,0.2,4077730427,178,,4075053997,155,,4075054013,1,,4075054005,212,40.8,4075053999,56,Right,4075054003,141,15.9,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833749,16,49,1,1,24,2989v3kho9h5jaboe1nr7lx21,1,25.4,82.1,2023-03-05T12:32:50.915Z,2023-03-06T07:50:27Z,,,,,,,,,,,,,,,,,,,,,,,,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833765,17,1,1,1,24,2989v3kho9h5jaboe1nr7lx21,0,25.3,82.3,2023-03-05T12:32:50.944Z,2023-03-06T07:50:26Z,4075054209,140,39.9,4075054211,141,87.2,4075054207,56,Back,4075054205,155,,4077730489,178,,4075054215,213,0.2,4075054213,212,15.7,,,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833779,22,1,1,1,25,89xivtxk59uzvhdsd6miao6tm,1,66.4,10.3,2023-03-05T12:32:52.051Z,2023-03-06T07:50:26Z,4075054319,3,,4075054325,141,13.8,4075054323,140,68.8,4077730517,388,,4075054327,212,3.5,4075054329,213,0.8,4075054321,56,Right,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833811,23,1,1,1,26,89xivtxk59uzvhdsd6miao6tm,1,73.2,11.9,2023-03-05T12:32:53.505Z,2023-03-06T07:50:25Z,4075054487,141,35.5,4075054491,213,2.1,4075054489,212,18.4,4075054481,3,,4077730545,388,,4075054483,56,Center,4075054485,140,64.7,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833815,24,49,1,1,28,89xivtxk59uzvhdsd6miao6tm,1,70.5,29.5,2023-03-05T12:32:55.512Z,2023-03-06T07:50:25Z,,,,,,,,,,,,,,,,,,,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516336801,909,67,1,1,28,89xivtxk59uzvhdsd6miao6tm,1,71.1,29.4,2023-03-05T12:32:55.523Z,2023-03-06T08:19:55Z,4077738961,233,803,,,,,,,,,,,,,,,,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516336797,803,67,1,1,28,2989v3kho9h5jaboe1nr7lx21,0,28.9,70.6,2023-03-05T12:32:55.524Z,2023-03-06T07:50:24Z,4077738965,233,909,,,,,,,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833823,25,61,1,1,28,89xivtxk59uzvhdsd6miao6tm,0,70.3,30.4,2023-03-05T12:32:55.635Z,2023-03-06T08:19:55Z,4075054555,56,Center,4077730631,178,,,,,,,,,,,,,,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833837,19,1,1,1,29,2989v3kho9h5jaboe1nr7lx21,1,30.2,64,2023-03-05T12:32:56.620Z,2023-03-06T07:50:23Z,4077730693,178,,4075054685,140,36.2,4075054683,56,Back,4075054689,212,6.3,4075054691,213,6.3,4075054687,141,63.9,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833827,18,43,1,1,30,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-03-05T12:32:57.276Z,2023-03-05T12:33:53Z,4075058457,144,7,4075054579,285,0,4075054611,233,25,4075054577,56,Back,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833845,20,49,1,1,31,2989v3kho9h5jaboe1nr7lx21,1,30.4,70.2,2023-03-05T12:32:57.827Z,2023-03-06T07:50:23Z,,,,,,,,,,,,,,,,,,,,,,,,,7d57au4z5cuxc5k6tu6qgp94a,M. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833873,21,1,1,1,31,2989v3kho9h5jaboe1nr7lx21,1,30.5,70.2,2023-03-05T12:32:57.884Z,2023-03-06T07:50:22Z,4077730745,178,,4075054801,141,67.6,4075054807,213,6.2,4075054795,56,Center,4075054805,212,21.6,4075054797,140,51.0,,,,,,,7d57au4z5cuxc5k6tu6qgp94a,M. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833947,22,1,1,1,33,2989v3kho9h5jaboe1nr7lx21,1,50,81.3,2023-03-05T12:33:00.538Z,2023-03-06T07:50:21Z,4075056121,210,13,4075055221,140,65.4,4075055227,213,0.4,4075055223,141,91.4,4075055225,212,17.6,4075055219,56,Left,4077730769,178,,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833953,23,13,1,1,38,2989v3kho9h5jaboe1nr7lx21,1,69.7,71.4,2023-03-05T12:33:04.922Z,2023-03-06T07:50:19Z,4075055467,20,,4075055265,18,,4075055263,22,,4075056147,231,51.2,4075056135,55,22,4075056133,29,,4077256701,73,,4075056139,102,59.5,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,4075056143,215,4075055267,56,4075056145,230,4077730785,178,,4075056141,103,,Center,,99.3,11.1,4075056129,120,,,,,,,,,,,,,,,,,,,,,,,
2515833963,24,5,1,1,39,2989v3kho9h5jaboe1nr7lx21,0,101.5,59.7,2023-03-05T12:33:06.323Z,2023-03-06T03:27:14Z,4075055315,346,,4075055365,233,26,4075055313,56,Center,,,,,,,,,,,,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515833955,26,5,1,1,39,89xivtxk59uzvhdsd6miao6tm,1,-1.5,40.3,2023-03-05T12:33:06.323Z,2023-03-06T03:27:14Z,4075055357,233,24,4075055279,346,,4075055277,56,Back,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515834253,27,1,1,1,55,89xivtxk59uzvhdsd6miao6tm,1,4.2,49.6,2023-03-05T12:33:22.632Z,2023-03-06T07:50:18Z,4075056629,212,11.4,4075056621,124,,4075056631,213,4.9,4075056627,141,33.0,4075056625,140,5.7,4075056623,56,Back,4075056635,237,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515834327,28,1,1,1,57,89xivtxk59uzvhdsd6miao6tm,1,5,36.5,2023-03-05T12:33:24.500Z,2023-03-06T07:50:17Z,4077730881,178,,4075057003,141,8.8,4075057005,212,20.4,4075057001,140,12.4,4075057007,213,5.1,4075056999,56,Back,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516336989,812,83,1,2,1,2989v3kho9h5jaboe1nr7lx21,1,87,97.7,2023-03-05T12:33:28.382Z,2023-03-06T07:50:16Z,4077739723,399,247348,,,,,,,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
