id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2493587849,6,61,1,0,10,2nhn3ikl1ciq34w3hcp883d6p,0,42.7,71.7,2022-12-27T19:01:10.649Z,2022-12-28T09:52:23Z,3958147543,178,,3957963267,56,Back,,,,,,,,,,,,,,,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587835,6,49,1,0,12,7zibyotq1x1hq6pmgibhr0e6s,1,51.6,33.6,2022-12-27T19:01:12.395Z,2022-12-28T09:52:23Z,,,,,,,,,,,,,,,,,,,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493626231,890,43,1,0,14,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-12-27T19:01:13.880Z,2022-12-28T04:46:18Z,3958156063,144,67,3958155881,233,843,,,,,,,,,,,,,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493626229,843,43,1,0,14,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-12-27T19:01:13.881Z,2022-12-28T04:46:18Z,3958155885,233,890,3958156061,144,67,,,,,,,,,,,,,,,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493626277,847,43,1,0,14,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-12-27T19:01:13.882Z,2022-12-28T05:50:05Z,3958171929,144,83,3958156105,399,46695,,,,,,,,,,,,,,,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587843,7,1,1,0,14,7zibyotq1x1hq6pmgibhr0e6s,1,47.3,29.9,2022-12-27T19:01:13.918Z,2022-12-28T09:52:22Z,3957963233,213,4.8,3958147679,178,,3957963231,212,8.7,3957963227,140,47.9,3957963229,141,17.1,3957963225,56,Back,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587851,8,1,1,0,15,7zibyotq1x1hq6pmgibhr0e6s,1,49.3,15.1,2022-12-27T19:01:15.169Z,2022-12-28T09:52:22Z,3957963285,213,3.0,3957963283,212,7.9,3957963281,141,17.3,3957963279,140,41.9,3957963277,56,Back,3958147721,178,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587857,9,1,1,0,16,7zibyotq1x1hq6pmgibhr0e6s,1,41.4,16.6,2022-12-27T19:01:16.609Z,2022-12-28T09:52:21Z,3957963301,213,2.4,3958147743,178,,3957963297,141,28.9,3957963299,212,12.5,3957963295,140,32.6,3957963293,56,Back,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587869,10,1,1,0,18,7zibyotq1x1hq6pmgibhr0e6s,1,32.1,24,2022-12-27T19:01:18.278Z,2022-12-28T09:52:20Z,3957963347,213,2.8,3957963345,212,29.0,3957963343,141,36.4,3957963341,140,5.7,3958147775,178,,3957963339,56,Back,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587877,11,1,1,0,22,7zibyotq1x1hq6pmgibhr0e6s,1,6.9,39.4,2022-12-27T19:01:22.158Z,2022-12-28T09:52:19Z,3957963367,140,10.1,3957963371,212,16.1,3957963373,213,1.4,3957963365,56,Back,3958147795,178,,3957963369,141,62.6,,,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587893,12,1,1,0,25,7zibyotq1x1hq6pmgibhr0e6s,1,14.1,71,2022-12-27T19:01:25.699Z,2022-12-28T09:52:18Z,3957963439,212,24.4,3957963441,213,0.2,3957963433,56,Back,3957963435,140,37.1,3958147811,178,,3957963437,141,76.6,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587901,13,1,1,0,29,7zibyotq1x1hq6pmgibhr0e6s,1,31,77.4,2022-12-27T19:01:28.783Z,2022-12-28T09:52:16Z,3958147851,178,,3957963487,56,Back,3957963491,141,96.2,3957963495,213,2.0,3957963493,212,13.9,3957963489,140,25.7,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587911,14,1,1,0,30,7zibyotq1x1hq6pmgibhr0e6s,0,24.6,92.8,2022-12-27T19:01:29.780Z,2022-12-28T09:52:16Z,3958147879,178,,3957963537,56,Left,3957963547,1,,3957963539,140,69.4,3957963541,141,86.6,3957963545,213,6.2,3957963543,212,47.2,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587921,7,49,1,0,33,2nhn3ikl1ciq34w3hcp883d6p,1,33.5,17.1,2022-12-27T19:01:33.689Z,2022-12-28T09:52:15Z,,,,,,,,,,,,,,,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587931,8,1,1,0,34,2nhn3ikl1ciq34w3hcp883d6p,1,31.8,17.4,2022-12-27T19:01:34.057Z,2022-12-28T09:52:14Z,3958147939,178,,3957963641,213,2.5,3957963633,56,Back,3957963637,141,46.1,3957963635,140,8.8,3957963639,212,31.0,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587935,9,1,1,0,40,2nhn3ikl1ciq34w3hcp883d6p,1,13.8,47.4,2022-12-27T19:01:40.161Z,2022-12-28T09:52:13Z,3957963671,212,44.0,3958147959,178,,3957963673,213,0.7,3957963675,1,,3957963667,140,45.9,3957963669,141,89.0,3957963663,155,,3957963665,56,Back,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587941,10,61,1,0,42,2nhn3ikl1ciq34w3hcp883d6p,0,45.5,78.7,2022-12-27T19:01:42.397Z,2022-12-28T09:52:12Z,3957963701,56,Back,3958148021,178,,,,,,,,,,,,,,,,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587943,15,49,1,0,44,7zibyotq1x1hq6pmgibhr0e6s,1,54.8,36,2022-12-27T19:01:43.899Z,2022-12-28T09:52:12Z,,,,,,,,,,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587953,16,1,1,0,44,7zibyotq1x1hq6pmgibhr0e6s,1,55.2,35.7,2022-12-27T19:01:44.036Z,2022-12-28T09:52:12Z,3957963749,213,5.8,3957963745,141,28.0,3957963743,140,64.0,3957963741,56,Center,3958148069,388,,3957963747,212,10.6,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587955,17,3,1,0,45,7zibyotq1x1hq6pmgibhr0e6s,0,62.9,33.3,2022-12-27T19:01:45.028Z,2022-12-28T09:52:11Z,3958148119,178,,3958111767,465,,3957963753,56,Center,3957963755,286,,3957963791,233,11,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587959,11,7,1,0,45,2nhn3ikl1ciq34w3hcp883d6p,0,37.1,66.7,2022-12-27T19:01:45.145Z,2022-12-28T09:52:11Z,3957963785,233,17,3958148135,178,,3957963767,285,,3958111781,385,,3957963765,56,Back,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587975,18,1,1,0,50,7zibyotq1x1hq6pmgibhr0e6s,0,82,5.8,2022-12-27T19:01:49.976Z,2022-12-28T09:52:09Z,3957963857,56,Center,3957963865,213,1.1,3957963863,212,47.8,3958111929,224,,3957963861,141,69.9,3958148151,178,,3957963855,155,,3957963853,2,,cyh16toqa9wxmxepg635ecgve,J. Bataille,3957963867,1,3958111931,20,3957963859,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587981,12,5,1,0,54,2nhn3ikl1ciq34w3hcp883d6p,1,-0.8,31.3,2022-12-27T19:01:54.701Z,2022-12-28T04:16:22Z,3957963893,233,19,3957963889,56,Back,3957963891,346,,,,,,,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493587977,19,5,1,0,54,7zibyotq1x1hq6pmgibhr0e6s,0,100.8,68.7,2022-12-27T19:01:54.701Z,2022-12-28T04:16:23Z,3957963869,56,Center,3957963871,346,,3957963897,233,12,,,,,,,,,,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588041,13,1,1,1,16,2nhn3ikl1ciq34w3hcp883d6p,1,3.2,51.4,2022-12-27T19:02:16.264Z,2022-12-28T09:52:08Z,3957964219,56,Back,3957964227,213,5.6,3957964215,124,,3957964233,74,,3957964221,140,41.7,3957964223,141,2.5,3957964225,212,52.3,3957964217,155,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,3957964229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588047,14,1,1,1,20,2nhn3ikl1ciq34w3hcp883d6p,1,41.3,8.5,2022-12-27T19:02:19.921Z,2022-12-28T09:52:07Z,3957964289,212,7.9,3957964285,140,34.5,3957964283,56,Back,3957964291,213,3.6,3958148185,178,,3957964287,141,3.7,,,,,,,2j8y06wuinnx87eetadj55zo5,N. Chadli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588061,15,1,1,1,22,2nhn3ikl1ciq34w3hcp883d6p,1,32.8,11.8,2022-12-27T19:02:21.951Z,2022-12-28T09:52:07Z,3957964367,212,1.5,3958148197,178,,3957964361,56,Back,3957964363,140,31.7,3957964365,141,10.4,3957964369,213,3.8,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588071,16,1,1,1,25,2nhn3ikl1ciq34w3hcp883d6p,1,26.3,13.5,2022-12-27T19:02:24.778Z,2022-12-28T09:52:05Z,3957964409,56,Back,3958148291,178,,3957964415,212,29.7,3957964417,213,2.3,3957964413,141,45.2,3957964411,140,6.9,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588085,17,1,1,1,27,2nhn3ikl1ciq34w3hcp883d6p,1,6.2,40.7,2022-12-27T19:02:27.400Z,2022-12-28T09:52:04Z,3957964491,212,25.0,3958148305,178,,3957964493,213,1.4,3957964487,140,11.2,3957964489,141,76.7,3957964485,56,Back,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588089,18,1,1,1,31,2nhn3ikl1ciq34w3hcp883d6p,1,20.6,82.9,2022-12-27T19:02:31.603Z,2022-12-28T09:52:03Z,3957964511,212,8.1,3957964513,213,1.0,3957964505,56,Back,3957964509,141,92.9,3958148327,178,,3957964507,140,24.8,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588091,19,1,1,1,34,2nhn3ikl1ciq34w3hcp883d6p,1,33.5,98.1,2022-12-27T19:02:34.065Z,2022-12-28T09:52:02Z,3957964525,140,25.1,3957964523,56,Back,3957964529,212,20.5,3957964527,141,70.9,3957964531,213,4.3,3958148357,178,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588097,20,61,1,1,35,2nhn3ikl1ciq34w3hcp883d6p,0,26.6,74.5,2022-12-27T19:02:35.241Z,2022-12-28T09:52:02Z,3958148391,178,,3957964551,56,Back,,,,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588093,20,1,1,1,36,7zibyotq1x1hq6pmgibhr0e6s,1,74.1,37.8,2022-12-27T19:02:36.350Z,2022-12-28T09:52:02Z,3957964899,210,15,3957964539,141,27.0,3957964543,213,5.2,3957964541,212,8.4,3957964535,56,Center,3957964901,154,,3958148425,178,,3957964537,140,77.9,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588099,21,49,1,1,37,7zibyotq1x1hq6pmgibhr0e6s,1,78,31.9,2022-12-27T19:02:37.410Z,2022-12-28T09:52:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588109,22,15,1,1,39,7zibyotq1x1hq6pmgibhr0e6s,1,83.1,38,2022-12-27T19:02:38.846Z,2022-12-28T09:21:15Z,3957964911,154,,3957964925,147,47.5,3957964917,102,47.5,3957964907,80,,3957964581,22,,3957964919,103,3.2,3957964909,29,,3957964709,72,,9tgbdheyuooa8cfz06l577end,C. Stengs,3957964589,56,3957964923,146,3957964913,55,20,,Center,96.4,3958148505,178,3957964953,233,21,3958310587,17,3957964921,215,,,,,,,,,,,,,,,,,
2493588105,21,10,1,1,39,2nhn3ikl1ciq34w3hcp883d6p,1,3.7,53.3,2022-12-27T19:02:39.295Z,2022-12-28T09:52:00Z,3957964575,182,,3957964571,173,,3957964737,233,22,3957964577,56,Back,3957964731,179,,3958112217,376,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588115,22,6,1,1,40,2nhn3ikl1ciq34w3hcp883d6p,0,0,70.6,2022-12-27T19:02:40.689Z,2022-12-28T04:17:38Z,3957964617,73,,3957964651,233,23,3957964615,56,Back,,,,,,,,,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588121,23,6,1,1,40,7zibyotq1x1hq6pmgibhr0e6s,1,100,29.4,2022-12-27T19:02:40.689Z,2022-12-28T04:17:37Z,3957964647,233,22,3957964645,75,,3957964643,56,Center,,,,,,,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588221,24,1,1,2,11,7zibyotq1x1hq6pmgibhr0e6s,1,99.5,0.5,2022-12-27T19:03:10.890Z,2022-12-28T04:17:43Z,3957965147,212,7.2,3957965145,141,1.6,3957965143,140,92.7,3957965141,56,Right,3957965149,213,3.0,3957965139,6,,3958148581,178,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588233,25,1,1,2,12,7zibyotq1x1hq6pmgibhr0e6s,1,94.4,2.9,2022-12-27T19:03:12.451Z,2022-12-28T09:51:58Z,3957965177,56,Right,3958148593,178,,3957965185,213,3.1,3957965183,212,16.3,3957965181,141,4.7,3957965179,140,78.9,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588239,26,1,1,2,15,7zibyotq1x1hq6pmgibhr0e6s,1,71.7,16.1,2022-12-27T19:03:15.614Z,2022-12-28T09:51:57Z,3957965215,141,41.3,3957965213,140,70.1,3957965211,56,Center,3958148609,178,,3957965217,212,17.2,3957965221,213,1.7,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588251,27,1,1,2,18,7zibyotq1x1hq6pmgibhr0e6s,1,68.4,46,2022-12-27T19:03:18.047Z,2022-12-28T09:51:57Z,3957965257,141,72.7,3957965261,213,1.3,3958148627,178,,3957965253,56,Center,3957965255,140,73.1,3957965259,212,18.8,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588261,28,2,1,2,21,7zibyotq1x1hq6pmgibhr0e6s,1,70.4,72.5,2022-12-27T19:03:21.082Z,2022-12-28T10:31:18Z,3957965301,141,48.7,3958362829,178,,3957965297,56,Center,3957965299,140,90.1,3958358291,7,ecwzzrkn1snbua5yu4gehxm2,,,,,,,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493666029,1462,55,1,2,21,2nhn3ikl1ciq34w3hcp883d6p,1,40.8,10.7,2022-12-27T19:03:21.123Z,2022-12-28T10:30:28Z,,,,,,,,,,,,,,,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588271,29,43,1,2,23,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-12-27T19:03:23.018Z,2022-12-28T10:29:16Z,3957965337,56,Center,3958361597,144,44,3957965359,233,23,3957965339,286,0,,,,,,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493588255,23,43,1,2,23,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-12-27T19:03:23.019Z,2022-12-28T10:29:18Z,3957965273,56,Back,3957965275,285,0,3958361649,144,44,,,,,,,,,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
