id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/15/value
2438844405,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-07-24T13:07:03.076Z,2022-07-24T14:50:25Z,3667650425,197,5711,3667650419,130,4,3667650417,59,"1, 2, 21, 4, 23, 51, 8, 16, 99, 19, 10, 6, 14, 18, 26, 32, 34, 61",3667650423,194,9tc6mprxpu2rc5ptlp5ljw7h1,3667650415,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3667650421,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3667650427,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3667650413,30,"r0hm6ahwcvdu57bgfi5zkslx, 1h9jdj5ag99myeoirxzh92od1, 5u6h6cptsad9e6n4uv76q0fl5, awsiaxyma4vmsrpthdyep2ket, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, cefs6b83ei4gcyuscfopw32ay, 5jywyphhwu9j4bphz0720kb9, ex7y8oe78ewwmibz41qbmwhxx, 5tsrmx2p5f3mrpwt8gpx4x979, dcjf15sf1dbb6w17foz25uuei, ezg4lhvy2z4pkyvfrmi17y11x, azllk0pyzes3zxzj4z1yzd1p1, eg4piy0kcdtdopqpd3lcl5j2t, 4114auk4o8n6higc918qymc4p, 2tsn78gg5xyw81srfdn05hw8a, cyh16toqa9wxmxepg635ecgve, 8yo1cv2wlhnk1lu50cu3iul79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438845171,1,34,16,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-07-24T13:08:45.678Z,2022-07-24T14:50:23Z,3667654201,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3667654191,59,"1, 5, 18, 4, 14, 30, 35, 7, 9, 16, 11, 22, 21, 6, 15, 17, 20, 23",3667654189,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3667654187,30,"1psqmd0h77b385bljq2emftgp, 4kuxth5k98x4cgfrfweu1u51, mlqit2c8my1ewqy6avrfhf8q, 9svafwvk8lle1ex1m2y279905, cne8uwbnrwbwqjpj3pme1kbmx, 56sjqxlsf5iitgww0hogez8ph, 2xixqrmorz1hetvdm4sszxp7t, 3eywxsna9qzi1egis1uj4l6mt, 3nr55odndzunwlb658bsnlwx5, 25ey2mcvgwz6ls2612os5hzv9, 9aafa664l1husrkrgqv25l42d, 1df9uegp2hsbc4813no3mdvx1, 3k4ulxeya73ac9foemis7p6mt, b6hva6wki38za3hipscirr4h6, calut2wcnvfps97uj7dartf4l, bkdtlerryn5f6iwvk5fcrku7d, 5gzobg231vp6fnjrrh6k49qz9, 92x3r5pxmvkgaxups0gdrvq39",3667654199,197,1947,3667654197,194,25ey2mcvgwz6ls2612os5hzv9,3667654195,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3667654193,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438863399,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-07-24T14:00:06.697Z,2022-07-24T14:00:06Z,3667748085,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438863401,2,32,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-07-24T14:00:06.697Z,2022-07-25T00:07:05Z,3667748087,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438863413,3,1,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,50.1,50.3,2022-07-24T14:00:06.736Z,2022-07-25T00:38:06Z,3667748159,141,47.3,3667748157,140,25.9,3667748161,212,25.5,3667748163,213,3.2,3667748165,279,S,3667748155,56,Back,3668981933,178,,,,,awsiaxyma4vmsrpthdyep2ket,R. Nainggolan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438863417,4,1,1,0,2,7zibyotq1x1hq6pmgibhr0e6s,1,29.2,45.4,2022-07-24T14:00:09.624Z,2022-07-25T07:43:31Z,3667748185,56,Back,3667748193,213,4.8,3667748191,212,20.2,3667748189,141,15.9,3667748187,140,31.4,3668982165,178,,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438863427,5,1,1,0,5,7zibyotq1x1hq6pmgibhr0e6s,1,32.3,17.6,2022-07-24T14:00:11.963Z,2022-07-25T07:43:31Z,3667748259,56,Back,3667748267,213,2.1,3667748261,140,25.0,3668982355,178,,3667748263,141,35.2,3667748265,212,14.2,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438863431,6,1,1,0,9,7zibyotq1x1hq6pmgibhr0e6s,1,19.6,53.6,2022-07-24T14:00:16.527Z,2022-07-25T07:43:30Z,3667748281,212,15.5,3667748275,56,Back,3668982455,178,,3667748283,213,1.2,3667748277,140,25.0,3667748279,141,74.8,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438863435,7,1,1,0,12,7zibyotq1x1hq6pmgibhr0e6s,1,25.3,70.9,2022-07-24T14:00:19.460Z,2022-07-25T07:43:29Z,3667748313,212,15.9,3667748307,56,Back,3667748315,213,4.7,3667748311,141,47.5,3668982567,178,,3667748309,140,24.5,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438863441,8,1,1,0,15,7zibyotq1x1hq6pmgibhr0e6s,0,25.7,45.8,2022-07-24T14:00:22.453Z,2022-07-25T07:43:28Z,3667748345,56,Right,3668982641,178,,3667748343,155,,3667748351,212,53.3,3667748353,213,5.7,3667748347,140,68.3,3667748355,1,,3667748349,141,3.1,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
