id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value
2507056675,6,1,1,0,9,2989v3kho9h5jaboe1nr7lx21,1,68.3,21.7,2023-02-12T15:01:51.283Z,2023-02-13T09:00:30Z,4028662921,56,Center,4030407575,388,,4028662929,213,0.3,4028662925,141,24.4,4028662919,3,,4028662923,140,74.5,4028662927,212,6.8,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056683,7,1,1,0,9,2989v3kho9h5jaboe1nr7lx21,1,73.5,22.9,2023-02-12T15:01:52.133Z,2023-02-13T09:00:29Z,4029477267,156,,4028662955,56,Right,4028662959,141,5.5,4028662961,212,12.0,4028662963,213,4.5,4030407627,178,,4028662957,140,71.5,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056687,8,1,1,0,12,2989v3kho9h5jaboe1nr7lx21,0,68.3,6.1,2023-02-12T15:01:54.250Z,2023-02-13T09:00:28Z,4028662985,155,,4028662993,212,38.7,4028662987,56,Center,4029479881,20,,4028662989,140,93.9,4029479505,2,,4030407659,178,,4028662997,1,,e5oet393vired282yco4i7gfd,D. Hashioka,4028662991,141,47.0,4028662995,213,0.8,4029479879,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056699,5,52,1,0,14,6vyr13j6kbwdtxjwm1m4m8nu2,1,6.4,58.4,2023-02-12T15:01:56.355Z,2023-02-13T09:00:28Z,4030407705,178,,4029480113,377,,,,,,,,,,,,,,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056777,6,1,1,0,21,6vyr13j6kbwdtxjwm1m4m8nu2,1,2.1,48.3,2023-02-12T15:02:03.491Z,2023-02-13T09:00:27Z,4029480401,189,,4030407793,178,,4028663477,123,,4028663483,141,28.2,4028663487,213,5.5,4028663481,140,14.2,4028663479,56,Back,4028663485,212,18.7,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056793,7,1,1,0,24,6vyr13j6kbwdtxjwm1m4m8nu2,1,11.1,30.6,2023-02-12T15:02:06.721Z,2023-02-13T09:00:26Z,4030407809,178,,4028663577,212,30.5,4028663573,140,13.6,4028663571,56,Back,4028663575,141,75.3,4028663579,213,1.5,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056817,8,1,1,0,28,6vyr13j6kbwdtxjwm1m4m8nu2,1,15.1,70.1,2023-02-12T15:02:10.654Z,2023-02-13T09:00:24Z,4028663703,140,22.6,4028663707,212,30.3,4028663709,213,5.0,4028663705,141,27.1,4028663701,56,Back,4030407851,178,,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056841,9,1,1,0,32,6vyr13j6kbwdtxjwm1m4m8nu2,1,24.9,24.3,2023-02-12T15:02:14.384Z,2023-02-13T09:00:23Z,4028663867,213,4.7,4028663863,141,10.3,4030407871,178,,4028663861,140,24.7,4028663859,56,Back,4028663865,212,9.5,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056869,10,1,1,0,34,6vyr13j6kbwdtxjwm1m4m8nu2,1,23.3,5.6,2023-02-12T15:02:16.909Z,2023-02-13T09:00:23Z,4028664031,213,2.2,4028664025,140,6.0,4028664029,212,30.9,4030407939,178,,4028664023,56,Back,4028664027,141,42.4,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056893,11,1,1,0,36,6vyr13j6kbwdtxjwm1m4m8nu2,1,5.1,43.2,2023-02-12T15:02:19.181Z,2023-02-13T09:00:22Z,4028664201,212,19.4,4030407993,178,,4028664205,213,1.0,4028664189,56,Back,4028664197,141,67.5,4028664193,140,14.8,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056933,12,1,1,0,41,6vyr13j6kbwdtxjwm1m4m8nu2,1,19.1,68.6,2023-02-12T15:02:23.790Z,2023-02-13T09:00:21Z,4028664377,213,4.8,4028664373,141,31.3,4028664369,56,Back,4028664375,212,25.5,4030408021,178,,4028664371,140,21.1,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056989,13,1,1,0,46,6vyr13j6kbwdtxjwm1m4m8nu2,1,23.5,26.9,2023-02-12T15:02:28.855Z,2023-02-13T09:00:18Z,4028664673,140,25.2,4028664677,212,34.0,4030408045,178,,4028664679,213,1.5,4028664675,141,76.9,4028664671,56,Back,4030536213,1,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057037,14,1,1,0,52,6vyr13j6kbwdtxjwm1m4m8nu2,1,35.8,77.3,2023-02-12T15:02:34.219Z,2023-02-13T09:00:16Z,4028664913,213,4.6,4028664907,140,34.9,4028664911,212,7.3,4028664905,56,Back,4030408081,178,,4028664909,141,66.6,,,,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057053,15,1,1,0,53,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.3,66,2023-02-12T15:02:35.734Z,2023-02-13T09:00:15Z,4028664997,213,3.1,4028664993,141,66.0,4028664989,56,Back,4028664995,212,9.2,4028664991,140,25.5,4030408123,178,,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057069,16,1,1,0,54,6vyr13j6kbwdtxjwm1m4m8nu2,1,27.2,65.6,2023-02-12T15:02:36.619Z,2023-02-13T09:00:15Z,4028665107,141,31.3,4028665103,56,Back,4030408177,178,,4028665109,212,23.4,4028665105,140,29.3,4028665111,213,4.8,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057079,17,1,1,0,57,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.5,30.8,2023-02-12T15:02:39.233Z,2023-02-13T09:00:14Z,4030408187,178,,4028665187,212,16.1,4028665183,140,36.1,4028665185,141,7.3,4028665189,213,4.8,4028665181,56,Back,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057087,18,1,1,0,59,6vyr13j6kbwdtxjwm1m4m8nu2,0,43.6,5.9,2023-02-12T15:02:41.639Z,2023-02-13T09:00:13Z,4028665223,56,Back,4028665249,236,,4028665229,212,4.3,4028665231,213,2.8,4028665227,141,8.0,4028665251,233,10,4028665255,286,,4030408199,178,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,4028665225,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057083,10,74,1,0,59,2989v3kho9h5jaboe1nr7lx21,1,55.2,94.9,2023-02-12T15:02:41.703Z,2023-02-13T09:00:13Z,4028665209,56,Left,4030408359,178,,4028665261,233,18,4028665211,285,,,,,,,,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057099,11,5,1,1,0,2989v3kho9h5jaboe1nr7lx21,0,62.4,101.5,2023-02-12T15:02:43.165Z,2023-02-13T04:30:17Z,4028665293,56,Left,4028665295,347,,4028665543,233,19,,,,,,,,,,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057125,19,5,1,1,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,37.6,-1.5,2023-02-12T15:02:43.165Z,2023-02-13T04:30:17Z,4028665469,347,,4028665501,233,11,4028665467,56,Back,,,,,,,,,,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057195,20,1,1,1,3,6vyr13j6kbwdtxjwm1m4m8nu2,1,39.2,0,2023-02-12T15:02:45.869Z,2023-02-13T09:00:13Z,4028665793,107,,4028665797,140,27.9,4028665803,213,2.5,4028665801,212,14.6,4028665795,56,Back,4028665799,141,10.9,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057229,21,1,1,1,9,6vyr13j6kbwdtxjwm1m4m8nu2,1,30.8,24.4,2023-02-12T15:02:51.305Z,2023-02-13T09:00:11Z,4030408503,178,,4028666013,140,36.8,4028666017,212,7.0,4028666011,56,Back,4028666015,141,28.9,4028666019,213,0.5,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057271,22,1,1,1,11,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.3,34.7,2023-02-12T15:02:53.453Z,2023-02-13T09:00:10Z,4028666259,141,78.9,4028666261,212,30.1,4030408521,178,,4028666255,56,Back,4028666257,140,34.8,4028666263,213,1.6,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057281,23,1,1,1,14,6vyr13j6kbwdtxjwm1m4m8nu2,1,36.9,76.7,2023-02-12T15:02:56.624Z,2023-02-13T09:00:09Z,4028666323,141,94.7,4028666327,213,0.5,4028666321,140,56.5,4028666319,56,Left,4028666325,212,23.9,4030408559,178,,,,,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057337,24,1,1,1,16,6vyr13j6kbwdtxjwm1m4m8nu2,1,47.3,94.9,2023-02-12T15:02:59.063Z,2023-02-13T09:00:08Z,4028666573,56,Back,4028666577,141,56.9,4030408583,178,,4028666579,212,30.2,4028666575,140,32.5,4028666581,213,4.2,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057355,25,1,1,1,19,6vyr13j6kbwdtxjwm1m4m8nu2,1,32.4,53.3,2023-02-12T15:03:02.157Z,2023-02-13T09:00:07Z,4028666687,212,25.3,4028666683,140,38.6,4028666681,56,Back,4030408621,178,,4028666689,213,5.0,4028666685,141,17.4,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057383,26,1,1,1,23,6vyr13j6kbwdtxjwm1m4m8nu2,1,45.5,14,2023-02-12T15:03:05.544Z,2023-02-13T09:00:06Z,4028666829,56,Right,4028666835,212,31.7,4028666831,140,75.4,4028666827,155,,4028666833,141,20.0,4028666837,213,0.1,4029485865,4,,4030408665,178,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057423,27,1,1,1,27,6vyr13j6kbwdtxjwm1m4m8nu2,1,78,31,2023-02-12T15:03:09.483Z,2023-02-13T09:00:05Z,4028667027,212,13.6,4028667023,140,75.1,4028667745,210,13,4030408707,178,,4028667029,213,1.8,4028667025,141,50.5,4029487623,154,,4028667021,56,Center,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057425,28,13,1,1,29,6vyr13j6kbwdtxjwm1m4m8nu2,1,79.9,52.6,2023-02-12T15:03:11.583Z,2023-02-13T09:00:03Z,4028667761,230,97.5,4028667759,215,,4028667749,29,,4030408755,178,,4028667039,56,Center,4028667273,72,,4028667751,55,27,4028667037,18,,5don85s7097g5df42m429b8ix,F. Amuzu,4028667755,102,43.4,4028667763,231,51.3,4028667747,84,,4028667757,103,5.6,4029487637,154,4028667035,22,,,,,,,,,,,,,,,,,,,
2507057421,12,5,1,1,30,2989v3kho9h5jaboe1nr7lx21,1,-0.8,60.4,2023-02-12T15:03:12.622Z,2023-02-13T04:31:20Z,4028667019,346,,4028667131,233,29,4028667017,56,Back,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057447,29,5,1,1,30,6vyr13j6kbwdtxjwm1m4m8nu2,0,100.8,39.6,2023-02-12T15:03:12.622Z,2023-02-13T04:31:20Z,4028667111,56,Center,4028667137,233,12,4028667113,346,,,,,,,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057731,13,1,1,1,57,2989v3kho9h5jaboe1nr7lx21,1,4.2,60.2,2023-02-12T15:03:39.435Z,2023-02-13T09:00:02Z,4028668647,140,65.1,4028668653,213,0.2,4028668643,124,,4028668651,212,65.6,4028668645,56,Left,4028668655,1,,4028668659,74,,4028668649,141,81.7,5q4wztjkk6nuwapm7qgey9w45,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057741,14,1,1,2,0,2989v3kho9h5jaboe1nr7lx21,0,50.9,93.2,2023-02-12T15:03:42.655Z,2023-02-13T09:00:02Z,4028668727,141,88.4,4028668723,56,Left,4028668731,213,6.2,4028668721,3,,4030408873,388,,4028668729,212,26.0,4028668725,140,75.5,,,,2n808wa0h841cn8xi78n21v8q,T. Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057743,30,49,1,2,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.4,5.3,2023-02-12T15:03:44.531Z,2023-02-13T09:00:02Z,,,,,,,,,,,,,,,,,,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057773,31,1,1,2,2,6vyr13j6kbwdtxjwm1m4m8nu2,0,34.3,5,2023-02-12T15:03:44.585Z,2023-02-13T09:00:01Z,4030408935,178,,4028668931,56,Center,4028668929,157,,4028668939,213,1.0,4028668935,141,56.3,4028668941,1,,4028668937,212,40.6,4028668933,140,54.0,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057777,15,1,1,2,6,2989v3kho9h5jaboe1nr7lx21,1,44.4,50.4,2023-02-12T15:03:48.233Z,2023-02-13T09:00:01Z,4028668977,213,2.6,4028668973,141,65.1,4028668969,56,Back,4028668971,140,27.7,4030408997,178,,4028668975,212,20.2,4028668967,3,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057781,16,49,1,2,9,2989v3kho9h5jaboe1nr7lx21,1,21.4,65.6,2023-02-12T15:03:51.738Z,2023-02-13T09:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057825,17,1,1,2,9,2989v3kho9h5jaboe1nr7lx21,1,20.9,65.9,2023-02-12T15:03:51.796Z,2023-02-13T09:00:00Z,4028669177,140,9.8,4028669183,213,3.9,4030409243,178,,4028669179,141,51.0,4028669175,56,Back,4028669181,212,15.4,,,,,,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057881,18,1,1,2,12,2989v3kho9h5jaboe1nr7lx21,0,7,41.8,2023-02-12T15:03:54.898Z,2023-02-13T08:59:59Z,4028669435,155,,4028669439,140,77.0,4028669447,1,,4028669443,212,74.1,4028669441,141,28.2,4030409261,178,,4028669437,56,Center,4028669445,213,6.2,5q4wztjkk6nuwapm7qgey9w45,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057895,32,49,1,2,17,6vyr13j6kbwdtxjwm1m4m8nu2,1,25.3,75.3,2023-02-12T15:03:59.921Z,2023-02-13T08:59:58Z,,,,,,,,,,,,,,,,,,,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057961,33,1,1,2,17,6vyr13j6kbwdtxjwm1m4m8nu2,0,25.1,75.6,2023-02-12T15:03:59.941Z,2023-02-13T08:59:58Z,4028669845,213,0.5,4028669841,141,95.6,4028669837,56,Back,4030409345,178,,4028669843,212,28.3,4028669839,140,48.7,4028669835,155,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057951,19,8,1,2,20,2989v3kho9h5jaboe1nr7lx21,1,52.1,4.7,2023-02-12T15:04:02.492Z,2023-02-13T08:59:57Z,4029490155,385,,4030409527,389,,4028669781,56,Right,,,,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057969,20,5,1,2,20,2989v3kho9h5jaboe1nr7lx21,0,47.3,-2,2023-02-12T15:04:03.038Z,2023-02-13T04:34:06Z,4028669877,347,,4028670461,233,34,4028669871,56,Back,,,,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058077,34,5,1,2,20,6vyr13j6kbwdtxjwm1m4m8nu2,1,52.7,102,2023-02-12T15:04:03.038Z,2023-02-13T04:34:05Z,4028670433,347,,4028670453,233,20,4028670431,56,Left,,,,,,,,,,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058217,35,1,1,2,38,6vyr13j6kbwdtxjwm1m4m8nu2,1,46.4,100,2023-02-12T15:04:21.076Z,2023-02-13T08:59:57Z,4028671217,107,,4028671227,213,5.0,4028671223,141,78.7,4028671221,140,51.4,4028671219,56,Center,4028671225,212,16.3,,,,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
