id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2534421619,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-04-16T10:42:51.766Z,2023-04-17T08:05:23Z,4194510957,130,4,4194510953,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4194510965,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194510961,194,78fx1xqqtcqm2g4h1dj8beml1,4194510963,197,6564,4194510959,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4194510955,59,"16, 54, 5, 21, 56, 14, 18, 11, 13, 36, 7, 3, 9, 29, 30, 55, 61, 71",4194510951,30,"3wwi5vf2l1qbz7e5zdjoy8yga, 8q8qxzmb9j1vntg5llyqa35uy, 6rarodhofviwmh5jd0ly8lp4a, 143brmwsfow8o0svtdq98tiw9, 88nmn961vtb3bnt9v9rye1h0q, 78fx1xqqtcqm2g4h1dj8beml1, 8f77xyqg4womglj1o8udq77qh, 5yw1c3i4j9zyt52vomrfbxyol, 9jiectkc8rk0ivxn80l87ic45, 3q2ibq6hhxyht8046ib49ye39, 5don85s7097g5df42m429b8ix, 1qqhtdvpixhe5zt9mq9omsoh5, 8q7c0yi5x7vh7032jgbeytal1, 8lj9hc8u1351oczzu81mryluc, 3z37ancgteqhbhpygl0brzzdh, cu3a4pb4a9g6d0qir3oakd46i, 7je01bs3a4q6c2gd02ee6da3u, anx0hiu9yn8szbjk3994u7njd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534431113,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-04-16T10:56:24.008Z,2023-04-16T11:29:49Z,4194560537,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194560529,130,8,4194560525,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4194599111,194,5enjhxrx2jrjqtgb9wwq0baax,4194560523,30,"jflu7a5n4f3ezoj20z0kje5m, c8m4ox6n1v89qbbjq73s5ezmx, d1rgv9cgncdgr1h61phrxoc89, ama1ibpjcfu206icrfmkgfavp, a3on8aipuz77wn25jm2r312lm, 5enjhxrx2jrjqtgb9wwq0baax, 1b6ab1mqzvhk547p0bdzbccfd, cma24hkdklib8007a42cso38q, 5qpyf80if6m1o5vkwf1yt034l, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, 14w9q2mu6yq235ic55fxs0w2y, 1e7snjsrbh93xt5ti1oyuqxka, an7okg1fciccqu6300k8phisq, 8y6kxc66t4hurxuz4m4cm388a, 3ypxn1nvgv8e321sq5394w3my, 7zmgaactx19n77j9fl08pahyi, 8d52pw246hh32r4ubxbp6cfai",4194560527,59,"26, 77, 5, 17, 3, 2, 28, 4, 7, 34, 11, 10, 19, 22, 24, 27, 40, 55",4194560531,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4194560535,197,3313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534450989,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-04-16T11:31:37.473Z,2023-04-16T11:31:37Z,4194664593,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534450993,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-04-16T11:31:37.473Z,2023-04-16T21:31:07Z,4194664619,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534451033,3,1,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,50,50,2023-04-16T11:31:37.491Z,2023-04-17T02:37:25Z,4194664823,213,3.6,4194664805,56,Back,4194664819,212,22.4,4197745149,178,,4194664815,141,34.0,4194664811,140,31.4,4194664825,279,S,,,,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534451075,4,1,1,0,3,6vyr13j6kbwdtxjwm1m4m8nu2,1,31.4,38.2,2023-04-16T11:31:40.730Z,2023-04-17T06:41:53Z,4194665063,140,68.3,4197745177,178,,4194665067,212,53.3,4194665059,155,,4194665071,1,,4194665069,213,0.8,4194665061,56,Left,4194665065,141,92.0,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534451103,5,1,1,0,5,6vyr13j6kbwdtxjwm1m4m8nu2,1,60.3,97.4,2023-04-16T11:31:43.077Z,2023-04-17T06:41:53Z,4194665227,56,Center,4194665231,141,76.5,4194665235,213,5.1,4194665229,140,66.0,4194665233,212,15.4,4197745917,178,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535052767,1532,43,1,0,6,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-04-16T11:31:43.994Z,2023-04-17T05:07:19Z,4197817969,144,67,4197817869,233,1432,,,,,,,,,,,,,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535052765,1432,43,1,0,6,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-04-16T11:31:43.995Z,2023-04-17T05:07:19Z,4197817967,144,67,4197817877,233,1532,,,,,,,,,,,,,,,,,,,cma24hkdklib8007a42cso38q,A. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535043177,873,43,1,0,6,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-04-16T11:31:44.050Z,2023-04-17T05:04:50Z,4197816839,144,67,4197776099,233,852,,,,,,,,,,,,,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
