id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/14/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2484560249,1,34,16,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-11-12T14:18:02.882Z,2022-11-12T15:02:03Z,3910252693,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3910252697,130,13,3910252691,30,"d0itp0eyxewvnm2shm0manw7p, 5ghjnuqhf7kvbwqlo8jqv0bqi, 2rn8mnhlrtrbm6du97f54zckq, 9ncn3cmp9hd451mjt54t8axn9, 2hj88r72bbwnhqx12tv13jmqx, ew1thxs8j5mwwqh075kzsjq0a, 92ajo8iiqwlmjwndtf7yt6l05, 92resfejh2m1oygglkjdk0u7d, b3y2ov2ju75fr5u5e2rerj1ex, mzrka1w28qc7vgr5xmcngqg9, 65js4yds9vyg0iyck8xh10frp, 6y2s58f539ax7s9np2jao0tn8, 1yq8ig3ffq1j5imjci3g3tfdg, czsmg1hjqbmzhz8x91y3b0yc5, 99eumu17h5sxriw5vfczvdb6d, 58qrdtv5emnvcojqkmnpx5ffu, 9m3bkbdedtddfeix57rj2f7c9, 78n7z9tmen93v4l0nj1vnlujt",3910252699,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3910252705,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910252703,197,10068,3910252701,194,2hj88r72bbwnhqx12tv13jmqx,3910252695,59,"1, 29, 18, 5, 33, 2, 8, 10, 9, 11, 68, 19, 20, 27, 28, 34, 77, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484560677,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-11-12T14:18:44.602Z,2022-11-13T13:37:03Z,3910255203,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910255201,197,8173,3910255195,130,2,3910255193,59,"1, 22, 11, 6, 23, 24, 55, 4, 45, 9, 5, 14, 20, 25, 32, 33, 35, 39",3910255189,30,"6qlfe04qjldj3rkeeme6gdi39, e2z19y8is5m24brpa3gzn02qx, bjhjz96omjukrg6tj3mny39t6, f3wwl40dd2xm8oeof6n6y7rhl, bxcrdkrcljgx6l4o0uy4rom3t, 9kywhmzih4xhuz5d1rrxjcpd6, 1ezai0a0n3xem17lwhtxwaml1, 8hl43dvm1d57g011yacyoooa1, 96xomdtz505yoaz35i5bb8f84, 21545vwheo9a30u5hgnsrecmi, 2j8y06wuinnx87eetadj55zo5, 12c7rhdjh6rja1d2j45n3exyi, 2aemkadh3bhtgm5db8r89pvit, 7y2fbdkqsz35hgsib6rail1hx, 9qm1adecprlczxw7ldbpvoi51, 5ujoracvgg00kzd0a8rh8oa1h, 1kr8slemziskw8bm2ir4shlud, dd711ekg0nlaosmsy2lz13syy",3910255197,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3910255191,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3910255199,194,6qlfe04qjldj3rkeeme6gdi39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596503,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-11-12T15:00:25.752Z,2022-11-12T23:17:35Z,3910438555,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596487,2,32,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-11-12T15:00:25.752Z,2022-11-12T15:00:25Z,3910438483,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596513,3,1,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,50.6,49.7,2022-11-12T15:00:25.859Z,2022-11-13T03:36:01Z,3912989733,178,,3910438625,279,S,3910438617,212,21.7,3910438613,141,44.3,3910438609,140,30.2,3910438621,213,3.3,3910438607,56,Back,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596573,4,1,1,0,2,2nhn3ikl1ciq34w3hcp883d6p,0,34.5,58,2022-11-12T15:00:28.580Z,2022-11-13T08:04:39Z,3910438903,1,,3910438891,155,,3910438899,212,44.0,3912989901,178,,3910438897,141,18.8,3910438901,213,5.6,3910438893,56,Right,3910438895,140,67.8,f3wwl40dd2xm8oeof6n6y7rhl,Lucas Mineiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596565,3,44,1,0,5,2b57rbw94i9ohnbch52owvqtq,1,28.6,81.8,2022-11-12T15:00:31.173Z,2022-11-13T08:04:39Z,3910438973,233,5,3910438869,285,,3910438867,56,Back,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596577,5,44,1,0,5,2nhn3ikl1ciq34w3hcp883d6p,0,71.4,18.2,2022-11-12T15:00:31.174Z,2022-11-13T08:04:38Z,3910439003,233,3,3910438923,286,,3910438921,56,Right,,,,,,,,,,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596585,4,1,1,0,5,2b57rbw94i9ohnbch52owvqtq,0,28,78.1,2022-11-12T15:00:31.274Z,2022-11-13T08:04:38Z,3912991319,388,,3910438941,212,14.0,3910438939,141,81.1,3910438943,213,0.1,3910438937,140,41.2,3910438933,3,,3910438935,56,Back,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484622903,139,44,1,0,8,2nhn3ikl1ciq34w3hcp883d6p,1,58,34.6,2022-11-12T15:00:33.849Z,2022-11-13T08:04:37Z,3910580419,286,,3910580417,56,Center,3910580883,233,5,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
