id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2440324785,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-07-30T15:28:01.176Z,2022-07-30T16:41:13Z,3675516295,194,auqy1bigw2a1owxg441wojzyt,3675516287,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3675516289,59,"1, 32, 11, 33, 23, 2, 55, 7, 21, 14, 39, 4, 9, 10, 20, 22, 24, 25",3675516291,130,2,3675516285,30,"6qlfe04qjldj3rkeeme6gdi39, 9qm1adecprlczxw7ldbpvoi51, bjhjz96omjukrg6tj3mny39t6, 5ujoracvgg00kzd0a8rh8oa1h, bxcrdkrcljgx6l4o0uy4rom3t, 6z1isgjrlx4gbcjp5ekawdi39, 1ezai0a0n3xem17lwhtxwaml1, auqy1bigw2a1owxg441wojzyt, 44yc73hes2d8zts6oucmmiz8p, 12c7rhdjh6rja1d2j45n3exyi, dd711ekg0nlaosmsy2lz13syy, 8hl43dvm1d57g011yacyoooa1, 21545vwheo9a30u5hgnsrecmi, 50tfyk5k7qkm1kwv9rrneriwa, 2aemkadh3bhtgm5db8r89pvit, e2z19y8is5m24brpa3gzn02qx, 9kywhmzih4xhuz5d1rrxjcpd6, 7y2fbdkqsz35hgsib6rail1hx",3675516297,197,8173,3675516293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3675516299,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440335219,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-07-30T15:34:15.677Z,2022-07-30T16:41:14Z,3675573653,194,f3e9qk9oz4feldhgetdpcd0ph,3675573657,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3675573639,30,"49vbniwasp2kyt27jw0cv6m6t, d1j29sgb7rmc6dxe3koyyr0et, 1kst4u41rlyirggwoo1m8ovdh, 91sex5ir1pp4b2beotoua7mqx, 1abf0y93zbw1sw183nblqoicp, dmk8usvqtzv60bwkoxk7kfqxg, 91qd93lqgpe700ps0b6a7ntn9, 73z9v9oz73hlmnswrzp860yj9, 58b30n3a3qc1s5tpfn8er7tw4, a8pgjuz5yrbxyf1t905gj327d, f3e9qk9oz4feldhgetdpcd0ph, cni0rxu9fo9lfqqhggmqrdvpx, dvomh2gx3wd5x5v1dmlnkdpzp, 3je3s65vdag4qctd9q0ku8z8q, 9fvwcsajeousbo5o0e84cj2sp, atkoaobhylui34grbharm41xx, 6u73l7tuxx0958ij9kvdizjrp, 3a2rv1nv7g4km08nwhw1nr5rd",3675573649,130,17,3675573651,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3675573655,197,8055,3675573647,59,"12, 10, 7, 15, 28, 25, 4, 24, 43, 11, 33, 5, 6, 17, 20, 21, 29, 42",3675573643,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440380891,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-07-30T16:15:43.410Z,2022-07-30T22:31:47Z,3675822653,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440380883,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-07-30T16:15:43.410Z,2022-07-30T16:15:43Z,3675822617,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440380927,3,1,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,49.8,50.3,2022-07-30T16:15:43.457Z,2022-07-30T22:40:00Z,3675822861,141,48.5,3675822865,213,3.2,3675822857,56,Back,3675822859,140,38.0,3675822867,279,S,3675822863,212,12.5,3676908383,178,,,,,44yc73hes2d8zts6oucmmiz8p,E. Daci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440380989,4,1,1,0,1,2nhn3ikl1ciq34w3hcp883d6p,1,40.2,45.5,2022-07-30T16:15:45.318Z,2022-07-31T02:09:52Z,3675823187,56,Back,3675823195,141,5.9,3675823203,213,4.7,3675823189,140,39.7,3676908535,178,,3675823199,212,26.9,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381001,5,1,1,0,3,2nhn3ikl1ciq34w3hcp883d6p,1,38.9,8,2022-07-30T16:15:47.188Z,2022-07-31T02:09:52Z,3675823299,213,2.7,3675823293,140,20.8,3675823297,212,20.8,3675823291,56,Back,3676908771,178,,3675823295,141,20.3,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381017,6,1,1,0,6,2nhn3ikl1ciq34w3hcp883d6p,1,23.4,19.9,2022-07-30T16:15:49.556Z,2022-07-31T02:09:51Z,3675823379,141,50.9,3675823383,213,2.2,3675823377,140,7.3,3675823381,212,27.0,3676908831,178,,3675823375,56,Back,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381037,7,1,1,0,8,2nhn3ikl1ciq34w3hcp883d6p,1,8,47.1,2022-07-30T16:15:52.336Z,2022-07-31T02:09:50Z,3676908997,178,,3675823463,140,10.3,3675823467,212,26.5,3675823469,213,1.5,3675823465,141,85.9,3675823461,56,Back,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381049,8,1,1,0,11,2nhn3ikl1ciq34w3hcp883d6p,1,10,86.1,2022-07-30T16:15:54.922Z,2022-07-31T02:09:50Z,3675823557,213,5.9,3675823555,212,10.7,3675823547,140,19.4,3676909263,178,,3675823543,56,Back,3675823551,141,80.2,,,,,,,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381063,9,1,1,0,12,2nhn3ikl1ciq34w3hcp883d6p,1,24.4,82.5,2022-07-30T16:15:55.944Z,2022-07-31T02:09:50Z,3675823647,212,11.2,3675823643,140,19.9,3675823649,213,2.0,3676909397,178,,3675823645,141,97.5,3675823641,56,Back,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381079,10,1,1,0,13,2nhn3ikl1ciq34w3hcp883d6p,1,23.1,98.2,2022-07-30T16:15:56.860Z,2022-07-31T02:09:49Z,3675823753,212,6.4,3675823749,140,25.5,3675823751,141,89.6,3676910675,178,,3675823755,213,5.1,3675823747,56,Back,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381093,11,1,1,0,14,2nhn3ikl1ciq34w3hcp883d6p,1,31.5,86.6,2022-07-30T16:15:57.568Z,2022-07-31T02:09:49Z,3675823821,141,89.0,3675823825,213,2.9,3675823819,140,24.4,3675823817,56,Back,3675823823,212,7.6,3676910787,178,,,,,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440457981,789,1,1,0,15,2nhn3ikl1ciq34w3hcp883d6p,0,29.1,85.9,2022-07-30T16:15:58.560Z,2022-07-31T02:09:48Z,3676253565,141,83.8,3676910895,178,,3676253559,56,Back,3676253563,140,26.5,3676253567,212,3.1,3676910897,21,,3676253569,213,3.6,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381085,3,61,1,0,15,bw9wm8pqfzcchumhiwdt2w15c,1,69.9,11.9,2022-07-30T16:15:58.692Z,2022-07-31T02:09:48Z,3676911121,178,,3675823783,56,Right,,,,,,,,,,,,,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381103,4,1,1,0,16,bw9wm8pqfzcchumhiwdt2w15c,1,65.1,19,2022-07-30T16:16:00.310Z,2022-07-31T02:09:48Z,3675823925,213,1.9,3676911321,389,,3675823921,141,54.0,3675823923,212,25.3,3675823917,56,Center,3675823919,140,57.0,,,,,,,d1j29sgb7rmc6dxe3koyyr0et,R. Holzhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381109,5,49,1,0,18,bw9wm8pqfzcchumhiwdt2w15c,1,57.8,50.7,2022-07-30T16:16:02.166Z,2022-07-31T02:09:47Z,,,,,,,,,,,,,,,,,,,,,,,,,1kst4u41rlyirggwoo1m8ovdh,J. Þorsteinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381131,6,1,1,0,18,bw9wm8pqfzcchumhiwdt2w15c,1,57.6,50.6,2022-07-30T16:16:02.199Z,2022-07-31T02:09:47Z,3675824047,141,41.3,3675824043,56,Back,3675824049,212,17.8,3675824051,213,3.5,3675824045,140,41.8,3676911637,178,,,,,,,,1kst4u41rlyirggwoo1m8ovdh,J. Þorsteinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381145,7,1,1,0,20,bw9wm8pqfzcchumhiwdt2w15c,1,42.9,44.1,2022-07-30T16:16:03.664Z,2022-07-31T02:09:47Z,3675824153,213,1.5,3676911923,178,,3675824145,56,Back,3675824151,212,14.1,3675824149,141,64.8,3675824147,140,43.7,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440381177,8,1,1,0,23,bw9wm8pqfzcchumhiwdt2w15c,1,37.9,67.8,2022-07-30T16:16:06.528Z,2022-07-31T02:09:46Z,3675824411,212,17.5,3675824409,141,42.5,3675824407,140,34.7,3676911987,178,,3675824405,56,Back,3675824413,213,4.5,,,,,,,91sex5ir1pp4b2beotoua7mqx,D. Ouédraogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
