id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2521075211,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-03-17T18:48:10.914Z,2023-03-17T19:43:17Z,4102867547,197,6718,4102867537,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4102867543,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4102867541,130,13,4102867539,59,"21, 41, 23, 4, 66, 5, 17, 28, 36, 34, 11, 8, 10, 14, 18, 24, 79, 89",4102867545,194,7weuixp1j81ga9pjhouf2h2hh,4102867549,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102867535,30,"21ipfd9gxws9vqpw9002o8ve1, 84l7r4ud9ipuf9vc3ib5b4l0q, 5wn1xudozb4s78x0m8ch7vn8q, 52qemp1py9mm9unjvxaphv209, 5iuagsqdiiaadb5yuf7r4vzmc, bmbn4q2uorkgosgaig6migpux, 3l1v52usaf9mmi9dwowdwv3e, 7weuixp1j81ga9pjhouf2h2hh, 8d0ffyx2qnnp0limf5aou92ei, a0ecz4nlxrr62dcwixtmjiwyy, ez9zc94k1nj4qxjf2hrvj5dgq, enyx6hc9mfglu3w2robv9hd9m, 2xba9p5cocj599cltnabjes45, 8jc7tw0nw37trgyli0oyz1soa, a5ls0i1ztco0zee3la61zv4rt, 8am2h5qc7296fima2r4wam63u, 7ht5gaqg5p9s7pl75iuvtfvh0, 9hnyebqut9tmn4q0m0y9n3kd1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521076397,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-03-17T18:49:46.677Z,2023-03-17T19:43:18Z,4102873805,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, d1rgv9cgncdgr1h61phrxoc89, ama1ibpjcfu206icrfmkgfavp, a3on8aipuz77wn25jm2r312lm, 5enjhxrx2jrjqtgb9wwq0baax, 1b6ab1mqzvhk547p0bdzbccfd, a8k3ubqsi0duc3g4u5jnvcoa1, 5qpyf80if6m1o5vkwf1yt034l, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, cma24hkdklib8007a42cso38q, 14w9q2mu6yq235ic55fxs0w2y, 19htxtc8lmbfsv83py7hzqb8q, 1e7snjsrbh93xt5ti1oyuqxka, an7okg1fciccqu6300k8phisq, 7zmgaactx19n77j9fl08pahyi, c8m4ox6n1v89qbbjq73s5ezmx",4102873809,59,"26, 23, 5, 17, 3, 2, 28, 8, 7, 34, 11, 4, 10, 14, 19, 22, 40, 77",4102873819,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102873815,194,a8k3ubqsi0duc3g4u5jnvcoa1,4102873817,197,3313,4102873807,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4102873813,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4102873811,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521124377,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-03-17T19:45:37.176Z,2023-03-18T04:28:03Z,4103125483,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521124207,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-03-17T19:45:37.176Z,2023-03-17T19:45:49Z,4103124623,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521124673,3,1,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,50.2,50.5,2023-03-17T19:45:37.203Z,2023-03-18T09:42:03Z,4103126951,141,52.5,4103126953,212,24.8,4103126947,56,Back,4103861539,178,,4103126949,140,26.6,4103126955,213,3.1,,,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521124785,4,1,1,0,3,3ix9om1svhd6obl0mbk1otgop,0,28.1,45.7,2023-03-17T19:45:41.114Z,2023-03-18T09:42:02Z,4103127535,141,21.8,4103861757,178,,4103127539,213,6.0,4103127537,212,52.0,4103127533,140,75.1,4103127529,155,,4103127531,56,Center,4103127541,1,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521124783,3,44,1,0,7,89xivtxk59uzvhdsd6miao6tm,1,22.1,78.1,2023-03-17T19:45:44.518Z,2023-03-18T09:42:02Z,4103127519,56,Back,4103127661,233,5,4103127521,285,,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521124795,5,44,1,0,7,3ix9om1svhd6obl0mbk1otgop,0,77.9,21.9,2023-03-17T19:45:44.519Z,2023-03-18T09:42:01Z,4103127579,286,,4103127577,56,Center,4103127729,233,3,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521124809,4,1,1,0,7,89xivtxk59uzvhdsd6miao6tm,1,22,76.5,2023-03-17T19:45:44.534Z,2023-03-18T09:42:01Z,4103127671,56,Back,4103127677,212,13.5,4103127673,140,32.0,4103127669,3,,4103861959,388,,4103127675,141,89.0,4103127679,213,0.7,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521276143,1180,67,1,0,9,89xivtxk59uzvhdsd6miao6tm,1,29.1,93.8,2023-03-17T19:45:46.818Z,2023-03-18T09:42:01Z,4103939611,233,1002,,,,,,,,,,,,,,,,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
