id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2472290637,8,1,1,0,11,2989v3kho9h5jaboe1nr7lx21,1,49.3,1.3,2022-10-15T16:16:00.485Z,2022-10-16T08:51:29Z,3847581955,178,,3845644047,213,1.3,3845644043,212,22.0,3845644033,140,55.0,3845644037,141,32.5,3845644029,56,Center,,,,,,,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472290713,9,1,1,0,12,2989v3kho9h5jaboe1nr7lx21,1,51.9,20.2,2022-10-15T16:16:01.423Z,2022-10-16T08:51:28Z,3845644505,141,47.8,3847582053,178,,3845644503,140,36.6,3845644507,212,24.7,3845644509,213,2.3,3845644501,56,Back,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472290747,10,1,1,0,17,2989v3kho9h5jaboe1nr7lx21,1,39.3,32.6,2022-10-15T16:16:06.421Z,2022-10-16T08:51:27Z,3845644699,140,71.2,3847582123,178,,3845644697,56,Right,3845644705,213,5.9,3845644701,141,11.0,3845644707,1,,3845644703,212,36.6,3845644695,155,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472290771,11,1,1,0,19,2989v3kho9h5jaboe1nr7lx21,0,75,13.8,2022-10-15T16:16:08.709Z,2022-10-16T08:51:27Z,3845644885,212,21.0,3847582207,388,,3845644877,3,,3845644881,140,92.0,3845644879,56,Center,3845644883,141,30.0,3845644887,213,0.6,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472290785,4,52,1,0,23,920raeoumft3q2wmvc296uceo,1,4.1,69.3,2022-10-15T16:16:11.816Z,2022-10-16T08:51:27Z,3847582335,389,,3846500901,376,,,,,,,,,,,,,,,,,,,,aspoedbe2vkfbqaz67fc2ftg5,P. Patron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472290893,5,1,1,0,26,920raeoumft3q2wmvc296uceo,1,11.5,61.1,2022-10-15T16:16:15.470Z,2022-10-16T08:51:26Z,3845645571,56,Back,3845645579,213,6.0,3845645577,212,18.6,3845645573,140,28.3,3847582447,178,,3845645569,123,,3845645575,141,52.4,,,,aspoedbe2vkfbqaz67fc2ftg5,P. Patron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472290991,6,1,1,0,28,920raeoumft3q2wmvc296uceo,1,29.1,50.9,2022-10-15T16:16:17.623Z,2022-10-16T08:51:26Z,3845646067,140,33.9,3847582567,178,,3845646069,141,40.1,3845646065,56,Back,3845646071,212,8.9,3845646073,213,5.3,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291023,7,1,1,0,33,920raeoumft3q2wmvc296uceo,1,29.4,49.4,2022-10-15T16:16:22.206Z,2022-10-16T08:51:24Z,3845646203,140,22.1,3845646207,212,21.4,3845646209,213,4.3,3845646201,56,Back,3845646205,141,20.0,3847582769,178,,,,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291067,8,1,1,0,35,920raeoumft3q2wmvc296uceo,1,23.4,23.2,2022-10-15T16:16:24.478Z,2022-10-16T08:51:23Z,3845646489,213,5.4,3845646481,56,Back,3847582949,178,,3845646483,140,31.8,3845646487,212,14.4,3845646485,141,6.5,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291081,9,1,1,0,37,920raeoumft3q2wmvc296uceo,1,28.3,5.4,2022-10-15T16:16:26.647Z,2022-10-16T08:51:22Z,3845646561,140,24.4,3847583041,178,,3845646567,213,2.0,3845646563,141,20.4,3845646565,212,11.0,3845646559,56,Back,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291141,10,1,1,0,39,920raeoumft3q2wmvc296uceo,1,21.5,21.8,2022-10-15T16:16:28.696Z,2022-10-16T08:51:22Z,3845646801,213,2.0,3845646795,141,50.9,3845646791,140,13.6,3845646789,56,Back,3845646799,212,21.5,3847583105,178,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291173,11,1,1,0,42,920raeoumft3q2wmvc296uceo,1,17.3,53.6,2022-10-15T16:16:31.694Z,2022-10-16T08:51:21Z,3845646997,140,24.8,3845647001,212,20.5,3845647003,213,1.2,3845646999,141,81.5,3845646995,56,Back,3847583269,178,,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291201,12,1,1,0,45,920raeoumft3q2wmvc296uceo,1,24.9,82,2022-10-15T16:16:34.589Z,2022-10-16T08:51:20Z,3845647145,213,4.3,3847583325,178,,3845647143,212,16.1,3845647139,140,19.0,3845647141,141,60.2,3845647137,56,Back,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291241,13,1,1,0,48,920raeoumft3q2wmvc296uceo,1,17.3,56.1,2022-10-15T16:16:37.469Z,2022-10-16T08:51:19Z,3845647393,141,16.8,3845647397,213,4.9,3845647389,56,Back,3845647391,140,21.8,3845647395,212,27.1,3847583377,178,,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291313,14,1,1,0,51,920raeoumft3q2wmvc296uceo,1,20.8,17.3,2022-10-15T16:16:40.560Z,2022-10-16T08:51:18Z,3845647725,140,18.3,3845647731,212,19.8,3845647729,141,46.1,3845647735,213,1.7,3845647721,56,Back,3847583449,178,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291347,15,1,1,0,55,920raeoumft3q2wmvc296uceo,1,20.9,48,2022-10-15T16:16:44.167Z,2022-10-16T08:51:17Z,3845647919,56,Back,3845647921,140,32.0,3845647929,213,0.7,3845647927,212,15.9,3845647923,141,63.9,3847583539,178,,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291387,16,1,1,0,56,920raeoumft3q2wmvc296uceo,1,29.8,59.1,2022-10-15T16:16:45.334Z,2022-10-16T08:51:17Z,3845648163,212,32.1,3845648167,1,,3845648161,141,12.5,3845648165,213,4.6,3847583629,178,,3845648159,140,25.2,3845648157,56,Back,,,,c4brcsqfli5mds4vhma627yl1,D. Marcq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291457,17,1,1,0,59,920raeoumft3q2wmvc296uceo,1,26.5,16,2022-10-15T16:16:48.487Z,2022-10-16T08:51:16Z,3845648575,141,22.5,3845648569,155,,3847583695,178,,3845648581,1,,3845648577,212,38.6,3845648573,140,63.0,3845648579,213,0.1,3845648571,56,Center,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291463,18,61,1,1,1,920raeoumft3q2wmvc296uceo,0,63.2,18.3,2022-10-15T16:16:50.439Z,2022-10-16T08:51:16Z,3847583861,178,,3845648593,56,Right,3847583859,21,,,,,,,,,,,,,,,,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472449233,740,1,1,1,2,2989v3kho9h5jaboe1nr7lx21,0,38,93.2,2022-10-15T16:16:51.519Z,2022-10-16T08:51:16Z,3846507459,212,14.9,3846507453,56,Back,3846507457,141,85.6,3846507455,140,24.7,3846507461,213,3.5,3847584285,178,,,,,,,,3krglbuxncb1fvl3p1sezhoq2,A. Al-Dakhil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472449239,998,61,1,1,2,920raeoumft3q2wmvc296uceo,1,63.2,12.2,2022-10-15T16:16:51.690Z,2022-10-16T08:51:15Z,3847584487,178,,3847584483,21,,3846507491,56,Right,,,,,,,,,,,,,,,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291689,13,5,1,1,4,2989v3kho9h5jaboe1nr7lx21,1,37.6,101.8,2022-10-15T16:16:52.855Z,2022-10-16T03:14:39Z,3845678145,233,19,3845649673,56,Back,3845649675,347,,,,,,,,,,,,,,,,,3krglbuxncb1fvl3p1sezhoq2,A. Al-Dakhil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291479,19,5,1,1,4,920raeoumft3q2wmvc296uceo,0,62.4,-1.8,2022-10-15T16:16:52.855Z,2022-10-16T03:14:40Z,3845678169,233,13,3845648665,347,,3845648663,56,Right,,,,,,,,,,,,,,,,c4brcsqfli5mds4vhma627yl1,D. Marcq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291533,12,43,1,1,11,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-10-15T16:17:00.395Z,2022-10-15T16:17:03Z,3845648921,56,Back,3845649221,144,61,,,,,,,,,,,,,,,,,,,3krglbuxncb1fvl3p1sezhoq2,A. Al-Dakhil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291719,14,1,1,1,20,2989v3kho9h5jaboe1nr7lx21,1,38.3,100,2022-10-15T16:17:09.255Z,2022-10-16T08:51:15Z,3845649867,56,Left,3845649869,140,55.3,3845649875,213,6.1,3845649871,141,95.9,3845649865,107,,3845649873,212,18.3,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291727,15,1,1,1,21,2989v3kho9h5jaboe1nr7lx21,0,53.9,95.8,2022-10-15T16:17:10.551Z,2022-10-16T08:51:14Z,3845649925,168,,3845649931,141,94.1,3845649933,212,9.3,3847585265,388,,3845649923,3,,3845649927,56,Left,3845649929,140,62.7,3845649935,213,6.2,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291735,20,49,1,1,23,920raeoumft3q2wmvc296uceo,1,37.2,8.9,2022-10-15T16:17:12.289Z,2022-10-16T08:51:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291765,21,1,1,1,25,920raeoumft3q2wmvc296uceo,0,30.1,7.9,2022-10-15T16:17:13.736Z,2022-10-16T08:51:13Z,3845650081,140,36.5,3845650089,212,9.5,3845650093,213,5.5,3845650097,1,,3845650071,157,,3845650075,56,Back,3845650085,141,0.0,3847585523,178,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291911,16,5,1,1,25,2989v3kho9h5jaboe1nr7lx21,1,59.8,102,2022-10-15T16:17:14.243Z,2022-10-16T03:15:15Z,3845650849,347,,3845650847,56,Left,3845650855,233,22,,,,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291773,22,5,1,1,25,920raeoumft3q2wmvc296uceo,0,40.2,-2,2022-10-15T16:17:14.243Z,2022-10-16T03:15:16Z,3845650129,347,,3845650127,56,Back,3845650873,233,16,,,,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291931,17,1,1,1,35,2989v3kho9h5jaboe1nr7lx21,1,57.8,100,2022-10-15T16:17:24.519Z,2022-10-16T08:51:13Z,3845650967,107,,3845650975,212,10.7,3845650969,56,Left,3845650971,140,56.8,3845650977,213,4.6,3845650973,141,86.3,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291955,18,1,1,1,36,2989v3kho9h5jaboe1nr7lx21,1,56.6,86.6,2022-10-15T16:17:25.384Z,2022-10-16T08:51:13Z,3847586013,178,,3845651131,141,96.5,3845651133,212,7.0,3845651127,56,Left,3845651135,213,1.3,3845651129,140,58.3,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291961,19,3,1,1,38,2989v3kho9h5jaboe1nr7lx21,0,60,95.6,2022-10-15T16:17:27.572Z,2022-10-16T08:51:12Z,3845651391,233,23,3846514273,464,,3847586163,178,,3845651157,56,Left,3845651159,286,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291995,23,7,1,1,38,920raeoumft3q2wmvc296uceo,1,40,4.4,2022-10-15T16:17:27.726Z,2022-10-16T08:51:11Z,3845651361,56,Back,3845651381,233,19,3846514427,385,,3845651363,285,,3847586257,178,,,,,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472291999,24,49,1,1,40,920raeoumft3q2wmvc296uceo,1,41.6,9.7,2022-10-15T16:17:28.843Z,2022-10-16T08:51:11Z,,,,,,,,,,,,,,,,,,,,,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292015,25,1,1,1,40,920raeoumft3q2wmvc296uceo,1,41.7,10.3,2022-10-15T16:17:28.925Z,2022-10-16T08:51:10Z,3845651485,140,44.6,3845651489,212,15.0,3845651481,56,Back,3847586495,178,,3845651491,213,1.4,3845651487,141,31.9,,,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292057,26,1,1,1,40,920raeoumft3q2wmvc296uceo,1,43.6,19.5,2022-10-15T16:17:29.353Z,2022-10-16T08:51:10Z,3847586661,178,,3845651693,141,8.8,3845651697,213,5.7,3845651689,56,Right,3845651691,140,53.3,3845651695,212,12.5,,,,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472338797,490,1,1,1,41,920raeoumft3q2wmvc296uceo,1,48.7,11.5,2022-10-15T16:17:30.092Z,2022-10-16T08:51:10Z,3847586891,178,,3845893645,56,Right,3845893651,212,13.6,3845893649,141,4.6,3845893647,140,60.9,3845893653,213,5.9,,,,,,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292081,27,1,1,1,45,920raeoumft3q2wmvc296uceo,1,58.9,2.5,2022-10-15T16:17:34.476Z,2022-10-16T08:51:09Z,3845651805,212,8.1,3845651799,56,Right,3845651803,141,8.8,3845651807,213,2.6,3845651801,140,52.3,3847587179,178,,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292085,28,3,1,1,46,920raeoumft3q2wmvc296uceo,0,57.6,2.4,2022-10-15T16:17:35.299Z,2022-10-16T08:51:08Z,3846515315,464,,3847587351,178,,3845651829,286,,3845651827,56,Right,3845652207,233,20,,,,,,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292139,20,7,1,1,46,2989v3kho9h5jaboe1nr7lx21,1,42.4,97.6,2022-10-15T16:17:35.348Z,2022-10-16T08:51:08Z,3845652129,56,Back,3846515551,385,,3845652179,233,28,3845652131,285,,3847587457,178,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292147,21,49,1,1,48,2989v3kho9h5jaboe1nr7lx21,1,49.3,94.2,2022-10-15T16:17:37.266Z,2022-10-16T08:51:07Z,,,,,,,,,,,,,,,,,,,,,,,,,77487qauk9fkzlesgze21odsl,S. Kagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292187,22,3,1,1,51,2989v3kho9h5jaboe1nr7lx21,0,59.6,93.2,2022-10-15T16:17:39.808Z,2022-10-16T08:51:06Z,3845652365,56,Left,3845652367,286,,3845652587,233,29,3846520627,464,,3847587783,178,,,,,,,,,,,77487qauk9fkzlesgze21odsl,S. Kagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292213,29,7,1,1,51,920raeoumft3q2wmvc296uceo,1,40.4,6.8,2022-10-15T16:17:39.945Z,2022-10-16T08:51:06Z,3846520803,385,,3845652567,233,22,3845652505,167,,3847587887,178,,3845652509,285,,3845652507,56,Back,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292331,23,5,1,1,51,2989v3kho9h5jaboe1nr7lx21,1,60.3,101.8,2022-10-15T16:17:40.561Z,2022-10-16T03:16:47Z,3845653147,56,Left,3845653149,347,,3845653165,233,30,,,,,,,,,,,,,,,,77487qauk9fkzlesgze21odsl,S. Kagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292223,30,5,1,1,51,920raeoumft3q2wmvc296uceo,0,39.7,-1.8,2022-10-15T16:17:40.561Z,2022-10-16T03:16:47Z,3845652539,347,,3845653181,233,23,3845652537,56,Back,,,,,,,,,,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472292395,24,1,1,1,59,2989v3kho9h5jaboe1nr7lx21,1,59.4,100,2022-10-15T16:17:48.104Z,2022-10-16T08:51:05Z,3845653345,141,88.1,3845653347,212,21.6,3845653343,140,40.9,3845653339,107,,3845653341,56,Back,3845653351,1,,3845653349,213,3.6,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
