id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,assist,qualifier/17/value,qualifier/16/value
2474297811,1,34,16,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-19T17:50:54.956Z,2022-10-19T18:12:57Z,3856235753,130,4,3856235751,59,"1, 5, 21, 22, 27, 30, 66, 16, 9, 7, 11, 6, 10, 15, 17, 18, 23, 28",3856301931,197,1947,3856235757,194,25ey2mcvgwz6ls2612os5hzv9,3856235759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856235749,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3856235755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3856235747,30,"1psqmd0h77b385bljq2emftgp, 4kuxth5k98x4cgfrfweu1u51, 3k4ulxeya73ac9foemis7p6mt, 1df9uegp2hsbc4813no3mdvx1, btz2lf5s3h6svre1o5jgmvf85, 56sjqxlsf5iitgww0hogez8ph, ezg4lhvy2z4pkyvfrmi17y11x, 25ey2mcvgwz6ls2612os5hzv9, 3nr55odndzunwlb658bsnlwx5, 3eywxsna9qzi1egis1uj4l6mt, 9aafa664l1husrkrgqv25l42d, b6hva6wki38za3hipscirr4h6, evktllmp3l6mfb6o4im0ag0ve, calut2wcnvfps97uj7dartf4l, bkdtlerryn5f6iwvk5fcrku7d, mlqit2c8my1ewqy6avrfhf8q, 92x3r5pxmvkgaxups0gdrvq39, 5egzwt11xlx1vz5dk9yu29q1g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474299977,1,34,16,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-10-19T17:55:29.859Z,2022-10-19T18:51:13Z,3856248185,194,48f3zlksc3r230qb78c5emnyt,3856248187,197,17367,3856248189,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856248175,30,"bxcwnf87pf8ijzbxy70ewcfe1, ai0yljs83kdpaa6r7ri0048np, 504qkt70jvof5yzffmwwo5c5x, 187wxh3jjn8hqbu7fyw7wullh, 76y4awqbdef5yxiovt27i57th, 48f3zlksc3r230qb78c5emnyt, cllq8xizuqut48xxqc3btz97u, rmruexgp6l6ar57aq8xffg4q, ajcblksnh113es9hzt7l5k8h5, d6r3vkalhudms84f6fs415wid, 69ivqkcipxp15b7x5jl83ud49, eg2u042cthz9undb4xz0pu8rt, 93hp5gm29ke90ugdimd9xf949, 464o8uslv6z2fdm269j97gt4a, bxudrqx99a3zv5gajdzxz38id, 6a0e28nxlyyw7ghe4wzumlzh1, bci3k14ed9oqcchpmtq37rnx1, 3z1lfdoy92bq8airglbhx32tw",3856248183,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3856248177,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3856248179,59,"16, 2, 38, 8, 20, 6, 22, 26, 7, 77, 14, 13, 11, 17, 21, 28, 30, 61",3856248181,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332345,2,32,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-10-19T18:45:24.237Z,2022-10-19T18:45:27Z,3856425909,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332335,2,32,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-19T18:45:24.237Z,2022-10-20T03:49:46Z,3856425853,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332377,3,1,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,50,50,2022-10-19T18:45:24.287Z,2022-10-20T04:00:39Z,3856426073,56,Back,3856426099,279,S,3857324661,178,,3856426091,212,20.8,3856426087,141,33.9,3856426095,213,3.7,3856426085,140,33.2,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332457,4,1,1,0,3,5z1b7fuvpqe6vnigvopomvecu,0,31.6,41.1,2022-10-19T18:45:27.362Z,2022-10-20T07:43:36Z,3856426611,212,45.3,3856426613,213,0.5,3856426607,141,75.4,3856426605,140,68.6,3856426603,56,Center,3856426601,155,,3857324669,178,,3856426615,1,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332575,3,1,1,0,6,b7jmo07lqav0wfe2mtlzyspak,1,23.3,27.6,2022-10-19T18:45:30.454Z,2022-10-20T07:43:36Z,3856427127,56,Back,3856427125,3,,3856427135,213,0.2,3856427129,140,46.2,3856427133,212,24.4,3856427131,141,34.0,3857324725,178,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474500499,917,43,1,0,9,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-19T18:45:33.299Z,2022-10-20T05:54:11Z,3857350251,233,867,3857415957,144,67,,,,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474500497,867,43,1,0,9,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-10-19T18:45:33.300Z,2022-10-20T05:54:11Z,3857415945,144,67,3857350257,233,917,,,,,,,,,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474500307,908,43,1,0,9,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-19T18:45:33.300Z,2022-10-20T04:37:48Z,3857349321,233,863,3857350203,144,67,,,,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
