id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2499673515,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-01-22T14:15:12.982Z,2023-01-23T09:21:27Z,3990041599,197,6564,3990041601,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3990041589,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3990041593,130,4,3990041595,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3990041587,30,"3wwi5vf2l1qbz7e5zdjoy8yga, b3vvxolwxcukqk76hb4scvh79, 8q8qxzmb9j1vntg5llyqa35uy, 143brmwsfow8o0svtdq98tiw9, 88nmn961vtb3bnt9v9rye1h0q, 78fx1xqqtcqm2g4h1dj8beml1, 7je01bs3a4q6c2gd02ee6da3u, bu7cw3305zs2u7uj2ed5t867e, 8q7c0yi5x7vh7032jgbeytal1, 3q2ibq6hhxyht8046ib49ye39, 8lj9hc8u1351oczzu81mryluc, 6rarodhofviwmh5jd0ly8lp4a, 5don85s7097g5df42m429b8ix, 8f77xyqg4womglj1o8udq77qh, ev9ql3x07q7totbxl3gvlidat, dwnd8j9ok6ncbp69gmchw953o, 3z37ancgteqhbhpygl0brzzdh, drjbms71w0kt1pidq8q17h05w",3990041591,59,"16, 62, 54, 21, 56, 14, 61, 10, 9, 36, 29, 5, 7, 18, 25, 27, 30, 32",3990041597,194,78fx1xqqtcqm2g4h1dj8beml1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499675189,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-01-22T14:17:33.226Z,2023-01-22T15:11:58Z,3990051171,194,1acbm9228tfggjx7htxjtcvrp,3990051175,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3990051163,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3990051167,130,23,3990051159,30,"7nlpu8ocv423vqaooks0hifze, af8gj4w5eg8rdl4iq7fi8aa96, 187qa5icsve3oak3t90r6rhsl, 1acbm9228tfggjx7htxjtcvrp, 6iu350lkyhy6tcll5gfo4vy3u, a52575bcqr3acuweauiyzsb56, 7sxsul4lzfxl1nzca1nq715re, apusqhva0hdbf7zqb3twgeoa2, 7ruin2kz9zjzba57tdbec7n4l, 8ic5et3o15rkxyebpxy6y4mhh, 6cztmz0yq3ifdkkz4hpe47krt, e44sv1k4belucgkkem7qtkpd6, 3j1vhujla834m422svmrdh3pw, cahevdu5yhhnh8qlj969b6dw, 89m2i076rpwreyl8h1o9kc6xg, 6h8nr55ieqsaiscoxje2ihmhg, bpxafwc30rerxmgju6rcau8kp, 5oa6glaxweluggb6odyxb4uz9",3990051165,59,"30, 2, 18, 23, 4, 99, 15, 5, 7, 12, 27, 14, 16, 17, 28, 29, 35, 40",3990051173,197,8175,3990051169,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703817,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-01-22T15:02:13.915Z,2023-01-22T15:02:14Z,3990209453,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703825,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-01-22T15:02:13.915Z,2023-01-23T03:49:38Z,3990209461,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703865,3,1,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,50,50,2023-01-22T15:02:13.952Z,2023-01-23T04:06:15Z,3990209693,213,3.1,3990209689,141,50.1,3990209695,279,S,3991550339,178,,3990209687,140,39.0,3990209691,212,11.6,3990209685,56,Back,,,,8q7c0yi5x7vh7032jgbeytal1,B. Raman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703889,4,1,1,0,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,38.1,51.8,2023-01-22T15:02:16.146Z,2023-01-23T09:35:51Z,3990209831,212,17.0,3991550357,178,,3990209829,141,29.7,3990209833,213,4.2,3990209825,56,Back,3990209827,140,30.6,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703923,5,1,1,0,4,6vyr13j6kbwdtxjwm1m4m8nu2,1,31.2,40.1,2023-01-22T15:02:18.139Z,2023-01-23T09:35:51Z,3990210049,212,42.7,3990210045,140,69.2,3990210053,1,,3991550393,178,,3990210047,141,62.6,3990210051,213,0.4,3990210035,155,,3990210039,56,Center,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499816653,927,1,1,0,7,6vyr13j6kbwdtxjwm1m4m8nu2,1,64.4,70.3,2023-01-22T15:02:21.340Z,2023-01-23T09:35:50Z,3990812227,56,Center,3990812225,168,,3990812233,212,8.2,3990812229,140,72.1,3991550429,388,,3990812231,141,72.3,3990812235,213,0.2,3990812223,3,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499703941,6,1,1,0,8,6vyr13j6kbwdtxjwm1m4m8nu2,0,70.4,76.2,2023-01-22T15:02:22.472Z,2023-01-23T09:35:50Z,3990210137,140,77.8,3990210135,56,Center,3990210143,213,5.3,3991550571,178,,3990210141,212,14.2,3990210139,141,58.8,,,,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499704021,3,12,1,0,9,jb4xejoxjfk5a0a50bo8hvst,1,22.3,35.5,2023-01-22T15:02:23.789Z,2023-01-23T09:35:49Z,3991550607,178,,3990210531,212,66.5,3990210529,141,41.2,3990210533,213,0.1,3990210525,56,Center,3990210527,140,85.5,,,,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499704013,7,1,1,0,13,6vyr13j6kbwdtxjwm1m4m8nu2,1,32.1,76.5,2023-01-22T15:02:27.747Z,2023-01-23T09:35:49Z,3991550615,178,,3990210473,140,10.1,3990210475,141,61.4,3990210471,56,Back,3990210477,212,25.3,3990210479,213,3.6,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
