id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2498191665,11,1,1,0,26,bw9wm8pqfzcchumhiwdt2w15c,1,29.7,61.6,2023-01-17T17:30:40.544Z,2023-01-18T09:08:56Z,3982255729,56,Back,3982255733,141,27.0,3982255731,140,34.0,3982255737,213,4.9,3982255735,212,24.0,3982638651,178,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191671,12,1,1,0,29,bw9wm8pqfzcchumhiwdt2w15c,0,35.1,19,2023-01-17T17:30:43.495Z,2023-01-18T09:08:55Z,3982638681,178,,3982255777,212,39.4,3982255775,141,20.6,3982255779,213,0.0,3982255771,56,Right,3982255781,1,,3982255769,155,,3982255773,140,72.6,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191673,3,1,1,0,31,9njsy633rh1tyri7l2jaju5o,0,30.9,90.1,2023-01-17T17:30:45.886Z,2023-01-18T09:08:55Z,3982638737,178,,3982255789,141,100.0,3982255787,140,30.6,3982255785,56,Back,3982255793,213,1.6,3982255783,3,,3982255791,212,7.9,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191675,4,5,1,0,32,9njsy633rh1tyri7l2jaju5o,0,34.8,101.8,2023-01-17T17:30:47.174Z,2023-01-18T03:54:40Z,3982255849,233,13,3982255795,56,Back,3982255797,347,,,,,,,,,,,,,,,,,bjmg69xipgocepwk89487klih,J. Gorenc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191683,13,5,1,0,32,bw9wm8pqfzcchumhiwdt2w15c,1,65.2,-1.8,2023-01-17T17:30:47.174Z,2023-01-18T03:54:40Z,3982255841,56,Right,3982255843,347,,3982255845,233,4,,,,,,,,,,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191691,14,1,1,0,36,bw9wm8pqfzcchumhiwdt2w15c,1,63.3,0,2023-01-17T17:30:50.938Z,2023-01-18T09:08:54Z,3982255889,107,,3982255899,213,2.8,3982255897,212,34.5,3982255895,141,14.0,3982255891,56,Back,3982255901,1,,3982255893,140,32.0,,,,1kst4u41rlyirggwoo1m8ovdh,J. Þorsteinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191697,15,1,1,0,40,bw9wm8pqfzcchumhiwdt2w15c,1,41.9,18.6,2023-01-17T17:30:54.719Z,2023-01-18T09:08:53Z,3982255939,212,35.0,3982255937,141,68.4,3982255935,140,33.4,3982638801,178,,3982255941,213,1.8,3982255933,56,Back,3982255943,1,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191701,16,1,1,0,43,bw9wm8pqfzcchumhiwdt2w15c,1,37.7,61.3,2023-01-17T17:30:57.862Z,2023-01-18T09:08:52Z,3982255965,212,18.1,3982255967,213,1.1,3982255961,140,45.4,3982255963,141,85.1,3982255959,56,Back,3982638817,178,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191711,17,1,1,0,45,bw9wm8pqfzcchumhiwdt2w15c,1,45.8,81,2023-01-17T17:31:00.404Z,2023-01-18T09:08:51Z,3982256021,141,68.1,3982256023,212,19.0,3982256015,56,Back,3982638841,178,,3982256017,140,29.8,3982256025,213,3.6,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191715,18,1,1,0,48,bw9wm8pqfzcchumhiwdt2w15c,1,38.8,63.9,2023-01-17T17:31:02.513Z,2023-01-18T09:08:50Z,3982256045,141,29.7,3982256047,212,23.7,3982256049,213,4.9,3982638855,178,,3982256043,140,43.3,3982256041,56,Back,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191723,19,1,1,0,50,bw9wm8pqfzcchumhiwdt2w15c,1,43.8,23.8,2023-01-17T17:31:05.217Z,2023-01-18T09:08:49Z,3982256101,140,62.6,3982638911,178,,3982256103,141,8.3,3982256107,213,5.8,3982256105,212,22.4,3982256099,56,Right,,,,,,,1fdi6uzonmsod2drzro8bj3rp,S. Schrijvers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191729,20,1,1,0,54,bw9wm8pqfzcchumhiwdt2w15c,0,63.6,5.6,2023-01-17T17:31:09.417Z,2023-01-18T09:08:47Z,3982256131,212,20.1,3982256133,213,0.7,3982256127,140,78.7,3982256125,56,Center,3982256129,141,23.7,3982638947,178,,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191727,5,8,1,0,55,9njsy633rh1tyri7l2jaju5o,1,28.5,92.5,2023-01-17T17:31:09.899Z,2023-01-18T09:08:47Z,3982445169,383,,3982638979,178,,3982256123,56,Back,,,,,,,,,,,,,,,,77fldfqlxps1xbdg29anv4vai,N. Bitumazala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498267083,701,67,1,0,56,9njsy633rh1tyri7l2jaju5o,1,29.4,84,2023-01-17T17:31:11.129Z,2023-01-18T09:08:46Z,3982660899,233,1035,,,,,,,,,,,,,,,,,,,,,,7abgw25wb5amn0uq347d4x61h,I. Christie-Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498267081,1035,67,1,0,56,bw9wm8pqfzcchumhiwdt2w15c,0,70.6,16,2023-01-17T17:31:11.130Z,2023-01-18T09:08:46Z,3982660907,233,701,,,,,,,,,,,,,,,,,,,,,,1fdi6uzonmsod2drzro8bj3rp,S. Schrijvers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191733,6,1,1,0,56,9njsy633rh1tyri7l2jaju5o,0,29.3,87.4,2023-01-17T17:31:11.150Z,2023-01-18T09:08:45Z,3982256149,140,42.6,3982256147,56,Back,3982256155,213,5.5,3982639009,178,,3982256151,141,67.0,3982256153,212,19.7,,,,,,,7abgw25wb5amn0uq347d4x61h,I. Christie-Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191737,21,1,1,0,58,bw9wm8pqfzcchumhiwdt2w15c,1,58.1,29.4,2023-01-17T17:31:13.085Z,2023-01-18T09:08:45Z,3982256177,213,2.3,3982256175,212,17.2,3982256171,140,47.0,3982639443,178,,3982256173,141,48.1,3982256169,56,Back,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191749,22,1,1,1,0,bw9wm8pqfzcchumhiwdt2w15c,1,48.9,44,2023-01-17T17:31:14.561Z,2023-01-18T09:08:44Z,3982256249,213,3.3,3982639501,178,,3982256247,212,24.8,3982256245,141,38.0,3982256241,56,Back,3982256243,140,25.6,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191755,23,1,1,1,3,bw9wm8pqfzcchumhiwdt2w15c,1,23.7,37,2023-01-17T17:31:18.304Z,2023-01-18T09:08:44Z,3982639513,178,,3982256285,213,5.5,3982256277,140,32.5,3982256281,141,24.6,3982256283,212,12.5,3982256273,56,Back,,,,,,,49vbniwasp2kyt27jw0cv6m6t,V. Cojocaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191775,24,1,1,1,7,bw9wm8pqfzcchumhiwdt2w15c,1,29.7,32.1,2023-01-17T17:31:22.070Z,2023-01-18T09:08:43Z,3982256371,212,25.2,3982256365,56,Back,3982256367,140,24.2,3982639535,178,,3982256373,213,1.8,3982256369,141,68.2,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191779,25,1,1,1,11,bw9wm8pqfzcchumhiwdt2w15c,1,30.2,66.3,2023-01-17T17:31:25.936Z,2023-01-18T09:08:41Z,3982256419,141,94.2,3982256417,140,41.4,3982256415,56,Back,3982639609,178,,3982256421,212,22.3,3982256423,213,1.0,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191791,26,1,1,1,14,bw9wm8pqfzcchumhiwdt2w15c,1,39.6,95.5,2023-01-17T17:31:29.160Z,2023-01-18T09:08:40Z,3982256489,212,23.8,3982639629,178,,3982256485,140,27.9,3982256487,141,65.5,3982256491,213,4.2,3982256483,56,Back,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191795,27,1,1,1,19,bw9wm8pqfzcchumhiwdt2w15c,1,39.3,59.4,2023-01-17T17:31:33.649Z,2023-01-18T09:08:38Z,3982256513,141,26.6,3982639647,178,,3982256511,140,44.9,3982256517,213,5.0,3982256515,212,23.1,3982256509,56,Back,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191805,28,1,1,1,21,bw9wm8pqfzcchumhiwdt2w15c,1,41.4,22.3,2023-01-17T17:31:36.392Z,2023-01-18T09:08:38Z,3982256565,213,5.5,3982256561,141,5.2,3982256557,56,Right,3982639733,178,,3982256559,140,53.1,3982256563,212,16.9,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191813,29,1,1,1,25,bw9wm8pqfzcchumhiwdt2w15c,0,51.6,6.6,2023-01-17T17:31:39.674Z,2023-01-18T09:08:37Z,3982256597,56,Center,3982256595,155,,3982256599,140,74.4,3982256603,212,48.4,3982256601,141,68.4,3982256605,213,1.1,3982256607,1,,3982639749,178,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191817,7,49,1,1,27,9njsy633rh1tyri7l2jaju5o,1,26.4,32,2023-01-17T17:31:41.898Z,2023-01-18T09:08:36Z,,,,,,,,,,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191825,8,1,1,1,28,9njsy633rh1tyri7l2jaju5o,1,24.9,29.3,2023-01-17T17:31:42.896Z,2023-01-18T09:08:35Z,3982639781,178,,3982256649,141,45.2,3982256647,140,23.1,3982256645,56,Back,3982256653,213,1.7,3982256651,212,11.0,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191833,9,1,1,1,30,9njsy633rh1tyri7l2jaju5o,1,22.1,42.4,2023-01-17T17:31:44.829Z,2023-01-18T09:08:34Z,3982256693,141,44.3,3982256691,140,8.3,3982639811,178,,3982256695,212,14.5,3982256697,213,3.1,3982256689,56,Back,,,,,,,bjmg69xipgocepwk89487klih,J. Gorenc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191839,10,1,1,1,31,9njsy633rh1tyri7l2jaju5o,0,6.9,43.9,2023-01-17T17:31:46.473Z,2023-01-18T09:08:34Z,3982256741,157,,3982256753,1,,3982256743,56,Back,3982256751,213,5.5,3982639837,178,,3982256749,212,30.2,3982256747,141,11.9,3982256745,140,26.8,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191853,30,1,1,1,34,bw9wm8pqfzcchumhiwdt2w15c,0,72.2,90.9,2023-01-17T17:31:49.406Z,2023-01-18T09:08:33Z,3982256817,56,Center,3982256815,3,,3982256819,140,93.1,3982256825,213,5.8,3982256821,141,75.0,3982256823,212,24.5,3982639889,178,,,,,1kst4u41rlyirggwoo1m8ovdh,J. Þorsteinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191871,11,52,1,1,49,9njsy633rh1tyri7l2jaju5o,1,10.5,36.8,2023-01-17T17:32:04.016Z,2023-01-18T09:08:30Z,3982450363,376,,3982639941,178,,,,,,,,,,,,,,,,,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191873,12,1,1,1,51,9njsy633rh1tyri7l2jaju5o,1,11.5,37.2,2023-01-17T17:32:05.657Z,2023-01-18T09:08:30Z,3982256945,140,10.9,3982256947,141,57.5,3982639957,178,,3982256949,212,13.8,3982256941,123,,3982256951,213,1.6,3982256943,56,Back,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191877,13,1,1,1,54,9njsy633rh1tyri7l2jaju5o,1,16.2,63.4,2023-01-17T17:32:09.426Z,2023-01-18T09:08:29Z,3982256975,141,66.7,3982256977,212,13.8,3982256979,213,0.2,3982256971,56,Back,3982639971,178,,3982256973,140,29.2,,,,,,,8qa4s74yhn2u9n5tm4mfi934k,R. Paeshuyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191879,14,1,1,1,57,9njsy633rh1tyri7l2jaju5o,1,29.5,74,2023-01-17T17:32:11.852Z,2023-01-18T09:08:28Z,3982256989,141,88.9,3982256987,140,13.5,3982256985,56,Back,3982256991,212,19.6,3982640007,178,,3982256993,213,2.6,,,,,,,7abgw25wb5amn0uq347d4x61h,I. Christie-Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191883,15,1,1,2,0,9njsy633rh1tyri7l2jaju5o,1,14.5,97,2023-01-17T17:32:14.530Z,2023-01-18T09:08:27Z,3982257011,56,Back,3982257013,140,32.7,3982257009,155,,3982257019,213,6.2,3982640025,178,,3982257017,212,19.2,3982257015,141,93.8,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191887,16,44,1,2,1,9njsy633rh1tyri7l2jaju5o,1,37.4,93,2023-01-17T17:32:15.804Z,2023-01-18T09:08:26Z,3982257061,233,31,3982257039,56,Back,3982257041,285,,,,,,,,,,,,,,,,,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191889,31,44,1,2,1,bw9wm8pqfzcchumhiwdt2w15c,0,62.6,7,2023-01-17T17:32:15.805Z,2023-01-18T09:08:26Z,3982257045,56,Right,3982257047,286,,3982257065,233,16,,,,,,,,,,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191893,17,1,1,2,1,9njsy633rh1tyri7l2jaju5o,1,36.2,93.8,2023-01-17T17:32:15.837Z,2023-01-18T09:08:25Z,3982257071,168,,3982257081,213,5.5,3982257077,141,80.3,3982257079,212,12.7,3982640093,388,,3982257069,3,,3982257073,56,Back,3982257075,140,44.6,1ekfu3u2d9vh73lw2dzdcr1wq,I. Nuhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191895,18,50,1,2,3,9njsy633rh1tyri7l2jaju5o,1,48,89.1,2023-01-17T17:32:17.638Z,2023-01-18T09:08:24Z,3982257085,56,Back,3982257087,286,,3982257129,233,32,,,,,,,,,,,,,,,,codwa9jioox7i007f4iazwst1,S. Prevljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191901,32,7,1,2,3,bw9wm8pqfzcchumhiwdt2w15c,1,52,10.9,2023-01-17T17:32:17.791Z,2023-01-18T09:08:24Z,3982257103,285,,3982257101,56,Right,3982640195,178,,3982452089,385,,3982257121,233,18,,,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498191905,33,49,1,2,4,bw9wm8pqfzcchumhiwdt2w15c,1,57.6,12.4,2023-01-17T17:32:18.889Z,2023-01-18T09:08:23Z,,,,,,,,,,,,,,,,,,,,,,,,,1fdi6uzonmsod2drzro8bj3rp,S. Schrijvers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498277113,2066,67,1,2,4,bw9wm8pqfzcchumhiwdt2w15c,1,58.5,12.2,2023-01-17T17:32:18.905Z,2023-01-18T09:08:23Z,3982701253,233,1281,,,,,,,,,,,,,,,,,,,,,,1fdi6uzonmsod2drzro8bj3rp,S. Schrijvers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
