id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2455264223,7,5,1,0,7,2b57rbw94i9ohnbch52owvqtq,0,81,-1.8,2022-09-03T18:45:51.903Z,2022-09-04T05:16:57Z,3755044935,233,4,3755044139,56,Right,3755044141,347,,,,,,,,,,,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264403,5,1,1,0,27,5z1b7fuvpqe6vnigvopomvecu,1,28.2,100,2022-09-03T18:46:11.918Z,2022-09-04T14:01:16Z,3755045143,212,16.7,3755045137,56,Back,3755045139,140,41.1,3755045141,141,87.2,3755045145,213,5.7,3755045135,107,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264411,6,1,1,0,28,5z1b7fuvpqe6vnigvopomvecu,0,39.3,87.1,2022-09-03T18:46:13.516Z,2022-09-04T14:01:16Z,3755045185,212,5.5,3755045179,56,Back,3756793633,388,,3755045183,141,92.9,3756793635,21,,3755045181,140,42.9,3755045187,213,0.8,,,,8bh749b5p635490hik1pj40yd,R. Emond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264421,8,1,1,0,30,2b57rbw94i9ohnbch52owvqtq,1,53.4,9.5,2022-09-03T18:46:14.756Z,2022-09-04T14:01:15Z,3755045281,213,0.8,3756793681,178,,3755045275,140,69.9,3755045277,141,34.3,3755045271,155,,3755045279,212,24.2,3755045273,56,Center,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264423,9,49,1,0,31,2b57rbw94i9ohnbch52owvqtq,1,65.6,26.9,2022-09-03T18:46:16.508Z,2022-09-04T14:01:15Z,,,,,,,,,,,,,,,,,,,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264449,10,1,1,0,32,2b57rbw94i9ohnbch52owvqtq,1,62.9,32.2,2022-09-03T18:46:17.629Z,2022-09-04T14:01:14Z,3756793785,178,,3755045429,212,19.6,3755045423,56,Back,3755045427,141,47.2,3755045431,213,2.6,3755045425,140,47.0,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264497,11,1,1,0,34,2b57rbw94i9ohnbch52owvqtq,1,46.9,47,2022-09-03T18:46:19.596Z,2022-09-04T14:01:14Z,3755045719,140,49.4,3755045725,213,1.5,3755045723,212,25.6,3756793857,178,,3755045721,141,84.5,3755045717,56,Back,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264549,12,1,1,0,39,2b57rbw94i9ohnbch52owvqtq,1,51.3,80.9,2022-09-03T18:46:24.611Z,2022-09-04T14:01:13Z,3755046025,213,5.3,3755046015,140,57.7,3755046021,212,11.3,3756793891,178,,3755046011,56,Center,3755046019,141,67.5,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264565,13,1,1,0,40,2b57rbw94i9ohnbch52owvqtq,1,54,68.8,2022-09-03T18:46:25.619Z,2022-09-04T14:01:12Z,3755046133,213,3.7,3755046129,141,52.2,3755046127,140,37.1,3755046131,212,21.0,3755046125,56,Back,3756793961,178,,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264595,14,1,1,0,44,2b57rbw94i9ohnbch52owvqtq,1,38,50.4,2022-09-03T18:46:28.738Z,2022-09-04T14:01:12Z,3755046319,56,Back,3755046323,140,46.9,3755046331,212,19.7,3755046327,141,24.9,3756794011,178,,3755046335,213,5.2,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264637,15,1,1,0,46,2b57rbw94i9ohnbch52owvqtq,0,47.5,16.2,2022-09-03T18:46:31.425Z,2022-09-04T14:01:11Z,3755046583,155,,3755046597,212,56.4,3755046589,140,100.0,3755046593,141,23.4,3756794079,178,,3755046585,56,Center,3755046603,213,0.1,3755046607,1,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264653,7,5,1,0,51,5z1b7fuvpqe6vnigvopomvecu,1,-1.1,74,2022-09-03T18:46:36.248Z,2022-09-04T05:17:53Z,3755046653,346,,3755046659,233,16,3755046651,56,Back,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264651,16,5,1,0,51,2b57rbw94i9ohnbch52owvqtq,0,101.1,26,2022-09-03T18:46:36.248Z,2022-09-04T05:17:53Z,3755046665,233,7,3755046649,346,,3755046647,56,Center,,,,,,,,,,,,,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264871,8,1,1,1,5,5z1b7fuvpqe6vnigvopomvecu,1,5,50.9,2022-09-03T18:46:50.126Z,2022-09-04T14:01:10Z,3755047725,124,,3755047735,213,6.0,3755047733,212,12.6,3755047739,237,,3755047729,140,16.5,3755047731,141,45.5,3755047727,56,Back,,,,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264915,9,1,1,1,10,5z1b7fuvpqe6vnigvopomvecu,1,27.3,43.2,2022-09-03T18:46:54.887Z,2022-09-04T14:01:09Z,3755047935,212,29.5,3756794239,178,,3755047929,56,Back,3755047933,141,4.7,3755047931,140,40.2,3755047937,213,5.2,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264927,11,61,1,1,11,5z1b7fuvpqe6vnigvopomvecu,0,34.4,5.2,2022-09-03T18:46:56.631Z,2022-09-04T14:01:09Z,3755047989,56,Back,3756794325,178,,,,,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264957,12,5,1,1,12,5z1b7fuvpqe6vnigvopomvecu,0,38.8,-1.8,2022-09-03T18:46:57.329Z,2022-09-04T05:18:11Z,3755048137,233,17,3755048121,347,,3755048119,56,Back,,,,,,,,,,,,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264949,17,5,1,1,12,2b57rbw94i9ohnbch52owvqtq,1,61.2,101.8,2022-09-03T18:46:57.329Z,2022-09-04T05:18:12Z,3755048097,56,Left,3755048129,233,12,3755048099,347,,,,,,,,,,,,,,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264923,10,43,1,1,14,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-09-03T18:46:59.121Z,2022-09-03T18:47:04Z,3755047973,56,Back,3755047975,285,0,3755048301,144,45,,,,,,,,,,,,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455264993,18,1,1,1,16,2b57rbw94i9ohnbch52owvqtq,0,71.3,100,2022-09-03T18:47:01.253Z,2022-09-04T14:01:09Z,3755048349,107,,3755048355,141,73.9,3755048363,213,5.6,3755048351,56,Center,3755048365,1,,3755048353,140,92.3,3755048359,212,29.0,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455408333,839,12,1,1,19,5z1b7fuvpqe6vnigvopomvecu,1,19.8,12.7,2022-09-03T18:47:03.948Z,2022-09-04T14:01:08Z,3755855815,212,5.1,3755855819,213,4.0,3755855813,141,6.9,3755855809,56,Back,3756794437,388,,3755855807,15,,3755855811,140,16.7,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265035,13,1,1,1,21,5z1b7fuvpqe6vnigvopomvecu,1,10.8,9.5,2022-09-03T18:47:05.949Z,2022-09-04T14:01:08Z,3755048625,140,8.2,3756794557,178,,3755048629,212,3.2,3755048623,56,Back,3755048621,3,,3755048627,141,11.9,3755048631,213,2.6,,,,a1ibpks3t6lelvch5kn6u6nyt,A. Boljević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265037,14,49,1,1,22,5z1b7fuvpqe6vnigvopomvecu,1,5.6,13.7,2022-09-03T18:47:07.179Z,2022-09-04T14:01:07Z,,,,,,,,,,,,,,,,,,,,,,,,,a5jrqzijth7e3uxl4phi83sdm,N. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265063,15,1,1,1,23,5z1b7fuvpqe6vnigvopomvecu,0,5.9,13.1,2022-09-03T18:47:08.051Z,2022-09-04T14:01:07Z,3756794667,178,,3755048845,213,0.2,3755048835,56,Back,3755048843,212,45.3,3755048831,155,,3755048847,1,,3755048841,141,29.4,3755048839,140,47.7,a5jrqzijth7e3uxl4phi83sdm,N. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265071,19,44,1,1,27,2b57rbw94i9ohnbch52owvqtq,1,51.3,77,2022-09-03T18:47:12.169Z,2022-09-04T14:01:06Z,3755048877,286,,3755048879,233,16,3755048875,56,Center,,,,,,,,,,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265067,16,44,1,1,27,5z1b7fuvpqe6vnigvopomvecu,0,48.7,23,2022-09-03T18:47:12.170Z,2022-09-04T14:01:06Z,3755048855,56,Back,3755048857,285,,3755048883,233,19,,,,,,,,,,,,,,,,8bh749b5p635490hik1pj40yd,R. Emond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265091,20,1,1,1,27,2b57rbw94i9ohnbch52owvqtq,1,50.9,76.6,2022-09-03T18:47:12.235Z,2022-09-04T14:01:06Z,3756794819,388,,3755049005,140,65.8,3755049001,3,,3755049007,141,55.1,3755049011,213,5.5,3755049003,56,Center,3755049009,212,21.4,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455587099,869,83,1,1,31,5z1b7fuvpqe6vnigvopomvecu,1,33.5,48.5,2022-09-03T18:47:15.810Z,2022-09-04T14:01:05Z,3756817233,399,510924,,,,,,,,,,,,,,,,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265135,21,1,1,1,31,2b57rbw94i9ohnbch52owvqtq,1,66.7,51.2,2022-09-03T18:47:15.838Z,2022-09-04T14:01:05Z,3755049253,212,5.3,3755049251,141,54.9,3756794965,178,,3755049249,140,71.1,3755049255,213,0.5,3755049247,56,Center,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265137,22,49,1,1,32,2b57rbw94i9ohnbch52owvqtq,1,71,49.3,2022-09-03T18:47:17.154Z,2022-09-04T14:01:04Z,,,,,,,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265147,23,1,1,1,32,2b57rbw94i9ohnbch52owvqtq,1,71,49.3,2022-09-03T18:47:17.183Z,2022-09-04T14:01:04Z,3755049293,141,7.6,3756795141,178,,3755049291,140,63.7,3755049297,213,4.4,3755049289,56,Right,3755049295,212,29.4,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265173,24,1,1,1,36,2b57rbw94i9ohnbch52owvqtq,1,71.4,10.3,2022-09-03T18:47:21.649Z,2022-09-04T14:01:03Z,3755049505,140,71.6,3756795223,178,,3755049503,56,Right,3755049509,212,0.7,3755049511,213,1.3,3755049507,141,11.3,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265197,25,1,1,1,39,2b57rbw94i9ohnbch52owvqtq,0,75.6,6.8,2022-09-03T18:47:24.364Z,2022-09-04T14:01:02Z,3755049613,141,41.5,3755049609,56,Center,3755049617,213,1.0,3756795267,178,,3755857841,224,,3755049615,212,28.9,3755049607,155,,3755049611,140,91.5,65js4yds9vyg0iyck8xh10frp,T. Ambrose,3755049605,2,3755857847,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265229,17,8,1,1,40,5z1b7fuvpqe6vnigvopomvecu,1,10.1,56.6,2022-09-03T18:47:25.562Z,2022-09-04T14:01:01Z,3755858385,385,,3756795469,178,,3755049813,56,Back,,,,,,,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265259,18,52,1,1,43,5z1b7fuvpqe6vnigvopomvecu,1,0.4,41.8,2022-09-03T18:47:27.736Z,2022-09-04T14:01:01Z,3755858525,377,,3756795603,388,,,,,,,,,,,,,,,,,,,,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265299,19,1,1,1,47,5z1b7fuvpqe6vnigvopomvecu,1,14.2,32.4,2022-09-03T18:47:31.940Z,2022-09-04T14:01:00Z,3755050177,212,3.6,3755050171,56,Back,3755050179,213,4.7,3755050173,140,14.2,3756795637,178,,3755050169,123,,3755050175,141,27.1,,,,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265327,20,1,1,1,51,5z1b7fuvpqe6vnigvopomvecu,1,32,22.7,2022-09-03T18:47:36.585Z,2022-09-04T14:01:00Z,3755050367,212,7.0,3755050361,56,Back,3755050363,140,35.6,3755050369,213,5.3,3756795733,178,,3755050365,141,14.1,,,,,,,a5jrqzijth7e3uxl4phi83sdm,N. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265359,21,1,1,1,53,5z1b7fuvpqe6vnigvopomvecu,1,30.3,5.2,2022-09-03T18:47:38.640Z,2022-09-04T14:00:59Z,3756795811,178,,3755050525,141,36.0,3755050527,212,21.0,3755050521,56,Back,3755050529,213,1.6,3755050523,140,29.3,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265383,22,1,1,1,57,5z1b7fuvpqe6vnigvopomvecu,1,27,38,2022-09-03T18:47:42.496Z,2022-09-04T14:00:58Z,3756795907,178,,3755050735,140,31.7,3755050737,141,72.6,3755050733,56,Back,3755050739,212,24.0,3755050741,213,1.4,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265425,23,1,1,2,2,5z1b7fuvpqe6vnigvopomvecu,1,38.3,82.6,2022-09-03T18:47:46.793Z,2022-09-04T14:00:57Z,3755051029,213,1.8,3756796013,178,,3755051027,212,8.0,3755051017,56,Back,3755051021,140,36.9,3755051025,141,94.2,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265431,24,1,1,2,5,5z1b7fuvpqe6vnigvopomvecu,0,48.3,99.8,2022-09-03T18:47:50.067Z,2022-09-04T14:00:56Z,3756796081,178,,3755051081,141,84.1,3755051083,212,12.8,3755051077,56,Left,3755051085,213,5.3,3755051079,140,55.0,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265453,26,49,1,2,5,2b57rbw94i9ohnbch52owvqtq,1,41,16,2022-09-03T18:47:50.679Z,2022-09-04T14:00:56Z,,,,,,,,,,,,,,,,,,,,,,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265473,27,1,1,2,7,2b57rbw94i9ohnbch52owvqtq,1,42.2,13.6,2022-09-03T18:47:52.099Z,2022-09-04T14:00:56Z,3756796259,178,,3755051305,213,4.2,3755051299,140,38.8,3755051301,141,4.3,3755051303,212,7.3,3755051297,56,Back,,,,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265511,28,1,1,2,9,2b57rbw94i9ohnbch52owvqtq,1,45,1.7,2022-09-03T18:47:53.861Z,2022-09-04T14:00:55Z,3755051495,212,16.8,3756796395,178,,3755051499,213,2.1,3755051487,140,36.6,3755051491,141,22.8,3755051483,56,Back,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265527,29,1,1,2,11,2b57rbw94i9ohnbch52owvqtq,1,39.6,19.8,2022-09-03T18:47:55.985Z,2022-09-04T14:00:55Z,3755051553,140,38.6,3755051563,213,1.6,3756796425,178,,3755051557,141,42.1,3755051561,212,15.2,3755051551,56,Back,,,,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265553,30,1,1,2,12,2b57rbw94i9ohnbch52owvqtq,1,40.5,39,2022-09-03T18:47:57.054Z,2022-09-04T14:00:54Z,3756796505,178,,3755051735,140,55.7,3755051741,213,0.0,3755051739,212,16.0,3755051733,56,Center,3755051737,141,39.4,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265583,31,1,1,2,13,2b57rbw94i9ohnbch52owvqtq,1,51.6,35.7,2022-09-03T18:47:58.122Z,2022-09-04T14:00:54Z,3755051919,141,66.0,3755051923,213,2.2,3755051917,140,38.0,3755051921,212,25.1,3755051915,56,Back,3756796571,178,,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265605,32,1,1,2,16,2b57rbw94i9ohnbch52owvqtq,1,37.1,61.9,2022-09-03T18:48:00.823Z,2022-09-04T14:00:53Z,3755052023,140,47.9,3755052029,213,1.1,3755052021,56,Back,3755052027,212,26.1,3756796627,178,,3755052025,141,96.4,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455265613,33,1,1,2,19,2b57rbw94i9ohnbch52owvqtq,0,46.9,95.1,2022-09-03T18:48:04.191Z,2022-09-04T14:00:52Z,3755052077,56,Left,3755052093,213,5.5,3755052083,140,53.7,3755052089,141,84.5,3755052091,212,10.1,3756796715,178,,,,,,,,78n7z9tmen93v4l0nj1vnlujt,A. Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
