id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2474241137,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-19T15:41:50.913Z,2022-10-19T16:07:46Z,3855921641,130,18,3855921647,197,8159,3855921645,194,6xam5bquregefbepxd9rwfdh,3855921639,59,"49, 2, 11, 44, 16, 59, 8, 20, 10, 13, 7, 4, 19, 21, 23, 26, 29, 94",3855921649,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3855921643,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3855921637,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3855921635,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, ai5p5wgft6c09bjbldz9sfeac, 1i1xcco82x0ppbac6j5z59x49, 5w0ohhrm0ojscyjh3e0o8ffmd, 7bwjxz6bwt7h070dbv1l8woyy, 5j13tgvpwi7m3y6rjd8q08tt5, 39tod1iad3ztq17qveh8pwp9l, 6xam5bquregefbepxd9rwfdh, 7vv4ef3y8swdekozwaent3ai1, a6cke0ad2pvuyahweuch772ay, dhpxeejqzlhnm1vu0f8xjzw7p, ths196pehnfyf4f4scmqj8ph, 1a9u2g4hynrz2e93sz1evhpzp, di9k6xr6j4arjoltl7s9yp6cq, f0ean6buvvp9l4rh1ayvnnill, 15odj8wui8136996wi2d5t7md, e44w6g1c1ojf854svzswpl0x5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474242499,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-19T15:55:17.901Z,2022-10-19T16:26:45Z,3855929533,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3855929521,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3855929531,197,3190,3855929523,59,"1, 18, 25, 23, 5, 2, 6, 24, 29, 8, 7, 10, 11, 13, 17, 22, 31, 33",3855929529,194,9hiut57u02lly1nfdixef8bth,3855929519,30,"6q53ei01tbb5kxjr1mhfjysph, 7s4ws0u4erq1jfobqpsj0aoes, c517lc5fmsd9ugk638s2o9iad, fs5utga62tud5s06xj27qdat, etos5xv3v2ptiktdk5yuhrjkl, ettrapmxg36vw2egivejegzc9, ebx4h86svfnvegspalqgxqfah, 18pgjfpl9s8qy32mblzygsyc5, b9wew8z92aj36vvxfj3q7kxcl, 9hiut57u02lly1nfdixef8bth, 8fs5klbsyx06c5ds9s1i3xu96, 7dnxkce4kn8qchaavv6e4tm21, 1khy4w78z012p8z20gcp0nrvt, 99tf4co0pm09ayca13ma3lql1, 1d2fpmtdglpqwyhnc657n77it, 2cc5y9hjnc8nqrh58ojz6ajth, eyvf8uu7jltbzalaov3qt1w5, be0ws51ws5cm9wzmcp3ozmklx",3855929527,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3855929525,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254027,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-19T16:30:07.873Z,2022-10-20T00:25:06Z,3855992931,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254031,3,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-19T16:30:07.873Z,2022-10-19T16:30:10Z,3855992945,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254041,3,1,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,50,50,2022-10-19T16:30:07.928Z,2022-10-20T01:29:07Z,3855993007,279,S,3855993005,213,3.8,3855992997,56,Back,3855993003,212,15.7,3855992999,140,37.8,3855993001,141,36.7,3857225611,178,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254055,4,1,1,0,2,ecj1gmc7pqcjo4sc9hvghj5u3,1,35.7,46.7,2022-10-19T16:30:10.171Z,2022-10-20T06:40:09Z,3857225679,178,,3855993093,213,5.1,3855993085,56,Back,3855993087,140,46.4,3855993091,212,29.2,3855993089,141,7.0,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254135,5,1,1,0,5,ecj1gmc7pqcjo4sc9hvghj5u3,1,55.4,4.6,2022-10-19T16:30:13.330Z,2022-10-20T06:40:09Z,3855993479,56,Right,3855993481,140,79.5,3855993483,141,5.8,3857225745,178,,3855993485,212,25.3,3855993487,213,0.0,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474482361,923,67,1,0,7,ecj1gmc7pqcjo4sc9hvghj5u3,1,79.6,13.8,2022-10-19T16:30:15.035Z,2022-10-20T06:40:08Z,3857256339,233,854,,,,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474482359,854,67,1,0,7,8y3iucyxguipljcmf87a11bk9,0,20.4,86.2,2022-10-19T16:30:15.036Z,2022-10-20T06:40:08Z,3857256343,233,923,,,,,,,,,,,,,,,,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474482451,855,83,1,0,9,8y3iucyxguipljcmf87a11bk9,1,13.4,96.8,2022-10-19T16:30:17.338Z,2022-10-20T06:40:07Z,3857256777,399,231955,,,,,,,,,,,,,,,,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254145,6,1,1,0,12,ecj1gmc7pqcjo4sc9hvghj5u3,0,86.4,4.1,2022-10-19T16:30:20.869Z,2022-10-20T06:40:05Z,3857225859,178,,3855993543,212,1.8,3855993537,56,Right,3855993605,236,,3855993607,233,4,3855993545,213,4.4,3855993539,140,85.8,3855993611,286,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,3855993541,141,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254149,4,74,1,0,13,8y3iucyxguipljcmf87a11bk9,1,12.1,99.7,2022-10-19T16:30:20.925Z,2022-10-20T06:40:05Z,3855993573,56,Back,3855993613,233,6,3857225879,178,,3855993575,285,,,,,,,,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254163,7,43,1,0,15,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-19T16:30:22.885Z,2022-10-19T16:31:59Z,3855993669,347,0,3855997801,144,5,3855993667,56,Right,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254171,8,43,1,0,16,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-19T16:30:24.173Z,2022-10-19T16:32:00Z,3855993705,213,2.8,3855993699,140,69.7,3855993703,212,11.3,3855993695,107,0,3855993697,56,Right,3855997905,144,1,3855993701,141,4.0,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254211,9,1,1,0,17,ecj1gmc7pqcjo4sc9hvghj5u3,1,68.8,4,2022-10-19T16:30:25.127Z,2022-10-20T06:40:04Z,3855993927,213,2.3,3855993925,212,35.9,3855993919,56,Back,3855993923,141,42.8,3855993921,140,45.6,3857225929,178,,3857467853,1,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254231,10,1,1,0,20,ecj1gmc7pqcjo4sc9hvghj5u3,1,44.9,42.8,2022-10-19T16:30:28.082Z,2022-10-20T06:40:04Z,3855994017,213,1.5,3855994015,212,24.9,3855994009,56,Back,3855994013,141,79.3,3855994011,140,47.1,3857225979,178,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254243,11,1,1,0,23,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.1,75.4,2022-10-19T16:30:31.377Z,2022-10-20T06:40:03Z,3855994061,56,Center,3855994063,140,52.0,3855994069,213,4.8,3857226013,178,,3855994065,141,53.3,3855994067,212,15.2,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254277,12,1,1,0,25,ecj1gmc7pqcjo4sc9hvghj5u3,1,52.6,51.6,2022-10-19T16:30:32.911Z,2022-10-20T06:40:03Z,3855994321,213,2.8,3855994319,212,15.8,3855994313,56,Back,3857226079,178,,3855994317,141,59.6,3855994315,140,38.5,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254295,13,1,1,0,29,ecj1gmc7pqcjo4sc9hvghj5u3,0,43.6,58.4,2022-10-19T16:30:37.347Z,2022-10-20T06:40:01Z,3857226103,178,,3855994401,212,40.0,3855994403,213,5.4,3855994399,141,13.4,3855994393,155,,3855994405,1,,3855994395,56,Right,3855994397,140,68.1,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254283,5,44,1,0,32,8y3iucyxguipljcmf87a11bk9,1,23.9,86.3,2022-10-19T16:30:40.328Z,2022-10-20T06:23:19Z,3855994339,56,Back,3855994465,233,14,3855994341,285,,,,,,,,,,,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254297,14,44,1,0,32,ecj1gmc7pqcjo4sc9hvghj5u3,0,76.1,13.7,2022-10-19T16:30:40.329Z,2022-10-20T06:23:20Z,3855994479,233,5,3855994417,286,,3855994415,56,Right,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254301,6,1,1,0,32,8y3iucyxguipljcmf87a11bk9,0,22.8,93.9,2022-10-19T16:30:40.344Z,2022-10-20T06:40:01Z,3855994431,3,,3855994433,56,Back,3855994439,141,100.0,3855994445,213,2.0,3857226203,388,,3855994437,140,20.1,3855994443,212,6.2,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254305,7,5,1,0,34,8y3iucyxguipljcmf87a11bk9,0,22.8,101.6,2022-10-19T16:30:42.350Z,2022-10-20T01:30:21Z,3855994863,233,15,3855994461,347,,3855994459,56,Back,,,,,,,,,,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254373,15,5,1,0,34,ecj1gmc7pqcjo4sc9hvghj5u3,1,77.2,-1.6,2022-10-19T16:30:42.350Z,2022-10-20T01:30:20Z,3855994829,347,,3855994827,56,Right,3855994845,233,7,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254405,16,1,1,0,43,ecj1gmc7pqcjo4sc9hvghj5u3,1,85,0,2022-10-19T16:30:51.558Z,2022-10-20T06:40:01Z,3855994995,213,0.5,3855994993,212,11.5,3855994991,141,6.8,3855994987,56,Right,3855994985,107,,3855994989,140,94.4,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254417,17,1,1,0,47,ecj1gmc7pqcjo4sc9hvghj5u3,0,85.1,7.3,2022-10-19T16:30:55.785Z,2022-10-20T06:39:59Z,3857226421,178,,3857025431,223,,3855995075,155,,3855995077,56,Center,3855995081,141,37.1,3855995079,140,90.7,3855995073,2,,3855995085,213,1.3,6xam5bquregefbepxd9rwfdh,T. Teuma,3857025433,72,,3855995083,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254481,8,12,1,0,48,8y3iucyxguipljcmf87a11bk9,1,7.8,57.4,2022-10-19T16:30:56.599Z,2022-10-20T06:39:59Z,3857226461,178,,3855995355,212,28.6,3855995357,213,0.7,3855995351,141,84.7,3855995347,140,28.5,3855995345,56,Back,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474254467,18,1,1,0,51,ecj1gmc7pqcjo4sc9hvghj5u3,0,81.4,13.7,2022-10-19T16:30:59.178Z,2022-10-20T06:39:59Z,3857226525,388,,3855995261,140,78.8,3855995263,141,26.8,3855995255,3,,3855995267,213,1.9,3855995265,212,9.3,3855995259,56,Center,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
