id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId
2461196147,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-09-17T15:23:01.507Z,2022-09-17T16:20:06Z,3786575395,197,6718,3786575391,130,2,3787018311,194,7weuixp1j81ga9pjhouf2h2hh,3786575385,30,"d5ecnjd6h89iepxrvrlfn97ft, enyx6hc9mfglu3w2robv9hd9m, a5ls0i1ztco0zee3la61zv4rt, 2jhi0lbbo65dsfv4ho9pmlgix, bmbn4q2uorkgosgaig6migpux, 8am2h5qc7296fima2r4wam63u, 2xba9p5cocj599cltnabjes45, 7weuixp1j81ga9pjhouf2h2hh, 1gzgkjei16r4lt2fvcedy1jvt, 8d0ffyx2qnnp0limf5aou92ei, 5wn1xudozb4s78x0m8ch7vn8q, 8dmbved65hvshm1jmfu5xi8ve, 52qemp1py9mm9unjvxaphv209, ez9zc94k1nj4qxjf2hrvj5dgq, 8jc7tw0nw37trgyli0oyz1soa, 3l1v52usaf9mmi9dwowdwv3e, 22k00jtryfsbz0hl42dfar71m, 9hnyebqut9tmn4q0m0y9n3kd1",3786575387,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3786575389,59,"1, 8, 18, 22, 5, 24, 10, 28, 9, 36, 23, 2, 4, 11, 14, 17, 38, 89",3786575393,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3786575397,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461200535,1,34,16,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-09-17T15:25:11.170Z,2022-09-17T16:12:55Z,3786598825,197,8908,3786598815,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3786598823,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3786598813,30,"99eumu17h5sxriw5vfczvdb6d, 2rn8mnhlrtrbm6du97f54zckq, 5ghjnuqhf7kvbwqlo8jqv0bqi, 243h2yiww7rrz20i0le43jtux, 2hj88r72bbwnhqx12tv13jmqx, ew1thxs8j5mwwqh075kzsjq0a, 3s0tyude1pghox634ij87srft, 92resfejh2m1oygglkjdk0u7d, 58qrdtv5emnvcojqkmnpx5ffu, 65js4yds9vyg0iyck8xh10frp, b3y2ov2ju75fr5u5e2rerj1ex, d0itp0eyxewvnm2shm0manw7p, 9ncn3cmp9hd451mjt54t8axn9, 92ajo8iiqwlmjwndtf7yt6l05, 8thfkx6q306ewh6mlba8ztqzt, czsmg1hjqbmzhz8x91y3b0yc5, 9m3bkbdedtddfeix57rj2f7c9, 3are60mt98ibeazgcyjvuy7tg",3786989361,194,2hj88r72bbwnhqx12tv13jmqx,3786598819,130,13,3786598817,59,"28, 18, 29, 3, 33, 2, 16, 10, 34, 68, 9, 1, 5, 8, 23, 27, 77, 90",3786598827,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461274913,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-09-17T16:16:12.875Z,2022-09-18T05:47:40Z,3787002785,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461274915,2,32,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-09-17T16:16:12.875Z,2022-09-17T16:16:15Z,3787002797,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461274959,3,1,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,49.9,50,2022-09-17T16:16:12.970Z,2022-09-18T06:19:54Z,3787003029,141,49.6,3787003027,140,29.9,3787003033,212,21.0,3787003037,213,3.2,3787003023,56,Back,3789298487,178,,3787003041,279,S,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461274989,4,1,1,0,3,3ix9om1svhd6obl0mbk1otgop,0,32,49.9,2022-09-17T16:16:16.346Z,2022-09-18T09:15:24Z,3787003203,1,,3787003197,141,79.7,3787003199,212,47.2,3789298817,178,,3787003193,56,Left,3787003201,213,0.4,3788313737,155,,3787003195,140,72.6,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461275015,4,49,1,0,7,2b57rbw94i9ohnbch52owvqtq,1,19.9,10.6,2022-09-17T16:16:20.047Z,2022-09-18T09:15:23Z,,,,,,,,,,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461275037,5,1,1,0,9,2b57rbw94i9ohnbch52owvqtq,1,18.4,8.4,2022-09-17T16:16:21.894Z,2022-09-18T09:15:22Z,3787003451,141,22.1,3787003455,212,49.9,3787003437,155,,3787003439,56,Center,3789299899,178,,3787003445,140,65.1,3787003457,213,0.2,3787003459,1,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461275009,3,43,1,0,10,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-09-17T16:16:22.909Z,2022-09-17T22:30:31Z,3788314069,144,61,3787003303,56,Back,,,,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461275043,6,44,1,0,11,2b57rbw94i9ohnbch52owvqtq,1,59.4,18.9,2022-09-17T16:16:24.225Z,2022-09-18T09:25:16Z,3787003465,56,Right,3787003785,233,6,3787003467,286,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461275087,6,44,1,0,11,3ix9om1svhd6obl0mbk1otgop,0,40.6,81.1,2022-09-17T16:16:24.226Z,2022-09-18T09:15:22Z,3787003689,285,,3787003687,56,Back,3787003803,233,6,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461275051,7,1,1,0,11,2b57rbw94i9ohnbch52owvqtq,0,58.7,15.8,2022-09-17T16:16:24.303Z,2022-09-18T09:25:16Z,3787003505,56,Center,3789301147,388,,3787003513,213,1.0,3787003503,3,,3787003511,212,13.8,3787003509,141,32.8,3787003507,140,65.8,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461275079,5,1,1,0,13,3ix9om1svhd6obl0mbk1otgop,0,35.4,71.8,2022-09-17T16:16:26.151Z,2022-09-18T09:15:21Z,3787003633,157,,3787003637,140,60.7,3787003639,141,90.5,3787003643,213,0.4,3789301695,178,,3787003635,56,Left,3787003645,1,,3787003641,212,29.5,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461275151,7,50,1,0,16,3ix9om1svhd6obl0mbk1otgop,1,57.9,94.8,2022-09-17T16:16:29.223Z,2022-09-18T09:15:21Z,3787004055,233,8,3787003943,56,Left,3787003945,286,,,,,,,,,,,,,,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461275167,8,7,1,0,17,2b57rbw94i9ohnbch52owvqtq,0,42.1,5.2,2022-09-17T16:16:29.886Z,2022-09-18T09:15:20Z,3787003999,56,Back,3787004001,285,,3789302225,178,,3787004033,233,7,3788314963,385,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
