id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2445484621,5,1,1,0,19,3ix9om1svhd6obl0mbk1otgop,1,6.8,100,2022-08-13T16:19:00.058Z,2022-08-14T09:58:22Z,3703013167,56,Back,3703013171,141,91.1,3703013169,140,21.2,3703013173,212,16.8,3703013175,213,5.8,3703013165,107,,,,,,,,8tdpdb9i9liifn3gvaadzh08a,L. Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445484645,6,1,1,0,20,3ix9om1svhd6obl0mbk1otgop,1,15.2,91.5,2022-08-13T16:19:00.878Z,2022-08-14T09:58:21Z,3703013263,56,Back,3703013269,212,5.5,3703013267,141,98.3,3703013271,213,2.1,3704306337,156,,3705608831,388,,3703013265,140,12.4,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445484677,7,1,1,0,21,3ix9om1svhd6obl0mbk1otgop,0,7.9,99.9,2022-08-13T16:19:01.703Z,2022-08-14T09:58:21Z,3703013333,56,Back,3703013339,212,34.2,3703013331,157,,3705609033,178,,3703013337,141,76.0,3703013341,213,5.8,3703013343,1,,3703013335,140,36.6,8tdpdb9i9liifn3gvaadzh08a,L. Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445484721,7,1,1,0,24,b7jmo07lqav0wfe2mtlzyspak,1,64.9,29.9,2022-08-13T16:19:04.456Z,2022-08-14T09:58:21Z,3703013469,140,73.1,3705609137,388,,3703013473,212,16.7,3703013467,56,Center,3703013471,141,50.9,3703013475,213,1.0,3703013465,3,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445484731,8,1,1,0,25,b7jmo07lqav0wfe2mtlzyspak,0,74.2,40.1,2022-08-13T16:19:05.836Z,2022-08-14T09:58:20Z,3705609519,388,,3703013525,168,,3703013535,213,0.6,3703013533,212,17.9,3703013523,3,,3703013529,140,87.9,3703013527,56,Center,3703013531,141,55.8,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445484727,8,52,1,0,28,3ix9om1svhd6obl0mbk1otgop,1,14.3,58,2022-08-13T16:19:08.462Z,2022-08-14T09:58:20Z,3704306953,376,,3705609659,178,,,,,,,,,,,,,,,,,,,,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445484813,9,1,1,0,35,3ix9om1svhd6obl0mbk1otgop,1,7.1,51.1,2022-08-13T16:19:15.392Z,2022-08-14T09:58:20Z,3703013907,212,24.3,3703013911,213,1.1,3703013895,123,,3703013903,141,83.5,3703013899,140,16.9,3703013897,56,Back,3705609759,178,,,,,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445484865,10,1,1,0,39,3ix9om1svhd6obl0mbk1otgop,1,20.5,90,2022-08-13T16:19:19.710Z,2022-08-14T09:58:19Z,3703014145,140,6.7,3705609931,178,,3703014151,213,4.0,3703014147,141,64.3,3703014143,56,Back,3703014149,212,22.7,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445484933,11,1,1,0,43,3ix9om1svhd6obl0mbk1otgop,0,7.5,53.8,2022-08-13T16:19:24.143Z,2022-08-14T09:58:18Z,3703014513,212,49.2,3703014507,56,Back,3705610005,178,,3703014511,141,14.3,3703014517,1,,3703014509,140,46.8,3704308331,155,,3703014515,213,5.7,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445484939,9,61,1,0,49,b7jmo07lqav0wfe2mtlzyspak,0,49.9,98.9,2022-08-13T16:19:29.859Z,2022-08-14T09:58:18Z,3705610183,178,,3703014549,56,Back,,,,,,,,,,,,,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445484955,10,5,1,0,50,b7jmo07lqav0wfe2mtlzyspak,0,54.8,101.5,2022-08-13T16:19:30.400Z,2022-08-14T06:44:28Z,3703015091,233,12,3703014625,347,,3703014623,56,Left,,,,,,,,,,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485049,12,5,1,0,50,3ix9om1svhd6obl0mbk1otgop,1,45.2,-1.5,2022-08-13T16:19:30.400Z,2022-08-14T06:44:28Z,3703015073,347,,3703015087,233,10,3703015071,56,Back,,,,,,,,,,,,,,,,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485061,13,1,1,1,4,3ix9om1svhd6obl0mbk1otgop,0,50.9,0,2022-08-13T16:19:45.047Z,2022-08-14T09:58:17Z,3703015135,213,0.3,3703015125,107,,3703015129,140,67.0,3703015133,212,17.7,3703015131,141,7.0,3703015127,56,Right,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485067,11,8,1,1,5,b7jmo07lqav0wfe2mtlzyspak,1,37.2,94.1,2022-08-13T16:19:46.190Z,2022-08-14T09:58:17Z,3705610681,388,,3703015187,56,Back,3704309549,385,,,,,,,,,,,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485073,12,5,1,1,6,b7jmo07lqav0wfe2mtlzyspak,0,33.9,100.9,2022-08-13T16:19:47.179Z,2022-08-14T06:44:50Z,3703015211,56,Back,3703015323,233,14,3703015213,347,,,,,,,,,,,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485119,14,5,1,1,6,3ix9om1svhd6obl0mbk1otgop,1,66.1,-0.9,2022-08-13T16:19:47.179Z,2022-08-14T06:44:49Z,3703015319,233,12,3703015315,56,Right,3703015317,347,,,,,,,,,,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485121,15,1,1,1,14,3ix9om1svhd6obl0mbk1otgop,0,67.6,0,2022-08-13T16:19:54.846Z,2022-08-14T09:58:16Z,3703015335,212,16.7,3703015329,56,Right,3703015333,141,13.1,3703015337,213,0.6,3703015331,140,80.8,3703015327,107,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485133,13,1,1,1,15,b7jmo07lqav0wfe2mtlzyspak,0,21.2,87.1,2022-08-13T16:19:55.961Z,2022-08-14T09:58:16Z,3703015399,56,Back,3705611277,388,,3703015405,212,17.6,3703015397,3,,3703015403,141,79.1,3703015401,140,37.1,3703015407,213,6.0,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485157,16,1,1,1,18,3ix9om1svhd6obl0mbk1otgop,0,67.1,22.3,2022-08-13T16:19:58.537Z,2022-08-14T09:58:15Z,3703015527,141,36.4,3703015531,213,0.6,3703015523,56,Center,3703015529,212,16.6,3705611393,178,,3703015525,140,80.0,,,,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485189,14,1,1,1,18,b7jmo07lqav0wfe2mtlzyspak,0,20.7,68.4,2022-08-13T16:19:59.365Z,2022-08-14T09:58:15Z,3703015629,141,63.9,3703015623,157,,3703015633,213,6.2,3705611523,178,,3703015631,212,32.8,3703015627,140,51.8,3703015635,1,,3703015625,56,Center,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485197,17,1,1,1,21,3ix9om1svhd6obl0mbk1otgop,0,49.5,29.9,2022-08-13T16:20:02.375Z,2022-08-14T09:58:15Z,3703015655,140,57.7,3703015661,213,5.5,3703015659,212,11.7,3703015653,56,Right,3703015651,3,,3705611681,388,,3703015657,141,18.3,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485237,15,1,1,1,23,b7jmo07lqav0wfe2mtlzyspak,1,48.7,81.9,2022-08-13T16:20:04.135Z,2022-08-14T09:58:14Z,3703015807,140,44.6,3703015813,213,4.2,3703015811,212,8.5,3705611849,178,,3703015809,141,71.2,3703015803,3,,3703015805,56,Back,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485239,16,4,1,1,24,b7jmo07lqav0wfe2mtlzyspak,1,46.3,76.5,2022-08-13T16:20:05.106Z,2022-08-14T09:58:14Z,3703015821,152,,3703015823,265,,3703015839,233,18,3703015825,286,,3703015817,13,,3703015819,56,Back,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485235,18,4,1,1,24,3ix9om1svhd6obl0mbk1otgop,0,53.7,23.5,2022-08-13T16:20:05.107Z,2022-08-14T09:58:14Z,3703015801,285,,3703015847,233,16,3703015795,56,Center,3703015799,265,,3703015793,13,,3703015797,152,,3705612157,178,,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485401,17,1,1,1,55,b7jmo07lqav0wfe2mtlzyspak,1,45,71.7,2022-08-13T16:20:35.659Z,2022-08-14T09:58:13Z,3703016669,152,,3703016673,140,32.0,3703016679,213,4.2,3703016677,212,27.3,3703016671,56,Back,3703016675,141,37.0,3703016665,5,,3705612791,178,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485493,18,1,1,1,59,b7jmo07lqav0wfe2mtlzyspak,1,28.7,34.3,2022-08-13T16:20:39.458Z,2022-08-14T09:58:13Z,3703017049,141,4.9,3705612917,178,,3703017047,140,46.7,3703017053,213,5.5,3703017051,212,27.5,3703017045,56,Back,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485499,19,4,1,2,3,b7jmo07lqav0wfe2mtlzyspak,1,29.7,3.9,2022-08-13T16:20:44.046Z,2022-08-14T09:58:11Z,3703017081,152,,3703017079,56,Back,3703017149,233,19,3703017077,294,,3705851331,285,,3703017075,13,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485507,19,4,1,2,3,3ix9om1svhd6obl0mbk1otgop,0,70.3,96.1,2022-08-13T16:20:44.047Z,2022-08-14T09:58:11Z,3703017115,294,,3705613135,178,,3703017117,56,Left,3705851311,286,,3703017119,152,,3703017155,233,19,3703017113,13,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485607,20,1,1,2,12,b7jmo07lqav0wfe2mtlzyspak,1,25.5,0.1,2022-08-13T16:20:52.667Z,2022-08-14T09:58:10Z,3703017517,56,Back,3703017525,213,1.8,3703017513,5,,3703017519,140,16.5,3705613633,178,,3703017521,141,51.9,3703017527,1,,3703017515,152,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,3703017523,212,36.5,,,,,,,,,,,,,,,,,,,,,,,,
2445485621,21,1,1,2,18,b7jmo07lqav0wfe2mtlzyspak,0,30.4,64,2022-08-13T16:20:58.841Z,2022-08-14T09:58:09Z,3703017593,141,57.2,3703017597,213,6.0,3703017591,140,48.2,3705613801,178,,3703017595,212,19.3,3703017589,56,Back,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485631,20,8,1,2,19,3ix9om1svhd6obl0mbk1otgop,1,52.2,35.2,2022-08-13T16:20:59.823Z,2022-08-14T09:58:09Z,3703017635,56,Center,3705613895,178,,3704314869,385,,,,,,,,,,,,,,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485705,22,1,1,2,21,b7jmo07lqav0wfe2mtlzyspak,1,43.4,48.3,2022-08-13T16:21:01.621Z,2022-08-14T09:58:08Z,3703017867,141,28.6,3703017871,213,5.6,3703017869,212,21.2,3703017863,56,Center,3705614139,178,,3703017865,140,59.1,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485765,23,1,1,2,26,b7jmo07lqav0wfe2mtlzyspak,0,67.4,13.5,2022-08-13T16:21:06.903Z,2022-08-14T09:58:06Z,3703018205,140,87.7,3705614313,178,,3703018207,141,6.4,3703018211,213,6.1,3703018203,56,Right,3703018209,212,21.9,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445974093,851,67,1,2,28,3ix9om1svhd6obl0mbk1otgop,1,12,95.1,2022-08-13T16:21:09.280Z,2022-08-14T09:58:06Z,3705670457,233,964,,,,,,,,,,,,,,,,,,,,,,8tdpdb9i9liifn3gvaadzh08a,L. Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445974085,964,67,1,2,28,b7jmo07lqav0wfe2mtlzyspak,0,88,4.9,2022-08-13T16:21:09.281Z,2022-08-14T09:58:06Z,3705670461,233,851,,,,,,,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485747,21,8,1,2,28,3ix9om1svhd6obl0mbk1otgop,1,12.4,94.6,2022-08-13T16:21:09.320Z,2022-08-14T09:58:05Z,3704315399,385,,3703018129,56,Back,3705614543,389,,,,,,,,,,,,,,,,,8tdpdb9i9liifn3gvaadzh08a,L. Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485769,24,61,1,2,28,b7jmo07lqav0wfe2mtlzyspak,1,88.3,5,2022-08-13T16:21:09.345Z,2022-08-14T09:58:05Z,3705614769,178,,3703018227,56,Right,,,,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485779,22,5,1,2,31,3ix9om1svhd6obl0mbk1otgop,1,-0.6,87.8,2022-08-13T16:21:12.126Z,2022-08-14T06:47:26Z,3703018269,346,,3703018331,233,25,3703018267,56,Back,,,,,,,,,,,,,,,,8tdpdb9i9liifn3gvaadzh08a,L. Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445485789,25,5,1,2,31,b7jmo07lqav0wfe2mtlzyspak,0,100.6,12.2,2022-08-13T16:21:12.126Z,2022-08-14T06:47:25Z,3703018381,233,22,3703018305,346,,3703018303,56,Right,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445486083,23,1,1,2,48,3ix9om1svhd6obl0mbk1otgop,1,2.1,53.1,2022-08-13T16:21:28.623Z,2022-08-14T09:58:05Z,3703019519,56,Back,3703019517,124,,3703019525,212,12.3,3704317403,189,,3703019523,141,68.4,3703019521,140,8.4,3703019531,74,,3703019527,213,1.0,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445724951,760,1,1,2,50,3ix9om1svhd6obl0mbk1otgop,1,5.3,63.2,2022-08-13T16:21:30.387Z,2022-08-14T09:58:04Z,3704317279,141,56.2,3704317281,212,5.9,3704317453,189,,3704317277,140,8.6,3704317283,213,5.3,3705615839,178,,3704317275,56,Back,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445725335,761,1,1,2,55,3ix9om1svhd6obl0mbk1otgop,1,6.6,52,2022-08-13T16:21:35.627Z,2022-08-14T09:58:04Z,3704319605,140,45.8,3705615601,178,,3704319607,141,23.1,3704319613,1,,3704319601,155,,3704319611,213,5.8,3704319609,212,45.6,3704319603,56,Back,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445725387,762,44,1,2,58,3ix9om1svhd6obl0mbk1otgop,1,46.9,22.8,2022-08-13T16:21:38.961Z,2022-08-14T09:58:04Z,3704319929,285,,3705461825,233,811,3704319927,56,Back,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445725397,811,44,1,2,58,b7jmo07lqav0wfe2mtlzyspak,0,53.1,77.2,2022-08-13T16:21:38.962Z,2022-08-14T09:58:03Z,3705461837,233,762,3704319965,286,,3704319963,56,Center,,,,,,,,,,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445725489,763,1,1,2,58,3ix9om1svhd6obl0mbk1otgop,0,45.9,25.2,2022-08-13T16:21:39.020Z,2022-08-14T09:58:03Z,3704320317,56,Right,3704320325,213,5.6,3704320313,3,,3704320319,140,56.0,3704320315,168,,3704320321,141,11.3,3705616397,388,,3704320323,212,14.2,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445486109,26,1,1,2,59,b7jmo07lqav0wfe2mtlzyspak,1,45.4,83.2,2022-08-13T16:21:40.202Z,2022-08-14T09:58:03Z,3703019673,141,85.3,3705616505,388,,3703019669,56,Left,3703019671,140,53.6,3703019667,3,,3703019677,213,0.2,3703019675,212,8.7,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445486111,27,49,1,3,0,b7jmo07lqav0wfe2mtlzyspak,1,53.4,87,2022-08-13T16:21:41.102Z,2022-08-14T09:58:02Z,,,,,,,,,,,,,,,,,,,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445486125,28,1,1,3,1,b7jmo07lqav0wfe2mtlzyspak,0,54.6,93.6,2022-08-13T16:21:42.066Z,2022-08-14T09:58:01Z,3705616857,178,,3703019765,233,24,3703019741,212,14.3,3703019737,141,90.0,3703019727,56,Left,3703019733,140,68.0,3703019769,286,,3703019745,213,6.1,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,3703019763,236,,,,,,,,,,,,,,,,,,,,,,,,,
2445486127,24,74,1,3,1,3ix9om1svhd6obl0mbk1otgop,1,44.9,7.5,2022-08-13T16:21:42.143Z,2022-08-14T09:58:01Z,3705616943,178,,3703019787,233,28,3703019761,285,,3703019759,56,Back,,,,,,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445486139,25,5,1,3,2,3ix9om1svhd6obl0mbk1otgop,0,39.8,-1.5,2022-08-13T16:21:43.074Z,2022-08-14T06:48:58Z,3703019879,233,29,3703019811,56,Back,3703019815,347,,,,,,,,,,,,,,,,,enyx6hc9mfglu3w2robv9hd9m,R. Decostere,,,,,,,,,,,,,,,,,,,,,,,,,,,
