id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/19/value
2513014853,6,1,1,0,7,2989v3kho9h5jaboe1nr7lx21,0,17,97.5,2023-02-26T18:15:55.844Z,2023-02-27T11:40:54Z,4061319797,178,,4060157325,56,Back,4060157333,213,0.2,4060157331,212,15.7,4060157323,157,,4060157335,1,,4060157327,140,31.7,4060157329,141,100.0,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513014845,5,43,1,0,7,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-02-26T18:15:56.164Z,2023-02-26T18:16:00Z,4060157499,144,49,,,,,,,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015025,7,5,1,0,8,920raeoumft3q2wmvc296uceo,1,70.2,-2,2023-02-26T18:15:56.663Z,2023-02-27T06:37:02Z,4060158227,233,7,4060158211,56,Right,4060158213,347,,,,,,,,,,,,,,,,,dbtjmpfrscwqv0xvqk3krqa5l,J. Van Cleemput,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513014859,7,5,1,0,8,2989v3kho9h5jaboe1nr7lx21,0,29.8,102,2023-02-26T18:15:56.663Z,2023-02-27T06:37:02Z,4060158245,233,7,4060157355,347,,4060157353,56,Back,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015053,8,1,1,0,24,920raeoumft3q2wmvc296uceo,1,80.3,0,2023-02-26T18:16:12.709Z,2023-02-27T11:40:53Z,4060158361,107,,4060158363,56,Right,4060158367,141,7.1,4060158369,212,13.0,4060158365,140,91.3,4060158371,213,0.5,,,,,,,dbtjmpfrscwqv0xvqk3krqa5l,J. Van Cleemput,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015077,9,1,1,0,26,920raeoumft3q2wmvc296uceo,0,96.7,1.8,2023-02-26T18:16:14.864Z,2023-02-27T11:40:53Z,4061320039,178,,4060158521,213,3.3,4060158517,141,0.0,4060158513,56,Right,4060158519,212,13.8,4060158515,140,83.8,,,,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015257,8,5,1,0,27,2989v3kho9h5jaboe1nr7lx21,1,14.4,101.6,2023-02-26T18:16:16.084Z,2023-02-27T06:37:20Z,4060159499,56,Back,4060159501,347,,4060159527,233,10,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015079,10,5,1,0,27,920raeoumft3q2wmvc296uceo,0,85.6,-1.6,2023-02-26T18:16:16.084Z,2023-02-27T06:37:20Z,4060158537,347,,4060159581,233,8,4060158535,56,Right,,,,,,,,,,,,,,,,4gnprufs4yyf7wq9mzmkmf622,N. Štulić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015343,9,1,1,0,44,2989v3kho9h5jaboe1nr7lx21,0,11.2,100,2023-02-26T18:16:32.243Z,2023-02-27T11:40:52Z,4060160017,1,,4060160013,212,25.6,4060160011,141,97.8,4060160015,213,6.2,4060160005,107,,4060160009,140,35.4,4060160007,56,Back,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015363,11,1,1,0,47,920raeoumft3q2wmvc296uceo,0,56.4,7.3,2023-02-26T18:16:35.774Z,2023-02-27T11:40:52Z,4060160121,56,Center,4060160123,140,77.5,4060160127,212,28.5,4060160129,213,0.7,4060160131,1,,4060160115,157,,4060160125,141,33.6,4061320587,178,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015407,10,1,1,0,50,2989v3kho9h5jaboe1nr7lx21,0,26.7,76.7,2023-02-26T18:16:38.263Z,2023-02-27T11:40:51Z,4060160383,213,0.8,4060160381,212,17.5,4061320657,178,,4060160375,56,Back,4060160373,3,,4060160377,140,38.3,4060160379,141,95.1,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015409,12,49,1,0,52,920raeoumft3q2wmvc296uceo,1,57.8,7.8,2023-02-26T18:16:40.261Z,2023-02-27T11:40:51Z,,,,,,,,,,,,,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513239019,1036,67,1,0,52,920raeoumft3q2wmvc296uceo,1,58.9,9.2,2023-02-26T18:16:40.302Z,2023-02-27T11:40:50Z,4061365719,233,1040,,,,,,,,,,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513239017,1040,67,1,0,52,2989v3kho9h5jaboe1nr7lx21,0,41.1,90.8,2023-02-26T18:16:40.303Z,2023-02-27T11:40:50Z,4061365723,233,1036,,,,,,,,,,,,,,,,,,,,,,2n808wa0h841cn8xi78n21v8q,T. Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015425,13,1,1,0,53,920raeoumft3q2wmvc296uceo,0,58.6,2.4,2023-02-26T18:16:42.109Z,2023-02-27T11:40:49Z,4060160465,141,6.2,4060160461,56,Right,4060160463,140,71.0,4060160467,212,13.3,4060160469,213,0.2,4060160459,155,,4061320829,178,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015429,11,49,1,0,54,2989v3kho9h5jaboe1nr7lx21,1,28.5,95,2023-02-26T18:16:43.094Z,2023-02-27T11:40:48Z,,,,,,,,,,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015465,12,1,1,0,56,2989v3kho9h5jaboe1nr7lx21,0,25.4,96.5,2023-02-26T18:16:44.997Z,2023-02-27T11:40:48Z,4060160681,56,Back,4060160687,212,20.4,4060160683,140,44.2,4060160689,213,6.0,4060160685,141,89.1,4060160679,155,,4061321253,178,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015459,14,44,1,0,58,920raeoumft3q2wmvc296uceo,1,52.6,10,2023-02-26T18:16:46.503Z,2023-02-27T11:40:47Z,4060160643,286,,4060160637,56,Right,4060160759,233,13,,,,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015477,13,44,1,0,58,2989v3kho9h5jaboe1nr7lx21,0,47.4,90,2023-02-26T18:16:46.504Z,2023-02-27T11:40:47Z,4060160729,56,Back,4060160779,233,14,4060160731,285,,,,,,,,,,,,,,,,,2n808wa0h841cn8xi78n21v8q,T. Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015491,15,1,1,0,58,920raeoumft3q2wmvc296uceo,1,51.5,9.1,2023-02-26T18:16:46.510Z,2023-02-27T11:40:46Z,4060160791,212,10.1,4060160783,3,,4060160787,140,60.4,4060160793,213,5.9,4060160789,141,3.5,4060160785,56,Right,4061323077,388,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015483,14,43,1,0,59,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-02-26T18:16:47.975Z,2023-02-26T19:13:21Z,4060332769,144,61,4060160751,56,Back,,,,,,,,,,,,,,,,,,,2n808wa0h841cn8xi78n21v8q,T. Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015499,16,44,1,0,59,920raeoumft3q2wmvc296uceo,1,57.9,3.2,2023-02-26T18:16:48.185Z,2023-02-27T11:40:46Z,4060160831,286,,4060161003,233,16,4060160829,56,Right,,,,,,,,,,,,,,,,dbtjmpfrscwqv0xvqk3krqa5l,J. Van Cleemput,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015525,16,44,1,0,59,2989v3kho9h5jaboe1nr7lx21,0,42.1,96.8,2023-02-26T18:16:48.186Z,2023-02-27T11:40:45Z,4060160961,56,Back,4060161011,233,16,4060160963,285,,,,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015505,17,1,1,1,0,920raeoumft3q2wmvc296uceo,0,57,5.2,2023-02-26T18:16:48.252Z,2023-02-27T11:40:45Z,4060160855,168,,4061323321,388,,4060160853,3,,4060160857,56,Right,4060160859,140,66.7,4060160861,141,3.7,4060160863,212,10.2,4060160865,213,6.2,dbtjmpfrscwqv0xvqk3krqa5l,J. Van Cleemput,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015541,17,49,1,1,1,2989v3kho9h5jaboe1nr7lx21,1,42.8,99.9,2023-02-26T18:16:49.355Z,2023-02-27T11:40:44Z,,,,,,,,,,,,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015597,18,1,1,1,1,2989v3kho9h5jaboe1nr7lx21,1,42.7,99.9,2023-02-26T18:16:49.399Z,2023-02-27T11:40:44Z,4060161339,56,Left,4060161337,157,,4060161345,212,20.1,4060161349,1,,4060161343,141,97.5,4060161347,213,6.2,4060161341,140,61.8,4061323585,178,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015517,15,43,1,1,2,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-02-26T18:16:50.900Z,2023-02-26T18:17:00Z,4060161533,144,1,4060160915,168,0,4060160923,212,0,4060160927,213,0,4060160919,140,39.9,4060160921,141,96.9,4060160913,3,0,4060160917,56,Back,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015599,18,4,1,1,3,920raeoumft3q2wmvc296uceo,1,43,0.8,2023-02-26T18:16:51.724Z,2023-02-27T11:40:44Z,4060161361,286,,4060161359,152,,4060161353,13,,4060161357,56,Back,4060161393,233,19,4060161355,294,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015605,19,4,1,1,3,2989v3kho9h5jaboe1nr7lx21,0,57,99.2,2023-02-26T18:16:51.725Z,2023-02-27T11:40:43Z,4061323725,178,,4060161375,56,Left,4060161417,233,18,4060161371,13,,4060161377,152,,4060161373,294,,4060161379,285,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015653,19,1,1,1,12,920raeoumft3q2wmvc296uceo,1,46.9,0.1,2023-02-26T18:17:00.422Z,2023-02-27T11:40:43Z,4060161663,213,2.4,4060161661,212,22.5,4061323855,178,,4060161655,56,Back,4060161651,5,,4060161659,141,22.7,4060161653,152,,4060161657,140,31.3,dbtjmpfrscwqv0xvqk3krqa5l,J. Van Cleemput,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015705,20,1,1,1,14,920raeoumft3q2wmvc296uceo,1,37.6,12.6,2023-02-26T18:17:02.269Z,2023-02-27T11:40:42Z,4061323915,178,,4060161943,212,35.9,4060161941,141,64.7,4060161945,213,1.7,4060161937,56,Back,4061594707,1,,4060161939,140,31.8,,,,c4brcsqfli5mds4vhma627yl1,D. Marcq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015743,21,1,1,1,18,920raeoumft3q2wmvc296uceo,1,32.9,63.5,2023-02-26T18:17:06.936Z,2023-02-27T11:40:41Z,4061323997,178,,4060162195,1,,4060162185,56,Back,4060162193,213,4.9,4060162189,141,11.1,4060162187,140,39.8,4060162191,212,36.4,,,,3bhmh2ks5ma4rqda9zff6w251,S. Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015777,22,1,1,1,22,920raeoumft3q2wmvc296uceo,1,43.4,14.5,2023-02-26T18:17:10.293Z,2023-02-27T11:40:40Z,4060162395,212,14.0,4060162391,140,32.7,4060162393,141,26.7,4061324117,178,,4060162389,56,Back,4060162397,213,2.5,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015843,23,1,1,1,24,920raeoumft3q2wmvc296uceo,1,38.5,26.5,2023-02-26T18:17:12.761Z,2023-02-27T11:40:40Z,4060162731,56,Left,4060162739,213,1.0,4060162733,140,64.1,4060162737,212,51.3,4060162741,1,,4060162729,196,,4060162735,141,90.8,4060162727,155,,c4brcsqfli5mds4vhma627yl1,D. Marcq,4061324241,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015903,24,1,1,1,30,920raeoumft3q2wmvc296uceo,1,59.6,94.7,2023-02-26T18:17:18.226Z,2023-02-27T11:40:38Z,4061324325,178,,4060163037,140,42.9,4060163039,141,83.9,4060163041,212,19.0,4060163035,56,Back,4060163043,213,3.5,,,,,,,4pbx40gvdmacim2n0k2qt41cl,J. Kayembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513015975,25,1,1,1,33,920raeoumft3q2wmvc296uceo,1,46.1,78.7,2023-02-26T18:17:21.503Z,2023-02-27T11:40:37Z,4060163431,212,13.5,4060163425,140,37.0,4060163421,56,Back,4060163429,141,64.6,4060163435,213,3.9,4061324425,178,,,,,,,,3bhmh2ks5ma4rqda9zff6w251,S. Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016025,26,1,1,1,38,920raeoumft3q2wmvc296uceo,1,42.6,47,2023-02-26T18:17:26.779Z,2023-02-27T11:40:36Z,4060163773,213,2.9,4060163765,56,Back,4060163771,212,21.0,4060163767,140,23.2,4060163769,141,54.2,4061324555,178,,,,,,,,c4brcsqfli5mds4vhma627yl1,D. Marcq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016079,27,1,1,1,42,920raeoumft3q2wmvc296uceo,0,20.1,57,2023-02-26T18:17:30.601Z,2023-02-27T11:40:35Z,4060164025,212,37.5,4060164021,140,55.6,4060164017,155,,4060164019,56,Center,4060164023,141,50.4,4060164027,213,6.2,4060164029,1,,4061324651,178,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016071,20,44,1,1,45,2989v3kho9h5jaboe1nr7lx21,1,44,47.4,2023-02-26T18:17:33.206Z,2023-02-27T11:40:35Z,4060164083,233,28,4060163991,285,,4060163989,56,Back,,,,,,,,,,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016083,28,44,1,1,45,920raeoumft3q2wmvc296uceo,0,56,52.6,2023-02-26T18:17:33.207Z,2023-02-27T11:40:34Z,4060164133,233,20,4060164051,286,,4060164049,56,Center,,,,,,,,,,,,,,,,4gnprufs4yyf7wq9mzmkmf622,N. Štulić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016093,21,1,1,1,45,2989v3kho9h5jaboe1nr7lx21,1,43.8,46.8,2023-02-26T18:17:33.243Z,2023-02-27T11:40:34Z,4060164103,140,59.0,4060164107,141,38.5,4060164109,212,16.9,4061324943,388,,4060164101,56,Center,4060164097,3,,4060164111,213,5.9,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016099,22,1,1,1,45,2989v3kho9h5jaboe1nr7lx21,0,54.1,39.3,2023-02-26T18:17:34.173Z,2023-02-27T11:40:33Z,4060164145,56,Center,4060164153,213,0.3,4060164143,3,,4060164151,212,21.1,4060164147,140,73.1,4060164149,141,49.6,4061325089,388,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016135,29,1,1,1,47,920raeoumft3q2wmvc296uceo,1,37.9,50.5,2023-02-26T18:17:35.685Z,2023-02-27T11:40:33Z,4061325169,178,,4060164309,56,Back,4060164307,3,,4060164313,141,68.2,4060164317,213,2.2,4060164311,140,29.8,4060164315,212,14.7,,,,c4brcsqfli5mds4vhma627yl1,D. Marcq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016139,30,49,1,1,49,920raeoumft3q2wmvc296uceo,1,30.6,70.7,2023-02-26T18:17:38.152Z,2023-02-27T11:40:32Z,,,,,,,,,,,,,,,,,,,,,,,,,3bhmh2ks5ma4rqda9zff6w251,S. Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016219,31,1,1,1,53,920raeoumft3q2wmvc296uceo,1,31.7,71.7,2023-02-26T18:17:41.518Z,2023-02-27T11:40:31Z,4060164685,140,32.2,4060164689,212,27.5,4061325375,178,,4060164687,141,31.3,4060164683,56,Back,4060164691,213,4.7,,,,,,,3bhmh2ks5ma4rqda9zff6w251,S. Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016273,32,1,1,1,56,920raeoumft3q2wmvc296uceo,1,29.5,30.3,2023-02-26T18:17:44.446Z,2023-02-27T11:40:30Z,4061325477,178,,4060164935,140,37.4,4060164941,213,5.2,4060164933,56,Back,4060164937,141,7.3,4060164939,212,17.7,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513016293,33,1,1,1,58,920raeoumft3q2wmvc296uceo,1,38.3,8.1,2023-02-26T18:17:46.729Z,2023-02-27T11:40:29Z,4061325581,178,,4060165081,213,1.9,4060165079,212,27.8,4060165073,56,Back,4060165077,141,46.9,4060165075,140,30.0,,,,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
