id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value
2517915837,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2023-03-10T18:49:10.923Z,2023-03-10T21:07:06Z,4086139527,130,18,4086139523,59,"16, 28, 7, 3, 25, 4, 26, 6, 18, 9, 10, 1, 15, 19, 21, 32, 38, 99",4086139535,194,8zz5lnxo7twq8ntb7e0qfvbv9,4086139531,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4086139539,197,11586,4086139519,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4086139541,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086139515,30,"btyk45f7gmz3ck2dafpp22yg9, 6n1rvd0axpp159h9wkkd7lwfe, 87d73x3gkomc4soukr5uweqc5, 3bhmh2ks5ma4rqda9zff6w251, c4brcsqfli5mds4vhma627yl1, dbtjmpfrscwqv0xvqk3krqa5l, 8zz5lnxo7twq8ntb7e0qfvbv9, 5ecklu1u6t21rhh8fh4zoq2cq, 14xb29tv90y8uataijmh03rah, dqazrm2wmu9zqpvp8xbeeb7jd, bz77hr28a1yskifpuvzu8smsq, aspoedbe2vkfbqaz67fc2ftg5, 5qaa5hrosx323tjkrvajpg5qs, 4gnprufs4yyf7wq9mzmkmf622, ae26s08xs4l50sfm0r6jbsley, 27rm84dcrfa7ypfmpgbe37cic, 39bcswfqnpa07b4afevezejo4, 72xzl0yjdetvqp2n1pmzyqvze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517921565,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-03-10T18:58:04.942Z,2023-03-10T21:07:08Z,4086168957,30,"49vbniwasp2kyt27jw0cv6m6t, a8pgjuz5yrbxyf1t905gj327d, 9fvwcsajeousbo5o0e84cj2sp, 91sex5ir1pp4b2beotoua7mqx, 4juerzftkeiuzctoiei6dmtp1, 1abf0y93zbw1sw183nblqoicp, dvomh2gx3wd5x5v1dmlnkdpzp, 73z9v9oz73hlmnswrzp860yj9, 2vmpkyku0hwv0zdbbzunt2xux, 983yy0ez1onytwj2k1nqw61p0, 1kst4u41rlyirggwoo1m8ovdh, 9nfnsmvztogcglrros1kqej56, 91qd93lqgpe700ps0b6a7ntn9, cni0rxu9fo9lfqqhggmqrdvpx, cinzr4hnryu433l6z40j5x49h, 6u73l7tuxx0958ij9kvdizjrp, amc2rculxvgo2wanilkna8s2c, 73pmo92alzawlt2yo2bfartn9",4086169243,197,8055,4086168969,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086168961,59,"12, 11, 20, 15, 14, 28, 6, 24, 13, 21, 7, 75, 4, 5, 9, 29, 52, 77",4086168965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4086168963,130,18,4086168959,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4086168967,194,73z9v9oz73hlmnswrzp860yj9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517954857,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-03-10T19:45:42.626Z,2023-03-10T19:45:42Z,4086342323,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517954865,2,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2023-03-10T19:45:42.626Z,2023-03-11T06:43:35Z,4086342365,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517954905,3,1,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,50,50,2023-03-10T19:45:42.706Z,2023-03-11T07:06:18Z,4086342597,212,11.7,4086342599,213,2.4,4086342601,279,S,4087223445,178,,4086342593,140,41.6,4086342595,141,61.4,4086342591,56,Back,,,,983yy0ez1onytwj2k1nqw61p0,N. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517954953,4,1,1,0,2,bw9wm8pqfzcchumhiwdt2w15c,1,42.2,63.3,2023-03-10T19:45:45.108Z,2023-03-11T07:06:28Z,4086342887,140,37.7,4086342893,213,2.1,4086342885,56,Back,4086342891,212,9.3,4086342889,141,75.0,4087223569,178,,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517954987,5,1,1,0,5,bw9wm8pqfzcchumhiwdt2w15c,1,38.2,71.8,2023-03-10T19:45:48.418Z,2023-03-11T07:06:30Z,4086343029,213,4.4,4086343023,140,30.5,4086343025,141,37.9,4086343021,56,Back,4087223601,178,,4086343027,212,24.4,,,,,,,91sex5ir1pp4b2beotoua7mqx,D. Ouédraogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517954999,6,1,1,0,8,bw9wm8pqfzcchumhiwdt2w15c,1,27.5,45.6,2023-03-10T19:45:50.721Z,2023-03-11T07:06:33Z,4086343083,56,Back,4086343085,140,33.6,4086343091,213,5.1,4086343089,212,17.7,4086343087,141,21.3,4087223635,178,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517955043,7,1,1,0,10,bw9wm8pqfzcchumhiwdt2w15c,1,39,10,2023-03-10T19:45:53.071Z,2023-03-11T07:06:36Z,4086343273,212,7.5,4086343271,141,5.6,4086343275,213,5.9,4086343267,56,Back,4087223665,178,,4086343269,140,45.6,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517955091,8,1,1,0,12,bw9wm8pqfzcchumhiwdt2w15c,1,41.2,8.8,2023-03-10T19:45:55.437Z,2023-03-11T07:06:39Z,4086343479,141,21.8,4086343481,212,12.4,4086343475,56,Back,4087223697,178,,4086343483,213,2.3,4086343477,140,32.9,,,,,,,dvomh2gx3wd5x5v1dmlnkdpzp,J. Dom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
