id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2538143883,1,34,16,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-04-23T15:26:54.454Z,2023-04-23T16:32:42Z,4214234409,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4214234407,130,13,4214234401,30,"99eumu17h5sxriw5vfczvdb6d, 973qhpd6czw3u8h0788uq9ez8, 3m13ipluel0m6cotha7n7vrop, 2hj88r72bbwnhqx12tv13jmqx, 7y7wrtvktvxfki86p41ptoell, ew1thxs8j5mwwqh075kzsjq0a, 3s0tyude1pghox634ij87srft, 92ajo8iiqwlmjwndtf7yt6l05, b3y2ov2ju75fr5u5e2rerj1ex, 2rn8mnhlrtrbm6du97f54zckq, 58qrdtv5emnvcojqkmnpx5ffu, d0itp0eyxewvnm2shm0manw7p, 243h2yiww7rrz20i0le43jtux, 3zkgg98u1fvuospd2avl4qy2, 6y2s58f539ax7s9np2jao0tn8, 8thfkx6q306ewh6mlba8ztqzt, 17x4fqsde2cdp2s9q5odmkr8p, 3are60mt98ibeazgcyjvuy7tg",4214234411,194,2hj88r72bbwnhqx12tv13jmqx,4214234413,197,8908,4214234403,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4214234415,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214234405,59,"28, 36, 7, 33, 88, 2, 16, 8, 9, 18, 34, 1, 3, 17, 19, 23, 26, 90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538145129,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-04-23T15:28:51.999Z,2023-04-23T15:28:52Z,4214240745,194,9hiut57u02lly1nfdixef8bth,4214240737,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4214240739,59,"1, 18, 19, 23, 2, 4, 24, 8, 20, 11, 13, 7, 10, 14, 29, 31, 33, 34",4214240743,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4214240747,197,3312,4214240741,130,12,4214240735,30,"6q53ei01tbb5kxjr1mhfjysph, 7s4ws0u4erq1jfobqpsj0aoes, 2igz499o21aihmkugktp3nyms, fs5utga62tud5s06xj27qdat, ettrapmxg36vw2egivejegzc9, bhh6z1ezmsngsu3isbsur2mp6, 18pgjfpl9s8qy32mblzygsyc5, 9hiut57u02lly1nfdixef8bth, adrn1x15rsehvnava8q9ofuvo, 1khy4w78z012p8z20gcp0nrvt, 99tf4co0pm09ayca13ma3lql1, 8fs5klbsyx06c5ds9s1i3xu96, 7dnxkce4kn8qchaavv6e4tm21, 7dayrhr0c60zbc1b6lig8pm8l, b9wew8z92aj36vvxfj3q7kxcl, eyvf8uu7jltbzalaov3qt1w5, be0ws51ws5cm9wzmcp3ozmklx, 87ccrt89k5abyjisix22g08ut",4214240749,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206145,2,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-04-23T16:30:38.155Z,2023-04-24T03:58:21Z,4214566181,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206157,2,32,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-04-23T16:30:38.155Z,2023-04-23T16:30:39Z,4214566263,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206181,3,1,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,50,50,2023-04-23T16:30:38.159Z,2023-04-24T04:29:42Z,4214566419,212,21.3,4214566417,141,61.4,4214566423,279,S,4214566413,56,Back,4214566421,213,2.8,4214566415,140,31.1,4216569883,178,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206241,4,1,1,0,3,2b57rbw94i9ohnbch52owvqtq,1,34.8,43.7,2023-04-23T16:30:41.849Z,2023-04-24T10:35:18Z,4214566761,141,24.6,4214566755,155,,4214566767,1,,4216569927,178,,4214566757,56,Center,4214566765,213,5.9,4214566763,212,39.4,4214566759,140,70.2,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206249,5,44,1,0,6,2b57rbw94i9ohnbch52owvqtq,1,75.2,21.5,2023-04-23T16:30:44.808Z,2023-04-24T10:35:18Z,4214566833,233,3,4214566803,56,Center,4214566805,286,,,,,,,,,,,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206247,3,44,1,0,6,8y3iucyxguipljcmf87a11bk9,0,24.8,78.5,2023-04-23T16:30:44.809Z,2023-04-24T10:35:17Z,4214566797,56,Back,4214566865,233,5,4214566799,285,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206301,6,1,1,0,6,2b57rbw94i9ohnbch52owvqtq,1,74.1,22,2023-04-23T16:30:44.856Z,2023-04-24T10:35:17Z,4216570249,388,,4214567181,213,1.1,4214567167,168,,4214567173,140,76.2,4214567169,56,Center,4214567179,212,4.8,4214567165,3,,4214567177,141,28.3,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538206313,7,1,1,0,10,2b57rbw94i9ohnbch52owvqtq,1,72,15.4,2023-04-23T16:30:48.913Z,2023-04-24T10:35:15Z,4214567233,140,62.4,4216570285,178,,4214567235,141,14.7,4214567239,213,3.2,4214567237,212,10.1,4214567231,56,Right,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
