id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/19/value
2469647199,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-09T13:09:06.059Z,2022-10-09T13:59:31Z,3831560565,194,9hiut57u02lly1nfdixef8bth,3831560561,130,18,3831560555,30,"6q53ei01tbb5kxjr1mhfjysph, 7s4ws0u4erq1jfobqpsj0aoes, 7dayrhr0c60zbc1b6lig8pm8l, fs5utga62tud5s06xj27qdat, etos5xv3v2ptiktdk5yuhrjkl, ettrapmxg36vw2egivejegzc9, ebx4h86svfnvegspalqgxqfah, 9hiut57u02lly1nfdixef8bth, 8fs5klbsyx06c5ds9s1i3xu96, b9wew8z92aj36vvxfj3q7kxcl, 1d2fpmtdglpqwyhnc657n77it, 1khy4w78z012p8z20gcp0nrvt, 99tf4co0pm09ayca13ma3lql1, cxa3j4u8eh5w947p1iba47yfo, 2cc5y9hjnc8nqrh58ojz6ajth, c517lc5fmsd9ugk638s2o9iad, eyvf8uu7jltbzalaov3qt1w5, be0ws51ws5cm9wzmcp3ozmklx",3831560559,59,"1, 18, 14, 23, 5, 2, 6, 8, 7, 29, 17, 11, 13, 16, 22, 25, 31, 33",3831560567,197,1941,3831560563,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3831560569,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831560557,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469657763,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-09T13:16:30.146Z,2022-10-09T14:08:32Z,3831614653,194,eiqmp3nbc50r40bl86u2sj55h,3831614657,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831614645,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3831614651,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3831614649,130,12,3831614647,59,"1, 15, 3, 35, 4, 28, 8, 24, 10, 9, 23, 7, 11, 14, 21, 25, 30, 33",3831614643,30,"6sdv4s8oz558wfhx72vwlpvu2, ditnpqgspoih5ich7c5vn44fe, 2xletuhhaxmfqbjbgq4ehpyol, c1grrjf29wtfgbni2qkydf9ey, 87aix2c3m5x08nsurhjql51p1, 8qa4s74yhn2u9n5tm4mfi934k, eiqmp3nbc50r40bl86u2sj55h, 6s5hiok2ywsv4kfxfql8iorth, 1fu9y7gemoii89ejj7bkex78p, codwa9jioox7i007f4iazwst1, 7abgw25wb5amn0uq347d4x61h, 1ekfu3u2d9vh73lw2dzdcr1wq, 8xjlysmwl5vnhcnvsynftjd62, 6r9qf9hptfwyefpsk9douhnt, 4rkl9bef513htcb8toe8lvkyx, 6pmuxgyfaqn2h0x69o5l1mq22, bjmg69xipgocepwk89487klih, 50iwwx11r99cvce6x8cp52c16",3831614655,197,8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469701641,2,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-09T14:00:28.853Z,2022-10-09T14:00:29Z,3831849185,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469701633,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-09T14:00:28.853Z,2022-10-10T03:04:15Z,3831849151,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469701657,3,1,1,0,0,8y3iucyxguipljcmf87a11bk9,1,49.9,50,2022-10-09T14:00:28.984Z,2022-10-10T04:45:36Z,3831849267,213,3.1,3831849263,141,51.8,3831849259,56,Back,3831849269,279,S,3831849265,212,16.2,3831849261,140,34.5,3834456625,178,,,,,b9wew8z92aj36vvxfj3q7kxcl,L. Depoitre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469701677,5,1,1,0,1,8y3iucyxguipljcmf87a11bk9,1,39.4,54.6,2022-10-09T14:00:30.542Z,2022-10-10T08:22:10Z,3831849441,212,26.3,3831849437,140,27.2,3831849439,141,88.4,3831849435,56,Back,3831849443,213,2.1,3834456685,178,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469701661,4,43,1,0,3,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-09T14:00:32.698Z,2022-10-09T14:54:20Z,3831849309,212,13.0,3832186591,144,1,3831849311,213,1.5,3831849307,141,70.9,3831849303,56,Back,3831849305,140,35.7,,,,,,,ebx4h86svfnvegspalqgxqfah,E. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469701685,6,1,1,0,4,8y3iucyxguipljcmf87a11bk9,1,34.6,77.5,2022-10-09T14:00:33.140Z,2022-10-10T08:22:09Z,3831849497,212,20.8,3831849493,140,20.7,3834456731,178,,3831849499,213,3.9,3831849495,141,55.7,3831849491,56,Back,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469701703,7,1,1,0,7,8y3iucyxguipljcmf87a11bk9,1,22.5,53.4,2022-10-09T14:00:35.880Z,2022-10-10T08:22:09Z,3831849569,141,27.9,3834456779,178,,3831849567,140,21.2,3831849571,212,17.4,3831849573,213,4.6,3831849565,56,Back,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469701711,8,1,1,0,9,8y3iucyxguipljcmf87a11bk9,0,17.3,31.3,2022-10-09T14:00:37.898Z,2022-10-10T08:22:08Z,3834456799,178,,3831849631,140,46.2,3831849629,56,Back,3831849633,141,16.7,3831849637,213,6.0,3831849635,212,31.9,,,,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
