id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,assist,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/11/value,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2458145057,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-09-10T17:45:16.928Z,2022-09-10T19:12:06Z,3770357331,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3770357329,130,13,3770357323,30,"btyk45f7gmz3ck2dafpp22yg9, 6n1rvd0axpp159h9wkkd7lwfe, 39bcswfqnpa07b4afevezejo4, 7t9bynn5mbmy3b0v9cduifxex, ae26s08xs4l50sfm0r6jbsley, 7hi9yit8aifyojt7i0kg69as5, 5ecklu1u6t21rhh8fh4zoq2cq, 8zz5lnxo7twq8ntb7e0qfvbv9, 14xb29tv90y8uataijmh03rah, 7xw0h0pegzhoix5hb4hipj2l1, 87d73x3gkomc4soukr5uweqc5, aspoedbe2vkfbqaz67fc2ftg5, 3bhmh2ks5ma4rqda9zff6w251, d7ml58kwwpetvnw46qja9ru5m, c4brcsqfli5mds4vhma627yl1, eb1rih67f03kwljbge37id1ck, 8o0a3k1bbim9y2kd6ljyoiwpg, 72xzl0yjdetvqp2n1pmzyqvze",3770357325,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3770357333,194,8zz5lnxo7twq8ntb7e0qfvbv9,3770357339,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3770357327,59,"16, 28, 38, 5, 21, 2, 6, 26, 18, 8, 7, 1, 3, 15, 25, 31, 45, 99",3770357337,197,9121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458153101,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-09-10T17:59:16.183Z,2022-09-10T18:44:30Z,3770405511,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3770405507,194,f3e9qk9oz4feldhgetdpcd0ph,3770405499,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3770405497,30,"49vbniwasp2kyt27jw0cv6m6t, dmk8usvqtzv60bwkoxk7kfqxg, 9fvwcsajeousbo5o0e84cj2sp, 91qd93lqgpe700ps0b6a7ntn9, 1abf0y93zbw1sw183nblqoicp, 4juerzftkeiuzctoiei6dmtp1, a8pgjuz5yrbxyf1t905gj327d, 73z9v9oz73hlmnswrzp860yj9, 58b30n3a3qc1s5tpfn8er7tw4, f3e9qk9oz4feldhgetdpcd0ph, 1kst4u41rlyirggwoo1m8ovdh, 2vmpkyku0hwv0zdbbzunt2xux, dvomh2gx3wd5x5v1dmlnkdpzp, cinzr4hnryu433l6z40j5x49h, d1j29sgb7rmc6dxe3koyyr0et, 91sex5ir1pp4b2beotoua7mqx, atkoaobhylui34grbharm41xx, 6u73l7tuxx0958ij9kvdizjrp",3770405503,130,6,3770405509,197,8362,3770405501,59,"12, 25, 20, 4, 28, 14, 11, 24, 43, 33, 7, 13, 6, 9, 10, 15, 21, 29",3770405505,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195425,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-09-10T18:46:06.538Z,2022-09-11T03:14:11Z,3770642553,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195437,2,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-09-10T18:46:06.538Z,2022-09-10T18:46:09Z,3770642635,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195525,3,1,1,0,0,920raeoumft3q2wmvc296uceo,1,50.2,50,2022-09-10T18:46:06.594Z,2022-09-11T03:45:21Z,3772196485,178,,3770643069,56,Back,3770643079,213,3.3,3770643073,141,47.5,3770643083,279,S,3770643075,212,14.1,3770643071,140,36.9,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195559,4,1,1,0,2,920raeoumft3q2wmvc296uceo,1,42.1,44.9,2022-09-10T18:46:08.643Z,2022-09-11T13:03:05Z,3770643271,140,45.0,3770643275,212,18.0,3772196695,178,,3770643273,141,18.8,3770643269,56,Back,3770643277,213,4.9,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195589,5,1,1,0,5,920raeoumft3q2wmvc296uceo,1,46.7,8,2022-09-10T18:46:12.048Z,2022-09-11T13:03:04Z,3770643457,56,Back,3772196929,178,,3770643463,212,24.0,3770643459,140,28.5,3770643465,213,2.5,3770643461,141,29.4,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195659,6,1,1,0,8,920raeoumft3q2wmvc296uceo,1,29.5,16.3,2022-09-10T18:46:14.704Z,2022-09-11T13:03:03Z,3770643867,213,1.8,3772197033,178,,3770643861,140,23.0,3770643865,212,31.1,3770643863,141,60.9,3770643859,56,Back,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195697,7,1,1,0,12,920raeoumft3q2wmvc296uceo,1,31.4,47.6,2022-09-10T18:46:18.652Z,2022-09-11T13:03:03Z,3770644035,140,48.0,3770644033,56,Back,3772197203,178,,3770644041,212,23.3,3770644045,213,5.6,3770644037,141,24.8,,,,,,,ae26s08xs4l50sfm0r6jbsley,S. Andreou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458195735,8,1,1,0,15,920raeoumft3q2wmvc296uceo,1,49.8,16.3,2022-09-10T18:46:21.729Z,2022-09-11T13:03:02Z,3770644267,213,1.3,3772197287,178,,3770644263,141,35.7,3770644259,56,Center,3770644261,140,52.7,3770644265,212,13.5,,,,,,,7xw0h0pegzhoix5hb4hipj2l1,A. Gholizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
