id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/20/value
2472207071,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-10-15T15:21:59.187Z,2022-10-15T16:20:43Z,3845197567,194,8jc7tw0nw37trgyli0oyz1soa,3845197565,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3845197561,59,"1, 34, 23, 4, 24, 5, 14, 22, 10, 9, 36, 7, 11, 17, 19, 28, 66, 89",3845197563,130,18,3845197559,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3845197569,197,6718,3845197557,30,"d5ecnjd6h89iepxrvrlfn97ft, a0ecz4nlxrr62dcwixtmjiwyy, 5wn1xudozb4s78x0m8ch7vn8q, 52qemp1py9mm9unjvxaphv209, 8am2h5qc7296fima2r4wam63u, bmbn4q2uorkgosgaig6migpux, 8jc7tw0nw37trgyli0oyz1soa, 2jhi0lbbo65dsfv4ho9pmlgix, 2xba9p5cocj599cltnabjes45, 1gzgkjei16r4lt2fvcedy1jvt, 8d0ffyx2qnnp0limf5aou92ei, b13ly8cuyvgraih4y0wxuami2, ez9zc94k1nj4qxjf2hrvj5dgq, 3l1v52usaf9mmi9dwowdwv3e, 1e7u0otkuyc81nhumjkcrvmd, 7weuixp1j81ga9pjhouf2h2hh, 5iuagsqdiiaadb5yuf7r4vzmc, 9hnyebqut9tmn4q0m0y9n3kd1",3845197571,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472210871,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-15T15:23:47.889Z,2022-10-15T16:12:53Z,3845217549,197,4954,3845217541,130,4,3845217545,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3845217547,194,eiqmp3nbc50r40bl86u2sj55h,3845217553,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3845217539,59,"1, 2, 29, 24, 35, 3, 4, 8, 7, 23, 10, 9, 11, 15, 17, 25, 28, 33",3845217537,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3845217535,30,"6sdv4s8oz558wfhx72vwlpvu2, 6wt29oce6gsthhpmhq705vl9m, dxnhp97vrepkx0kcr0d46yb1m, 6s5hiok2ywsv4kfxfql8iorth, c1grrjf29wtfgbni2qkydf9ey, 2xletuhhaxmfqbjbgq4ehpyol, 87aix2c3m5x08nsurhjql51p1, eiqmp3nbc50r40bl86u2sj55h, 1ekfu3u2d9vh73lw2dzdcr1wq, 7abgw25wb5amn0uq347d4x61h, 1fu9y7gemoii89ejj7bkex78p, codwa9jioox7i007f4iazwst1, 8xjlysmwl5vnhcnvsynftjd62, ditnpqgspoih5ich7c5vn44fe, 77fldfqlxps1xbdg29anv4vai, 6pmuxgyfaqn2h0x69o5l1mq22, 8qa4s74yhn2u9n5tm4mfi934k, 50iwwx11r99cvce6x8cp52c16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472289743,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-15T16:15:08.886Z,2022-10-15T16:15:09Z,3845639393,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472289721,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-10-15T16:15:08.886Z,2022-10-16T06:41:28Z,3845639291,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472289825,3,1,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,50.2,50,2022-10-15T16:15:08.991Z,2022-10-16T06:47:51Z,3845639693,212,23.6,3845639689,140,28.1,3845639687,56,Back,3845639691,141,44.0,3845639695,213,3.3,3845639697,279,S,3847865081,178,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472289873,4,1,1,0,2,3ix9om1svhd6obl0mbk1otgop,0,29.9,45.9,2022-10-15T16:15:11.786Z,2022-10-16T11:23:47Z,3845639993,1,,3845639989,212,54.9,3845639981,155,,3847865151,178,,3845639985,140,75.2,3845639987,141,5.6,3845639991,213,5.8,3845639983,56,Right,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472289867,3,44,1,0,5,9njsy633rh1tyri7l2jaju5o,1,24.9,87.2,2022-10-15T16:15:14.853Z,2022-10-16T11:23:47Z,3845640085,233,5,3845639971,56,Back,3845639973,285,,,,,,,,,,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472289881,5,44,1,0,5,3ix9om1svhd6obl0mbk1otgop,0,75.1,12.8,2022-10-15T16:15:14.854Z,2022-10-16T11:23:46Z,3845640031,286,,3845640029,56,Right,3845640113,233,3,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472289879,4,1,1,0,6,9njsy633rh1tyri7l2jaju5o,1,23.9,84.8,2022-10-15T16:15:14.887Z,2022-10-16T11:23:46Z,3847865289,388,,3845640023,212,17.1,3845640017,56,Back,3845640015,3,,3845640025,213,0.3,3845640021,141,93.2,3845640019,140,39.2,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472289887,5,1,1,0,7,9njsy633rh1tyri7l2jaju5o,0,34.7,85.7,2022-10-15T16:15:16.116Z,2022-10-16T11:23:46Z,3845640065,212,25.9,3845640061,140,59.3,3845640067,213,0.1,3847865559,178,,3845640059,56,Left,3845640063,141,89.3,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
