id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2530938147,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-04-09T10:36:09.860Z,2023-04-09T20:12:48Z,4175938821,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175938819,197,3044,4175938811,59,"16, 62, 5, 21, 56, 14, 18, 61, 9, 36, 7, 11, 13, 29, 30, 32, 54, 71",4175938807,30,"3wwi5vf2l1qbz7e5zdjoy8yga, b3vvxolwxcukqk76hb4scvh79, 6rarodhofviwmh5jd0ly8lp4a, 143brmwsfow8o0svtdq98tiw9, 88nmn961vtb3bnt9v9rye1h0q, 78fx1xqqtcqm2g4h1dj8beml1, 8f77xyqg4womglj1o8udq77qh, 7je01bs3a4q6c2gd02ee6da3u, 8q7c0yi5x7vh7032jgbeytal1, 3q2ibq6hhxyht8046ib49ye39, 5don85s7097g5df42m429b8ix, 5yw1c3i4j9zyt52vomrfbxyol, 9jiectkc8rk0ivxn80l87ic45, 8lj9hc8u1351oczzu81mryluc, 3z37ancgteqhbhpygl0brzzdh, drjbms71w0kt1pidq8q17h05w, 8q8qxzmb9j1vntg5llyqa35uy, anx0hiu9yn8szbjk3994u7njd",4175938809,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4175938815,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175938817,194,78fx1xqqtcqm2g4h1dj8beml1,4175938813,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530950151,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-04-09T11:03:36.993Z,2023-04-09T11:41:50Z,4176006235,130,8,4176006239,194,auqy1bigw2a1owxg441wojzyt,4176006241,197,13705,4176006231,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4176006243,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4176006237,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4176006233,59,"1, 32, 11, 7, 33, 24, 79, 4, 14, 5, 39, 2, 8, 20, 23, 25, 45, 55",4176006229,30,"6qlfe04qjldj3rkeeme6gdi39, 9qm1adecprlczxw7ldbpvoi51, bjhjz96omjukrg6tj3mny39t6, auqy1bigw2a1owxg441wojzyt, 5ujoracvgg00kzd0a8rh8oa1h, 9kywhmzih4xhuz5d1rrxjcpd6, f03fccqnepjczr841h0zqdeui, 8hl43dvm1d57g011yacyoooa1, 12c7rhdjh6rja1d2j45n3exyi, 2j8y06wuinnx87eetadj55zo5, dd711ekg0nlaosmsy2lz13syy, 6z1isgjrlx4gbcjp5ekawdi39, 7xs1rx9jos4ls85u362y9hqeh, 2aemkadh3bhtgm5db8r89pvit, bxcrdkrcljgx6l4o0uy4rom3t, 7y2fbdkqsz35hgsib6rail1hx, 96xomdtz505yoaz35i5bb8f84, 1ezai0a0n3xem17lwhtxwaml1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530970027,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-04-09T11:30:46.525Z,2023-04-09T23:03:21Z,4176107953,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530970021,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-04-09T11:30:46.525Z,2023-04-09T11:30:46Z,4176107929,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530970073,3,1,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,50,50,2023-04-09T11:30:46.578Z,2023-04-09T23:47:56Z,4176108177,212,13.4,4176108173,140,40.4,4178474455,178,,4176108175,141,37.0,4176108181,279,S,4176108179,213,3.9,4176108171,56,Back,,,,12c7rhdjh6rja1d2j45n3exyi,K. Vaesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530970119,4,1,1,0,1,2nhn3ikl1ciq34w3hcp883d6p,1,40.8,45.4,2023-04-09T11:30:48.455Z,2023-04-10T06:44:38Z,4176108427,141,18.8,4176108423,140,39.0,4176108431,212,18.2,4176108417,56,Back,4176108433,213,4.6,4178474707,178,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530970137,5,1,1,0,4,2nhn3ikl1ciq34w3hcp883d6p,1,35,15.8,2023-04-09T11:30:50.724Z,2023-04-10T06:44:37Z,4176108513,140,27.1,4176108517,212,15.7,4176108519,213,2.1,4176108511,56,Back,4178474813,178,,4176108515,141,35.4,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530970171,6,1,1,0,6,2nhn3ikl1ciq34w3hcp883d6p,1,21.3,43.1,2023-04-09T11:30:52.825Z,2023-04-10T06:44:37Z,4178474897,178,,4176108677,56,Back,4176108683,212,20.1,4176108679,140,25.0,4176108681,141,72.1,4176108685,213,1.4,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530970217,7,1,1,0,8,2nhn3ikl1ciq34w3hcp883d6p,1,18.4,81.5,2023-04-09T11:30:55.030Z,2023-04-10T06:44:37Z,4176108917,140,29.5,4178474973,178,,4176108921,212,13.2,4176108915,56,Back,4176108923,213,0.5,4176108919,141,90.5,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530970277,8,1,1,0,9,2nhn3ikl1ciq34w3hcp883d6p,1,28.3,94.9,2023-04-09T11:30:56.233Z,2023-04-10T06:44:36Z,4176109235,212,14.6,4176109231,140,32.4,4178475039,178,,4176109233,141,74.4,4176109237,213,5.0,4176109229,56,Back,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
