id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/18/value,qualifier/19/value
2469552407,7,74,1,0,9,6vyr13j6kbwdtxjwm1m4m8nu2,1,38.5,81.2,2022-10-09T11:30:28.078Z,2022-10-10T11:01:03Z,3831109279,56,Back,3831109281,285,,3831112487,233,4,3834594853,389,,,,,,,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552459,5,1,1,0,11,b7jmo07lqav0wfe2mtlzyspak,1,61.9,16,2022-10-09T11:30:29.509Z,2022-10-10T11:01:02Z,3834594937,178,,3831109587,56,Right,3831109591,141,4.6,3831109595,213,5.0,3831109589,140,64.0,3831109593,212,8.1,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552465,6,49,1,0,11,b7jmo07lqav0wfe2mtlzyspak,1,61,6.6,2022-10-09T11:30:30.303Z,2022-10-10T11:01:01Z,,,,,,,,,,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552479,7,50,1,0,15,b7jmo07lqav0wfe2mtlzyspak,1,80.7,2.1,2022-10-09T11:30:33.656Z,2022-10-10T11:00:56Z,3831109655,56,Right,3831109715,233,8,3831109659,286,,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552481,8,7,1,0,15,6vyr13j6kbwdtxjwm1m4m8nu2,1,19.3,97.9,2022-10-09T11:30:33.698Z,2022-10-10T11:00:56Z,3834595103,178,,3831109705,233,7,3831109677,285,,3831109673,167,,3831109675,56,Back,3833015671,385,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552517,8,5,1,0,15,b7jmo07lqav0wfe2mtlzyspak,1,83,-1.5,2022-10-09T11:30:33.775Z,2022-10-10T07:13:44Z,3831109833,347,,3831109857,233,9,3831109831,56,Right,,,,,,,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552483,9,5,1,0,15,6vyr13j6kbwdtxjwm1m4m8nu2,0,17,101.5,2022-10-09T11:30:33.775Z,2022-10-10T07:13:45Z,3831109687,347,,3831109893,233,8,3831109685,56,Back,,,,,,,,,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552701,9,1,1,0,33,b7jmo07lqav0wfe2mtlzyspak,0,88.7,0,2022-10-09T11:30:52.372Z,2022-10-10T11:00:55Z,3831110733,140,92.3,3831110737,212,20.7,3831110739,213,1.4,3831110731,56,Center,3831110729,107,,3831110735,141,27.9,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552743,10,12,1,0,35,6vyr13j6kbwdtxjwm1m4m8nu2,1,8.3,68.9,2022-10-09T11:30:54.135Z,2022-10-10T11:00:55Z,3831110973,15,,3831110949,212,21.1,3831110951,213,6.2,3831110945,140,28.4,3834595321,388,,3831110943,56,Back,3831110947,141,67.3,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552779,10,1,1,0,36,b7jmo07lqav0wfe2mtlzyspak,0,79.2,28.8,2022-10-09T11:30:55.228Z,2022-10-10T11:00:55Z,3831111093,3,,3831111097,140,76.7,3831111103,213,2.0,3831111095,56,Center,3834595419,388,,3831111101,212,6.1,3831111099,141,36.9,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552807,11,44,1,0,38,6vyr13j6kbwdtxjwm1m4m8nu2,1,17.6,57.4,2022-10-09T11:30:57.002Z,2022-10-10T11:00:54Z,3831111279,285,,3831111277,56,Back,3831111293,233,11,,,,,,,,,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552787,11,44,1,0,38,b7jmo07lqav0wfe2mtlzyspak,0,82.4,42.6,2022-10-09T11:30:57.003Z,2022-10-10T11:00:53Z,3831111145,56,Center,3831111297,233,11,3831111147,286,,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552821,12,1,1,0,38,6vyr13j6kbwdtxjwm1m4m8nu2,0,17.9,57.8,2022-10-09T11:30:57.085Z,2022-10-10T11:00:53Z,3831111343,213,5.7,3831111331,3,,3831111335,140,28.4,3834595563,388,,3831111333,56,Back,3831111341,212,13.0,3831111339,141,47.6,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470210101,747,43,1,0,41,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-09T11:31:00.342Z,2022-10-10T07:36:07Z,3834630623,15,0,3834630805,144,82,3834630621,178,0,,,,,,,,,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552837,12,1,1,0,42,b7jmo07lqav0wfe2mtlzyspak,0,70,56.5,2022-10-09T11:31:00.816Z,2022-10-10T11:00:52Z,3831111433,212,10.9,3831111435,213,5.2,3831111429,140,75.3,3831111431,141,42.7,3834595739,388,,3831111425,56,Center,3831111423,3,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470210115,748,43,1,0,42,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-09T11:31:00.827Z,2022-10-10T07:36:08Z,3834630701,388,0,3834630827,144,82,3834630703,15,0,,,,,,,,,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552937,13,1,1,0,43,6vyr13j6kbwdtxjwm1m4m8nu2,1,27.9,51,2022-10-09T11:31:01.702Z,2022-10-10T11:00:51Z,3831111953,212,17.7,3831111951,141,29.8,3831111955,213,5.3,3831111949,140,37.7,3831111943,155,,3831111947,56,Back,3834595833,178,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553213,15,43,1,0,45,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-09T11:31:03.696Z,2022-10-09T18:09:30Z,3831113481,56,Back,3833026521,144,61,,,,,,,,,,,,,,,,,,,e2w5cj66plnx3kuhnehgswsus,J. Duranville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552939,14,4,1,0,45,6vyr13j6kbwdtxjwm1m4m8nu2,1,37,28.7,2022-10-09T11:31:04.056Z,2022-10-10T11:00:51Z,3831111965,13,,3831111971,265,,3831111973,286,,3831111967,56,Back,3831111969,152,,3831111985,233,13,,,,,,,e2w5cj66plnx3kuhnehgswsus,J. Duranville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469552909,13,4,1,0,45,b7jmo07lqav0wfe2mtlzyspak,0,63,71.3,2022-10-09T11:31:04.057Z,2022-10-10T11:00:50Z,3831111833,13,,3831111837,152,,3831111841,285,,3831111835,56,Center,3834595961,178,,3831111839,265,,3831112009,233,14,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553299,16,1,1,1,16,6vyr13j6kbwdtxjwm1m4m8nu2,1,37.9,27,2022-10-09T11:31:34.804Z,2022-10-10T11:00:50Z,3831113869,141,53.0,3834596165,178,,3831113873,213,2.5,3831113863,152,,3831113867,140,15.7,3831113865,56,Back,3831113871,212,29.3,3831113861,5,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553325,17,1,1,1,19,6vyr13j6kbwdtxjwm1m4m8nu2,1,17.5,48.2,2022-10-09T11:31:37.868Z,2022-10-10T11:00:49Z,3831114003,140,25.2,3831114007,212,26.4,3831114001,56,Back,3831114005,141,85.1,3831114009,213,1.3,3834596291,178,,,,,,,,3z37ancgteqhbhpygl0brzzdh,H. Van Crombrugge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553377,18,1,1,1,22,6vyr13j6kbwdtxjwm1m4m8nu2,1,21.7,93.5,2022-10-09T11:31:40.659Z,2022-10-10T11:00:49Z,3834596373,178,,3831114327,56,Back,3831114333,212,11.3,3831114329,140,32.4,3831114331,141,94.7,3831114335,213,0.1,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469920409,734,3,1,1,23,6vyr13j6kbwdtxjwm1m4m8nu2,1,30.2,98.5,2022-10-09T11:31:42.389Z,2022-10-10T11:00:46Z,3833028761,285,,3834175621,233,918,3833028963,465,,3834596583,178,,3833028759,56,Back,,,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469920411,918,45,1,1,23,b7jmo07lqav0wfe2mtlzyspak,0,69.8,1.5,2022-10-09T11:31:42.389Z,2022-10-10T11:00:47Z,3833028763,56,Right,3834175643,233,734,3833028765,286,,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553395,19,1,1,1,25,6vyr13j6kbwdtxjwm1m4m8nu2,0,27.6,92,2022-10-09T11:31:43.803Z,2022-10-10T11:00:45Z,3831114433,213,4.4,3831114431,212,7.9,3831114513,236,,3831114423,56,Back,3831114429,141,81.1,3831114519,286,,3831114425,140,25.1,3834596787,178,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,3831114515,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553407,14,74,1,1,25,b7jmo07lqav0wfe2mtlzyspak,1,72.7,13.4,2022-10-09T11:31:43.990Z,2022-10-10T11:00:45Z,3834596875,178,,3831114531,233,19,3831114473,285,,3831114471,56,Right,,,,,,,,,,,,,3nr55odndzunwlb658bsnlwx5,J. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553437,15,5,1,1,28,b7jmo07lqav0wfe2mtlzyspak,0,85.5,-1.2,2022-10-09T11:31:46.488Z,2022-10-10T07:14:45Z,3831115535,233,20,3831114609,347,,3831114607,56,Right,,,,,,,,,,,,,,,,3nr55odndzunwlb658bsnlwx5,J. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553617,20,5,1,1,28,6vyr13j6kbwdtxjwm1m4m8nu2,1,14.5,101.2,2022-10-09T11:31:46.488Z,2022-10-10T07:14:45Z,3831115495,347,,3831115493,56,Back,3831115523,233,15,,,,,,,,,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553635,21,1,1,1,40,6vyr13j6kbwdtxjwm1m4m8nu2,1,20.6,100,2022-10-09T11:31:59.124Z,2022-10-10T11:00:44Z,3831115619,140,22.6,3831115621,141,86.8,3831115615,107,,3831115625,213,4.9,3831115623,212,10.1,3831115617,56,Back,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553673,22,1,1,1,41,6vyr13j6kbwdtxjwm1m4m8nu2,0,22.1,89.6,2022-10-09T11:31:59.905Z,2022-10-10T11:00:44Z,3831115761,212,21.7,3834597089,178,,3831115755,56,Back,3831115765,1,,3831115763,213,6.1,3831115753,157,,3831115757,140,42.3,3831115759,141,82.6,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553709,16,61,1,1,43,b7jmo07lqav0wfe2mtlzyspak,1,64.3,25.1,2022-10-09T11:32:02.331Z,2022-10-10T11:00:43Z,3834597569,388,,3834597567,15,,3831115973,56,Center,,,,,,,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553737,17,1,1,1,46,b7jmo07lqav0wfe2mtlzyspak,0,66.1,23.1,2022-10-09T11:32:04.736Z,2022-10-10T11:00:43Z,3834597781,388,,3831116119,3,,3831116129,213,0.2,3831116121,56,Center,3831116125,141,24.7,3831116127,212,6.3,3831116123,140,72.0,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553805,23,1,1,1,47,6vyr13j6kbwdtxjwm1m4m8nu2,0,25.7,76.2,2022-10-09T11:32:05.858Z,2022-10-10T11:00:43Z,3834597993,388,,3831116499,212,9.5,3831116501,213,6.2,3831116491,3,,3831116495,140,34.7,3831116497,141,74.5,3831116493,56,Back,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553759,18,1,1,1,49,b7jmo07lqav0wfe2mtlzyspak,0,67,23.6,2022-10-09T11:32:07.954Z,2022-10-10T11:00:42Z,3831116249,212,5.9,3831116247,141,28.9,3831116243,56,Center,3831116251,213,0.7,3834598089,388,,3831116245,140,71.4,3831116241,3,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553811,24,50,1,1,51,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.3,80.9,2022-10-09T11:32:09.966Z,2022-10-10T10:37:13Z,3831116753,233,19,3831116527,56,Back,3834833091,286,,,,,,,,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553853,19,7,1,1,52,b7jmo07lqav0wfe2mtlzyspak,1,65.7,19.1,2022-10-09T11:32:11.334Z,2022-10-10T10:37:13Z,3834833099,285,,3834598501,178,,3833031325,383,,3831116717,56,Right,3831116749,233,24,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553855,20,1,1,1,54,b7jmo07lqav0wfe2mtlzyspak,0,67.2,18.5,2022-10-09T11:32:12.456Z,2022-10-10T11:00:40Z,3831116721,56,Right,3833032333,140,66.5,3833032337,212,1.9,3833032335,141,15.9,3833032339,213,4.3,3834598593,178,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469555519,36,45,1,1,55,b7jmo07lqav0wfe2mtlzyspak,0,64.9,16.5,2022-10-09T11:32:13.752Z,2022-10-10T11:00:39Z,3831125191,56,Right,3831125193,285,,3831125991,233,36,,,,,,,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469554955,36,3,1,1,55,6vyr13j6kbwdtxjwm1m4m8nu2,1,35.1,83.5,2022-10-09T11:32:13.752Z,2022-10-10T11:00:37Z,3833033275,464,,3831122255,286,,3834598725,178,,3831125869,233,36,3831122253,56,Back,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470210631,935,83,1,1,56,b7jmo07lqav0wfe2mtlzyspak,1,62.5,17.2,2022-10-09T11:32:14.871Z,2022-10-10T11:00:37Z,3834633467,399,438012,,,,,,,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469555683,47,1,1,1,56,6vyr13j6kbwdtxjwm1m4m8nu2,1,37.6,82.7,2022-10-09T11:32:14.885Z,2022-10-10T11:00:36Z,3834598907,178,,3831126019,141,50.9,3831126015,56,Center,3831126021,212,25.5,3831126023,213,5.3,3831126017,140,50.4,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553931,25,1,1,1,59,6vyr13j6kbwdtxjwm1m4m8nu2,1,50.2,52.6,2022-10-09T11:32:18.166Z,2022-10-10T11:00:36Z,3831117105,56,Right,3831117117,212,32.6,3831117113,141,7.7,3831117109,140,61.0,3834599103,178,,3834869901,1,,3831117119,213,5.1,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469553963,26,43,1,2,3,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-09T11:32:22.294Z,2022-10-09T12:23:21Z,3831117271,140,71.3,3831117275,212,25.7,3831117277,213,5.1,3831117269,56,Right,3831117273,141,17.3,3831338819,144,1,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469554063,27,1,1,2,4,6vyr13j6kbwdtxjwm1m4m8nu2,1,74.5,9.8,2022-10-09T11:32:22.952Z,2022-10-10T11:00:35Z,3831117919,141,18.5,3831117915,56,Right,3831117921,212,22.4,3831117917,140,95.1,3834599331,178,,3831117923,213,0.3,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
