id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/value,assist,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2466444307,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-02T13:07:34.879Z,2022-10-02T14:04:22Z,3814425371,30,"be0ws51ws5cm9wzmcp3ozmklx, 7s4ws0u4erq1jfobqpsj0aoes, 7dayrhr0c60zbc1b6lig8pm8l, eyvf8uu7jltbzalaov3qt1w5, etos5xv3v2ptiktdk5yuhrjkl, ettrapmxg36vw2egivejegzc9, 9hiut57u02lly1nfdixef8bth, 18pgjfpl9s8qy32mblzygsyc5, 8fs5klbsyx06c5ds9s1i3xu96, b9wew8z92aj36vvxfj3q7kxcl, 1khy4w78z012p8z20gcp0nrvt, 6q53ei01tbb5kxjr1mhfjysph, ebx4h86svfnvegspalqgxqfah, 7dnxkce4kn8qchaavv6e4tm21, 1d2fpmtdglpqwyhnc657n77it, 2igz499o21aihmkugktp3nyms, dnt7ahwfj8endqngxwfll1tjp, 2cc5y9hjnc8nqrh58ojz6ajth",3814448987,197,3312,3814425373,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3814425375,59,"33, 18, 14, 31, 5, 2, 8, 24, 7, 29, 11, 1, 6, 10, 17, 19, 21, 22",3814425379,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3814425383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814425381,194,9hiut57u02lly1nfdixef8bth,3814425377,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466452405,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-10-02T13:14:19.237Z,2022-10-02T14:00:11Z,3814468687,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3814468695,194,8jc7tw0nw37trgyli0oyz1soa,3814468691,130,17,3814468693,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3814468689,59,"1, 34, 29, 4, 24, 5, 22, 14, 9, 10, 23, 2, 11, 17, 28, 36, 66, 89",3814468685,30,"d5ecnjd6h89iepxrvrlfn97ft, a0ecz4nlxrr62dcwixtmjiwyy, 8tdpdb9i9liifn3gvaadzh08a, 52qemp1py9mm9unjvxaphv209, 8am2h5qc7296fima2r4wam63u, bmbn4q2uorkgosgaig6migpux, 2jhi0lbbo65dsfv4ho9pmlgix, 8jc7tw0nw37trgyli0oyz1soa, 1gzgkjei16r4lt2fvcedy1jvt, 2xba9p5cocj599cltnabjes45, 5wn1xudozb4s78x0m8ch7vn8q, 8dmbved65hvshm1jmfu5xi8ve, ez9zc94k1nj4qxjf2hrvj5dgq, 3l1v52usaf9mmi9dwowdwv3e, 7weuixp1j81ga9pjhouf2h2hh, 8d0ffyx2qnnp0limf5aou92ei, 5iuagsqdiiaadb5yuf7r4vzmc, 9hnyebqut9tmn4q0m0y9n3kd1",3814468697,197,6718,3814468699,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466493835,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-10-02T14:00:46.104Z,2022-10-02T14:00:46Z,3814697991,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466493841,2,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-02T14:00:46.104Z,2022-10-02T20:08:34Z,3814697999,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466493855,3,1,1,0,0,8y3iucyxguipljcmf87a11bk9,1,50,49.7,2022-10-02T14:00:46.505Z,2022-10-03T03:55:58Z,3814698063,140,39.5,3814698061,56,Back,3814698065,141,49.9,3814698071,279,S,3814698067,212,11.0,3816839807,178,,3814698069,213,3.1,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466493889,4,1,1,0,2,8y3iucyxguipljcmf87a11bk9,1,38,51.3,2022-10-02T14:00:48.354Z,2022-10-03T08:18:03Z,3816839813,178,,3814698239,213,2.1,3814698237,212,21.7,3814698235,141,78.5,3814698231,56,Back,3814698233,140,27.2,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466493909,5,1,1,0,4,8y3iucyxguipljcmf87a11bk9,1,31.7,78,2022-10-02T14:00:50.843Z,2022-10-03T08:18:03Z,3816839817,178,,3814698335,140,40.8,3814698333,56,Back,3814698337,141,94.2,3814698341,213,0.9,3814698339,212,14.6,,,,,,,eyvf8uu7jltbzalaov3qt1w5,B. Godeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466493921,6,1,1,0,6,8y3iucyxguipljcmf87a11bk9,0,43.4,96.7,2022-10-02T14:00:52.866Z,2022-10-03T08:18:02Z,3814698387,212,21.4,3814698389,213,6.2,3816839821,178,,3814698381,140,63.7,3814698383,141,94.4,3814698377,56,Left,,,,,,,7dayrhr0c60zbc1b6lig8pm8l,A. Castro-Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466892487,824,43,1,0,8,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-10-02T14:00:54.129Z,2022-10-03T06:08:01Z,3816869233,233,1041,3816929723,144,67,,,,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466892485,1041,43,1,0,8,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-10-02T14:00:54.130Z,2022-10-03T06:08:02Z,3816869241,233,824,3816929733,144,67,,,,,,,,,,,,,,,,,,,b9wew8z92aj36vvxfj3q7kxcl,L. Depoitre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
