id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/9/value,keyPass,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/16/value
2495618453,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-01-07T16:15:31.492Z,2023-01-07T17:13:21Z,3968671209,194,8jc7tw0nw37trgyli0oyz1soa,3968671205,130,18,3968671211,197,6718,3968671213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968671201,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3968671199,30,"d5ecnjd6h89iepxrvrlfn97ft, a0ecz4nlxrr62dcwixtmjiwyy, 1e7u0otkuyc81nhumjkcrvmd, a5ls0i1ztco0zee3la61zv4rt, 52qemp1py9mm9unjvxaphv209, bmbn4q2uorkgosgaig6migpux, 2jhi0lbbo65dsfv4ho9pmlgix, 8jc7tw0nw37trgyli0oyz1soa, 2xba9p5cocj599cltnabjes45, 8d0ffyx2qnnp0limf5aou92ei, 1gzgkjei16r4lt2fvcedy1jvt, b13ly8cuyvgraih4y0wxuami2, enyx6hc9mfglu3w2robv9hd9m, ez9zc94k1nj4qxjf2hrvj5dgq, 3l1v52usaf9mmi9dwowdwv3e, 8am2h5qc7296fima2r4wam63u, cclqq6kcvqz5zvxbzt62dyolw, 9hnyebqut9tmn4q0m0y9n3kd1",3968671203,59,"1, 34, 19, 18, 4, 5, 22, 14, 10, 36, 9, 7, 8, 11, 17, 24, 42, 89",3968671207,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495618523,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-01-07T16:15:34.911Z,2023-01-07T17:16:58Z,3968671601,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3968671597,30,"6qlfe04qjldj3rkeeme6gdi39, e2z19y8is5m24brpa3gzn02qx, bjhjz96omjukrg6tj3mny39t6, 7xs1rx9jos4ls85u362y9hqeh, 5ujoracvgg00kzd0a8rh8oa1h, 9kywhmzih4xhuz5d1rrxjcpd6, 1kr8slemziskw8bm2ir4shlud, 8hl43dvm1d57g011yacyoooa1, 96xomdtz505yoaz35i5bb8f84, 21545vwheo9a30u5hgnsrecmi, 2j8y06wuinnx87eetadj55zo5, 6z1isgjrlx4gbcjp5ekawdi39, auqy1bigw2a1owxg441wojzyt, 2aemkadh3bhtgm5db8r89pvit, 7y2fbdkqsz35hgsib6rail1hx, 9qm1adecprlczxw7ldbpvoi51, dd711ekg0nlaosmsy2lz13syy, 1ezai0a0n3xem17lwhtxwaml1",3968671603,59,"1, 22, 11, 8, 33, 24, 35, 4, 45, 9, 5, 2, 7, 20, 25, 32, 39, 55",3968671607,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3968671609,194,6qlfe04qjldj3rkeeme6gdi39,3968671605,130,2,3968671611,197,6184,3968671613,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674405,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-01-07T17:17:37.629Z,2023-01-08T06:12:11Z,3968970401,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674411,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-01-07T17:17:37.629Z,2023-01-07T17:17:40Z,3968970433,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674419,3,43,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-01-07T17:17:37.729Z,2023-01-07T17:17:41Z,3968970479,141,50.6,3968970475,56,Center,3968970481,212,0,3968970477,140,50.5,3968970483,213,3.1,3968970579,144,1,3968970485,279,S,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674513,4,1,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,50.3,50,2023-01-07T17:17:38.020Z,2023-01-08T06:18:11Z,3969861291,178,,3969839465,279,S,3968971019,56,Back,3968971021,140,39.0,3968971025,212,11.9,3968971027,213,3.2,3968971023,141,49.4,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674527,5,1,1,0,2,2nhn3ikl1ciq34w3hcp883d6p,1,40.4,48.1,2023-01-07T17:17:39.855Z,2023-01-08T10:43:56Z,3968971151,140,65.1,3968971153,141,4.0,3968971149,56,Right,3968971157,213,5.4,3968971155,212,39.6,3968971159,1,,3969861533,178,,3968971147,155,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674535,6,44,1,0,4,2nhn3ikl1ciq34w3hcp883d6p,1,72.9,9,2023-01-07T17:17:42.542Z,2023-01-08T10:43:56Z,3968971203,56,Right,3968971205,286,,3968971229,233,3,,,,,,,,,,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674539,3,44,1,0,4,3ix9om1svhd6obl0mbk1otgop,0,27.1,91,2023-01-07T17:17:42.543Z,2023-01-08T10:43:55Z,3968971209,56,Back,3968971237,233,6,3968971211,285,,,,,,,,,,,,,,,,,1e7u0otkuyc81nhumjkcrvmd,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674543,7,1,1,0,4,2nhn3ikl1ciq34w3hcp883d6p,0,72.5,9.8,2023-01-07T17:17:42.571Z,2023-01-08T10:43:55Z,3968971251,213,5.8,3968971241,3,,3969861601,388,,3968971245,140,87.7,3968971249,212,17.7,3968971243,56,Right,3968971247,141,0.0,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674611,4,5,1,0,8,3ix9om1svhd6obl0mbk1otgop,1,13.2,101.6,2023-01-07T17:17:45.691Z,2023-01-08T06:18:50Z,3968971601,347,,3968971617,233,8,3968971599,56,Back,,,,,,,,,,,,,,,,1e7u0otkuyc81nhumjkcrvmd,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674545,8,5,1,0,8,2nhn3ikl1ciq34w3hcp883d6p,0,86.8,-1.6,2023-01-07T17:17:45.691Z,2023-01-08T06:18:51Z,3968971675,233,4,3968971253,56,Right,3968971255,347,,,,,,,,,,,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674635,5,1,1,0,15,3ix9om1svhd6obl0mbk1otgop,0,19,100,2023-01-07T17:17:53.035Z,2023-01-08T10:43:55Z,3968971735,213,6.0,3968971727,56,Back,3968971733,212,24.4,3968971729,140,41.2,3968971725,107,,3968971731,141,91.5,3968971737,1,,,,,1e7u0otkuyc81nhumjkcrvmd,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674657,9,1,1,0,17,2nhn3ikl1ciq34w3hcp883d6p,0,62.7,8.5,2023-01-07T17:17:54.788Z,2023-01-08T10:43:54Z,3968971841,56,Right,3969861743,388,,3968971847,212,8.8,3968971843,140,71.0,3968971839,3,,3968971845,141,7.1,3968971849,213,6.2,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674665,6,1,1,0,18,3ix9om1svhd6obl0mbk1otgop,0,32.2,94.1,2023-01-07T17:17:56.107Z,2023-01-08T10:43:54Z,3968971901,213,5.5,3969861793,388,,3968971891,3,,3968971895,140,39.5,3968971899,212,10.5,3968971897,141,83.6,3968971893,56,Back,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674707,10,1,1,0,19,2nhn3ikl1ciq34w3hcp883d6p,0,60.1,18.6,2023-01-07T17:17:57.208Z,2023-01-08T10:43:53Z,3968972089,157,,3968972091,56,Center,3968972099,213,0.3,3968972095,141,27.0,3968972097,212,17.0,3969861829,178,,3968972101,1,,3968972093,140,75.3,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674733,7,1,1,0,22,3ix9om1svhd6obl0mbk1otgop,0,24.5,71.6,2023-01-07T17:17:59.867Z,2023-01-08T10:43:53Z,3968972241,3,,3969861861,388,,3968972251,213,6.2,3968972247,141,70.3,3968972243,56,Back,3968972249,212,11.5,3968972245,140,35.4,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674743,11,44,1,0,23,2nhn3ikl1ciq34w3hcp883d6p,1,68,32.7,2023-01-07T17:18:01.256Z,2023-01-08T10:43:52Z,3968972273,56,Center,3968972363,233,8,3968972275,286,,,,,,,,,,,,,,,,,96xomdtz505yoaz35i5bb8f84,N. Dorgeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674741,8,44,1,0,23,3ix9om1svhd6obl0mbk1otgop,0,32,67.3,2023-01-07T17:18:01.257Z,2023-01-08T10:43:52Z,3968972267,56,Back,3968972269,285,,3968972333,233,11,,,,,,,,,,,,,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495813053,880,1,1,0,23,2nhn3ikl1ciq34w3hcp883d6p,1,67.9,31.4,2023-01-07T17:18:01.320Z,2023-01-08T10:43:51Z,3969717771,141,29.1,3969717775,213,3.3,3969717773,212,8.9,3969861911,388,,3969717769,140,59.6,3969717765,3,,3969717767,56,Center,,,,96xomdtz505yoaz35i5bb8f84,N. Dorgeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674765,12,49,1,0,24,2nhn3ikl1ciq34w3hcp883d6p,1,63.4,33.4,2023-01-07T17:18:01.907Z,2023-01-08T10:43:51Z,,,,,,,,,,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674791,13,1,1,0,25,2nhn3ikl1ciq34w3hcp883d6p,1,64,32.7,2023-01-07T17:18:03.143Z,2023-01-08T10:43:50Z,3968972537,212,19.1,3968972533,140,55.2,3968972539,213,2.1,3968972535,141,57.3,3968972531,56,Center,3969861993,178,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674853,14,1,1,0,28,2nhn3ikl1ciq34w3hcp883d6p,1,55.1,58.5,2023-01-07T17:18:05.968Z,2023-01-08T10:43:49Z,3968972881,140,73.2,3968972877,56,Right,3968972873,155,,3969862013,178,,3968972887,212,39.2,3968972883,141,8.0,3968972891,1,,3968972889,213,5.2,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674855,15,61,1,0,30,2nhn3ikl1ciq34w3hcp883d6p,0,74.2,9.2,2023-01-07T17:18:08.382Z,2023-01-08T10:43:49Z,3968972911,56,Right,3969862101,388,,,,,,,,,,,,,,,,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674881,10,1,1,0,32,3ix9om1svhd6obl0mbk1otgop,0,32.1,76.9,2023-01-07T17:18:10.008Z,2023-01-08T10:43:48Z,3968973069,141,100.0,3968973065,56,Back,3968973067,140,28.9,3968973071,212,17.3,3968973073,213,1.8,3969862299,178,,,,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674885,11,5,1,0,34,3ix9om1svhd6obl0mbk1otgop,0,27.8,101.5,2023-01-07T17:18:12.108Z,2023-01-08T06:20:16Z,3968973087,56,Back,3968973259,233,16,3968973089,347,,,,,,,,,,,,,,,,,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
