id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/19/value
2496069553,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-01-08T19:03:41.697Z,2023-01-08T20:23:37Z,3971067221,30,"49vbniwasp2kyt27jw0cv6m6t, a8pgjuz5yrbxyf1t905gj327d, 2vmpkyku0hwv0zdbbzunt2xux, 4juerzftkeiuzctoiei6dmtp1, 1abf0y93zbw1sw183nblqoicp, dmk8usvqtzv60bwkoxk7kfqxg, 73z9v9oz73hlmnswrzp860yj9, cjf412x9sg56vos0jkj85k3ys, cinzr4hnryu433l6z40j5x49h, d1j29sgb7rmc6dxe3koyyr0et, f3e9qk9oz4feldhgetdpcd0ph, 91qd93lqgpe700ps0b6a7ntn9, dvomh2gx3wd5x5v1dmlnkdpzp, 1fdi6uzonmsod2drzro8bj3rp, 91sex5ir1pp4b2beotoua7mqx, 6u73l7tuxx0958ij9kvdizjrp, 58b30n3a3qc1s5tpfn8er7tw4, 73pmo92alzawlt2yo2bfartn9",3971067225,59,"12, 11, 13, 14, 28, 25, 24, 27, 9, 10, 33, 4, 6, 8, 15, 29, 43, 77",3971067233,197,8055,3971067229,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3971067235,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971067227,130,13,3971067231,194,f3e9qk9oz4feldhgetdpcd0ph,3971067223,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496069815,1,34,16,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2023-01-08T19:04:39.357Z,2023-01-08T20:17:42Z,3971068495,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3971068491,59,"1, 6, 70, 25, 4, 44, 32, 10, 17, 20, 33, 29, 5, 7, 16, 19, 23, 21",3971068501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971068499,197,8054,3971068497,194,8b95khn8h8qz3y4u4coajs5at,3971068487,30,"6yegi163rq5fsloppfubi3sh5, 5lbzx05vthw9nbhpmzw5e1562, 3pr51w08wkrl03rpafmsouj85, 5zdapzrncz7vch3yrgftfp5g, 6fdwd71dx2qu7uzzs3ozm9x7u, 5n522jpifzyf9qu0z41kuf7my, 280b4j6oidfonglcbr2vlj59m, 8b95khn8h8qz3y4u4coajs5at, 6437iwpplyfh71o9b7uxdylii, 9n5wjnjloy0c2euwhsu9u1y39, 4o8lvm1ffxrywogokfztc6sb9, bcfayigqu8oygm1xvpgl9akt1, bf22is04tealb92h075c7u356, 6eg8vaxpqsd6cyh736h7bq4x6, eczyz1c2lgqelhp13xiqb0vhm, 86q9d3y84b0pplcnvrnqavswk, 7hdyeeejo7h9kvqt7x8jlrlec, eb1rih67f03kwljbge37id1ck",3971068489,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3971068493,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079263,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-01-08T20:02:34.276Z,2023-02-02T09:38:14Z,3971125535,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079267,2,32,1,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2023-01-08T20:02:34.276Z,2023-01-08T20:02:36Z,3971125543,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079287,3,1,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,50,50,2023-01-08T20:02:34.645Z,2023-01-09T04:22:47Z,3971125713,141,50.3,3971125717,213,3.1,3971125719,279,S,3971409909,178,,3971125709,56,Back,3971125715,212,6.6,3971125711,140,43.7,,,,cinzr4hnryu433l6z40j5x49h,Mario González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079399,9,1,1,0,2,bw9wm8pqfzcchumhiwdt2w15c,1,42.7,49.1,2023-01-08T20:02:36.490Z,2023-02-02T09:50:19Z,3971409967,178,,3971126341,213,3.0,3971126335,140,31.8,3971126333,56,Back,3971126337,141,51.5,3971126339,212,11.6,,,,,,,d1j29sgb7rmc6dxe3koyyr0et,R. Holzhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079295,4,1,1,0,4,bw9wm8pqfzcchumhiwdt2w15c,1,31,51.2,2023-01-08T20:02:38.431Z,2023-01-09T09:52:30Z,3971125753,56,Back,3971410013,178,,3971125757,141,86.0,3971125759,212,27.9,3971125755,140,16.9,3971125761,213,2.1,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079315,5,1,1,0,7,bw9wm8pqfzcchumhiwdt2w15c,0,16.8,82.2,2023-01-08T20:02:41.887Z,2023-01-09T09:52:29Z,3971125859,213,0.2,3971125857,212,39.9,3971125853,140,54.1,3971410045,178,,3971125855,141,93.3,3971125861,1,,3971125851,56,Left,3971125849,155,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079309,3,44,1,0,10,1uk609mhtsfhokhaewjapb26,1,46.6,8.2,2023-01-08T20:02:44.832Z,2023-01-09T09:52:28Z,3971125811,56,Back,3971125813,285,,3971125903,233,6,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496079317,6,44,1,0,10,bw9wm8pqfzcchumhiwdt2w15c,0,53.4,91.8,2023-01-08T20:02:44.833Z,2023-01-09T09:52:28Z,3971125869,56,Left,3971125937,233,3,3971125871,286,,,,,,,,,,,,,,,,,f3e9qk9oz4feldhgetdpcd0ph,M. Maertens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
