id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2521584371,99,61,1,0,6,1oyb7oym5nwzny8vxf03szd2h,1,63.6,71.8,2023-03-18T15:00:58.066Z,2023-03-19T09:06:43Z,4108275321,388,,4108275319,15,,4105511093,56,Center,,,,,,,,,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558783,7,1,1,0,7,1oyb7oym5nwzny8vxf03szd2h,1,62.8,81.6,2023-03-18T15:00:59.260Z,2023-03-19T09:06:42Z,4105375529,212,9.6,4108275733,178,,4105375531,213,0.8,4105375525,140,69.4,4105512469,155,,4105375523,56,Left,4105375527,141,91.4,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558841,8,1,1,0,11,1oyb7oym5nwzny8vxf03szd2h,0,84.4,92.2,2023-03-18T15:01:03.380Z,2023-03-19T09:06:40Z,4105375809,155,,4105375819,213,5.1,4106850011,224,,4105375813,140,94.5,4106850013,72,,4105375811,56,Center,4105375815,141,55.2,4108275987,178,,16o074zua15qkk7x0me7gi1w4,B. Meijer,4105375807,2,4105375817,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558879,5,52,1,0,13,1uk609mhtsfhokhaewjapb26,1,6,50.4,2023-03-18T15:01:04.999Z,2023-03-19T09:06:39Z,4108276185,178,,4106850253,377,,,,,,,,,,,,,,,,,,,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559023,6,1,1,0,15,1uk609mhtsfhokhaewjapb26,1,14.6,42.4,2023-03-18T15:01:07.055Z,2023-03-19T09:06:39Z,4105376737,213,5.7,4105376729,56,Back,4105376733,141,28.3,4105376735,212,17.3,4108276329,178,,4105376731,140,28.3,4105376727,123,,,,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559095,7,1,1,0,20,1uk609mhtsfhokhaewjapb26,1,27.2,46.8,2023-03-18T15:01:11.676Z,2023-03-19T09:06:36Z,4105377031,140,19.5,4108276655,178,,4105377037,213,2.0,4105377029,56,Back,4105377033,141,73.3,4105377035,212,19.8,,,,,,,5np1ksd9qkmc511ihzvikhy0a,A. Kadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559131,8,1,1,0,22,1uk609mhtsfhokhaewjapb26,1,21.1,79.7,2023-03-18T15:01:13.660Z,2023-03-19T09:06:36Z,4105377173,56,Back,4105377181,213,1.2,4105377177,141,95.0,4105377175,140,24.9,4108276953,178,,4105377179,212,11.1,,,,,,,eb1rih67f03kwljbge37id1ck,M. Wasinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559281,9,1,1,0,24,1uk609mhtsfhokhaewjapb26,1,30.9,96.2,2023-03-18T15:01:16.294Z,2023-03-19T09:06:35Z,4105377859,56,Left,4105377865,212,22.1,4105377863,141,93.8,4105377867,213,6.2,4108277209,178,,4105377861,140,51.9,,,,,,,6vh5n14h1knmx7yut84q2f2l1,K. D'Haene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559289,10,61,1,0,26,1uk609mhtsfhokhaewjapb26,0,47.7,95.4,2023-03-18T15:01:17.651Z,2023-03-19T09:06:35Z,4105377911,56,Back,4108277541,178,,,,,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559283,10,49,1,0,27,1oyb7oym5nwzny8vxf03szd2h,1,44.4,4.1,2023-03-18T15:01:18.761Z,2023-03-19T09:06:34Z,,,,,,,,,,,,,,,,,,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559351,11,1,1,0,27,1oyb7oym5nwzny8vxf03szd2h,1,44.3,4,2023-03-18T15:01:18.803Z,2023-03-19T09:06:34Z,4105378197,56,Right,4108277995,178,,4105378201,141,16.4,4105378205,213,0.8,4105378203,212,11.6,4105378199,140,51.9,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559355,12,1,1,0,28,1oyb7oym5nwzny8vxf03szd2h,0,49.8,8.1,2023-03-18T15:01:19.808Z,2023-03-19T09:06:33Z,4105378225,212,12.3,4105378223,141,0.0,4105378227,213,5.7,4105378219,56,Right,4108281747,178,,4105378221,140,59.8,,,,,,,13d7ao0j091449ia61cuut87p,M. Rits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559251,9,43,1,0,28,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-03-18T15:01:19.831Z,2023-03-18T15:07:36Z,4105377741,212,0,4105377743,213,0,4105377737,140,36.6,4105377735,56,Back,4105377739,141,8.3,4105450329,144,1,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559347,11,5,1,0,29,1uk609mhtsfhokhaewjapb26,1,43,101.7,2023-03-18T15:01:20.871Z,2023-03-19T01:20:28Z,4105378181,56,Back,4105378183,347,,4105378293,233,13,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559361,13,5,1,0,29,1oyb7oym5nwzny8vxf03szd2h,0,57,-1.7,2023-03-18T15:01:20.871Z,2023-03-19T01:20:27Z,4105378243,56,Right,4105378391,233,11,4105378245,347,,,,,,,,,,,,,,,,,13d7ao0j091449ia61cuut87p,M. Rits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559573,12,1,1,0,33,1uk609mhtsfhokhaewjapb26,1,50.1,100,2023-03-18T15:01:25.402Z,2023-03-19T09:06:33Z,4105379355,140,45.8,4105379357,141,88.3,4105379353,56,Back,4105379359,212,10.4,4105379363,213,4.3,4105379351,107,,,,,,,,6vh5n14h1knmx7yut84q2f2l1,K. D'Haene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559613,13,1,1,0,36,1uk609mhtsfhokhaewjapb26,1,50.2,91.8,2023-03-18T15:01:28.083Z,2023-03-19T09:06:32Z,4105379545,140,55.7,4105379547,141,92.7,4105379543,56,Left,4105379549,212,5.8,4105379551,213,0.1,4108282477,178,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559631,14,1,1,0,37,1uk609mhtsfhokhaewjapb26,1,53.4,78.6,2023-03-18T15:01:28.558Z,2023-03-19T09:06:31Z,4105379635,141,83.3,4105379639,213,3.0,4105379633,140,24.6,4108283061,178,,4105379637,212,30.4,4105379631,56,Back,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559735,15,1,1,0,40,1uk609mhtsfhokhaewjapb26,1,32.4,85.8,2023-03-18T15:01:31.961Z,2023-03-19T09:06:30Z,4108283353,178,,4105380141,212,22.8,4105380139,141,53.3,4105380137,140,27.1,4105380135,56,Back,4105380145,213,4.5,,,,,,,eb1rih67f03kwljbge37id1ck,M. Wasinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559795,16,1,1,0,44,1uk609mhtsfhokhaewjapb26,0,27.6,44.4,2023-03-18T15:01:35.775Z,2023-03-19T09:06:29Z,4108283545,178,,4105380373,155,,4105380377,56,Center,4105380381,141,38.9,4105380385,213,6.2,4105380379,140,66.5,4105380383,212,41.0,4105380387,1,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559863,14,49,1,0,46,1oyb7oym5nwzny8vxf03szd2h,1,32.1,54.2,2023-03-18T15:01:38.035Z,2023-03-19T09:06:29Z,,,,,,,,,,,,,,,,,,,,,,,,,79m802yjrfr0ji81c8ty1x2xg,J. Spileers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559961,15,1,1,0,46,1oyb7oym5nwzny8vxf03szd2h,1,31.9,54.4,2023-03-18T15:01:38.097Z,2023-03-19T09:06:28Z,4105381217,1,,4105381207,56,Center,4105381213,212,29.7,4105381215,213,5.9,4108284019,178,,4105381205,157,,4105381211,141,37.3,4105381209,140,57.9,79m802yjrfr0ji81c8ty1x2xg,J. Spileers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560059,16,1,1,0,50,1oyb7oym5nwzny8vxf03szd2h,1,52.2,38.9,2023-03-18T15:01:42.260Z,2023-03-19T09:06:28Z,4108284635,178,,4105381675,141,61.8,4105381671,140,58.5,4105381667,56,Center,4105381683,213,1.2,4105381679,212,16.9,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560213,17,1,1,0,52,1oyb7oym5nwzny8vxf03szd2h,1,58.9,59.6,2023-03-18T15:01:44.023Z,2023-03-19T09:06:27Z,4105382473,140,67.5,4105382477,212,22.0,4105382475,141,89.1,4105382471,56,Left,4105382479,213,1.1,4108284907,178,,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560243,18,3,1,0,57,1oyb7oym5nwzny8vxf03szd2h,0,90.7,70.6,2023-03-18T15:01:49.456Z,2023-03-19T09:06:24Z,4106897947,465,,4105382633,286,,4108285777,178,,4105526553,233,17,4105382631,56,Center,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560309,17,7,1,0,58,1uk609mhtsfhokhaewjapb26,1,9.3,29.4,2023-03-18T15:01:49.568Z,2023-03-19T09:06:24Z,4108286091,389,,4105382945,56,Back,4105383039,233,18,4106898239,385,,4105382947,285,,4105382943,167,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560357,18,6,1,1,0,1uk609mhtsfhokhaewjapb26,0,5.2,25.2,2023-03-18T15:01:51.567Z,2023-03-19T01:21:36Z,4105383949,233,19,4105383181,56,Back,4105383183,73,,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560473,19,6,1,1,0,1oyb7oym5nwzny8vxf03szd2h,1,94.8,74.8,2023-03-18T15:01:51.567Z,2023-03-19T01:21:36Z,4105383813,56,Center,4105383873,233,18,4105383815,73,,,,,,,,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562055,20,1,1,1,38,1oyb7oym5nwzny8vxf03szd2h,1,99.5,99.5,2023-03-18T15:02:29.890Z,2023-03-19T09:06:23Z,4105397995,154,,4105391843,223,,4108286817,178,,4105391839,155,,4105391863,1,,4105391859,213,4.5,4105391845,56,Center,4105397993,210,15,7ew7g18qo649t8ld44omgib55,N. Lang,4105391835,6,4105391847,140,93.8,1,4105391855,212,33.9,4105391851,141,50.4,4106901445,20,4105391831,2,,,,,,,,,,,,,,,,,,,,,,,
2521562067,21,15,1,1,40,1oyb7oym5nwzny8vxf03szd2h,1,95.6,44.6,2023-03-18T15:02:31.617Z,2023-03-19T09:06:23Z,4105398081,55,20,4105398093,108,,4105470053,79,,4105398091,103,20.3,4108968781,60,,4105391921,56,Center,4105398097,328,,4105398089,102,50.2,cn6uwymow3ewbnr6niqumao0k,A. Sylla,4108287453,178,4105398073,154,,,4105398107,147,46.7,4105398071,29,,4105398067,72,4105398065,25,4105398239,233,19,4105398103,146,97.2,,,,,,,,,,,,,,,,,
2521562025,19,10,1,1,41,1uk609mhtsfhokhaewjapb26,1,3,54,2023-03-18T15:02:32.657Z,2023-03-19T09:06:23Z,4105391715,178,,4106910161,378,,4105391717,182,,4105398327,233,21,4105391713,173,,4105391719,56,Back,,,,,,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562105,20,4,1,1,41,1uk609mhtsfhokhaewjapb26,1,2.9,55.8,2023-03-18T15:02:32.818Z,2023-03-19T09:06:22Z,4105392113,285,,4105392107,56,Back,4105471777,294,,4105392105,13,,4105392479,233,22,4105392109,152,,,,,,,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562155,22,4,1,1,41,1oyb7oym5nwzny8vxf03szd2h,0,97.1,44.2,2023-03-18T15:02:32.819Z,2023-03-19T09:06:22Z,4105471249,294,,4105392377,56,Center,4105392509,233,20,4105392375,13,,4105392383,286,,4108288215,178,,4105392379,152,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521594099,132,27,1,1,45,1uk609mhtsfhokhaewjapb26,1,0,0,2023-03-18T15:02:36.744Z,2023-03-19T01:22:25Z,4105573379,53,6yegi163rq5fsloppfubi3sh5,4105558467,233,133,4105573377,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593893,133,27,1,1,45,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-03-18T15:02:36.744Z,2023-03-19T01:22:26Z,4105558651,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521594157,133,28,1,2,25,1uk609mhtsfhokhaewjapb26,1,0,0,2023-03-18T15:03:17.050Z,2023-03-19T01:22:59Z,4105558689,55,132,4105558747,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521593933,134,28,1,2,25,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-03-18T15:03:17.050Z,2023-03-19T01:22:59Z,4105558787,233,133,4105557455,55,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564109,21,1,1,2,38,1uk609mhtsfhokhaewjapb26,1,6.7,59.1,2023-03-18T15:03:29.798Z,2023-03-19T09:06:21Z,4105402449,140,37.5,4105402453,212,35.9,4105402441,5,,4105402451,141,82.0,4105402455,213,0.4,4105402447,56,Back,4105402457,1,,4108291941,178,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,4105402445,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564187,22,1,1,2,39,1uk609mhtsfhokhaewjapb26,1,43.1,79.6,2023-03-18T15:03:31.528Z,2023-03-19T09:06:21Z,4105402829,213,6.2,4105402819,56,Center,4105402825,141,77.9,4108292269,178,,4105402827,212,24.7,4105402823,140,66.6,,,,,,,eb1rih67f03kwljbge37id1ck,M. Wasinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564193,23,61,1,2,41,1uk609mhtsfhokhaewjapb26,0,57,81.2,2023-03-18T15:03:32.761Z,2023-03-19T09:06:20Z,4105402843,56,Left,4108292669,178,,,,,,,,,,,,,,,,,,,,3pr51w08wkrl03rpafmsouj85,M. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564217,23,49,1,2,42,1oyb7oym5nwzny8vxf03szd2h,1,43.3,27.4,2023-03-18T15:03:33.885Z,2023-03-19T09:06:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564259,24,1,1,2,42,1oyb7oym5nwzny8vxf03szd2h,0,43.2,27.4,2023-03-18T15:03:33.909Z,2023-03-19T09:06:19Z,4105403141,141,26.2,4105403135,56,Back,4105403145,212,1.0,4105403137,140,42.7,4105403147,213,4.1,4108293223,178,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564389,24,8,1,2,43,1uk609mhtsfhokhaewjapb26,1,54,74.9,2023-03-18T15:03:34.601Z,2023-03-19T09:06:19Z,4105403879,56,Center,4108293597,178,,4106923421,383,,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564467,25,49,1,2,44,1uk609mhtsfhokhaewjapb26,1,57.1,79.9,2023-03-18T15:03:35.745Z,2023-03-19T09:06:19Z,,,,,,,,,,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564281,25,43,1,2,44,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-03-18T15:03:36.104Z,2023-03-18T15:18:11Z,4105403279,141,30.3,4105403283,213,3.1,4105403273,56,Back,4105403281,212,4.7,4105582369,144,1,4105403277,140,36.5,,,,,,,13d7ao0j091449ia61cuut87p,M. Rits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564605,27,1,1,2,45,1uk609mhtsfhokhaewjapb26,1,61.4,81.9,2023-03-18T15:03:36.623Z,2023-03-19T09:06:18Z,4105404905,213,2.1,4105404899,140,56.0,4108293929,178,,4105404903,212,10.4,4105404897,56,Left,4105404901,141,94.8,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
