id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2454247259,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-09-01T17:36:54.059Z,2022-09-01T18:38:08Z,3749633955,197,13967,3749633957,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3749633945,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3749633947,59,"30, 62, 7, 3, 4, 56, 10, 11, 99, 29, 55, 9, 16, 27, 32, 54, 61, 70",3749633943,30,"3z37ancgteqhbhpygl0brzzdh, b3vvxolwxcukqk76hb4scvh79, 5don85s7097g5df42m429b8ix, 1qqhtdvpixhe5zt9mq9omsoh5, av0ok8e56osu0z8sxtlvvw9ud, 88nmn961vtb3bnt9v9rye1h0q, bu7cw3305zs2u7uj2ed5t867e, 5yw1c3i4j9zyt52vomrfbxyol, 7snt4uu7f2d0g7utjm2xfis8a, 8lj9hc8u1351oczzu81mryluc, cu3a4pb4a9g6d0qir3oakd46i, 8q7c0yi5x7vh7032jgbeytal1, 3wwi5vf2l1qbz7e5zdjoy8yga, dwnd8j9ok6ncbp69gmchw953o, drjbms71w0kt1pidq8q17h05w, 8q8qxzmb9j1vntg5llyqa35uy, 7je01bs3a4q6c2gd02ee6da3u, c4n7kjp8c47trslpssnyqjo16",3749633949,130,12,3749633953,194,3z37ancgteqhbhpygl0brzzdh,3749633951,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454247683,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-09-01T17:39:55.794Z,2022-09-01T19:38:23Z,3749636401,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3749636409,194,9hiut57u02lly1nfdixef8bth,3749636403,59,"33, 18, 14, 23, 5, 2, 8, 24, 7, 29, 17, 9, 10, 11, 16, 21, 30, 31",3749636399,30,"be0ws51ws5cm9wzmcp3ozmklx, 7s4ws0u4erq1jfobqpsj0aoes, 7dayrhr0c60zbc1b6lig8pm8l, fs5utga62tud5s06xj27qdat, etos5xv3v2ptiktdk5yuhrjkl, ettrapmxg36vw2egivejegzc9, 9hiut57u02lly1nfdixef8bth, 18pgjfpl9s8qy32mblzygsyc5, 8fs5klbsyx06c5ds9s1i3xu96, b9wew8z92aj36vvxfj3q7kxcl, 1d2fpmtdglpqwyhnc657n77it, dgwhg6g9oys6as69cqcgyi9xx, 7dnxkce4kn8qchaavv6e4tm21, 1khy4w78z012p8z20gcp0nrvt, cxa3j4u8eh5w947p1iba47yfo, dnt7ahwfj8endqngxwfll1tjp, 9xhuc26auh42v6lnyrlupvzf8, eyvf8uu7jltbzalaov3qt1w5",3749636407,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3749636405,130,18,3749636413,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3749636411,197,3190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254561,2,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-09-01T18:30:08.356Z,2022-09-01T18:30:10Z,3749678343,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254559,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-09-01T18:30:08.356Z,2022-09-02T01:17:22Z,3749678335,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254567,3,1,1,0,0,8y3iucyxguipljcmf87a11bk9,1,50.1,49.9,2022-09-01T18:30:08.407Z,2022-09-02T04:00:41Z,3749678361,56,Back,3749678363,140,34.5,3749678371,279,S,3749678369,213,2.9,3750006469,178,,3749678367,212,16.9,3749678365,141,55.8,,,,b9wew8z92aj36vvxfj3q7kxcl,L. Depoitre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254575,4,1,1,0,1,8y3iucyxguipljcmf87a11bk9,1,38.5,56.3,2022-09-01T18:30:10.167Z,2022-09-02T09:48:33Z,3749678409,141,87.5,3749678411,212,22.0,3750006587,178,,3749678413,213,1.8,3749678407,140,32.8,3749678405,56,Back,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254581,5,1,1,0,4,8y3iucyxguipljcmf87a11bk9,1,37.1,90,2022-09-01T18:30:13.155Z,2022-09-02T09:48:33Z,3749678447,56,Back,3750006613,178,,3749678455,213,4.3,3749678451,141,64.8,3749678453,212,19.0,3749678449,140,29.3,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254589,6,1,1,0,6,8y3iucyxguipljcmf87a11bk9,1,27.7,68.7,2022-09-01T18:30:15.190Z,2022-09-02T09:48:32Z,3749678499,141,61.8,3749678495,56,Back,3749678497,140,35.9,3750006631,178,,3749678503,213,5.8,3749678501,212,9.8,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254591,7,1,1,0,7,8y3iucyxguipljcmf87a11bk9,1,36.9,69.7,2022-09-01T18:30:16.200Z,2022-09-02T09:48:32Z,3750006645,178,,3749678517,56,Back,3749678525,213,1.8,3749678521,141,87.2,3749678523,212,12.2,3749678519,140,34.5,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254597,8,1,1,0,10,8y3iucyxguipljcmf87a11bk9,1,35.1,90.4,2022-09-01T18:30:18.729Z,2022-09-02T09:48:31Z,3749678543,56,Back,3749678549,212,15.9,3749678545,140,33.2,3749678551,213,4.6,3749678547,141,67.2,3750006675,178,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254603,9,1,1,0,12,8y3iucyxguipljcmf87a11bk9,1,31.4,67.7,2022-09-01T18:30:21.209Z,2022-09-02T09:48:31Z,3749678615,212,35.3,3749678617,213,4.8,3749678609,56,Back,3749678613,141,15.9,3749678619,1,,3750006721,178,,3749678611,140,32.9,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254607,10,1,1,0,16,8y3iucyxguipljcmf87a11bk9,1,30.1,22.6,2022-09-01T18:30:24.558Z,2022-09-02T09:48:30Z,3749678675,140,28.5,3749678677,141,31.9,3750006753,178,,3749678681,213,1.8,3749678679,212,6.5,3749678673,56,Back,,,,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454254615,11,1,1,0,18,8y3iucyxguipljcmf87a11bk9,1,27.8,45.9,2022-09-01T18:30:27.196Z,2022-09-02T09:48:29Z,3749678749,141,87.8,3750006779,178,,3749678751,212,30.6,3749678753,213,1.2,3749678745,56,Back,3749678747,140,38.5,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
