id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/18/value,assist,qualifier/17/value
2534607259,6,1,1,0,11,b7jmo07lqav0wfe2mtlzyspak,0,71,28.5,2023-04-16T14:00:48.261Z,2023-04-17T05:03:10Z,4195457017,140,71.3,4195457021,212,6.3,4195457015,56,Center,4195457019,141,37.7,4195457025,213,1.5,4197816331,178,,,,,,,,6es2qusg5h5q9ricqm51j1xck,E. Agyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607255,4,49,1,0,13,8y3iucyxguipljcmf87a11bk9,1,29.9,60.9,2023-04-16T14:00:50.299Z,2023-04-17T05:03:19Z,,,,,,,,,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607267,5,1,1,0,13,8y3iucyxguipljcmf87a11bk9,0,30,59,2023-04-16T14:00:50.375Z,2023-04-17T05:03:25Z,4195457053,140,39.0,4195457057,212,11.8,4195457055,141,48.5,4195457059,213,5.6,4197816379,178,,4195457051,56,Back,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607285,7,49,1,0,14,b7jmo07lqav0wfe2mtlzyspak,1,67.9,45.4,2023-04-16T14:00:51.874Z,2023-04-17T05:03:29Z,,,,,,,,,,,,,,,,,,,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607331,8,1,1,0,17,b7jmo07lqav0wfe2mtlzyspak,0,71.5,49,2023-04-16T14:00:54.232Z,2023-04-17T05:03:31Z,4195457295,141,82.3,4195457299,213,0.6,4195457297,212,38.5,4195457291,56,Left,4195457293,140,100.0,4195457301,1,,4197816425,178,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607335,6,5,1,0,19,8y3iucyxguipljcmf87a11bk9,1,-1,22,2023-04-16T14:00:56.753Z,2023-04-17T05:03:35Z,4195457347,233,9,4195457311,346,,4195457309,56,Back,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607337,9,5,1,0,19,b7jmo07lqav0wfe2mtlzyspak,0,101,78,2023-04-16T14:00:56.753Z,2023-04-17T05:03:35Z,4195457317,56,Center,4195457319,346,,4195457365,233,6,,,,,,,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607603,7,1,1,0,40,8y3iucyxguipljcmf87a11bk9,0,4.4,54.9,2023-04-16T14:01:17.610Z,2023-04-17T05:03:39Z,4195458553,140,57.9,4195458557,212,56.9,4195458549,155,,4195458555,141,68.4,4195458547,124,,4195458561,1,,4195458559,213,0.2,4195458565,74,,6q53ei01tbb5kxjr1mhfjysph,P. Nardi,4195458551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607599,10,44,1,0,43,b7jmo07lqav0wfe2mtlzyspak,1,44.4,33.1,2023-04-16T14:01:20.545Z,2023-04-17T06:18:03Z,4195458539,285,,4195458537,56,Back,4195458653,233,8,,,,,,,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607611,8,44,1,0,43,8y3iucyxguipljcmf87a11bk9,0,55.6,66.9,2023-04-16T14:01:20.546Z,2023-04-17T05:03:42Z,4195458673,233,10,4195458599,56,Center,4195458601,286,,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607627,11,1,1,0,43,b7jmo07lqav0wfe2mtlzyspak,0,46.8,34.6,2023-04-16T14:01:20.562Z,2023-04-17T06:18:04Z,4195458681,56,Back,4195458687,212,13.2,4195458685,141,15.2,4195458689,213,4.7,4195458679,3,,4197816487,388,,4195458683,140,46.2,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607647,9,1,1,0,45,8y3iucyxguipljcmf87a11bk9,0,61.9,82.6,2023-04-16T14:01:22.421Z,2023-04-17T05:03:49Z,4195458787,56,Center,4195458793,212,4.7,4195458789,140,64.9,4195458791,141,77.5,4197816517,178,,4195458795,213,5.4,,,,,,,7dayrhr0c60zbc1b6lig8pm8l,A. Castro-Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607657,12,1,1,0,46,b7jmo07lqav0wfe2mtlzyspak,0,42.6,12.3,2023-04-16T14:01:22.918Z,2023-04-17T05:03:53Z,4195458881,141,15.3,4195458885,213,0.3,4197816543,178,,4195458877,56,Back,4195458879,140,49.3,4195458883,212,7.3,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607691,10,1,1,0,48,8y3iucyxguipljcmf87a11bk9,0,53.2,75.4,2023-04-16T14:01:24.933Z,2023-04-17T05:03:58Z,4195459037,141,78.4,4197816555,178,,4195459035,140,70.3,4195459039,212,18.1,4195459031,155,,4195459033,56,Center,4195459041,213,0.1,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607727,13,1,1,0,51,b7jmo07lqav0wfe2mtlzyspak,0,22.6,4.9,2023-04-16T14:01:28.427Z,2023-04-17T05:04:07Z,4195459181,213,0.0,4195459173,140,29.9,4195459169,3,,4197816615,388,,4195459177,141,5.3,4195459179,212,7.7,4195459171,56,Back,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607743,11,1,1,0,52,8y3iucyxguipljcmf87a11bk9,0,55.9,96.3,2023-04-16T14:01:29.864Z,2023-04-17T05:04:33Z,4195459241,56,Left,4195459247,212,10.5,4195459245,141,88.7,4195459249,213,5.8,4195459239,3,,4197816737,388,,4195459243,140,64.6,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607761,14,49,1,0,54,b7jmo07lqav0wfe2mtlzyspak,1,27.4,8.6,2023-04-16T14:01:31.032Z,2023-04-17T05:04:36Z,,,,,,,,,,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607779,15,1,1,0,54,b7jmo07lqav0wfe2mtlzyspak,1,27.4,8.6,2023-04-16T14:01:31.091Z,2023-04-17T05:04:46Z,4197816777,178,,4195459413,56,Back,4195459421,213,0.5,4195459417,141,16.4,4195459419,212,11.9,4195459415,140,37.5,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607863,16,1,1,0,54,b7jmo07lqav0wfe2mtlzyspak,1,37.5,16.4,2023-04-16T14:01:31.769Z,2023-04-17T05:04:51Z,4196354267,155,,4197816847,178,,4195459717,56,Back,4195459721,140,45.1,4195459731,213,6.3,4195459725,141,16.2,4195459727,212,8.0,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607865,17,4,1,0,56,b7jmo07lqav0wfe2mtlzyspak,1,45.4,20.1,2023-04-16T14:01:33.347Z,2023-04-17T05:05:11Z,4195459971,233,12,4195459753,286,,4195459751,265,,4195459747,56,Back,4195459745,13,,4195459749,152,,,,,,,,6es2qusg5h5q9ricqm51j1xck,E. Agyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607913,12,4,1,0,56,8y3iucyxguipljcmf87a11bk9,0,54.6,79.9,2023-04-16T14:01:33.348Z,2023-04-17T05:05:11Z,4195459943,265,,4195459937,13,,4195459997,233,17,4195459939,56,Left,4197816975,178,,4195459945,285,,4195459941,152,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607967,18,1,1,1,11,b7jmo07lqav0wfe2mtlzyspak,1,42.2,20.6,2023-04-16T14:01:48.775Z,2023-04-17T05:05:14Z,4197817027,178,,4195460241,212,16.2,4195460233,140,29.5,4195460227,5,,4195460243,213,2.5,4195460231,56,Back,4195460229,152,,4195460237,141,34.2,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534607997,19,1,1,1,14,b7jmo07lqav0wfe2mtlzyspak,1,28.4,34.8,2023-04-16T14:01:51.487Z,2023-04-17T05:05:17Z,4195460401,56,Back,4195460409,213,1.7,4195460405,141,65.7,4195460407,212,21.1,4197817041,178,,4195460403,140,26.8,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608023,20,1,1,1,17,b7jmo07lqav0wfe2mtlzyspak,1,27.6,66.6,2023-04-16T14:01:54.863Z,2023-04-17T05:05:20Z,4195460517,212,19.2,4195460519,213,0.3,4195460513,140,45.1,4195460515,141,75.0,4195460509,155,,4197817059,178,,4195460511,56,Back,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608037,21,1,1,1,19,b7jmo07lqav0wfe2mtlzyspak,0,45.1,75,2023-04-16T14:01:56.437Z,2023-04-17T05:05:26Z,4197817093,388,,4195460571,213,5.3,4195460569,212,12.0,4195460565,141,60.3,4195460559,56,Center,4195460561,140,51.4,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608039,13,49,1,1,21,8y3iucyxguipljcmf87a11bk9,1,48.2,53.4,2023-04-16T14:01:58.277Z,2023-04-17T05:05:29Z,,,,,,,,,,,,,,,,,,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608061,14,1,1,1,21,8y3iucyxguipljcmf87a11bk9,1,48.2,53.4,2023-04-16T14:01:58.315Z,2023-04-17T05:05:33Z,4195460671,213,4.9,4195460663,56,Center,4197817135,178,,4195460667,141,31.3,4195460669,212,15.2,4195460665,140,50.6,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608097,15,1,1,1,22,8y3iucyxguipljcmf87a11bk9,1,49.9,30.6,2023-04-16T14:01:59.232Z,2023-04-17T05:05:35Z,4195460835,140,29.2,4195460833,56,Back,4195460839,212,21.8,4195460841,213,3.1,4195460837,141,33.0,4197817163,178,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608123,16,1,1,1,24,8y3iucyxguipljcmf87a11bk9,1,27.3,31.9,2023-04-16T14:02:01.781Z,2023-04-17T05:05:40Z,4195460941,213,2.5,4197817203,178,,4195460933,56,Back,4195460939,212,22.9,4195460935,140,9.2,4195460937,141,50.7,,,,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608161,17,1,1,1,28,8y3iucyxguipljcmf87a11bk9,1,12.4,45.8,2023-04-16T14:02:05.863Z,2023-04-17T05:05:44Z,4197817221,178,,4195461103,56,Back,4195461111,213,1.0,4195461107,141,73.6,4195461109,212,22.0,4195461105,140,23.1,,,,,,,6q53ei01tbb5kxjr1mhfjysph,P. Nardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608191,18,1,1,1,32,8y3iucyxguipljcmf87a11bk9,1,23.8,77.9,2023-04-16T14:02:09.295Z,2023-04-17T05:05:46Z,4195461243,140,36.0,4197817243,178,,4195461245,141,90.9,4195461249,213,0.6,4195461247,212,15.6,4195461241,56,Back,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608237,19,1,1,1,35,8y3iucyxguipljcmf87a11bk9,1,36.9,90.5,2023-04-16T14:02:11.935Z,2023-04-17T05:05:51Z,4195461461,140,27.7,4195461459,56,Back,4195461467,213,3.6,4195461465,212,10.7,4195461463,141,83.9,4197817267,178,,,,,,,,7dayrhr0c60zbc1b6lig8pm8l,A. Castro-Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608281,20,1,1,1,38,8y3iucyxguipljcmf87a11bk9,1,25.2,74.7,2023-04-16T14:02:15.058Z,2023-04-17T05:05:54Z,4195461641,140,21.3,4197817297,178,,4195461647,213,4.4,4195461645,212,15.6,4195461639,56,Back,4195461643,141,52.5,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608307,21,1,1,1,40,8y3iucyxguipljcmf87a11bk9,1,22.2,57.3,2023-04-16T14:02:17.316Z,2023-04-17T05:05:59Z,4195461773,56,Back,4195461781,213,5.1,4195461775,140,36.6,4195461779,212,35.8,4195461777,141,9.5,4197817319,178,,4195461783,1,,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608351,22,1,1,1,43,8y3iucyxguipljcmf87a11bk9,1,41.8,10.6,2023-04-16T14:02:20.845Z,2023-04-17T05:06:04Z,4195462045,141,34.5,4195462049,213,2.2,4195462047,212,20.8,4195462041,56,Back,4195462043,140,29.5,4197817367,178,,,,,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608379,23,1,1,1,46,8y3iucyxguipljcmf87a11bk9,1,29,40.3,2023-04-16T14:02:23.596Z,2023-04-17T05:06:07Z,4195462161,213,1.5,4195462155,141,77.8,4195462159,212,25.6,4195462151,56,Back,4197817395,178,,4195462153,140,30.6,,,,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608407,24,1,1,1,49,8y3iucyxguipljcmf87a11bk9,1,31.1,78.2,2023-04-16T14:02:26.485Z,2023-04-17T05:06:10Z,4195462255,212,27.7,4195462257,213,0.1,4195462249,56,Left,4195462251,140,57.4,4195462253,141,80.3,4197817423,178,,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608419,25,1,1,1,51,8y3iucyxguipljcmf87a11bk9,1,49,78.1,2023-04-16T14:02:28.100Z,2023-04-17T05:06:13Z,4195462327,213,2.4,4195462325,212,18.2,4195462319,56,Back,4195462321,140,36.1,4196365051,156,,4195462323,141,96.0,4197817449,178,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608443,26,1,1,1,52,8y3iucyxguipljcmf87a11bk9,1,36.1,96,2023-04-16T14:02:29.169Z,2023-04-17T05:06:17Z,4195462443,56,Left,4197817477,178,,4195462445,140,60.6,4195462449,212,28.0,4195462447,141,79.6,4195462441,155,,4195462451,213,5.9,,,,7dayrhr0c60zbc1b6lig8pm8l,A. Castro-Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608491,27,1,1,1,54,8y3iucyxguipljcmf87a11bk9,1,61.7,78.8,2023-04-16T14:02:30.968Z,2023-04-17T05:06:27Z,4196366045,156,,4195462671,212,9.1,4195462673,213,3.8,4197817553,388,,4195462669,141,70.9,4195462665,56,Center,4195462667,140,54.7,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608573,28,1,1,1,56,8y3iucyxguipljcmf87a11bk9,1,54.7,70.9,2023-04-16T14:02:33.027Z,2023-04-17T05:06:34Z,4195463003,196,,4195463007,56,Right,4195463021,1,,4195463019,213,5.3,4197817613,178,,4195463011,140,80.3,4195463017,212,49.0,4195463015,141,10.6,99tf4co0pm09ayca13ma3lql1,J. De Sart,4195463001,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608627,29,1,1,2,3,8y3iucyxguipljcmf87a11bk9,1,80.6,13.7,2023-04-16T14:02:40.890Z,2023-04-17T05:06:39Z,4197817657,178,,4195463319,141,9.7,4195463315,140,79.5,4195463325,212,3.0,4195463329,213,4.3,4195463311,56,Right,,,,,,,7s4ws0u4erq1jfobqpsj0aoes,M. Samoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608665,30,1,1,2,7,8y3iucyxguipljcmf87a11bk9,1,70.9,16.8,2023-04-16T14:02:44.062Z,2023-04-17T05:06:43Z,4195463499,212,10.7,4197817679,178,,4195463495,140,68.4,4195463497,141,32.1,4195463493,56,Center,4195463501,213,1.8,,,,,,,87ccrt89k5abyjisix22g08ut,T. Tissoudali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608691,31,1,1,2,8,8y3iucyxguipljcmf87a11bk9,1,68.3,31.8,2023-04-16T14:02:44.976Z,2023-04-17T05:06:46Z,4195463603,213,5.6,4195463595,56,Right,4195463599,141,10.0,4195463597,140,84.4,4197817697,178,,4195463601,212,22.5,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608713,32,61,1,2,10,8y3iucyxguipljcmf87a11bk9,0,80.7,6.4,2023-04-16T14:02:47.619Z,2023-04-17T05:06:51Z,4197817739,178,,4195463713,56,Right,,,,,,,,,,,,,,,,,,,7s4ws0u4erq1jfobqpsj0aoes,M. Samoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534608719,22,49,1,2,12,b7jmo07lqav0wfe2mtlzyspak,1,20.1,84.8,2023-04-16T14:02:48.933Z,2023-04-17T05:06:54Z,,,,,,,,,,,,,,,,,,,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
