id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2452550539,6,49,1,1,24,6vyr13j6kbwdtxjwm1m4m8nu2,1,16.1,69.4,2022-08-28T16:31:37.039Z,2022-08-29T12:07:07Z,,,,,,,,,,,,,,,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550589,7,61,1,1,26,6vyr13j6kbwdtxjwm1m4m8nu2,0,19.9,71.8,2022-08-28T16:31:38.927Z,2022-08-29T12:07:06Z,3742773661,389,,3740566213,56,Back,3742773659,21,,,,,,,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550625,34,43,1,1,26,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-08-28T16:31:39.058Z,2022-08-29T08:47:14Z,3740566473,233,7,3742528167,178,0,3741913941,384,0,3740566411,286,0,3742596115,144,7,3740566409,56,Center,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452933025,1346,51,1,1,26,6vyr13j6kbwdtxjwm1m4m8nu2,1,24.1,70.3,2022-08-28T16:31:39.755Z,2022-08-29T12:07:06Z,3742597435,170,,,,,,,,,,,,,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550633,35,49,1,1,27,ecj1gmc7pqcjo4sc9hvghj5u3,1,77.3,37.8,2022-08-28T16:31:40.615Z,2022-08-29T12:07:05Z,,,,,,,,,,,,,,,,,,,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550695,36,16,1,1,31,ecj1gmc7pqcjo4sc9hvghj5u3,1,87.1,31.4,2022-08-28T16:31:44.321Z,2022-08-29T15:00:33Z,3741915205,396,46.4,3742528373,178,,3740570869,230,97.2,3740569671,374,2022-08-28 17:31:43.451,3741915203,395,97.6,3740570859,103,4.4,3740570847,76,,3740569675,375,01:30.677,a6cke0ad2pvuyahweuch772ay,V. Boniface,3740566795,63,,3740569667,20,3740570863,215,3740570873,231,45.2,3740566797,56,Center,3740570857,102,54.5,3742596291,458,3740566793,22,,,,,,,,,,,,,,,,,,,,,,,
2452551629,8,1,1,2,30,6vyr13j6kbwdtxjwm1m4m8nu2,1,49.7,49.9,2022-08-28T16:32:42.843Z,2022-08-29T05:41:56Z,3740571969,279,G,3740571963,213,2.7,3740571993,189,,3740571955,140,36.8,3740571959,212,15.0,3740571953,56,Back,3740571957,141,59.4,3742529273,178,,8q7c0yi5x7vh7032jgbeytal1,B. Raman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452795033,883,1,1,2,31,6vyr13j6kbwdtxjwm1m4m8nu2,1,39.8,56.2,2022-08-28T16:32:44.575Z,2022-08-29T12:07:04Z,3741917125,141,74.6,3741917127,212,19.9,3741917121,56,Back,3741917129,213,2.5,3741917123,140,25.1,3741917119,189,,3742529071,178,,,,,cu3a4pb4a9g6d0qir3oakd46i,M. Kana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551681,9,1,1,2,34,6vyr13j6kbwdtxjwm1m4m8nu2,1,29,76.8,2022-08-28T16:32:47.546Z,2022-08-29T12:07:03Z,3740572233,213,4.6,3740572229,141,42.4,3742529631,178,,3740572231,212,23.5,3740572227,140,26.5,3740572225,56,Back,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551753,10,1,1,2,37,6vyr13j6kbwdtxjwm1m4m8nu2,1,24.2,50.9,2022-08-28T16:32:50.249Z,2022-08-29T12:07:02Z,3740572597,140,38.5,3742529989,178,,3740572603,213,5.2,3740572599,141,10.3,3740572601,212,31.4,3740572595,56,Back,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551777,11,1,1,2,41,6vyr13j6kbwdtxjwm1m4m8nu2,0,40.5,15.4,2022-08-28T16:32:54.302Z,2022-08-29T12:07:01Z,3740572707,1,,3740572695,196,,3740572701,141,70.9,3740572703,212,49.6,3742530071,178,,3740572693,155,,3740572699,140,71.2,3740572705,213,0.9,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,3740572697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452924055,988,43,1,2,44,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-08-28T16:32:57.688Z,2022-08-29T06:47:48Z,3742572499,144,82,3742572481,178,0,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551781,37,49,1,2,44,ecj1gmc7pqcjo4sc9hvghj5u3,1,32,22.1,2022-08-28T16:32:57.722Z,2022-08-29T12:07:01Z,,,,,,,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551863,38,1,1,2,45,ecj1gmc7pqcjo4sc9hvghj5u3,1,33.8,21.8,2022-08-28T16:32:58.595Z,2022-08-29T12:07:00Z,3740573231,213,5.6,3740573227,141,7.0,3740573223,56,Back,3740573229,212,16.6,3742530279,178,,3740573225,140,46.4,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
