id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2452508117,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-08-28T15:42:24.367Z,2022-08-28T16:30:47Z,3740335011,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3740335017,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3740335021,197,6564,3740335009,30,"3z37ancgteqhbhpygl0brzzdh, b3vvxolwxcukqk76hb4scvh79, 5don85s7097g5df42m429b8ix, 1qqhtdvpixhe5zt9mq9omsoh5, av0ok8e56osu0z8sxtlvvw9ud, 88nmn961vtb3bnt9v9rye1h0q, 7je01bs3a4q6c2gd02ee6da3u, bu7cw3305zs2u7uj2ed5t867e, c4n7kjp8c47trslpssnyqjo16, 8q7c0yi5x7vh7032jgbeytal1, cu3a4pb4a9g6d0qir3oakd46i, 5yw1c3i4j9zyt52vomrfbxyol, 3wwi5vf2l1qbz7e5zdjoy8yga, 7yfhemra2r0dqxo9k151ad7f9, dwnd8j9ok6ncbp69gmchw953o, 8lj9hc8u1351oczzu81mryluc, 8q8qxzmb9j1vntg5llyqa35uy, 7snt4uu7f2d0g7utjm2xfis8a",3740335023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3740335019,194,3z37ancgteqhbhpygl0brzzdh,3740335013,59,"30, 62, 7, 3, 4, 56, 61, 10, 70, 9, 55, 11, 16, 20, 27, 29, 54, 99",3740335015,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452508577,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-08-28T15:42:54.027Z,2022-08-28T17:31:35Z,3740337411,130,12,3740337407,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3740337417,197,5945,3740337409,59,"49, 2, 94, 44, 16, 26, 8, 17, 7, 13, 20, 4, 6, 9, 11, 19, 21, 59",3740337415,194,6xam5bquregefbepxd9rwfdh,3740337405,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, e44w6g1c1ojf854svzswpl0x5, 1i1xcco82x0ppbac6j5z59x49, 5w0ohhrm0ojscyjh3e0o8ffmd, f0ean6buvvp9l4rh1ayvnnill, 5j13tgvpwi7m3y6rjd8q08tt5, 6xam5bquregefbepxd9rwfdh, a6cke0ad2pvuyahweuch772ay, 7vv4ef3y8swdekozwaent3ai1, 39tod1iad3ztq17qveh8pwp9l, dhpxeejqzlhnm1vu0f8xjzw7p, 7a6hqi5iy91onh9u7l7t88tbe, 7lfocbri1eyj151wuqodpnnpx, ai5p5wgft6c09bjbldz9sfeac, ths196pehnfyf4f4scmqj8ph, 1a9u2g4hynrz2e93sz1evhpzp, 7bwjxz6bwt7h070dbv1l8woyy",3740337413,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3740337419,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549463,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-08-28T16:30:12.774Z,2022-08-29T05:20:10Z,3740560037,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549459,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-08-28T16:30:12.774Z,2022-08-28T16:30:12Z,3740560023,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549521,3,1,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.1,50,2022-08-28T16:30:12.801Z,2022-08-29T05:32:26Z,3740560337,141,39.7,3740560343,279,S,3740560333,56,Back,3742523461,178,,3740560339,212,20.1,3740560341,213,3.5,3740560335,140,32.2,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549573,4,1,1,0,2,ecj1gmc7pqcjo4sc9hvghj5u3,1,34.5,41.9,2022-08-28T16:30:15.097Z,2022-08-29T12:07:28Z,3740560577,56,Back,3740560579,140,41.8,3740560585,213,5.0,3740560581,141,7.6,3742523533,178,,3740560583,212,24.6,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549603,5,1,1,0,5,ecj1gmc7pqcjo4sc9hvghj5u3,1,43,5.7,2022-08-28T16:30:17.935Z,2022-08-29T12:07:28Z,3740560723,141,16.5,3740560729,1,,3740560719,56,Right,3740560727,213,0.2,3740560721,140,72.8,3740560725,212,32.1,3742523613,178,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549631,6,1,1,0,8,ecj1gmc7pqcjo4sc9hvghj5u3,1,70.4,18.8,2022-08-28T16:30:21.252Z,2022-08-29T12:07:26Z,3740560867,141,5.0,3740560863,56,Right,3740560869,212,9.7,3740560865,140,72.8,3742523669,178,,3740560871,213,5.0,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549645,7,1,1,0,11,ecj1gmc7pqcjo4sc9hvghj5u3,1,64.3,3.7,2022-08-28T16:30:24.496Z,2022-08-29T12:07:25Z,3742523763,178,,3740560909,140,55.4,3740560913,212,9.5,3740560911,141,6.1,3740560907,56,Right,3740560915,213,3.0,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549689,8,1,1,0,13,ecj1gmc7pqcjo4sc9hvghj5u3,1,52.1,2.3,2022-08-28T16:30:25.898Z,2022-08-29T12:07:24Z,3740561133,140,36.9,3740561139,213,2.4,3740561137,212,22.6,3740561131,56,Back,3742523809,178,,3740561135,141,25.8,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549731,9,1,1,0,15,ecj1gmc7pqcjo4sc9hvghj5u3,1,38.1,26.8,2022-08-28T16:30:28.461Z,2022-08-29T12:07:24Z,3740561397,213,1.8,3740561389,56,Back,3740561391,140,32.6,3740561393,141,61.8,3742523843,178,,3740561395,212,24.5,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549763,10,1,1,0,17,ecj1gmc7pqcjo4sc9hvghj5u3,1,35.8,58.9,2022-08-28T16:30:30.752Z,2022-08-29T12:07:23Z,3740561591,141,95.1,3740561589,140,44.5,3742523899,178,,3740561593,212,26.3,3740561587,56,Back,3740561595,213,1.2,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549781,11,1,1,0,21,ecj1gmc7pqcjo4sc9hvghj5u3,1,47.7,92.5,2022-08-28T16:30:34.295Z,2022-08-29T12:07:22Z,3740561711,212,16.6,3740561707,140,37.0,3742523985,178,,3740561709,141,74.5,3740561705,56,Back,3740561713,213,4.0,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549811,12,1,1,0,23,ecj1gmc7pqcjo4sc9hvghj5u3,1,35.7,72.4,2022-08-28T16:30:36.357Z,2022-08-29T12:07:22Z,3740561915,141,29.8,3742524023,178,,3740561917,212,29.0,3740561911,56,Back,3740561919,213,4.7,3740561913,140,34.5,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549835,13,1,1,0,27,ecj1gmc7pqcjo4sc9hvghj5u3,1,41.5,18.3,2022-08-28T16:30:40.706Z,2022-08-29T12:07:21Z,3740562061,141,55.7,3740562069,213,1.9,3740562055,56,Back,3740562057,140,33.2,3742524101,178,,3740562065,212,26.9,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549889,14,1,1,0,31,ecj1gmc7pqcjo4sc9hvghj5u3,1,36.7,56.6,2022-08-28T16:30:43.845Z,2022-08-29T12:07:20Z,3740562367,213,0.9,3740562361,140,54.3,3740562363,141,93.5,3742524145,178,,3740562359,56,Left,3740562365,212,31.2,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549913,15,1,1,0,33,ecj1gmc7pqcjo4sc9hvghj5u3,1,57.2,95,2022-08-28T16:30:46.557Z,2022-08-29T12:07:19Z,3742524239,178,,3740562503,140,61.3,3740562509,213,6.1,3740562507,212,4.4,3740562501,56,Left,3740562505,141,93.9,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549943,16,1,1,0,35,ecj1gmc7pqcjo4sc9hvghj5u3,1,60.5,95.4,2022-08-28T16:30:48.380Z,2022-08-29T12:07:19Z,3740562663,213,4.2,3740562655,140,58.6,3742524309,178,,3740562657,141,90.3,3740562653,56,Left,3740562659,212,4.0,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549951,17,3,1,0,36,ecj1gmc7pqcjo4sc9hvghj5u3,0,57.3,93.3,2022-08-28T16:30:49.418Z,2022-08-29T12:07:18Z,3740562979,233,3,3741910299,464,,3742524387,178,,3740562739,56,Left,3740562741,286,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549983,3,7,1,0,36,6vyr13j6kbwdtxjwm1m4m8nu2,1,42.7,6.7,2022-08-28T16:30:49.606Z,2022-08-29T12:07:18Z,3740562935,285,,3740562933,56,Back,3742524411,178,,3741910047,385,,3740562969,233,17,3740562931,167,,,,,,,,cu3a4pb4a9g6d0qir3oakd46i,M. Kana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549999,4,5,1,0,37,6vyr13j6kbwdtxjwm1m4m8nu2,0,42.6,-1.4,2022-08-28T16:30:50.682Z,2022-08-29T05:34:16Z,3740562989,347,,3740563157,233,18,3740562987,56,Back,,,,,,,,,,,,,,,,cu3a4pb4a9g6d0qir3oakd46i,M. Kana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550021,18,5,1,0,37,ecj1gmc7pqcjo4sc9hvghj5u3,1,57.4,101.4,2022-08-28T16:30:50.682Z,2022-08-29T05:34:16Z,3740563153,233,4,3740563121,56,Left,3740563123,347,,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550043,19,1,1,0,43,ecj1gmc7pqcjo4sc9hvghj5u3,1,56.3,100,2022-08-28T16:30:56.253Z,2022-08-29T12:07:17Z,3740563245,140,40.2,3740563251,213,3.6,3740563243,56,Back,3740563249,212,18.7,3740563247,141,90.2,3740563241,107,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550095,20,1,1,0,45,ecj1gmc7pqcjo4sc9hvghj5u3,1,39.4,90.8,2022-08-28T16:30:58.693Z,2022-08-29T12:07:17Z,3740563535,212,6.2,3740563537,213,0.3,3740563531,140,45.0,3740563533,141,93.8,3740563529,56,Back,3742524569,178,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550105,21,1,1,0,46,ecj1gmc7pqcjo4sc9hvghj5u3,1,47.5,96.6,2022-08-28T16:30:59.731Z,2022-08-29T12:07:17Z,3740563599,213,4.1,3740563593,140,22.1,3740563591,56,Back,3740563589,155,,3740563597,212,48.9,3742524641,178,,3740563595,141,36.3,3740563601,1,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550133,22,1,1,0,50,ecj1gmc7pqcjo4sc9hvghj5u3,1,26.2,47.1,2022-08-28T16:31:02.783Z,2022-08-29T12:07:16Z,3740563753,140,10.3,3740563759,213,3.1,3740563751,56,Back,3740563757,212,16.7,3740563755,141,47.6,3740563749,3,,3742524721,178,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550141,23,52,1,0,51,ecj1gmc7pqcjo4sc9hvghj5u3,1,11.5,50.1,2022-08-28T16:31:04.278Z,2022-08-29T12:07:16Z,3741911135,377,,3742524767,178,,,,,,,,,,,,,,,,,,,,a8kdcx3797ityilpw31jaj4r9,A. Moris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550163,24,1,1,0,53,ecj1gmc7pqcjo4sc9hvghj5u3,1,14.4,50.5,2022-08-28T16:31:06.424Z,2022-08-29T12:07:15Z,3740563899,213,0.8,3740563891,56,Back,3742524831,178,,3740563889,123,,3740563909,287,,3740563893,140,38.8,3740563901,1,,3740563897,212,38.1,a8kdcx3797ityilpw31jaj4r9,A. Moris,3740563895,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550265,25,1,1,0,56,ecj1gmc7pqcjo4sc9hvghj5u3,1,32.8,93,2022-08-28T16:31:09.562Z,2022-08-29T12:07:15Z,3740564425,140,31.1,3742524877,178,,3740564431,213,4.6,3740564427,141,72.3,3740564423,56,Back,3740564429,212,14.2,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550287,26,1,1,1,3,ecj1gmc7pqcjo4sc9hvghj5u3,1,37.2,65.1,2022-08-28T16:31:15.918Z,2022-08-29T12:07:13Z,3740564535,212,25.6,3742524943,178,,3740564529,56,Left,3740564533,141,94.1,3740564531,140,52.8,3740564537,213,0.9,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550307,27,1,1,1,6,ecj1gmc7pqcjo4sc9hvghj5u3,1,53.2,97.7,2022-08-28T16:31:19.165Z,2022-08-29T12:07:12Z,3740564635,56,Left,3740564641,212,10.8,3740564639,141,93.0,3740564643,213,6.0,3742524987,178,,3740564637,140,63.0,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550327,28,1,1,1,8,ecj1gmc7pqcjo4sc9hvghj5u3,1,61.1,99.7,2022-08-28T16:31:21.085Z,2022-08-29T12:07:11Z,3740564739,141,92.3,3740564741,212,6.8,3740564743,213,4.0,3740564737,140,56.7,3740564735,56,Left,3742525047,178,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550371,29,1,1,1,9,ecj1gmc7pqcjo4sc9hvghj5u3,1,55,97.8,2022-08-28T16:31:22.350Z,2022-08-29T12:07:10Z,3740564979,140,39.8,3742527609,178,,3740564985,213,3.2,3740564977,56,Back,3740564983,212,16.0,3740564981,141,95.4,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550409,30,1,1,1,11,ecj1gmc7pqcjo4sc9hvghj5u3,1,35.1,92.9,2022-08-28T16:31:24.455Z,2022-08-29T12:07:10Z,3740565199,213,4.6,3740565193,140,32.5,3740565191,56,Back,3740565197,212,22.5,3740565195,141,60.0,3742527657,178,,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550459,31,1,1,1,15,ecj1gmc7pqcjo4sc9hvghj5u3,1,33.4,55.5,2022-08-28T16:31:28.036Z,2022-08-29T12:07:09Z,3740565495,56,Back,3740565501,212,22.6,3740565497,140,45.7,3742527695,178,,3740565503,213,1.0,3740565499,141,82.7,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550507,32,1,1,1,18,ecj1gmc7pqcjo4sc9hvghj5u3,1,51.7,94.3,2022-08-28T16:31:31.166Z,2022-08-29T12:07:09Z,3740565781,56,Center,3740565787,212,15.2,3740565789,213,5.4,3742527781,178,,3740565783,140,60.5,3740565785,141,76.6,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550521,33,1,1,1,21,ecj1gmc7pqcjo4sc9hvghj5u3,0,67.8,63.5,2022-08-28T16:31:34.676Z,2022-08-29T12:07:08Z,3740565885,140,81.1,3742527815,178,,3740565889,212,25.3,3740565883,56,Center,3740565891,213,5.3,3740565887,141,32.4,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550529,5,8,1,1,22,6vyr13j6kbwdtxjwm1m4m8nu2,1,22.7,66.9,2022-08-28T16:31:35.690Z,2022-08-29T12:07:08Z,3741913283,383,,3740565907,56,Back,3742527869,178,,,,,,,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
