id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2527318165,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-04-02T10:44:15.576Z,2023-04-02T11:31:37Z,4156744811,197,8055,4156744805,130,8,4156744803,59,"12, 25, 20, 8, 28, 14, 11, 24, 9, 33, 7, 4, 6, 15, 21, 23, 29, 77",4156744807,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4156744813,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156744801,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4156744799,30,"49vbniwasp2kyt27jw0cv6m6t, dmk8usvqtzv60bwkoxk7kfqxg, 9fvwcsajeousbo5o0e84cj2sp, 1fdi6uzonmsod2drzro8bj3rp, 1abf0y93zbw1sw183nblqoicp, 4juerzftkeiuzctoiei6dmtp1, a8pgjuz5yrbxyf1t905gj327d, 73z9v9oz73hlmnswrzp860yj9, cinzr4hnryu433l6z40j5x49h, f3e9qk9oz4feldhgetdpcd0ph, 1kst4u41rlyirggwoo1m8ovdh, 91qd93lqgpe700ps0b6a7ntn9, dvomh2gx3wd5x5v1dmlnkdpzp, 91sex5ir1pp4b2beotoua7mqx, 983yy0ez1onytwj2k1nqw61p0, avubg95m07a6rted50ejdkftg, 6u73l7tuxx0958ij9kvdizjrp, 73pmo92alzawlt2yo2bfartn9",4156744809,194,f3e9qk9oz4feldhgetdpcd0ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527321255,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-04-02T10:47:46.011Z,2023-04-02T13:10:12Z,4156760591,130,4,4156760597,197,3313,4156760595,194,a8k3ubqsi0duc3g4u5jnvcoa1,4156760593,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4156760589,59,"26, 23, 5, 34, 46, 2, 8, 17, 7, 28, 11, 3, 4, 10, 14, 19, 40, 77",4156760585,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, d1rgv9cgncdgr1h61phrxoc89, 7jpasvui43tnyao6ijyuuyuqc, 68vmg4qgr11vppc48hs8402jt, 5enjhxrx2jrjqtgb9wwq0baax, a8k3ubqsi0duc3g4u5jnvcoa1, ama1ibpjcfu206icrfmkgfavp, 5qpyf80if6m1o5vkwf1yt034l, 1b6ab1mqzvhk547p0bdzbccfd, 9pvc7e65cfgtuipfen5zt463t, a3on8aipuz77wn25jm2r312lm, cma24hkdklib8007a42cso38q, 14w9q2mu6yq235ic55fxs0w2y, 19htxtc8lmbfsv83py7hzqb8q, 1e7snjsrbh93xt5ti1oyuqxka, 7zmgaactx19n77j9fl08pahyi, c8m4ox6n1v89qbbjq73s5ezmx",4156760599,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156760587,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527365283,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-04-02T11:30:56.920Z,2023-04-03T03:32:39Z,4156995587,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527365289,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-04-02T11:30:56.920Z,2023-04-02T11:30:59Z,4156995605,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527365299,3,1,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,49.4,49.9,2023-04-02T11:30:56.982Z,2023-04-03T05:13:47Z,4156995643,141,58.8,4156995645,212,11.7,4156995637,56,Back,4156995641,140,39.9,4160339413,178,,4156995647,213,2.6,4156995649,279,S,,,,cinzr4hnryu433l6z40j5x49h,Mario González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527365377,4,1,1,0,2,bw9wm8pqfzcchumhiwdt2w15c,1,39,61.2,2023-04-02T11:30:59.313Z,2023-04-03T05:14:22Z,4160339989,178,,4156995995,212,23.9,4156995993,141,33.4,4156995989,56,Back,4156995997,213,4.1,4156995991,140,25.0,,,,,,,1fdi6uzonmsod2drzro8bj3rp,S. Schrijvers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527365411,5,1,1,0,5,bw9wm8pqfzcchumhiwdt2w15c,1,25.6,34.3,2023-04-02T11:31:02.052Z,2023-04-03T05:15:16Z,4156996139,213,1.6,4156996135,141,64.3,4160340785,178,,4156996133,140,24.1,4156996131,56,Back,4156996137,212,20.5,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527365453,6,1,1,0,7,bw9wm8pqfzcchumhiwdt2w15c,1,23.7,66,2023-04-02T11:31:04.395Z,2023-04-03T05:15:19Z,4156996337,213,4.7,4156996331,141,32.8,4156996333,212,22.6,4156996327,56,Back,4156996329,140,23.3,4160340831,178,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527365521,7,1,1,0,10,bw9wm8pqfzcchumhiwdt2w15c,1,24.4,32.5,2023-04-02T11:31:07.041Z,2023-04-03T05:15:35Z,4156996677,141,63.3,4160341125,178,,4156996673,56,Back,4156996675,140,23.8,4156996679,212,21.0,4156996681,213,1.6,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527365561,8,1,1,0,12,bw9wm8pqfzcchumhiwdt2w15c,1,24.2,65.7,2023-04-02T11:31:09.684Z,2023-04-03T05:15:39Z,4160341191,178,,4156996879,213,1.4,4156996875,141,95.9,4156996873,140,26.9,4156996871,56,Back,4156996877,212,20.7,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
