id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2499331225,6,1,1,0,32,b7jmo07lqav0wfe2mtlzyspak,1,40.8,94.4,2023-01-21T17:15:41.486Z,2023-01-22T09:00:04Z,3988227529,213,3.6,3988227523,140,24.9,3989282173,178,,3988227527,212,18.5,3988227525,141,82.6,3988227521,56,Back,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331263,7,1,1,0,35,b7jmo07lqav0wfe2mtlzyspak,1,23,89.1,2023-01-21T17:15:44.459Z,2023-01-22T09:00:03Z,3988227761,140,8.7,3988227767,213,4.0,3988227759,56,Back,3988227765,212,24.4,3989282203,178,,3988227763,141,60.9,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331295,8,1,1,0,43,b7jmo07lqav0wfe2mtlzyspak,1,9.1,59.8,2023-01-21T17:15:52.541Z,2023-01-22T09:00:01Z,3988227951,155,,3988227963,1,,3988227955,140,59.5,3988227957,141,87.8,3989282265,178,,3988227959,212,56.2,3988227953,56,Left,3988227961,213,0.3,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331325,9,1,1,0,47,b7jmo07lqav0wfe2mtlzyspak,1,49.1,89.7,2023-01-21T17:15:56.981Z,2023-01-22T09:00:00Z,3989282285,178,,3988228145,213,5.0,3988228139,140,52.8,3988228141,141,66.9,3988228143,212,16.0,3988228135,56,Center,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331331,10,1,1,0,49,b7jmo07lqav0wfe2mtlzyspak,0,51.5,67.9,2023-01-21T17:15:59.032Z,2023-01-22T09:00:00Z,3988228181,141,28.5,3988228177,56,Center,3988228185,213,5.2,3988228183,212,30.3,3988228179,140,65.0,3989282321,178,,,,,,,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331337,6,49,1,0,50,1uk609mhtsfhokhaewjapb26,1,35.7,58.6,2023-01-21T17:16:00.311Z,2023-01-22T08:59:59Z,,,,,,,,,,,,,,,,,,,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331381,7,1,1,0,53,1uk609mhtsfhokhaewjapb26,1,27.9,47.3,2023-01-21T17:16:02.667Z,2023-01-22T08:59:58Z,3988228453,212,24.7,3988228447,56,Back,3989282433,178,,3988228449,140,5.2,3988228455,213,2.9,3988228451,141,56.7,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331415,8,1,1,0,58,1uk609mhtsfhokhaewjapb26,0,6,49.5,2023-01-21T17:16:07.433Z,2023-01-22T08:59:56Z,3988228641,56,Back,3988228645,141,9.4,3988228647,212,51.1,3988228639,157,,3988228649,213,5.7,3988228643,140,47.2,3988228651,1,,3989282507,178,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331463,11,1,1,1,1,b7jmo07lqav0wfe2mtlzyspak,1,55,82.6,2023-01-21T17:16:10.463Z,2023-01-22T08:59:56Z,3988228873,141,87.5,3989282565,388,,3988228867,3,,3988228869,56,Left,3988228871,140,71.0,3988228875,212,17.1,3988228877,213,0.2,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331465,12,49,1,1,2,b7jmo07lqav0wfe2mtlzyspak,1,66.3,88,2023-01-21T17:16:11.671Z,2023-01-22T08:59:55Z,,,,,,,,,,,,,,,,,,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331507,13,1,1,1,4,b7jmo07lqav0wfe2mtlzyspak,1,62.2,96.6,2023-01-21T17:16:14.069Z,2023-01-22T08:59:54Z,3988229099,140,37.5,3988229105,213,3.3,3988229101,141,88.6,3988229103,212,26.5,3988229097,56,Back,3989282721,178,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331531,14,1,1,1,9,b7jmo07lqav0wfe2mtlzyspak,1,32.4,82.2,2023-01-21T17:16:18.614Z,2023-01-22T08:59:53Z,3989282767,178,,3988229245,1,,3988229239,141,28.8,3988229241,212,36.7,3988229237,140,27.1,3988229243,213,4.6,3988229235,56,Back,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331569,15,1,1,1,13,b7jmo07lqav0wfe2mtlzyspak,1,24.1,23.4,2023-01-21T17:16:23.006Z,2023-01-22T08:59:51Z,3988229501,212,24.9,3988229497,140,9.6,3988229495,56,Back,3989282823,178,,3988229499,141,52.4,3988229503,213,2.2,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331585,16,1,1,1,19,b7jmo07lqav0wfe2mtlzyspak,1,14.1,54.5,2023-01-21T17:16:28.873Z,2023-01-22T08:59:50Z,3988229629,141,37.3,3988229633,213,5.9,3989282845,178,,3988229631,212,28.5,3988229625,56,Back,3988229627,140,38.8,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331611,17,1,1,1,21,b7jmo07lqav0wfe2mtlzyspak,1,37.2,47,2023-01-21T17:16:30.673Z,2023-01-22T08:59:50Z,3988229741,141,57.0,3988229747,213,1.9,3988229739,140,35.3,3988229743,212,7.1,3988229737,56,Back,3989282939,178,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331619,18,1,1,1,22,b7jmo07lqav0wfe2mtlzyspak,0,39.9,57.6,2023-01-21T17:16:31.384Z,2023-01-22T08:59:49Z,3988229811,56,Center,3988229817,212,24.7,3988229815,141,27.0,3989283011,178,,3988229813,140,52.5,3988229819,213,5.3,,,,,,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499533681,895,67,1,1,23,1uk609mhtsfhokhaewjapb26,1,47.9,66.5,2023-01-21T17:16:32.616Z,2023-01-22T08:59:49Z,3989310725,233,869,,,,,,,,,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499533679,869,67,1,1,23,b7jmo07lqav0wfe2mtlzyspak,0,52.1,33.5,2023-01-21T17:16:32.617Z,2023-01-22T08:59:48Z,3989310735,233,895,,,,,,,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331623,9,8,1,1,23,1uk609mhtsfhokhaewjapb26,1,47.4,65.8,2023-01-21T17:16:32.625Z,2023-01-22T08:59:48Z,3988229833,56,Back,3988867603,383,,3989283113,178,,,,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499533757,871,67,1,1,24,b7jmo07lqav0wfe2mtlzyspak,1,52,37.3,2023-01-21T17:16:33.992Z,2023-01-22T08:59:47Z,3989311457,233,896,,,,,,,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499533755,896,67,1,1,24,1uk609mhtsfhokhaewjapb26,0,48,62.7,2023-01-21T17:16:33.993Z,2023-01-22T08:59:47Z,3989311477,233,871,,,,,,,,,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331675,19,1,1,1,26,b7jmo07lqav0wfe2mtlzyspak,1,48.4,35.2,2023-01-21T17:16:35.582Z,2023-01-22T08:59:45Z,3988230065,140,46.9,3988230067,141,46.1,3988230069,212,7.6,3988230063,56,Back,3988230071,213,1.8,3989283187,178,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331679,20,1,1,1,27,b7jmo07lqav0wfe2mtlzyspak,1,44.4,43.9,2023-01-21T17:16:36.374Z,2023-01-22T08:59:45Z,3988230095,140,58.9,3988230097,141,2.6,3988230101,213,5.2,3989283235,178,,3988230099,212,31.9,3988230093,56,Right,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331707,21,1,1,1,30,b7jmo07lqav0wfe2mtlzyspak,0,58.4,15,2023-01-21T17:16:39.432Z,2023-01-22T08:59:44Z,3988230227,212,30.4,3988230225,141,7.3,3989283307,178,,3988230221,56,Right,3988230229,213,6.1,3988230223,140,86.9,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499533931,897,67,1,1,32,1uk609mhtsfhokhaewjapb26,1,18.4,89,2023-01-21T17:16:42.143Z,2023-01-22T08:59:44Z,3989312807,233,876,,,,,,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499533929,876,67,1,1,32,b7jmo07lqav0wfe2mtlzyspak,0,81.6,11,2023-01-21T17:16:42.144Z,2023-01-22T08:59:43Z,3989312815,233,897,,,,,,,,,,,,,,,,,,,,,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331723,10,12,1,1,32,1uk609mhtsfhokhaewjapb26,1,16.8,86.5,2023-01-21T17:16:42.270Z,2023-01-22T08:59:43Z,3989283377,178,,3988230915,213,1.2,3988230283,56,Back,3988230909,140,20.7,3988230911,141,100.0,3988230281,167,,3988230913,212,10.1,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331733,11,5,1,1,33,1uk609mhtsfhokhaewjapb26,0,16.4,101.5,2023-01-21T17:16:43.099Z,2023-01-22T03:21:30Z,3988230329,347,,3988230621,233,22,3988230327,56,Back,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331785,22,5,1,1,33,b7jmo07lqav0wfe2mtlzyspak,1,83.6,-1.5,2023-01-21T17:16:43.099Z,2023-01-22T03:21:29Z,3988230601,233,11,3988230553,347,,3988230551,56,Right,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331859,23,1,1,1,44,b7jmo07lqav0wfe2mtlzyspak,1,85.2,0,2023-01-21T17:16:53.591Z,2023-01-22T08:59:42Z,3988230933,140,77.5,3988230939,213,2.5,3988230929,107,,3988230931,56,Right,3988230937,212,10.1,3988230935,141,7.7,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331927,24,1,1,1,45,b7jmo07lqav0wfe2mtlzyspak,1,79.5,2.2,2023-01-21T17:16:55.211Z,2023-01-22T08:59:41Z,3988231197,213,0.4,3988231195,212,14.2,3988231189,56,Right,3988231191,140,92.0,3988870615,155,,3989283521,178,,3988231193,141,10.3,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331953,25,1,1,1,47,b7jmo07lqav0wfe2mtlzyspak,0,90,4.2,2023-01-21T17:16:57.028Z,2023-01-22T08:59:41Z,3988870941,20,,3988231291,141,9.5,3988231283,2,,3988231289,140,93.7,3989283561,178,,3988231589,233,12,3988231285,155,,3988231295,213,0.7,4kuxth5k98x4cgfrfweu1u51,S. Walsh,3988870939,224,3988231587,236,3988231593,286,3988231287,56,Right,3988231293,212,5.3,,,,,,,,,,,,,,,,,,,,,,,
2499331959,12,12,1,1,47,1uk609mhtsfhokhaewjapb26,1,10.9,94,2023-01-21T17:16:57.086Z,2023-01-22T08:59:40Z,3988231599,233,25,3988231553,185,,3988231313,56,Back,3989283625,178,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331977,13,6,1,1,49,1uk609mhtsfhokhaewjapb26,0,2.4,71.4,2023-01-21T17:16:59.182Z,2023-01-22T03:21:51Z,3988231427,73,,3988231393,56,Back,3988231463,233,26,,,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499331969,26,6,1,1,49,b7jmo07lqav0wfe2mtlzyspak,1,97.6,28.6,2023-01-21T17:16:59.182Z,2023-01-22T03:21:52Z,3988231349,56,Center,3988231449,233,13,3988231351,75,,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499332177,27,1,1,2,19,b7jmo07lqav0wfe2mtlzyspak,0,99.5,0.5,2023-01-21T17:17:28.873Z,2023-01-22T03:21:54Z,3988232551,6,,3988871919,72,,3988232557,56,Center,3988232567,1,,3988232561,141,51.8,3988232549,2,,3989283789,178,,3988232563,212,35.4,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,3988232555,223,3988232565,213,3988232559,140,3988232553,155,,,,,1.7,94.0,,,,,,,,,,,,,,,,,,,,,
2499332235,14,12,1,2,21,1uk609mhtsfhokhaewjapb26,1,2.8,47.9,2023-01-21T17:17:30.589Z,2023-01-22T08:59:40Z,3988232863,140,12.5,3988232869,213,0.7,3988232861,56,Back,3988232867,212,12.8,3989284165,178,,3988232865,141,59.3,,,,,,,eb1rih67f03kwljbge37id1ck,M. Wasinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499332201,28,15,1,2,23,b7jmo07lqav0wfe2mtlzyspak,1,86.3,38.8,2023-01-21T17:17:32.504Z,2023-01-22T08:59:39Z,3988234087,233,15,3988234057,146,91.2,3988234051,102,52.3,3989284213,178,,3988233493,82,,3988234061,230,98.6,3988233487,72,,3988234049,76,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,3988232711,56,3988234063,231,3988234055,458,3988233489,17,,3988875313,25,,48.4,,Center,3988234053,103,19,3988234059,147,43.3,,,,,,,,,,,,,,
2499332239,15,10,1,2,23,1uk609mhtsfhokhaewjapb26,1,8.7,54.2,2023-01-21T17:17:32.752Z,2023-01-22T08:59:38Z,3988232877,94,,3988233515,233,28,3988232879,56,Back,3989284333,178,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499332219,29,1,1,2,24,b7jmo07lqav0wfe2mtlzyspak,0,84,39.4,2023-01-21T17:17:33.824Z,2023-01-22T08:59:38Z,3988232803,3,,3989284407,388,,3988232811,212,9.7,3988232809,141,51.8,3988232805,56,Center,3988232807,140,88.6,3988232813,213,1.1,,,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499361215,382,12,1,2,25,1uk609mhtsfhokhaewjapb26,1,13.8,49.9,2023-01-21T17:17:35.232Z,2023-01-22T08:59:38Z,3988389287,56,Back,3988389293,212,18.4,3988389295,213,0.6,3989284455,178,,3988389291,141,64.8,3988389289,140,28.4,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499332255,30,1,1,2,27,b7jmo07lqav0wfe2mtlzyspak,1,68,33.9,2023-01-21T17:17:37.132Z,2023-01-22T08:59:37Z,3989284535,178,,3988232957,3,,3988232963,141,11.9,3988232961,140,78.2,3988232967,213,5.3,3988232965,212,18.4,3988232959,56,Right,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499332259,31,61,1,2,29,b7jmo07lqav0wfe2mtlzyspak,1,73.6,17.3,2023-01-21T17:17:38.733Z,2023-01-22T08:59:37Z,3988232971,56,Right,3989285077,178,,3989285075,21,,,,,,,,,,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499533999,878,83,1,2,32,b7jmo07lqav0wfe2mtlzyspak,1,83,5.2,2023-01-21T17:17:42.325Z,2023-01-22T08:59:36Z,3989313573,399,250698,,,,,,,,,,,,,,,,,,,,,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499332301,16,61,1,2,32,1uk609mhtsfhokhaewjapb26,0,17,94.8,2023-01-21T17:17:42.337Z,2023-01-22T08:59:35Z,3988233165,56,Back,3989285245,178,,,,,,,,,,,,,,,,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499332323,17,5,1,2,34,1uk609mhtsfhokhaewjapb26,0,14.8,101.6,2023-01-21T17:17:43.395Z,2023-01-22T03:24:08Z,3988233663,233,32,3988233201,347,,3988233199,56,Back,,,,,,,,,,,,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499332389,32,5,1,2,34,b7jmo07lqav0wfe2mtlzyspak,1,85.2,-1.6,2023-01-21T17:17:43.395Z,2023-01-22T03:24:08Z,3988233605,347,,3988233603,56,Right,3988233627,233,17,,,,,,,,,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
