id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,assist
2522402149,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-03-19T14:02:57.575Z,2023-03-19T16:58:33Z,4109835551,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4109835543,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4109835557,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109835555,197,3044,4109835549,130,4,4109835553,194,78fx1xqqtcqm2g4h1dj8beml1,4109835541,30,"3wwi5vf2l1qbz7e5zdjoy8yga, b3vvxolwxcukqk76hb4scvh79, 8q8qxzmb9j1vntg5llyqa35uy, 143brmwsfow8o0svtdq98tiw9, 88nmn961vtb3bnt9v9rye1h0q, 78fx1xqqtcqm2g4h1dj8beml1, 8f77xyqg4womglj1o8udq77qh, bu7cw3305zs2u7uj2ed5t867e, 9jiectkc8rk0ivxn80l87ic45, 3q2ibq6hhxyht8046ib49ye39, 5don85s7097g5df42m429b8ix, 6rarodhofviwmh5jd0ly8lp4a, 8q7c0yi5x7vh7032jgbeytal1, 5yw1c3i4j9zyt52vomrfbxyol, 8lj9hc8u1351oczzu81mryluc, 3z37ancgteqhbhpygl0brzzdh, drjbms71w0kt1pidq8q17h05w, 7je01bs3a4q6c2gd02ee6da3u",4109835547,59,"16, 62, 54, 21, 56, 14, 18, 10, 13, 36, 7, 5, 9, 11, 29, 30, 32, 61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522412797,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-03-19T14:11:08.295Z,2023-03-19T15:22:59Z,4109890795,194,73z9v9oz73hlmnswrzp860yj9,4109890793,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4109890785,30,"49vbniwasp2kyt27jw0cv6m6t, dmk8usvqtzv60bwkoxk7kfqxg, dvomh2gx3wd5x5v1dmlnkdpzp, 73z9v9oz73hlmnswrzp860yj9, 1abf0y93zbw1sw183nblqoicp, 4juerzftkeiuzctoiei6dmtp1, a8pgjuz5yrbxyf1t905gj327d, 2vmpkyku0hwv0zdbbzunt2xux, cinzr4hnryu433l6z40j5x49h, 1kst4u41rlyirggwoo1m8ovdh, 9fvwcsajeousbo5o0e84cj2sp, 91qd93lqgpe700ps0b6a7ntn9, cni0rxu9fo9lfqqhggmqrdvpx, 1fdi6uzonmsod2drzro8bj3rp, 983yy0ez1onytwj2k1nqw61p0, 6u73l7tuxx0958ij9kvdizjrp, f3e9qk9oz4feldhgetdpcd0ph, 73pmo92alzawlt2yo2bfartn9",4109890797,197,8055,4109890787,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4109890791,130,8,4109890799,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109890789,59,"12, 25, 6, 24, 28, 14, 11, 13, 9, 7, 20, 4, 5, 8, 21, 29, 33, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522466789,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2023-03-19T15:01:58.213Z,2023-03-20T06:43:43Z,4110173621,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522466767,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-03-19T15:01:58.213Z,2023-03-19T15:01:58Z,4110173531,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522466823,3,1,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,50,50,2023-03-19T15:01:58.322Z,2023-03-20T06:49:36Z,4110173845,213,3.5,4110173843,212,25.7,4110173839,140,26.9,4110173841,141,37.3,4110173835,56,Back,4110173847,279,S,4112351607,178,,,,,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522466859,4,1,1,0,3,6vyr13j6kbwdtxjwm1m4m8nu2,1,33.9,29.9,2023-03-19T15:02:01.848Z,2023-03-20T12:41:52Z,4110174071,196,,4110174075,140,59.2,4110174069,155,,4110174085,1,,4110174083,213,1.0,4112351751,178,,4110174073,56,Left,4110174077,141,96.8,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,4110174079,212,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522466927,5,1,1,0,6,6vyr13j6kbwdtxjwm1m4m8nu2,1,65,99.3,2023-03-19T15:02:04.834Z,2023-03-20T12:41:52Z,4110174415,3,,4110174421,141,86.6,4110174419,140,57.7,4112377193,388,,4110174423,212,11.5,4110174425,213,4.0,4110174417,56,Left,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522466933,6,1,1,0,11,6vyr13j6kbwdtxjwm1m4m8nu2,0,56.4,79.6,2023-03-19T15:02:09.612Z,2023-03-20T12:41:49Z,4110174437,56,Left,4110174443,212,5.3,4110174615,233,3,4110174439,140,53.0,4110174613,236,,4110174445,213,2.3,4110174619,286,,4112352087,178,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,4110174441,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522466949,3,74,1,0,11,bw9wm8pqfzcchumhiwdt2w15c,1,44.9,20.8,2023-03-19T15:02:09.622Z,2023-03-20T12:41:48Z,4110174599,285,,4110174623,233,6,4110174597,56,Back,4112352191,178,,,,,,,,,,,,,,cinzr4hnryu433l6z40j5x49h,Mario González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522466973,7,1,1,0,13,6vyr13j6kbwdtxjwm1m4m8nu2,1,46.5,85.7,2023-03-19T15:02:11.420Z,2023-03-20T12:41:48Z,4110174765,213,3.9,4110174763,212,21.7,4110174757,56,Back,4110174761,141,64.3,4110174759,140,31.2,4112352997,178,,,,,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
