id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2521802059,115,1,1,9,26,2b57rbw94i9ohnbch52owvqtq,0,51.9,33.5,2023-03-18T17:25:50.647Z,2023-03-19T13:26:53Z,4106665161,56,Center,4106665167,212,34.9,4106665159,157,,4106665169,213,0.1,4106665165,141,38.8,4106665163,140,85.0,4106665171,1,,4108831711,178,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802067,120,49,1,9,30,2nhn3ikl1ciq34w3hcp883d6p,1,16.2,63.3,2023-03-18T17:25:55.297Z,2023-03-19T13:26:52Z,,,,,,,,,,,,,,,,,,,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802085,121,1,1,9,30,2nhn3ikl1ciq34w3hcp883d6p,1,16,63.1,2023-03-18T17:25:55.389Z,2023-03-19T13:26:52Z,4106665285,213,3.9,4106665283,212,13.9,4108831913,178,,4106665279,140,6.4,4106665277,56,Back,4106665281,141,49.1,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802117,122,1,1,9,32,2nhn3ikl1ciq34w3hcp883d6p,1,6.3,46.1,2023-03-18T17:25:57.271Z,2023-03-19T13:26:51Z,4106665501,141,6.5,4108832045,178,,4106665497,56,Back,4106665499,140,19.8,4106665505,213,5.2,4106665503,212,30.4,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802135,123,1,1,9,36,2nhn3ikl1ciq34w3hcp883d6p,1,27.1,4.6,2023-03-18T17:26:01.536Z,2023-03-19T13:26:50Z,4108832149,178,,4106665605,212,8.1,4106665603,141,6.8,4106665601,140,34.7,4106665607,213,0.2,4106665599,56,Back,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802141,124,1,1,9,38,2nhn3ikl1ciq34w3hcp883d6p,1,44.4,6.7,2023-03-18T17:26:03.376Z,2023-03-19T13:26:49Z,4106665627,141,3.8,4106665629,212,12.8,4106665625,140,32.4,4106665623,56,Back,4108832299,178,,4106665631,213,3.3,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802147,125,3,1,9,39,2nhn3ikl1ciq34w3hcp883d6p,0,45.4,4,2023-03-18T17:26:04.236Z,2023-03-19T13:26:49Z,4108663617,464,,4106665727,233,116,4108832385,178,,4106665659,56,Back,4106665661,286,,,,,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802153,116,7,1,9,39,2b57rbw94i9ohnbch52owvqtq,1,54.6,96,2023-03-18T17:26:04.446Z,2023-03-19T13:26:49Z,4106665693,285,,4106665691,56,Left,4106665689,167,,4108663647,385,,4106665711,233,125,4108832431,178,,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802157,117,5,1,9,40,2b57rbw94i9ohnbch52owvqtq,0,63.8,101.5,2023-03-18T17:26:05.244Z,2023-03-19T06:42:14Z,4106665709,347,,4106666215,233,126,4106665707,56,Left,,,,,,,,,,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802231,126,5,1,9,40,2nhn3ikl1ciq34w3hcp883d6p,1,36.2,-1.5,2023-03-18T17:26:05.244Z,2023-03-19T06:42:13Z,4106666179,56,Back,4106666207,233,117,4106666181,347,,,,,,,,,,,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802281,127,1,1,9,44,2nhn3ikl1ciq34w3hcp883d6p,1,42.8,0,2023-03-18T17:26:08.932Z,2023-03-19T13:26:48Z,4106666403,56,Back,4106666405,140,21.4,4109556521,1,,4106666401,107,,4106666411,213,2.8,4106666407,141,11.9,4106666409,212,24.1,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802295,128,1,1,9,47,2nhn3ikl1ciq34w3hcp883d6p,1,30,12.2,2023-03-18T17:26:12.364Z,2023-03-19T13:26:48Z,4106666505,141,89.9,4106666497,56,Back,4106666511,1,,4108833117,178,,4106666507,212,54.9,4106666509,213,1.3,4106666545,189,,4106666489,155,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,4106666501,140,44.3,4106666493,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802331,129,1,1,9,52,2nhn3ikl1ciq34w3hcp883d6p,1,55.3,83.1,2023-03-18T17:26:17.074Z,2023-03-19T13:26:47Z,4106666689,213,1.4,4106666679,56,Left,4108833543,178,,4106666687,212,8.6,4106666683,140,56.4,4106666685,141,95.6,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802343,130,1,1,9,53,2nhn3ikl1ciq34w3hcp883d6p,1,64.4,97.1,2023-03-18T17:26:18.629Z,2023-03-19T13:26:46Z,4106666739,213,3.4,4106666737,212,12.5,4106666731,56,Left,4108833721,178,,4106666735,141,93.0,4106666733,140,52.8,4106666729,155,,,,,96xomdtz505yoaz35i5bb8f84,N. Dorgeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802361,131,1,1,9,55,2nhn3ikl1ciq34w3hcp883d6p,1,53,91.6,2023-03-18T17:26:20.580Z,2023-03-19T13:26:46Z,4106666845,56,Center,4108833883,178,,4106666851,212,10.0,4106666847,140,56.3,4106666849,141,77.8,4106666853,213,5.1,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522205817,1178,67,1,9,57,2nhn3ikl1ciq34w3hcp883d6p,1,57.9,82,2023-03-18T17:26:21.982Z,2023-03-19T13:26:45Z,4108870547,233,1071,,,,,,,,,,,,,,,,,,,,,,96xomdtz505yoaz35i5bb8f84,N. Dorgeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522205815,1071,67,1,9,57,2b57rbw94i9ohnbch52owvqtq,0,42.1,18,2023-03-18T17:26:21.983Z,2023-03-19T13:26:45Z,4108870551,233,1178,,,,,,,,,,,,,,,,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802393,132,1,1,9,57,2nhn3ikl1ciq34w3hcp883d6p,1,56.9,81.6,2023-03-18T17:26:22.011Z,2023-03-19T13:26:45Z,4106666979,212,9.7,4108834105,178,,4106666977,141,80.2,4106666981,213,3.2,4106666973,56,Back,4106666975,140,47.7,,,,,,,96xomdtz505yoaz35i5bb8f84,N. Dorgeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802407,133,1,1,9,58,2nhn3ikl1ciq34w3hcp883d6p,1,49.7,77.7,2023-03-18T17:26:23.494Z,2023-03-19T13:26:44Z,4106667069,56,Back,4106667073,141,91.7,4106667075,212,10.7,4108834221,178,,4106667077,213,2.0,4106667071,140,45.1,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802465,134,1,1,10,0,2nhn3ikl1ciq34w3hcp883d6p,1,47.6,91.3,2023-03-18T17:26:24.710Z,2023-03-19T13:26:43Z,4106667331,212,17.0,4108834259,178,,4106667325,56,Back,4106667333,213,3.7,4106667329,141,77.2,4106667327,140,34.2,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802495,135,1,1,10,3,2nhn3ikl1ciq34w3hcp883d6p,1,34.4,73.4,2023-03-18T17:26:28.412Z,2023-03-19T13:26:42Z,4106667479,140,31.6,4108834329,178,,4106667477,56,Back,4106667487,1,,4106667481,141,23.6,4106667485,213,4.6,4106667483,212,34.0,,,,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802583,136,1,1,10,7,2nhn3ikl1ciq34w3hcp883d6p,1,32.6,18.8,2023-03-18T17:26:32.046Z,2023-03-19T13:26:41Z,4106667777,141,3.4,4106667781,213,5.8,4106667779,212,24.5,4108834349,178,,4106667775,140,53.7,4106667773,56,Right,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802579,118,45,1,10,12,2b57rbw94i9ohnbch52owvqtq,0,31.1,94.8,2023-03-18T17:26:37.154Z,2023-03-19T13:26:40Z,4106667757,56,Back,4106667907,233,137,4106667759,285,,,,,,,,,,,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802605,137,3,1,10,12,2nhn3ikl1ciq34w3hcp883d6p,1,68.9,5.2,2023-03-18T17:26:37.154Z,2023-03-19T13:26:39Z,4106667867,56,Right,4108834495,178,,4108664159,464,,4106667869,286,,4106667899,233,118,,,,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802653,138,1,1,10,15,2nhn3ikl1ciq34w3hcp883d6p,1,86.6,1.3,2023-03-18T17:26:40.464Z,2023-03-19T13:52:20Z,4106668145,212,30.6,4106668137,155,,4106668139,56,Center,4108834541,178,,4106670211,210,16,4108664445,20,,4106668147,213,1.4,4106668135,2,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,4106670213,154,,4106668143,141,45.5,4108664443,224,,4106668141,140,4106670215,22,,,1,91.9,,,,,,,,,,,,,,,,,,,
2521803139,140,44,1,10,17,2nhn3ikl1ciq34w3hcp883d6p,1,90.7,43.9,2023-03-18T17:26:41.661Z,2023-03-19T13:26:39Z,4106670389,56,Center,4106670393,286,,4106670619,233,119,,,,,,,,,,,,,,,,12c7rhdjh6rja1d2j45n3exyi,K. Vaesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802627,119,44,1,10,17,2b57rbw94i9ohnbch52owvqtq,0,9.3,56.1,2023-03-18T17:26:41.662Z,2023-03-19T13:26:38Z,4106670623,233,140,4106667985,56,Back,4106667987,285,,,,,,,,,,,,,,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521802657,139,16,1,10,17,2nhn3ikl1ciq34w3hcp883d6p,1,92.3,41.7,2023-03-18T17:26:42.249Z,2023-03-19T13:52:21Z,4108834783,388,,4106669553,375,10:17.016,4106669549,374,2023-03-18 17:26:41.662,4108664693,395,99,4106668159,17,,4106670249,231,48.2,4106670239,55,138,4108664695,396,47.4,12c7rhdjh6rja1d2j45n3exyi,K. Vaesen,,4106670233,81,,4106668157,22,,4106669547,328,,4106670243,102,4106668161,56,4106669543,15,,46.7,Center,4106670247,230,98.1,4106670235,29,4106670245,103,24.1,4106670237,154,,,,,,,,
2521803163,120,1,1,11,20,2b57rbw94i9ohnbch52owvqtq,1,49.8,49.9,2023-03-18T17:27:45.624Z,2023-03-19T06:44:16Z,4106670547,141,41.0,4108834943,178,,4106670553,279,G,4106670549,212,18.2,4106670543,56,Back,4106670545,140,33.5,4106670551,213,3.5,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803177,121,1,1,11,24,2b57rbw94i9ohnbch52owvqtq,0,32.9,42.7,2023-03-18T17:27:49.141Z,2023-03-19T13:26:35Z,4108835001,178,,4106670641,1,,4106670629,155,,4106670635,141,39.2,4106670633,140,70.5,4106670639,213,6.2,4106670637,212,39.6,4106670631,56,Center,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803209,141,1,1,11,26,2nhn3ikl1ciq34w3hcp883d6p,0,31.6,57,2023-03-18T17:27:51.594Z,2023-03-19T13:26:34Z,4106670751,212,15.1,4106670743,3,,4106670745,56,Back,4106670753,213,5.4,4106670749,141,40.0,4108835063,388,,4106670747,140,40.9,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803221,122,1,1,11,29,2b57rbw94i9ohnbch52owvqtq,0,59.9,57.1,2023-03-18T17:27:54.287Z,2023-03-19T13:26:34Z,4106670829,141,51.8,4106670833,213,5.9,4106670827,140,68.8,4106670831,212,10.0,4108835231,178,,4106670823,3,,4106670825,56,Center,,,,3s0tyude1pghox634ij87srft,S. Dewaele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803231,142,1,1,11,30,2nhn3ikl1ciq34w3hcp883d6p,0,36.1,45.3,2023-03-18T17:27:55.112Z,2023-03-19T13:26:33Z,4106670911,140,47.9,4106670907,3,,4106670917,213,0.6,4108835435,178,,4106670909,56,Back,4106670913,141,57.0,4106670915,212,14.7,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803243,123,8,1,11,31,2b57rbw94i9ohnbch52owvqtq,1,52,46.7,2023-03-18T17:27:56.212Z,2023-03-19T13:26:33Z,4106670983,56,Center,4108665539,384,,4108835799,178,,,,,,,,,,,,,,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803247,143,49,1,11,32,2nhn3ikl1ciq34w3hcp883d6p,1,37.6,53.5,2023-03-18T17:27:57.247Z,2023-03-19T13:26:33Z,,,,,,,,,,,,,,,,,,,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803267,144,1,1,11,32,2nhn3ikl1ciq34w3hcp883d6p,0,37.7,53.5,2023-03-18T17:27:57.315Z,2023-03-19T13:26:32Z,4106671127,141,100.0,4106671133,1,,4106671129,212,39.2,4106671125,140,58.8,4106671123,56,Left,4106671131,213,1.0,4108835975,178,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803295,124,5,1,11,36,2b57rbw94i9ohnbch52owvqtq,1,39.5,-1.5,2023-03-18T17:28:01.084Z,2023-03-19T06:45:11Z,4106671237,56,Back,4106671271,233,145,4106671239,347,,,,,,,,,,,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803269,145,5,1,11,36,2nhn3ikl1ciq34w3hcp883d6p,0,60.5,101.5,2023-03-18T17:28:01.084Z,2023-03-19T06:45:11Z,4106671135,56,Left,4106671137,347,,4106671279,233,124,,,,,,,,,,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803331,125,1,1,11,39,2b57rbw94i9ohnbch52owvqtq,1,33.6,0,2023-03-18T17:28:04.375Z,2023-03-19T13:26:32Z,4106671455,212,16.7,4106671453,141,22.5,4106671449,56,Back,4106671447,107,,4106671451,140,32.4,4106671457,213,1.6,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803351,126,1,1,11,43,2b57rbw94i9ohnbch52owvqtq,1,26.5,20.4,2023-03-18T17:28:08.171Z,2023-03-19T13:26:30Z,4106671577,56,Back,4106671581,141,2.3,4108836263,178,,4106671579,140,37.0,4106671583,212,16.5,4106671585,213,5.4,,,,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803375,127,1,1,11,45,2b57rbw94i9ohnbch52owvqtq,1,31.2,3,2023-03-18T17:28:10.117Z,2023-03-19T13:26:29Z,4106671721,213,2.3,4106671713,56,Back,4106671715,140,22.9,4108836487,178,,4106671719,212,13.2,4106671717,141,17.6,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803409,128,1,1,11,48,2b57rbw94i9ohnbch52owvqtq,1,16.6,16,2023-03-18T17:28:12.994Z,2023-03-19T13:26:29Z,4106671887,213,2.1,4106671881,140,6.7,4106671879,56,Back,4108841557,178,,4106671885,212,20.5,4106671883,141,41.9,,,,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803439,129,1,1,11,50,2b57rbw94i9ohnbch52owvqtq,1,6.5,45,2023-03-18T17:28:14.760Z,2023-03-19T13:26:29Z,4106671979,141,25.2,4106671977,140,53.1,4106671981,212,50.7,4108841647,178,,4106671975,56,Center,4106671985,1,,4106671973,157,,4106671983,213,6.0,99eumu17h5sxriw5vfczvdb6d,G. Hubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803449,130,44,1,11,52,2b57rbw94i9ohnbch52owvqtq,1,51,25.6,2023-03-18T17:28:17.422Z,2023-03-19T13:26:28Z,4106672009,56,Center,4106672011,286,,4106672029,233,146,,,,,,,,,,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803413,146,44,1,11,52,2nhn3ikl1ciq34w3hcp883d6p,0,49,74.4,2023-03-18T17:28:17.423Z,2023-03-19T13:26:28Z,4106672081,233,130,4106671905,56,Back,4106671907,285,,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803491,131,1,1,11,52,2b57rbw94i9ohnbch52owvqtq,1,50.3,25.9,2023-03-18T17:28:17.476Z,2023-03-19T13:26:27Z,4106672141,3,,4106672147,141,22.1,4108665757,168,,4106672149,212,14.6,4106672143,56,Center,4106672145,140,64.0,4106672151,213,6.1,4108841903,388,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803509,132,1,1,11,56,2b57rbw94i9ohnbch52owvqtq,1,69,27.2,2023-03-18T17:28:21.120Z,2023-03-19T13:26:26Z,4106672227,141,22.2,4106672229,212,26.5,4108842099,178,,4106672223,56,Center,4106672225,140,94.0,4106672231,213,6.2,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803523,133,1,1,11,58,2b57rbw94i9ohnbch52owvqtq,0,84.8,25.8,2023-03-18T17:28:23.096Z,2023-03-19T13:26:25Z,4108842317,178,,4106672245,140,93.1,4106672243,56,Center,4106672247,141,52.2,4106672249,212,20.0,4106672251,213,1.1,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803567,147,12,1,11,59,2nhn3ikl1ciq34w3hcp883d6p,1,5.6,49.8,2023-03-18T17:28:24.216Z,2023-03-19T13:26:25Z,4106672431,56,Back,4106672443,213,0.8,4108842583,178,,4106672433,140,17.1,4106672435,141,67.5,4106672441,212,17.0,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803569,148,49,1,12,0,2nhn3ikl1ciq34w3hcp883d6p,1,15.8,66.5,2023-03-18T17:28:25.522Z,2023-03-19T13:26:24Z,,,,,,,,,,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803571,149,3,1,12,1,2nhn3ikl1ciq34w3hcp883d6p,0,18,67.7,2023-03-18T17:28:26.189Z,2023-03-19T13:26:24Z,4106672445,56,Back,4108843055,178,,4106672853,233,136,4108666009,465,,4106672447,285,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803643,136,7,1,12,1,2b57rbw94i9ohnbch52owvqtq,1,82,32.3,2023-03-18T17:28:26.343Z,2023-03-19T13:26:23Z,4108843151,178,,4106672815,56,Center,4106672817,286,,4108666221,384,,4106672849,233,149,,,,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803587,134,1,1,12,3,2b57rbw94i9ohnbch52owvqtq,0,83.2,38.2,2023-03-18T17:28:28.250Z,2023-03-19T13:26:21Z,4108843255,178,,4106672533,140,100.0,4106672535,141,69.4,4106672539,213,0.8,4106672537,212,28.6,4106672531,56,Center,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803593,135,5,1,12,6,2b57rbw94i9ohnbch52owvqtq,0,101.6,65.8,2023-03-18T17:28:30.731Z,2023-03-19T06:50:42Z,4106672559,346,,4106672569,233,150,4106672557,56,Center,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803589,150,5,1,12,6,2nhn3ikl1ciq34w3hcp883d6p,1,-1.6,34.2,2023-03-18T17:28:30.731Z,2023-03-19T06:50:43Z,4106672543,346,,4106672541,56,Back,4106672563,233,135,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803761,151,1,1,12,24,2nhn3ikl1ciq34w3hcp883d6p,1,5,50,2023-03-18T17:28:49.475Z,2023-03-19T13:26:20Z,4106673521,1,,4106673515,141,96.9,4106673513,140,27.2,4106673525,74,,4106673507,124,,4106673517,212,39.5,4106673511,56,Back,4106673519,213,0.9,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,4106673509,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803769,152,1,1,12,28,2nhn3ikl1ciq34w3hcp883d6p,0,33.3,94.4,2023-03-18T17:28:53.224Z,2023-03-19T13:26:19Z,4106673559,56,Left,4108843573,178,,4106673561,140,60.9,4106673567,213,6.1,4106673557,155,,4106673563,141,86.2,4106673565,212,29.5,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803803,137,1,1,12,29,2b57rbw94i9ohnbch52owvqtq,1,43.2,14.8,2023-03-18T17:28:54.468Z,2023-03-19T13:26:18Z,4108843843,388,,4106673693,140,53.5,4106673695,141,41.3,4106673699,213,1.0,4106673691,56,Center,4106673689,3,,4106673697,212,21.0,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803811,138,49,1,12,31,2b57rbw94i9ohnbch52owvqtq,1,52.6,37.7,2023-03-18T17:28:56.200Z,2023-03-19T13:26:18Z,,,,,,,,,,,,,,,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803859,139,1,1,12,31,2b57rbw94i9ohnbch52owvqtq,1,52.5,37.4,2023-03-18T17:28:56.217Z,2023-03-19T13:26:17Z,4106673915,1,,4106673913,213,6.0,4106673903,157,,4106673905,56,Center,4108844035,178,,4106673909,141,28.0,4106673907,140,74.4,4106673911,212,23.9,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803877,140,1,1,12,33,2b57rbw94i9ohnbch52owvqtq,1,69.9,24.5,2023-03-18T17:28:58.506Z,2023-03-19T13:26:17Z,4108844157,178,,4106673995,141,19.4,4106673993,140,68.9,4108844159,21,,4106673991,56,Right,4106673997,212,3.6,4106673999,213,4.4,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803907,141,1,1,12,37,2b57rbw94i9ohnbch52owvqtq,1,67.7,18.4,2023-03-18T17:29:02.110Z,2023-03-19T13:26:16Z,4106674209,141,57.9,4106674207,140,65.9,4106674211,212,26.9,4108844215,178,,4106674205,56,Center,4106674213,213,1.6,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803929,142,1,1,12,40,2b57rbw94i9ohnbch52owvqtq,1,63.7,56.2,2023-03-18T17:29:05.316Z,2023-03-19T13:26:16Z,4106674337,56,Left,4108844253,178,,4106674345,212,23.9,4106674339,140,68.5,4106674341,141,90.5,4106674349,213,1.4,,,,,,,3s0tyude1pghox634ij87srft,S. Dewaele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521803945,143,1,1,12,43,2b57rbw94i9ohnbch52owvqtq,1,66.9,84,2023-03-18T17:29:08.072Z,2023-03-19T13:26:15Z,4106674469,56,Center,4108844293,178,,4106674475,212,6.6,4106674473,141,74.8,4106674471,140,65.0,4106674477,213,4.4,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
