id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/12/value,assist
2452409205,1,34,16,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2022-08-28T13:12:43.830Z,2022-08-28T15:24:52Z,3739807619,194,6vh5n14h1knmx7yut84q2f2l1,3739807621,197,9463,3739807609,30,"2unnytu55d7lvws7h3r86yhud, 8b95khn8h8qz3y4u4coajs5at, 6vh5n14h1knmx7yut84q2f2l1, ezb815xw3yx3r3ey51zovop91, 54y1k9ysgdtdvv9ss72ruxiad, 6fdwd71dx2qu7uzzs3ozm9x7u, 3pr51w08wkrl03rpafmsouj85, bd4cjnn4k45ry7ci5tsaawf10, 8yy638bmdymhzkbrvho3qezft, 6437iwpplyfh71o9b7uxdylii, esrwjtmubaz21j01ndpollrrp, 6yegi163rq5fsloppfubi3sh5, 93weoj4q60xtxdntko7hobg4q, 9n5wjnjloy0c2euwhsu9u1y39, 4ku7qityj6ozes655l78qyqj9, 280b4j6oidfonglcbr2vlj59m, 5n522jpifzyf9qu0z41kuf7my, 6t7ezta9mftdtk20pgxa30r85",3739807611,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3739807623,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739807615,130,12,3739807617,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3739807613,59,"31, 10, 30, 66, 24, 4, 70, 12, 22, 17, 26, 1, 9, 20, 21, 32, 44, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452419909,1,34,16,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-08-28T13:24:03.022Z,2022-08-28T14:32:55Z,3739863349,197,16111,3739863337,30,"bxcwnf87pf8ijzbxy70ewcfe1, a1ibpks3t6lelvch5kn6u6nyt, 93hp5gm29ke90ugdimd9xf949, corn6i066rh7c7veva0sm3oid, 76y4awqbdef5yxiovt27i57th, a5jrqzijth7e3uxl4phi83sdm, cllq8xizuqut48xxqc3btz97u, 1pg0b32xb9230zit0ndyd79ih, 8bh749b5p635490hik1pj40yd, ajcblksnh113es9hzt7l5k8h5, 187wxh3jjn8hqbu7fyw7wullh, ai0yljs83kdpaa6r7ri0048np, 2gpt4ph0jpaaj49fnnmpdc1qt, rmruexgp6l6ar57aq8xffg4q, bci3k14ed9oqcchpmtq37rnx1, eq5hfgqm32c7qmj6xwp7j9iqc, 3z1lfdoy92bq8airglbhx32tw, 464o8uslv6z2fdm269j97gt4a",3740024175,194,corn6i066rh7c7veva0sm3oid,3739863341,59,"16, 18, 11, 34, 20, 3, 22, 19, 9, 7, 8, 2, 15, 26, 30, 51, 61, 17",3739863361,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739863345,130,12,3739863339,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3739863347,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452442673,2,32,1,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2022-08-28T14:01:18.804Z,2022-08-28T20:33:27Z,3739983919,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452442667,2,32,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-08-28T14:01:18.804Z,2022-08-28T14:01:18Z,3739983893,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452442695,3,1,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,50,50,2022-08-28T14:01:18.824Z,2022-08-28T21:01:05Z,3739984031,212,21.6,3739984029,141,37.9,3739984025,56,Back,3739984033,213,3.5,3739984035,279,S,3739984027,140,31.0,3741795067,178,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452442737,4,1,1,0,2,5z1b7fuvpqe6vnigvopomvecu,0,36.1,45.4,2022-08-28T14:01:21.501Z,2022-08-29T10:00:48Z,3739984215,141,63.9,3739984213,140,73.4,3739984217,212,41.1,3739984221,1,,3741795645,178,,3739984219,213,0.3,3739984211,56,Center,3739984209,155,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452442735,3,44,1,0,5,1uk609mhtsfhokhaewjapb26,1,21.8,31.5,2022-08-28T14:01:24.372Z,2022-08-29T10:21:56Z,3739984207,285,,3739984205,56,Back,3739984299,233,5,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452442747,5,44,1,0,5,5z1b7fuvpqe6vnigvopomvecu,0,78.2,68.5,2022-08-28T14:01:24.373Z,2022-08-29T10:00:47Z,3739984315,233,3,3739984267,286,,3739984265,56,Center,,,,,,,,,,,,,,,,8bh749b5p635490hik1pj40yd,R. Emond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452442741,4,1,1,0,5,1uk609mhtsfhokhaewjapb26,0,21.8,29.9,2022-08-28T14:01:24.420Z,2022-08-29T10:21:56Z,3741796215,388,,3739984245,141,16.5,3739984243,140,30.2,3739984247,212,12.7,3739984239,3,,3739984249,213,5.5,3739984241,56,Back,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452442787,6,1,1,0,8,5z1b7fuvpqe6vnigvopomvecu,1,74.6,87.5,2022-08-28T14:01:27.788Z,2022-08-29T10:00:45Z,3739984465,141,87.2,3739984469,213,3.2,3739984461,56,Left,3741796859,178,,3739984463,140,68.5,3739984467,212,6.4,,,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
