id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2455142791,5,1,1,0,10,jb4xejoxjfk5a0a50bo8hvst,0,46.6,57.2,2022-09-03T16:15:18.829Z,2022-09-04T11:31:39Z,3754395087,212,21.4,3754395081,56,Back,3756802509,178,,3754395085,141,25.8,3754395089,213,4.7,3754395083,140,45.6,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455284609,879,43,1,0,12,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-09-03T16:15:20.737Z,2022-09-03T19:11:49Z,3755155839,157,0,3755155863,1,0,3755155841,56,Center,3755156349,144,1,3755155855,212,0,3755155859,213,0,3755155849,141,72.6,3755155845,140,57.8,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455284475,878,49,1,0,12,b7jmo07lqav0wfe2mtlzyspak,1,58.6,68.3,2022-09-03T16:15:21.029Z,2022-09-04T11:31:39Z,,,,,,,,,,,,,,,,,,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142835,5,1,1,0,12,b7jmo07lqav0wfe2mtlzyspak,1,58.8,68.3,2022-09-03T16:15:21.075Z,2022-09-04T11:31:38Z,3754395337,212,8.0,3756802671,388,,3754395331,56,Center,3754395335,141,67.0,3754395339,213,6.2,3754395333,140,66.4,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455283937,877,61,1,0,13,b7jmo07lqav0wfe2mtlzyspak,0,67,62.6,2022-09-03T16:15:21.834Z,2022-09-04T11:31:38Z,3755152359,56,Center,3756804411,178,,,,,,,,,,,,,,,,,,,,evktllmp3l6mfb6o4im0ag0ve,Y. Malede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455285395,607,49,1,0,15,jb4xejoxjfk5a0a50bo8hvst,1,23.8,39.4,2022-09-03T16:15:23.453Z,2022-09-04T11:31:37Z,,,,,,,,,,,,,,,,,,,,,,,,,1acbm9228tfggjx7htxjtcvrp,C. Lepoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142849,6,1,1,0,15,jb4xejoxjfk5a0a50bo8hvst,0,23.8,39.1,2022-09-03T16:15:23.498Z,2022-09-04T11:31:37Z,3754395447,141,25.2,3756804535,178,,3754395441,56,Back,3754395451,213,5.8,3754395437,155,,3754395449,212,20.2,3754395445,140,40.8,,,,1acbm9228tfggjx7htxjtcvrp,C. Lepoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142927,6,1,1,0,16,b7jmo07lqav0wfe2mtlzyspak,1,61.5,79.5,2022-09-03T16:15:24.847Z,2022-09-04T11:31:37Z,3754395813,140,67.1,3754395809,3,,3754395815,141,77.7,3754395819,213,6.1,3754395817,212,6.0,3756804607,388,,3754395811,56,Center,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455285845,880,49,1,0,17,b7jmo07lqav0wfe2mtlzyspak,1,68.2,79.1,2022-09-03T16:15:26.024Z,2022-09-04T11:31:36Z,,,,,,,,,,,,,,,,,,,,,,,,,evktllmp3l6mfb6o4im0ag0ve,Y. Malede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455590427,654,43,1,0,18,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-09-03T16:15:26.637Z,2022-09-04T06:01:12Z,3756835053,399,446792,3756835261,144,83,,,,,,,,,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455590553,657,83,1,0,18,jb4xejoxjfk5a0a50bo8hvst,1,32.6,20.2,2022-09-03T16:15:26.637Z,2022-09-04T11:31:36Z,3756835573,399,446792,,,,,,,,,,,,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142957,7,1,1,0,18,b7jmo07lqav0wfe2mtlzyspak,0,67.3,80.1,2022-09-03T16:15:26.658Z,2022-09-04T11:31:35Z,3755165053,213,1.6,3755165049,212,14.6,3755165045,140,66.8,3756804719,178,,3755165047,141,100.0,3754395949,56,Left,,,,,,,evktllmp3l6mfb6o4im0ag0ve,Y. Malede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143211,8,5,1,0,19,jb4xejoxjfk5a0a50bo8hvst,1,32.6,-1.2,2022-09-03T16:15:27.977Z,2022-09-04T05:29:10Z,3754397169,233,9,3754397161,56,Back,3754397163,347,,,,,,,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142985,9,5,1,0,19,b7jmo07lqav0wfe2mtlzyspak,0,67.4,101.2,2022-09-03T16:15:27.977Z,2022-09-04T05:29:10Z,3754396099,347,,3754397177,233,8,3754396097,56,Left,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142935,7,43,1,0,21,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-09-03T16:15:29.973Z,2022-09-03T19:13:12Z,3755164465,144,7,3754395861,56,Back,3754395981,233,7,3754395863,285,0,,,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455142973,8,43,1,0,24,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-09-03T16:15:32.443Z,2022-09-03T19:13:14Z,3754396037,56,Center,3755164629,144,61,,,,,,,,,,,,,,,,,,,evktllmp3l6mfb6o4im0ag0ve,Y. Malede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143267,9,1,1,0,38,jb4xejoxjfk5a0a50bo8hvst,0,35.8,0,2022-09-03T16:15:46.964Z,2022-09-04T11:31:35Z,3754397343,1,,3754397331,56,Right,3754397337,212,36.8,3754397335,141,3.5,3754397339,213,0.1,3754397333,140,70.7,3754397329,107,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143301,10,1,1,0,40,b7jmo07lqav0wfe2mtlzyspak,1,37.9,93.9,2022-09-03T16:15:48.883Z,2022-09-04T11:31:34Z,3754397521,212,9.5,3754397517,140,46.9,3754397513,3,,3754397523,213,0.1,3754397515,56,Back,3754397519,141,94.8,3756804929,178,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455186261,429,1,1,0,41,b7jmo07lqav0wfe2mtlzyspak,0,45.5,99.7,2022-09-03T16:15:50.113Z,2022-09-04T11:31:34Z,3754623597,56,Back,3754623601,141,86.5,3756805017,178,,3754623599,140,46.6,3754623603,212,9.1,3754623605,213,4.8,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143339,10,1,1,0,43,jb4xejoxjfk5a0a50bo8hvst,1,57.8,9.4,2022-09-03T16:15:51.637Z,2022-09-04T11:31:34Z,3754397749,141,6.4,3754397753,213,6.1,3754397745,56,Right,3754397751,212,9.2,3756805223,178,,3754397747,140,66.3,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143355,11,1,1,0,44,jb4xejoxjfk5a0a50bo8hvst,1,56.9,2.1,2022-09-03T16:15:52.253Z,2022-09-04T11:31:33Z,3754397841,212,17.7,3756805303,178,,3754397839,141,18.3,3754397835,56,Right,3754397837,140,70.1,3754397843,213,0.7,,,,,,,5jxclq9dzjbbqptbzz5jnwand,A. Ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143367,12,1,1,0,45,jb4xejoxjfk5a0a50bo8hvst,1,62.7,14.1,2022-09-03T16:15:53.485Z,2022-09-04T11:31:33Z,3754397907,56,Center,3754397911,141,28.8,3756805423,178,,3754397915,213,1.2,3754397913,212,10.7,3754397909,140,66.3,,,,,,,8ic5et3o15rkxyebpxy6y4mhh,A. Bernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143397,13,1,1,0,47,jb4xejoxjfk5a0a50bo8hvst,1,66.6,27.8,2022-09-03T16:15:55.798Z,2022-09-04T11:31:32Z,3756805851,178,,3754398081,56,Center,3754398095,212,18.0,3754398099,213,1.9,3754398085,140,60.8,3754398091,141,52.7,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143469,14,1,1,0,50,jb4xejoxjfk5a0a50bo8hvst,1,64.2,53.4,2022-09-03T16:15:58.629Z,2022-09-04T11:31:31Z,3754398391,140,69.7,3756805893,178,,3754398399,212,27.5,3754398395,141,93.0,3754398387,56,Left,3754398403,213,1.4,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143497,15,1,1,0,53,jb4xejoxjfk5a0a50bo8hvst,0,70.5,86.8,2022-09-03T16:16:01.331Z,2022-09-04T11:31:30Z,3754398567,212,29.9,3755171731,72,,3756805957,178,,3754398561,56,Center,3754398557,2,,3754398565,141,49.5,3755171729,224,,3754398569,213,5.3,187qa5icsve3oak3t90r6rhsl,M. Poaty,3754398563,140,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143649,11,12,1,0,54,b7jmo07lqav0wfe2mtlzyspak,1,15.2,47.1,2022-09-03T16:16:02.635Z,2022-09-04T11:31:30Z,3754399337,141,35.4,3756806043,178,,3754399339,212,34.2,3754399335,140,46.9,3754399341,213,6.0,3754399333,56,Back,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143561,16,1,1,0,57,jb4xejoxjfk5a0a50bo8hvst,0,63,59,2022-09-03T16:16:05.559Z,2022-09-04T11:31:30Z,3754398873,56,Center,3754398879,212,2.9,3754398875,140,60.6,3756806121,388,,3754398871,3,,3754398881,213,3.6,3754398877,141,57.0,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143701,13,49,1,0,59,b7jmo07lqav0wfe2mtlzyspak,1,33.7,46.7,2022-09-03T16:16:07.475Z,2022-09-04T11:31:29Z,,,,,,,,,,,,,,,,,,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143697,12,1,1,1,1,b7jmo07lqav0wfe2mtlzyspak,1,38.4,48.6,2022-09-03T16:16:09.248Z,2022-09-04T11:31:28Z,3756806267,178,,3754399621,141,78.1,3754399617,56,Back,3754399623,212,21.0,3754399625,213,1.3,3754399619,140,44.3,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143735,14,1,1,1,3,b7jmo07lqav0wfe2mtlzyspak,1,40.8,76,2022-09-03T16:16:11.767Z,2022-09-04T11:31:28Z,3754399775,141,63.4,3756806373,178,,3754399779,213,5.9,3754399773,140,64.0,3754399777,212,25.8,3754399771,56,Center,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455187411,430,1,1,1,7,b7jmo07lqav0wfe2mtlzyspak,1,64.7,84.4,2022-09-03T16:16:15.506Z,2022-09-04T11:31:27Z,3754629407,212,23.1,3754629401,56,Left,3754629403,140,86.1,3756806463,178,,3754629409,213,0.2,3754629405,141,92.4,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143825,15,43,1,1,9,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-09-03T16:16:17.224Z,2022-09-03T17:12:17Z,3754400257,141,90.9,3754658195,144,1,3754400253,56,Left,3754400261,213,0.6,3754400259,212,23.5,3754400255,140,81.7,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143835,16,3,1,1,11,b7jmo07lqav0wfe2mtlzyspak,0,92.7,90.9,2022-09-03T16:16:20.040Z,2022-09-04T11:31:25Z,3754400311,56,Left,3755177275,464,,3754400375,233,17,3754400313,286,,3756806589,178,,,,,,,,,,,evktllmp3l6mfb6o4im0ag0ve,Y. Malede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143793,17,7,1,1,11,jb4xejoxjfk5a0a50bo8hvst,1,7.3,9.1,2022-09-03T16:16:20.122Z,2022-09-04T11:31:25Z,3756806647,178,,3755177429,383,,3754400109,56,Back,3754400361,233,16,3754400111,285,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143797,18,49,1,1,13,jb4xejoxjfk5a0a50bo8hvst,1,8.4,9.9,2022-09-03T16:16:21.685Z,2022-09-04T11:31:24Z,,,,,,,,,,,,,,,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143883,19,1,1,1,13,jb4xejoxjfk5a0a50bo8hvst,1,8.6,9.8,2022-09-03T16:16:21.724Z,2022-09-04T11:31:24Z,3754400627,140,23.9,3754400631,212,16.2,3754400633,213,6.1,3754400629,141,6.4,3754400625,56,Back,3756806799,178,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143913,20,1,1,1,17,jb4xejoxjfk5a0a50bo8hvst,0,32.7,1.8,2022-09-03T16:16:25.490Z,2022-09-04T11:31:23Z,3754400787,141,6.5,3756806913,178,,3754400793,1,,3754400785,140,65.5,3754400789,212,34.6,3754400791,213,0.1,3754400783,56,Right,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455143933,17,49,1,1,19,b7jmo07lqav0wfe2mtlzyspak,1,40.5,89.4,2022-09-03T16:16:27.660Z,2022-09-04T11:31:22Z,,,,,,,,,,,,,,,,,,,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455144053,18,1,1,1,21,b7jmo07lqav0wfe2mtlzyspak,1,38.1,91.6,2022-09-03T16:16:29.513Z,2022-09-04T11:31:22Z,3754401511,213,4.6,3754401507,141,42.4,3754401505,140,33.3,3754401509,212,33.8,3754401503,56,Back,3757353599,1,,3756807075,178,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455144077,19,1,1,1,23,b7jmo07lqav0wfe2mtlzyspak,1,31.4,52.6,2022-09-03T16:16:32.160Z,2022-09-04T11:31:21Z,3754401597,213,5.1,3756809097,178,,3754401589,56,Back,3754401591,140,40.0,3754401593,141,15.9,3754401595,212,26.5,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455144209,20,1,1,1,26,b7jmo07lqav0wfe2mtlzyspak,1,39,23.7,2022-09-03T16:16:34.564Z,2022-09-04T11:31:20Z,3754402277,56,Back,3754402281,141,46.6,3754402283,212,19.1,3754402285,213,1.0,3756809191,178,,3754402279,140,49.6,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455144243,21,1,1,1,27,b7jmo07lqav0wfe2mtlzyspak,1,42.4,47.6,2022-09-03T16:16:35.684Z,2022-09-04T11:31:20Z,3754402367,213,3.8,3754402361,140,31.1,3754402359,56,Back,3754402365,212,14.8,3756809245,178,,3754402363,141,34.7,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455144255,22,1,1,1,29,b7jmo07lqav0wfe2mtlzyspak,1,31.3,37.7,2022-09-03T16:16:37.904Z,2022-09-04T11:31:19Z,3754402447,213,5.1,3754402437,140,39.0,3754402433,56,Back,3754402441,141,7.9,3754402443,212,21.8,3756809361,178,,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455188093,431,1,1,1,33,b7jmo07lqav0wfe2mtlzyspak,1,40,12.7,2022-09-03T16:16:41.253Z,2022-09-04T11:31:18Z,3754632837,212,11.4,3754632831,56,Back,3756809401,178,,3754632833,140,37.1,3754632839,213,1.8,3754632835,141,28.9,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455144307,23,1,1,1,36,b7jmo07lqav0wfe2mtlzyspak,1,32.2,38.3,2022-09-03T16:16:44.284Z,2022-09-04T11:31:18Z,3754402787,141,91.5,3754402783,56,Back,3756809481,178,,3754402791,213,1.4,3755182687,1,,3754402785,140,39.9,3754402789,212,37.1,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
