id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/8/value,qualifier/9/value,assist,qualifier/13/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/12/value,qualifier/19/value
2526801763,1,34,16,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-04-01T17:46:30.814Z,2023-04-01T18:31:39Z,4153955935,59,"28, 26, 7, 4, 88, 2, 8, 16, 18, 68, 9, 6, 22, 27, 33, 34, 77, 90",4153955933,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4153955941,194,92ajo8iiqwlmjwndtf7yt6l05,4153955939,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4153955931,30,"99eumu17h5sxriw5vfczvdb6d, 17x4fqsde2cdp2s9q5odmkr8p, 3m13ipluel0m6cotha7n7vrop, c8ikdrxdufewp5jzds3s24xjp, 7y7wrtvktvxfki86p41ptoell, ew1thxs8j5mwwqh075kzsjq0a, 92ajo8iiqwlmjwndtf7yt6l05, 3s0tyude1pghox634ij87srft, 2rn8mnhlrtrbm6du97f54zckq, 65js4yds9vyg0iyck8xh10frp, b3y2ov2ju75fr5u5e2rerj1ex, 13gl8a9xwpzphph88xleav07p, 1leek57meu5ud379ll63mzdre, czsmg1hjqbmzhz8x91y3b0yc5, 2hj88r72bbwnhqx12tv13jmqx, 58qrdtv5emnvcojqkmnpx5ffu, 9m3bkbdedtddfeix57rj2f7c9, 3are60mt98ibeazgcyjvuy7tg",4153955937,130,18,4153955945,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153955943,197,8908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526801977,1,34,16,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-04-01T17:46:50.080Z,2023-04-01T17:46:50Z,4153957009,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4153957007,197,16292,4153956995,30,"bxcwnf87pf8ijzbxy70ewcfe1, eg2u042cthz9undb4xz0pu8rt, 93hp5gm29ke90ugdimd9xf949, corn6i066rh7c7veva0sm3oid, 76y4awqbdef5yxiovt27i57th, 48f3zlksc3r230qb78c5emnyt, 187wxh3jjn8hqbu7fyw7wullh, 69ivqkcipxp15b7x5jl83ud49, 2bz8ey1mxuv6uo8duu7if6k4q, cllq8xizuqut48xxqc3btz97u, d6r3vkalhudms84f6fs415wid, 8bh749b5p635490hik1pj40yd, 464o8uslv6z2fdm269j97gt4a, bxudrqx99a3zv5gajdzxz38id, 6a0e28nxlyyw7ghe4wzumlzh1, bci3k14ed9oqcchpmtq37rnx1, eq5hfgqm32c7qmj6xwp7j9iqc, 3z1lfdoy92bq8airglbhx32tw",4153957001,130,13,4153956999,59,"16, 13, 11, 34, 20, 6, 8, 14, 10, 22, 77, 9, 17, 21, 28, 30, 51, 61",4153957003,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4153957005,194,48f3zlksc3r230qb78c5emnyt,4153956997,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526857481,2,32,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-04-01T18:47:21.839Z,2023-04-01T18:47:24Z,4154264865,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526857467,2,32,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-04-01T18:47:21.839Z,2023-04-02T07:47:56Z,4154264795,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526857539,3,1,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,50.1,50.3,2023-04-01T18:47:21.972Z,2023-04-02T07:54:30Z,4156332267,178,,4154265195,213,3.0,4154265193,212,21.2,4154265187,56,Back,4154265191,141,55.8,4154265189,140,30.2,4154265197,279,S,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526857605,4,1,1,0,3,2b57rbw94i9ohnbch52owvqtq,0,32.7,50.1,2023-04-01T18:47:25.083Z,2023-04-02T07:54:35Z,4154265495,213,5.9,4154265493,212,40.1,4156332411,178,,4154265485,155,,4154265491,141,29.7,4154265497,1,,4154265489,140,68.5,4154265487,56,Center,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526857631,3,1,1,0,5,5z1b7fuvpqe6vnigvopomvecu,0,26.5,67.2,2023-04-01T18:47:27.222Z,2023-04-02T07:54:39Z,4154265643,213,0.1,4154265645,1,,4154265637,140,56.7,4154265639,141,70.8,4154265641,212,31.8,4154265633,157,,4154265635,56,Center,4156332495,178,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526857677,5,1,1,0,7,2b57rbw94i9ohnbch52owvqtq,0,38.8,20.9,2023-04-01T18:47:29.004Z,2023-04-02T07:54:48Z,4154265865,56,Right,4154265863,3,,4154265871,212,17.3,4154265867,140,54.4,4156332741,388,,4154265873,213,6.0,4154265869,141,12.9,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526857725,4,50,1,0,9,5z1b7fuvpqe6vnigvopomvecu,1,46.2,81.6,2023-04-01T18:47:30.997Z,2023-04-02T07:54:55Z,4154266133,286,,4154266131,56,Back,4154266225,233,6,,,,,,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526857713,6,7,1,0,10,2b57rbw94i9ohnbch52owvqtq,0,53.8,18.4,2023-04-01T18:47:31.843Z,2023-04-02T07:54:58Z,4156147663,384,,4154266209,233,4,4154266063,56,Right,4154266065,285,,4156333031,178,,,,,,,,,,,3s0tyude1pghox634ij87srft,S. Dewaele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
