id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/16/value,qualifier/12/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2443521381,1,34,16,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-08-07T18:13:05.221Z,2022-08-07T19:41:11Z,3692542205,130,17,3692542201,59,"12, 11, 7, 15, 28, 25, 4, 24, 43, 33, 10, 3, 5, 6, 17, 20, 21, 29",3692542213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3692542195,30,"49vbniwasp2kyt27jw0cv6m6t, a8pgjuz5yrbxyf1t905gj327d, 1kst4u41rlyirggwoo1m8ovdh, 91sex5ir1pp4b2beotoua7mqx, 1abf0y93zbw1sw183nblqoicp, dmk8usvqtzv60bwkoxk7kfqxg, 91qd93lqgpe700ps0b6a7ntn9, 73z9v9oz73hlmnswrzp860yj9, 58b30n3a3qc1s5tpfn8er7tw4, f3e9qk9oz4feldhgetdpcd0ph, d1j29sgb7rmc6dxe3koyyr0et, f3kgaaymdh9t0ism7n53h0b11, cni0rxu9fo9lfqqhggmqrdvpx, dvomh2gx3wd5x5v1dmlnkdpzp, 3je3s65vdag4qctd9q0ku8z8q, 9fvwcsajeousbo5o0e84cj2sp, atkoaobhylui34grbharm41xx, 6u73l7tuxx0958ij9kvdizjrp",3692542211,197,8055,3692542207,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3692542209,194,f3e9qk9oz4feldhgetdpcd0ph,3692542197,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443522371,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-08-07T18:15:35.913Z,2022-08-07T18:15:36Z,3692547995,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3692547991,59,"1, 2, 21, 16, 23, 51, 4, 8, 99, 19, 10, 6, 7, 18, 26, 34, 55, 61",3692548001,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3692547989,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3692547997,194,9tc6mprxpu2rc5ptlp5ljw7h1,3692547987,30,"r0hm6ahwcvdu57bgfi5zkslx, 1h9jdj5ag99myeoirxzh92od1, 5u6h6cptsad9e6n4uv76q0fl5, 5jywyphhwu9j4bphz0720kb9, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, awsiaxyma4vmsrpthdyep2ket, cefs6b83ei4gcyuscfopw32ay, ex7y8oe78ewwmibz41qbmwhxx, 5tsrmx2p5f3mrpwt8gpx4x979, dcjf15sf1dbb6w17foz25uuei, ezg4lhvy2z4pkyvfrmi17y11x, 8lrsefp53ez5jm3hd5fy8tck5, eg4piy0kcdtdopqpd3lcl5j2t, 4114auk4o8n6higc918qymc4p, cyh16toqa9wxmxepg635ecgve, 1v75zo1ivju4o2xwgwn9az88a, 8yo1cv2wlhnk1lu50cu3iul79",3692547999,197,3769,3692547993,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443541841,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-08-07T19:00:08.229Z,2022-08-08T04:45:34Z,3692663709,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443541827,2,32,1,0,0,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-08-07T19:00:08.229Z,2022-08-07T19:00:08Z,3692663647,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443541867,3,1,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,50,50,2022-08-07T19:00:08.308Z,2022-08-08T04:56:43Z,3692663837,56,Back,3692663847,279,S,3692663839,140,38.5,3692663843,212,12.5,3692663845,213,3.4,3692663841,141,45.4,3693799935,178,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443759873,1133,43,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-08-07T19:00:09.153Z,2022-08-08T06:20:29Z,3693841971,178,0,3693842007,144,82,,,,,,,,,,,,,,,,,,,awsiaxyma4vmsrpthdyep2ket,R. Nainggolan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443541883,4,1,1,0,2,7zibyotq1x1hq6pmgibhr0e6s,1,41.5,48.3,2022-08-07T19:00:10.599Z,2022-08-08T10:37:40Z,3692663997,141,10.4,3692663999,212,26.6,3692663993,56,Back,3692663995,140,35.3,3693800521,178,,3692664001,213,4.5,,,,,,,awsiaxyma4vmsrpthdyep2ket,R. Nainggolan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443541909,5,1,1,0,5,7zibyotq1x1hq6pmgibhr0e6s,1,33.9,15.1,2022-08-07T19:00:13.776Z,2022-08-08T10:37:39Z,3692664219,213,2.5,3692664221,1,,3692664207,140,7.6,3692664211,141,45.8,3692664215,212,34.6,3692664203,56,Back,3693800563,178,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443759917,1140,43,1,0,8,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-08-07T19:00:16.769Z,2022-08-08T06:20:55Z,3693842261,144,82,3693842211,178,0,,,,,,,,,,,,,,,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443541929,6,1,1,0,8,7zibyotq1x1hq6pmgibhr0e6s,1,8.7,42.2,2022-08-07T19:00:16.781Z,2022-08-08T10:37:39Z,3692664377,213,0.9,3693800595,178,,3692664385,1,,3692664373,212,33.5,3692664371,141,81.5,3692664369,140,27.9,3692664367,56,Back,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
