id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,assist
2508735757,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-02-17T18:54:28.381Z,2023-02-17T20:40:08Z,4037624765,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4037624775,197,3313,4037624773,194,a8k3ubqsi0duc3g4u5jnvcoa1,4037624763,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, d1rgv9cgncdgr1h61phrxoc89, ama1ibpjcfu206icrfmkgfavp, 68vmg4qgr11vppc48hs8402jt, 5enjhxrx2jrjqtgb9wwq0baax, 1b6ab1mqzvhk547p0bdzbccfd, a8k3ubqsi0duc3g4u5jnvcoa1, boehs62sf23wlas5wb4l5s2y, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, cma24hkdklib8007a42cso38q, 5qpyf80if6m1o5vkwf1yt034l, 14w9q2mu6yq235ic55fxs0w2y, 19htxtc8lmbfsv83py7hzqb8q, 1e7snjsrbh93xt5ti1oyuqxka, 7zmgaactx19n77j9fl08pahyi, c8m4ox6n1v89qbbjq73s5ezmx",4037624771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4037624777,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037624767,59,"26, 23, 5, 17, 46, 2, 28, 8, 99, 34, 11, 4, 7, 10, 14, 19, 40, 77",4037624769,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508736297,1,34,16,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-02-17T18:56:04.237Z,2023-02-17T19:43:02Z,4037627369,59,"1, 6, 18, 14, 27, 4, 7, 22, 9, 19, 11, 2, 10, 15, 23, 28, 34, 35",4037627379,197,13711,4037627377,194,3q5uylbjjiaoj3mn2l7p93jyt,4037627367,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4037627371,130,8,4037627373,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4037627363,30,"1psqmd0h77b385bljq2emftgp, b6hva6wki38za3hipscirr4h6, mlqit2c8my1ewqy6avrfhf8q, cne8uwbnrwbwqjpj3pme1kbmx, btz2lf5s3h6svre1o5jgmvf85, 9svafwvk8lle1ex1m2y279905, 3eywxsna9qzi1egis1uj4l6mt, 1df9uegp2hsbc4813no3mdvx1, 3nr55odndzunwlb658bsnlwx5, 3q5uylbjjiaoj3mn2l7p93jyt, 9aafa664l1husrkrgqv25l42d, 1vhz040atckd3pnzwbky5uuvp, evktllmp3l6mfb6o4im0ag0ve, calut2wcnvfps97uj7dartf4l, 6es2qusg5h5q9ricqm51j1xck, 5egzwt11xlx1vz5dk9yu29q1g, 9ov7tj31hixo7xp0tfffuhpn8, bihng5zkoeutve0fpxrwo5yj8",4037627381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508767131,2,32,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-02-17T19:46:45.737Z,2023-02-18T04:09:17Z,4037783041,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508767127,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2023-02-17T19:46:45.737Z,2023-02-17T19:46:46Z,4037783033,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508767149,3,1,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,49.9,48.7,2023-02-17T19:46:45.750Z,2023-02-18T04:24:47Z,4037783133,141,49.7,4037783135,212,14.1,4037783131,140,36.5,4037783129,56,Back,4037783137,213,3.1,4038495373,178,,4037783139,279,S,,,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508767231,4,1,1,0,3,b7jmo07lqav0wfe2mtlzyspak,0,31.6,56.1,2023-02-17T19:46:49.021Z,2023-02-18T10:13:01Z,4037783481,56,Right,4037783487,212,58.3,4037783489,213,5.5,4038495419,178,,4037783477,155,,4037783479,196,,4037783485,141,0.0,4037783491,1,,9svafwvk8lle1ex1m2y279905,D. Wouters,4037783483,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508767225,3,5,1,0,8,89xivtxk59uzvhdsd6miao6tm,1,22.7,101.6,2023-02-17T19:46:54.324Z,2023-02-18T04:24:53Z,4037783503,233,5,4037783459,347,,4037783457,56,Back,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508767235,5,5,1,0,8,b7jmo07lqav0wfe2mtlzyspak,0,77.3,-1.6,2023-02-17T19:46:54.324Z,2023-02-18T04:24:53Z,4037783507,233,3,4037783495,56,Right,4037783497,347,,,,,,,,,,,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508767361,4,1,1,0,23,89xivtxk59uzvhdsd6miao6tm,1,16.3,100,2023-02-17T19:47:09.508Z,2023-02-18T10:13:00Z,4037784059,141,90.9,4037784061,212,11.2,4037784065,213,5.6,4037784055,140,24.6,4037784053,56,Back,4037784049,107,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508767375,5,1,1,0,24,89xivtxk59uzvhdsd6miao6tm,1,20.7,97.7,2023-02-17T19:47:10.220Z,2023-02-18T10:13:00Z,4037784111,140,17.3,4037784119,141,95.0,4037784107,56,Back,4037784127,212,4.0,4037784131,213,3.6,4038495501,178,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
