id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value
2461319021,677,49,1,0,16,b7jmo07lqav0wfe2mtlzyspak,1,56.3,42.8,2022-09-17T14:00:23.373Z,2022-09-18T05:37:09Z,,,,,,,,,,,,,,,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035413,3,1,1,0,16,b7jmo07lqav0wfe2mtlzyspak,1,56.2,42.7,2022-09-17T14:00:23.408Z,2022-09-18T05:37:09Z,3785723705,213,5.2,3788664971,178,,3785723699,141,27.2,3785723703,212,12.2,3785723693,140,62.0,3785723685,155,,3785723689,56,Center,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461319241,678,1,1,0,18,b7jmo07lqav0wfe2mtlzyspak,0,61.3,28.1,2022-09-17T14:00:25.297Z,2022-09-18T05:37:08Z,3787227017,56,Center,3787227025,213,0.7,3787227021,141,37.5,3787227019,140,68.9,3787227015,155,,3787227023,212,10.2,3788665711,178,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461319581,861,49,1,0,19,bw9wm8pqfzcchumhiwdt2w15c,1,32.8,63,2022-09-17T14:00:26.153Z,2022-09-18T05:37:07Z,,,,,,,,,,,,,,,,,,,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035443,9,1,1,0,19,bw9wm8pqfzcchumhiwdt2w15c,1,32.9,63.2,2022-09-17T14:00:26.180Z,2022-09-18T05:37:07Z,3785723833,213,0.4,3785723829,212,14.5,3785723825,141,70.9,3785723821,56,Back,3788666813,178,,3785723823,140,45.8,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035465,10,1,1,0,20,bw9wm8pqfzcchumhiwdt2w15c,1,45.5,69.8,2022-09-17T14:00:27.839Z,2022-09-18T05:37:06Z,3785723923,141,92.0,3785723919,56,Back,3785723921,140,41.0,3785723927,213,1.9,3788667461,178,,3785723925,212,15.8,,,,,,,cinzr4hnryu433l6z40j5x49h,Mario González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035561,11,1,1,0,22,bw9wm8pqfzcchumhiwdt2w15c,1,42.2,83.8,2022-09-17T14:00:29.057Z,2022-09-18T05:37:06Z,3785724459,212,31.2,3785724461,213,6.2,3785724455,140,71.9,3788667797,178,,3785724457,141,82.1,3785724453,56,Left,,,,,,,1kst4u41rlyirggwoo1m8ovdh,J. Þorsteinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035571,12,3,1,0,25,bw9wm8pqfzcchumhiwdt2w15c,0,73.1,77.8,2022-09-17T14:00:32.225Z,2022-09-18T05:37:05Z,3785724499,286,,3785724717,233,4,3787231239,465,,3785724497,56,Center,3788668903,178,,,,,,,,,,,cinzr4hnryu433l6z40j5x49h,Mario González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035617,4,7,1,0,25,b7jmo07lqav0wfe2mtlzyspak,1,26.9,22.2,2022-09-17T14:00:32.629Z,2022-09-18T05:37:05Z,3785724683,56,Back,3788669299,178,,3787231693,384,,3785724685,285,,3785724697,233,12,,,,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035621,5,52,1,0,29,b7jmo07lqav0wfe2mtlzyspak,1,7.2,33.5,2022-09-17T14:00:36.023Z,2022-09-18T05:37:05Z,3787232849,376,,3788669701,389,,,,,,,,,,,,,,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035753,6,80,1,0,35,b7jmo07lqav0wfe2mtlzyspak,0,7.6,38.8,2022-09-17T14:00:42.313Z,2022-09-18T05:37:04Z,3787233559,189,,3788670305,178,,,,,,,,,,,,,,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035811,7,1,1,0,39,b7jmo07lqav0wfe2mtlzyspak,1,12.3,38.8,2022-09-17T14:00:46.352Z,2022-09-18T05:37:04Z,3785725583,212,16.0,3785725579,140,23.2,3785725581,141,55.2,3785725585,213,0.8,3788670773,178,,3785725577,56,Back,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035909,8,1,1,0,43,b7jmo07lqav0wfe2mtlzyspak,1,23.6,64.2,2022-09-17T14:00:50.805Z,2022-09-18T05:37:03Z,3785726041,212,23.3,3785726037,140,23.6,3785726043,213,4.7,3785726035,56,Back,3788671339,178,,3785726039,141,30.0,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461035937,9,1,1,0,48,b7jmo07lqav0wfe2mtlzyspak,1,37.6,26.6,2022-09-17T14:00:55.156Z,2022-09-18T05:37:02Z,3785726185,212,21.2,3788671821,178,,3785726183,141,49.3,3785726179,56,Back,3785726187,213,2.3,3785726181,140,23.8,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461036003,10,43,1,0,49,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-09-17T14:00:56.797Z,2022-09-17T17:13:20Z,3785726447,56,Back,3785726451,140,23.9,3785726459,212,3.5,3787239721,144,1,3785726455,141,54.5,3785726461,213,1.5,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461036045,11,1,1,0,53,b7jmo07lqav0wfe2mtlzyspak,1,44.8,62,2022-09-17T14:01:00.754Z,2022-09-18T05:37:01Z,3785726651,56,Center,3785726657,212,16.8,3785726653,140,60.4,3788672281,178,,3785726659,213,0.2,3785726655,141,67.3,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461036093,12,1,1,0,55,b7jmo07lqav0wfe2mtlzyspak,1,51.5,62.9,2022-09-17T14:01:02.749Z,2022-09-18T05:37:00Z,3785726911,56,Back,3785726913,140,43.0,3788672669,178,,3785726921,213,4.1,3785726919,212,15.4,3785726915,141,44.5,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461036213,13,1,1,0,58,b7jmo07lqav0wfe2mtlzyspak,1,42.6,48.9,2022-09-17T14:01:05.119Z,2022-09-18T05:36:59Z,3785727543,141,65.8,3785727539,140,44.2,3785727545,212,11.6,3785727549,213,1.4,3788673213,178,,3785727535,56,Back,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461036317,14,2,1,1,4,b7jmo07lqav0wfe2mtlzyspak,1,65.4,53.8,2022-09-17T14:01:11.282Z,2022-09-18T05:36:57Z,3785728013,1,,3785728005,140,95.0,3785728703,7,3nr55odndzunwlb658bsnlwx5,3785728003,56,Center,3788673923,178,,3785728007,141,65.1,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461036377,13,55,1,1,4,bw9wm8pqfzcchumhiwdt2w15c,1,20.9,50.8,2022-09-17T14:01:11.283Z,2022-09-18T05:36:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461036323,15,43,1,1,9,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-09-17T14:01:16.389Z,2022-09-17T14:01:19Z,3785728037,286,0,3785728035,56,Center,3785728295,144,50,,,,,,,,,,,,,,,,3nr55odndzunwlb658bsnlwx5,J. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461036983,14,1,1,1,40,bw9wm8pqfzcchumhiwdt2w15c,1,11.8,36.7,2022-09-17T14:01:47.311Z,2022-09-18T05:36:56Z,3785731159,140,73.1,3785731163,141,15.8,3785731149,5,,3785731175,1,,3785731155,56,Right,3785731167,212,65.9,3785731171,213,6.1,3785731151,157,,49vbniwasp2kyt27jw0cv6m6t,V. Cojocaru,3788675343,178,3785731153,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461598447,1097,67,1,1,43,bw9wm8pqfzcchumhiwdt2w15c,1,59,15,2022-09-17T14:01:50.275Z,2022-09-18T05:36:56Z,3788813451,233,808,,,,,,,,,,,,,,,,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461598439,808,67,1,1,43,b7jmo07lqav0wfe2mtlzyspak,0,41,85,2022-09-17T14:01:50.276Z,2022-09-18T05:36:56Z,3788813475,233,1097,,,,,,,,,,,,,,,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037047,15,1,1,1,43,bw9wm8pqfzcchumhiwdt2w15c,1,59.5,15.3,2022-09-17T14:01:50.297Z,2022-09-18T05:36:55Z,3788676095,178,,3785731417,140,62.8,3785731415,56,Right,3785731423,213,5.6,3785731421,212,4.6,3785731419,141,10.9,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037051,16,50,1,1,46,bw9wm8pqfzcchumhiwdt2w15c,1,57.5,8.5,2022-09-17T14:01:53.212Z,2022-09-18T05:36:55Z,3785731541,233,16,3785731441,56,Right,3785731443,286,,,,,,,,,,,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037061,16,7,1,1,46,b7jmo07lqav0wfe2mtlzyspak,1,42.5,91.5,2022-09-17T14:01:53.604Z,2022-09-18T05:36:54Z,3785731505,233,16,3788677347,178,,3787255245,383,,3785731501,285,,3785731499,56,Back,,,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037093,18,49,1,1,47,b7jmo07lqav0wfe2mtlzyspak,1,37.4,88.9,2022-09-17T14:01:54.853Z,2022-09-18T05:36:54Z,,,,,,,,,,,,,,,,,,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037087,17,1,1,1,48,b7jmo07lqav0wfe2mtlzyspak,1,36.3,88,2022-09-17T14:01:55.052Z,2022-09-18T05:36:54Z,3788678367,178,,3785731637,212,14.4,3785731633,140,26.5,3785731629,56,Back,3785731639,213,3.9,3785731635,141,73.2,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037129,19,1,1,1,49,b7jmo07lqav0wfe2mtlzyspak,1,24.9,72.6,2022-09-17T14:01:56.391Z,2022-09-18T05:36:53Z,3785731841,56,Back,3785731847,141,67.9,3785731851,213,4.9,3788679053,178,,3785731849,212,3.3,3785731845,140,25.6,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037179,20,1,1,1,51,b7jmo07lqav0wfe2mtlzyspak,1,31.1,63.5,2022-09-17T14:01:58.560Z,2022-09-18T05:36:52Z,3785732099,141,44.0,3785732105,213,4.1,3785732095,56,Back,3788679741,178,,3785732103,212,15.9,3785732097,140,22.7,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037265,21,1,1,1,53,b7jmo07lqav0wfe2mtlzyspak,1,21.2,42.5,2022-09-17T14:02:00.959Z,2022-09-18T05:36:51Z,3785732551,212,15.6,3785732547,140,23.7,3785732553,213,1.4,3788680467,178,,3785732549,141,65.1,3785732545,56,Back,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037285,22,1,1,1,56,b7jmo07lqav0wfe2mtlzyspak,1,25.2,65.2,2022-09-17T14:02:03.117Z,2022-09-18T05:36:51Z,3788681227,178,,3785732635,141,86.6,3785732639,213,1.1,3785732633,140,31.8,3785732631,56,Back,3785732637,212,16.1,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037311,23,1,1,1,57,b7jmo07lqav0wfe2mtlzyspak,1,31.2,84.7,2022-09-17T14:02:04.024Z,2022-09-18T05:36:50Z,3788681581,178,,3785732765,212,10.3,3785732763,141,70.5,3785732759,56,Back,3785732767,213,4.4,3785732761,140,27.9,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037441,24,1,1,2,0,b7jmo07lqav0wfe2mtlzyspak,1,25,64.9,2022-09-17T14:02:07.389Z,2022-09-18T05:36:49Z,3785733299,141,53.3,3785733301,212,13.2,3785733295,56,Back,3785733303,213,5.6,3788682085,178,,3785733297,140,35.1,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037645,25,1,1,2,4,b7jmo07lqav0wfe2mtlzyspak,1,43,53.4,2022-09-17T14:02:11.287Z,2022-09-18T05:36:48Z,3788682453,178,,3785734271,212,48.5,3785734277,1,,3785734265,56,Left,3785734269,141,94.1,3785734273,213,0.6,3785734263,155,,3785734267,140,80.9,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461325697,679,61,1,2,7,b7jmo07lqav0wfe2mtlzyspak,0,83.6,95.8,2022-09-17T14:02:14.605Z,2022-09-18T05:36:47Z,3787262407,56,Left,3788683703,178,,,,,,,,,,,,,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461598895,1101,43,1,2,7,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-09-17T14:02:14.781Z,2022-09-18T03:40:46Z,3788815341,233,832,3789076689,144,67,,,,,,,,,,,,,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461598893,832,43,1,2,7,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-09-17T14:02:14.782Z,2022-09-18T03:40:45Z,3788815379,233,1101,3789076681,144,67,,,,,,,,,,,,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037605,17,1,1,2,7,bw9wm8pqfzcchumhiwdt2w15c,0,15.7,8.4,2022-09-17T14:02:14.903Z,2022-09-18T05:36:47Z,3785734449,286,,3785734055,141,3.2,3788684207,178,,3785734445,233,26,3785734059,212,4.6,3785734051,140,12.9,3785734061,213,4.0,3785734049,56,Back,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,3785734443,236,3785734047,157,3785734065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037657,26,74,1,2,8,b7jmo07lqav0wfe2mtlzyspak,1,83.5,96.9,2022-09-17T14:02:15.041Z,2022-09-18T05:36:47Z,3788684865,388,,3785734323,56,Left,3785734475,233,17,3785734325,285,,,,,,,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037625,18,49,1,2,9,bw9wm8pqfzcchumhiwdt2w15c,1,10.9,7.2,2022-09-17T14:02:16.087Z,2022-09-18T05:36:46Z,,,,,,,,,,,,,,,,,,,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037665,19,1,1,2,10,bw9wm8pqfzcchumhiwdt2w15c,0,6,1.5,2022-09-17T14:02:17.467Z,2022-09-18T05:36:46Z,3785734351,141,6.4,3785734357,213,0.1,3785734347,56,Back,3785734353,212,27.5,3788685581,178,,3785734349,140,32.0,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037751,28,49,1,2,12,b7jmo07lqav0wfe2mtlzyspak,1,77.6,93.8,2022-09-17T14:02:19.540Z,2022-09-18T05:36:45Z,,,,,,,,,,,,,,,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461326451,680,1,1,2,12,b7jmo07lqav0wfe2mtlzyspak,1,77.8,94,2022-09-17T14:02:19.599Z,2022-09-18T05:36:45Z,3787266185,56,Left,3787266193,213,6.0,3788699283,178,,3787266191,212,9.8,3787266189,141,90.5,3787266187,140,86.9,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037745,27,1,1,2,15,b7jmo07lqav0wfe2mtlzyspak,1,79.8,86,2022-09-17T14:02:22.546Z,2022-09-18T05:36:44Z,3785734713,140,76.9,3785734717,212,3.6,3785734711,56,Left,3785734715,141,83.1,3785734719,213,3.7,3788700165,178,,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037909,29,1,1,2,18,b7jmo07lqav0wfe2mtlzyspak,1,82.3,95.4,2022-09-17T14:02:25.387Z,2022-09-18T05:36:43Z,3788700387,178,,3785735479,140,93.2,3785735481,141,32.5,3785735487,1,,3787268363,224,,3785735483,212,44.3,3785735475,155,,3785735477,56,Center,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,3787268365,72,3785735485,213,3785735473,2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461037921,30,44,1,2,21,b7jmo07lqav0wfe2mtlzyspak,1,96.2,34,2022-09-17T14:02:28.020Z,2022-09-18T05:36:43Z,3785735521,56,Center,3785735555,233,20,3785735523,286,,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
