id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2493466925,935,67,1,0,7,89xivtxk59uzvhdsd6miao6tm,0,22.9,66.3,2022-12-26T17:15:44.447Z,2022-12-27T15:18:32Z,3957341447,233,820,,,,,,,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493384635,376,61,1,0,7,1uk609mhtsfhokhaewjapb26,0,75.9,36.2,2022-12-26T17:15:44.465Z,2022-12-27T15:18:32Z,3957326513,178,,3956894243,56,Center,,,,,,,,,,,,,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493467119,824,83,1,0,9,1uk609mhtsfhokhaewjapb26,1,75.6,53.6,2022-12-26T17:15:46.747Z,2022-12-27T15:18:30Z,3957341997,399,213857,,,,,,,,,,,,,,,,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371685,4,61,1,0,10,89xivtxk59uzvhdsd6miao6tm,0,24.2,43.9,2022-12-26T17:15:47.222Z,2022-12-27T15:18:30Z,3956826111,56,Back,3957326575,178,,,,,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371715,6,3,1,0,11,1uk609mhtsfhokhaewjapb26,1,75.1,63.7,2022-12-26T17:15:48.193Z,2022-12-27T15:18:29Z,3956894377,233,452,3956826185,286,,3957326607,178,,3956826183,56,Center,3957242781,465,,,,,,,,,,,3pr51w08wkrl03rpafmsouj85,M. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493384661,452,45,1,0,11,89xivtxk59uzvhdsd6miao6tm,0,24.9,36.3,2022-12-26T17:15:48.193Z,2022-12-27T15:18:29Z,3956894385,233,6,3956894373,285,,3956894371,56,Back,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371717,7,15,1,0,12,1uk609mhtsfhokhaewjapb26,1,78.7,57.9,2022-12-26T17:15:49.926Z,2022-12-27T15:18:27Z,3957242863,215,,3956826189,22,,3956827653,273,,3956827651,458,,3956826191,18,,3956827647,102,45.6,3956826193,56,Center,3956827655,138,,3pr51w08wkrl03rpafmsouj85,M. Bruno,3956827475,20,3957326617,178,3956827649,103,18.4,3956827645,80,3956827657,146,97.7,3956827659,147,50,3956827721,233,5,,,,,,,,,,,,,,,,,,,
2493371719,5,10,1,0,13,89xivtxk59uzvhdsd6miao6tm,1,2.2,52.9,2022-12-26T17:15:50.857Z,2022-12-27T15:18:27Z,3956827777,179,,3956826207,182,,3957242923,378,,3956826211,56,Back,3957242921,274,,3956827797,233,7,3956826203,173,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371733,6,12,1,0,16,89xivtxk59uzvhdsd6miao6tm,1,13.9,67.4,2022-12-26T17:15:53.126Z,2022-12-27T15:18:26Z,3956826291,140,16.1,3956826293,141,94.4,3956826289,56,Back,3957326687,178,,3956826295,212,18.5,3956826297,213,1.4,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371735,7,61,1,0,18,89xivtxk59uzvhdsd6miao6tm,0,17.3,94.9,2022-12-26T17:15:55.799Z,2022-12-27T15:18:26Z,3957326713,178,,3956826299,56,Back,,,,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371771,8,1,1,0,23,1uk609mhtsfhokhaewjapb26,1,88.4,6,2022-12-26T17:16:00.576Z,2022-12-27T15:18:24Z,3956826393,56,Right,3956826391,155,,3956826399,212,7.7,3956826397,141,15.9,3956826395,140,92.0,3957326747,178,,3956826401,213,1.1,,,,5np1ksd9qkmc511ihzvikhy0a,A. Kadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371773,9,61,1,0,28,1uk609mhtsfhokhaewjapb26,0,96.6,3.2,2022-12-26T17:16:05.174Z,2022-12-27T15:18:22Z,3956826405,56,Right,3957326783,178,,,,,,,,,,,,,,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371801,8,5,1,0,29,89xivtxk59uzvhdsd6miao6tm,1,10,102,2022-12-26T17:16:06.184Z,2022-12-27T04:06:20Z,3956826427,347,,3956826425,56,Back,3956826429,233,10,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371775,10,5,1,0,29,1uk609mhtsfhokhaewjapb26,0,90,-2,2022-12-26T17:16:06.184Z,2022-12-27T04:06:20Z,3956826433,233,8,3956826409,347,,3956826407,56,Right,,,,,,,,,,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371819,9,1,1,0,45,89xivtxk59uzvhdsd6miao6tm,1,4,100,2022-12-26T17:16:22.705Z,2022-12-27T15:18:21Z,3956826545,213,5.4,3956826535,107,,3956826537,56,Back,3956826541,141,88.9,3956826543,212,11.7,3956826539,140,11.2,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371823,10,1,1,0,46,89xivtxk59uzvhdsd6miao6tm,1,6,94.9,2022-12-26T17:16:23.492Z,2022-12-27T15:18:21Z,3957326885,178,,3956826565,141,97.4,3956826567,212,1.7,3956826569,213,1.6,3956826561,56,Back,3956826563,140,5.9,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371829,11,1,1,0,47,89xivtxk59uzvhdsd6miao6tm,1,4.7,94,2022-12-26T17:16:25.060Z,2022-12-27T15:18:20Z,3956826605,141,91.4,3956826607,212,28.4,3957326915,178,,3956826601,56,Back,3956826599,155,,3956826603,140,31.7,3956826609,213,6.2,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371831,12,1,1,0,49,89xivtxk59uzvhdsd6miao6tm,0,27.1,91.8,2022-12-26T17:16:26.946Z,2022-12-27T15:18:19Z,3956826619,141,72.1,3957326995,388,,3956826613,3,,3956826623,213,4.8,3956826621,212,13.4,3956826615,56,Back,3956826617,140,28.0,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371833,11,1,1,0,51,1uk609mhtsfhokhaewjapb26,0,77.5,20.7,2022-12-26T17:16:28.088Z,2022-12-27T15:30:58Z,3956826637,213,2.7,3956826635,212,18.5,3956826629,56,Center,3957327087,178,,3956826633,141,32.1,3956826631,140,61.5,3956826627,3,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371835,13,61,1,0,52,89xivtxk59uzvhdsd6miao6tm,1,32.8,75,2022-12-26T17:16:30.020Z,2022-12-27T15:18:18Z,3956826639,56,Back,3957327177,388,,,,,,,,,,,,,,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371843,14,1,1,0,55,89xivtxk59uzvhdsd6miao6tm,0,44,66.4,2022-12-26T17:16:32.566Z,2022-12-27T15:18:17Z,3956826651,141,51.2,3956826649,140,77.6,3956826653,212,36.8,3957327291,178,,3956826655,213,6.0,3956826657,1,,3956826647,56,Center,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371855,12,49,1,0,59,1uk609mhtsfhokhaewjapb26,1,15.6,46.6,2022-12-26T17:16:36.958Z,2022-12-27T15:18:17Z,,,,,,,,,,,,,,,,,,,,,,,,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371889,13,1,1,1,9,1uk609mhtsfhokhaewjapb26,0,14.7,36.3,2022-12-26T17:16:47.064Z,2022-12-27T15:18:14Z,3956826929,212,52.3,3957327341,178,,3956826921,155,,3956826923,56,Right,3956826925,140,62.3,3956826927,141,13.8,3956826931,213,6.0,3956826933,1,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371891,15,1,1,1,13,89xivtxk59uzvhdsd6miao6tm,0,36.4,83.9,2022-12-26T17:16:50.402Z,2022-12-27T15:18:13Z,3956826945,213,5.9,3956826935,3,,3956826937,56,Back,3957327373,388,,3956826939,140,43.0,3956826941,141,79.3,3956826943,212,7.6,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493448087,768,1,1,1,15,1uk609mhtsfhokhaewjapb26,1,50.9,16.3,2022-12-26T17:16:52.478Z,2022-12-27T15:18:12Z,3957327847,178,,3957246779,141,19.9,3957246781,212,8.4,3957246783,213,2.8,3957246777,140,43.2,3957246775,56,Back,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493468191,877,43,1,1,16,1uk609mhtsfhokhaewjapb26,1,0,0,2022-12-26T17:16:54.044Z,2022-12-27T05:44:00Z,3957361483,144,67,3957345707,233,1011,,,,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493468185,1011,43,1,1,16,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-12-26T17:16:54.045Z,2022-12-27T05:44:00Z,3957345711,233,877,3957361481,144,67,,,,,,,,,,,,,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371909,14,1,1,1,17,1uk609mhtsfhokhaewjapb26,0,42.4,22.2,2022-12-26T17:16:54.084Z,2022-12-27T15:18:12Z,3956827025,141,26.8,3957328077,178,,3956827071,233,16,3956827027,212,8.1,3956827075,286,,3956827023,140,35.3,3956827021,56,Back,3956827069,236,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,3956827029,213,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,
2493371917,16,74,1,1,17,89xivtxk59uzvhdsd6miao6tm,1,59.3,77,2022-12-26T17:16:54.134Z,2022-12-27T15:18:11Z,3957328111,178,,3956827057,56,Center,3956827087,233,14,3956827059,285,,,,,,,,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371979,15,5,1,1,18,1uk609mhtsfhokhaewjapb26,1,44.8,-1.8,2022-12-26T17:16:55.962Z,2022-12-27T04:10:37Z,3956827505,233,17,3956827405,56,Back,3956827407,347,,,,,,,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371997,17,5,1,1,18,89xivtxk59uzvhdsd6miao6tm,0,55.2,101.8,2022-12-26T17:16:55.962Z,2022-12-27T04:10:37Z,3956827491,347,,3956827487,56,Left,3956827509,233,15,,,,,,,,,,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493371987,16,1,1,1,40,1uk609mhtsfhokhaewjapb26,1,50.3,0,2022-12-26T17:17:17.971Z,2022-12-27T15:18:11Z,3956827455,213,2.7,3956827447,56,Back,3956827445,107,,3957246965,189,,3956827451,141,7.3,3956827453,212,15.3,3956827449,140,37.0,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493468453,1028,83,1,1,42,89xivtxk59uzvhdsd6miao6tm,1,56.4,82,2022-12-26T17:17:19.332Z,2022-12-27T15:18:10Z,3957346693,399,440874,,,,,,,,,,,,,,,,,,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372001,17,1,1,1,42,1uk609mhtsfhokhaewjapb26,1,43.6,18,2022-12-26T17:17:19.363Z,2022-12-27T15:18:10Z,3956827515,140,45.6,3956827517,141,20.2,3956827519,212,2.6,3957328235,178,,3956827513,56,Back,3956827521,213,0.6,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372003,18,1,1,1,42,1uk609mhtsfhokhaewjapb26,1,47,19.7,2022-12-26T17:17:19.997Z,2022-12-27T15:18:09Z,3956827529,141,2.5,3957328311,178,,3956827525,56,Back,3956827527,140,41.8,3956827531,212,12.9,3956827533,213,4.3,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372017,19,1,1,1,43,1uk609mhtsfhokhaewjapb26,1,46.8,6.4,2022-12-26T17:17:20.656Z,2022-12-27T15:18:09Z,3956827629,56,Back,3957328363,178,,3956827633,141,12.9,3956827637,213,3.0,3956827631,140,20.4,3956827635,212,28.1,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372033,20,1,1,1,47,1uk609mhtsfhokhaewjapb26,1,27.2,18.7,2022-12-26T17:17:24.301Z,2022-12-27T15:18:08Z,3956827755,141,46.9,3956827757,212,27.4,3957328411,178,,3956827759,213,2.4,3956827751,56,Back,3956827753,140,8.5,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372049,21,1,1,1,55,1uk609mhtsfhokhaewjapb26,0,13.5,45.4,2022-12-26T17:17:32.652Z,2022-12-27T15:18:05Z,3956827849,213,6.0,3956827839,155,,3956827851,1,,3956827841,56,Center,3956827843,140,58.6,3957328445,178,,3956827845,141,24.7,3956827847,212,49.4,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372039,18,44,1,1,58,89xivtxk59uzvhdsd6miao6tm,1,40.2,75.4,2022-12-26T17:17:35.646Z,2022-12-27T15:18:05Z,3956827867,233,22,3956827795,285,,3956827793,56,Back,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372051,22,44,1,1,58,1uk609mhtsfhokhaewjapb26,0,59.8,24.6,2022-12-26T17:17:35.647Z,2022-12-27T15:18:05Z,3956827863,56,Center,3956827865,286,,3956827887,233,18,,,,,,,,,,,,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372041,19,1,1,1,58,89xivtxk59uzvhdsd6miao6tm,0,39.3,74.4,2022-12-26T17:17:35.695Z,2022-12-27T15:18:04Z,3956827807,141,67.5,3956827805,140,67.0,3956827803,56,Center,3957328529,388,,3956827801,3,,3956827809,212,29.5,3956827811,213,6.1,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372059,23,1,1,2,0,1uk609mhtsfhokhaewjapb26,0,41.2,23.1,2022-12-26T17:17:37.737Z,2022-12-27T15:18:04Z,3956827909,140,52.7,3957328567,388,,3956827913,212,12.2,3956827911,141,20.1,3956827907,56,Right,3956827905,3,,3956827915,213,6.1,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372053,20,49,1,2,2,89xivtxk59uzvhdsd6miao6tm,1,38.3,80.7,2022-12-26T17:17:40.026Z,2022-12-27T15:18:03Z,,,,,,,,,,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372055,21,1,1,2,2,89xivtxk59uzvhdsd6miao6tm,1,38.3,80.7,2022-12-26T17:17:40.050Z,2022-12-27T15:18:03Z,3956827877,212,13.9,3957328613,178,,3956827875,141,74.2,3956827873,140,50.9,3956827871,56,Center,3956827879,213,6.0,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372071,22,1,1,2,4,89xivtxk59uzvhdsd6miao6tm,1,48.8,74.7,2022-12-26T17:17:41.801Z,2022-12-27T15:18:02Z,3956827977,140,41.5,3956827975,56,Back,3956827981,212,16.6,3956827983,213,2.0,3956827979,141,96.4,3957328663,178,,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493372073,23,1,1,2,7,89xivtxk59uzvhdsd6miao6tm,0,54,93.2,2022-12-26T17:17:44.751Z,2022-12-27T15:18:00Z,3956827989,140,60.9,3957328717,178,,3956828019,286,,3956827995,213,5.7,3956828013,236,,3956827987,56,Left,3956827991,141,86.6,3956828015,233,24,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,3956827993,212,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,
2493372077,24,74,1,2,7,1uk609mhtsfhokhaewjapb26,1,45.3,12.5,2022-12-26T17:17:44.816Z,2022-12-27T15:18:00Z,3956828011,285,,3957328761,178,,3956828009,56,Back,3956828025,233,23,,,,,,,,,,,,,5np1ksd9qkmc511ihzvikhy0a,A. Kadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
