id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,assist
2445442451,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-08-13T15:37:50.257Z,2022-08-13T16:15:47Z,3702785865,30,"btyk45f7gmz3ck2dafpp22yg9, 6n1rvd0axpp159h9wkkd7lwfe, 39bcswfqnpa07b4afevezejo4, 4pbx40gvdmacim2n0k2qt41cl, ae26s08xs4l50sfm0r6jbsley, 7hi9yit8aifyojt7i0kg69as5, 8zz5lnxo7twq8ntb7e0qfvbv9, 5ecklu1u6t21rhh8fh4zoq2cq, e2nb1takpw6q7f6txp8xbfkk5, 7xw0h0pegzhoix5hb4hipj2l1, 8o0a3k1bbim9y2kd6ljyoiwpg, aspoedbe2vkfbqaz67fc2ftg5, 7t9bynn5mbmy3b0v9cduifxex, 87d73x3gkomc4soukr5uweqc5, d7ml58kwwpetvnw46qja9ru5m, 14xb29tv90y8uataijmh03rah, c4brcsqfli5mds4vhma627yl1, 7a7fh24imj9q522a58dsg6up5",3702785875,194,8zz5lnxo7twq8ntb7e0qfvbv9,3702785871,130,18,3702785873,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3702785879,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3702785877,197,9121,3702785869,59,"16, 28, 38, 12, 21, 2, 26, 6, 44, 8, 45, 1, 5, 7, 15, 18, 25, 70",3702785867,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445451665,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-08-13T15:43:10.067Z,2022-08-13T16:27:34Z,3702836765,197,8175,3702836763,194,1acbm9228tfggjx7htxjtcvrp,3702836753,30,"7nlpu8ocv423vqaooks0hifze, bpxafwc30rerxmgju6rcau8kp, ageous8x40a5qja50md060ull, af8gj4w5eg8rdl4iq7fi8aa96, 1acbm9228tfggjx7htxjtcvrp, 5oa6glaxweluggb6odyxb4uz9, 6cztmz0yq3ifdkkz4hpe47krt, 7sxsul4lzfxl1nzca1nq715re, 8058605f3gip7nglewe7svqzu, 7xfg1orfd9uq3rqzzf6vvxu96, 8ic5et3o15rkxyebpxy6y4mhh, 9ch1zw030nu94b2v7t9pzyqne, 6iu350lkyhy6tcll5gfo4vy3u, e44sv1k4belucgkkem7qtkpd6, cahevdu5yhhnh8qlj969b6dw, 9bnvh1i6mu45yvkz257c0x1at, 89m2i076rpwreyl8h1o9kc6xg, 6h8nr55ieqsaiscoxje2ihmhg",3702836755,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3702836759,130,12,3702836757,59,"30, 35, 11, 2, 23, 40, 27, 15, 10, 9, 12, 1, 4, 14, 17, 21, 28, 29",3702836761,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3702836767,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445482649,2,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-08-13T16:15:07.960Z,2022-08-13T16:15:08Z,3703003541,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445482657,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-08-13T16:15:07.960Z,2022-08-14T05:18:21Z,3703003559,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445482701,3,1,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,50.1,49.9,2022-08-13T16:15:07.991Z,2022-08-14T06:08:23Z,3703003773,213,2.9,3703003767,140,40.6,3703003769,141,53.0,3705547859,178,,3703003775,279,S,3703003765,56,Back,3703003771,212,10.2,,,,7xfg1orfd9uq3rqzzf6vvxu96,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445482733,4,1,1,0,2,jb4xejoxjfk5a0a50bo8hvst,1,47.2,47.8,2022-08-13T16:15:10.585Z,2022-08-14T10:09:03Z,3703003937,141,17.1,3703003943,213,5.0,3705548567,178,,3703003933,140,53.0,3703003931,56,Right,3703003941,212,21.7,,,,,,,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445482749,5,1,1,0,4,jb4xejoxjfk5a0a50bo8hvst,1,57.9,8.3,2022-08-13T16:15:12.160Z,2022-08-14T10:09:03Z,3703004003,140,29.7,3703004009,213,2.9,3703004007,212,30.5,3703004005,141,19.1,3705548767,178,,3703004001,56,Back,,,,,,,bpxafwc30rerxmgju6rcau8kp,Sérgio Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445482757,6,1,1,0,6,jb4xejoxjfk5a0a50bo8hvst,1,39.7,17.8,2022-08-13T16:15:14.795Z,2022-08-14T10:09:02Z,3703004055,212,33.8,3703004051,140,27.0,3703004053,141,63.4,3705548955,178,,3705876517,1,,3703004049,56,Back,3703004057,213,2.0,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445482797,7,1,1,0,10,jb4xejoxjfk5a0a50bo8hvst,1,29.9,60.6,2022-08-13T16:15:18.356Z,2022-08-14T10:09:01Z,3703004341,56,Back,3703004349,213,1.2,3703004347,212,22.5,3703004345,141,91.7,3703004343,140,37.1,3705549045,178,,,,,,,,1acbm9228tfggjx7htxjtcvrp,C. Lepoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445482841,8,1,1,0,15,jb4xejoxjfk5a0a50bo8hvst,1,46.1,82.7,2022-08-13T16:15:23.621Z,2022-08-14T10:09:00Z,3703004541,140,31.5,3703004545,212,26.8,3703004539,56,Back,3703004547,213,4.1,3703004543,141,50.4,3705549201,178,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
