id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,assist
2533789997,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-04-15T15:26:13.072Z,2023-04-15T16:14:16Z,4191116591,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4191116579,30,"d5ecnjd6h89iepxrvrlfn97ft, 84l7r4ud9ipuf9vc3ib5b4l0q, 5wn1xudozb4s78x0m8ch7vn8q, 52qemp1py9mm9unjvxaphv209, 5iuagsqdiiaadb5yuf7r4vzmc, bmbn4q2uorkgosgaig6migpux, 2jhi0lbbo65dsfv4ho9pmlgix, 3l1v52usaf9mmi9dwowdwv3e, 8d0ffyx2qnnp0limf5aou92ei, ez9zc94k1nj4qxjf2hrvj5dgq, a0ecz4nlxrr62dcwixtmjiwyy, enyx6hc9mfglu3w2robv9hd9m, 1gzgkjei16r4lt2fvcedy1jvt, 2xba9p5cocj599cltnabjes45, 8jc7tw0nw37trgyli0oyz1soa, 21ipfd9gxws9vqpw9002o8ve1, 8am2h5qc7296fima2r4wam63u, 7weuixp1j81ga9pjhouf2h2hh",4191492911,194,a0ecz4nlxrr62dcwixtmjiwyy,4191116585,130,17,4191116583,59,"1, 41, 23, 4, 66, 5, 22, 17, 36, 11, 34, 8, 9, 10, 14, 21, 24, 28",4191116589,197,6718,4191116587,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4191116581,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533808795,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-04-15T15:36:23.845Z,2023-04-15T16:24:44Z,4191218805,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4191218815,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4191492615,194,5a2sf4o445ei5pqiinvmjmpcl,4191218811,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4191218809,130,10,4191218813,197,1957,4191218803,30,"5q4wztjkk6nuwapm7qgey9w45, e5oet393vired282yco4i7gfd, eakj3xa0pa88pajbvasbwqwdm, 12lkxylg8puzxow8ewpsd0b11, 5a2sf4o445ei5pqiinvmjmpcl, esvfsx8gxqw8h0codqz5xmnmc, 4rwvkp9xlyv314ceglbauou6t, 9rwn5wckqcb5inw1dhhmpj1t5, 9mmwn9yt1olhyr54j45e28xcl, 2n808wa0h841cn8xi78n21v8q, bc5vmdnoyshdi5hcgu8dgqxyi, bk9fq3chnhmw3u36qz5vf1vjd, b24ytr3apnyp7z17c124tu1yi, 3i85rbmn6qd5x4y29hk78rmy1, 3hbsrnnpcsjiocm57mcsf36xh, cqpgxrqear6p6pz3p8r3xvh90, 7n75ohdnbi436je81n5f8f9m2, 9qafk5ke1yzqggkcmf1zqevp",4191218807,59,"21, 4, 77, 20, 26, 16, 30, 27, 91, 9, 13, 7, 8, 11, 12, 14, 19, 22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533861701,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-04-15T16:16:50.426Z,2023-04-16T08:05:18Z,4191503401,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533861689,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-04-15T16:16:50.426Z,2023-04-15T16:16:50Z,4191503355,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533861755,3,1,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,50,50,2023-04-15T16:16:50.455Z,2023-04-16T08:41:52Z,4194223011,178,,4191503675,213,3.0,4191503667,141,53.4,4191503663,140,38.3,4191503671,212,12.5,4191503679,279,S,4191503659,56,Back,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533861809,4,1,1,0,2,2989v3kho9h5jaboe1nr7lx21,0,32.6,50.8,2023-04-15T16:16:53.231Z,2023-04-16T12:44:12Z,4191503911,1,,4191503901,56,Right,4194225069,178,,4191503907,212,39.8,4191503909,213,5.5,4191503903,140,58.6,4191503905,141,8.3,4191503899,155,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533861801,3,44,1,0,5,3ix9om1svhd6obl0mbk1otgop,1,33.4,92.2,2023-04-15T16:16:55.907Z,2023-04-16T12:44:11Z,4191504011,233,5,4191503837,285,,4191503835,56,Back,,,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533861813,5,44,1,0,5,2989v3kho9h5jaboe1nr7lx21,0,66.6,7.8,2023-04-15T16:16:55.908Z,2023-04-16T12:44:11Z,4191503917,56,Right,4191503919,286,,4191504039,233,3,,,,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533861821,4,1,1,0,5,3ix9om1svhd6obl0mbk1otgop,0,33.8,92.8,2023-04-15T16:16:55.938Z,2023-04-16T12:44:10Z,4191503963,213,6.0,4194225277,388,,4191503955,56,Left,4191503961,212,22.4,4191503953,3,,4191503959,141,85.0,4191503957,140,54.5,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533861851,6,1,1,0,6,2989v3kho9h5jaboe1nr7lx21,1,47.6,19.7,2023-04-15T16:16:57.146Z,2023-04-16T12:44:10Z,4191504163,213,0.1,4191504155,56,Center,4191504161,212,16.5,4191504159,141,22.1,4191504153,3,,4191504157,140,63.2,4194225389,388,,,,,esvfsx8gxqw8h0codqz5xmnmc,M. Smets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
