id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value
2503997741,9,1,1,0,11,2nhn3ikl1ciq34w3hcp883d6p,1,39.8,4.7,2023-02-04T17:15:20.801Z,2023-02-05T05:50:22Z,4012656887,141,31.3,4012656889,212,21.3,4012656885,140,29.0,4012656883,56,Back,4014047327,178,,4012656891,213,2.1,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503997763,10,1,1,0,14,2nhn3ikl1ciq34w3hcp883d6p,1,29.2,28.3,2023-02-04T17:15:23.737Z,2023-02-05T05:50:34Z,4012657003,56,Back,4012657009,212,25.8,4012657007,141,66.1,4012657005,140,26.7,4014047523,178,,4012657011,213,1.7,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503997807,11,1,1,0,17,2nhn3ikl1ciq34w3hcp883d6p,1,26.8,66.3,2023-02-04T17:15:25.891Z,2023-02-05T05:50:40Z,4014047843,178,,4012657227,213,1.2,4012657221,140,34.1,4012657225,212,21.3,4012657223,141,95.6,4012657219,56,Back,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503997869,12,1,1,0,20,2nhn3ikl1ciq34w3hcp883d6p,1,34.4,96.2,2023-02-04T17:15:28.931Z,2023-02-05T05:50:50Z,4012657481,141,59.4,4012657485,213,5.6,4012657479,140,63.1,4012657487,1,,4012657477,56,Center,4012657483,212,39.2,4014048029,178,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503997899,3,45,1,0,22,9njsy633rh1tyri7l2jaju5o,0,45.6,33.6,2023-02-04T17:15:31.082Z,2023-02-05T05:51:04Z,4012657615,56,Back,4012657671,233,13,4012657617,285,,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503997885,13,3,1,0,22,2nhn3ikl1ciq34w3hcp883d6p,1,54.4,66.4,2023-02-04T17:15:31.082Z,2023-02-05T05:51:04Z,4012657535,286,,4013685969,464,,4012657661,233,3,4012657533,56,Center,4014048201,178,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503997917,14,1,1,0,23,2nhn3ikl1ciq34w3hcp883d6p,1,53.2,51,2023-02-04T17:15:32.658Z,2023-02-05T05:51:09Z,4012657727,141,8.9,4012657723,56,Right,4012657729,212,31.5,4012657731,213,5.1,4012657725,140,65.7,4014048557,178,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503997943,15,1,1,0,27,2nhn3ikl1ciq34w3hcp883d6p,1,70.7,12.8,2023-02-04T17:15:35.988Z,2023-02-05T05:51:17Z,4014048759,178,,4012657853,212,11.0,4012657855,213,2.3,4012657851,141,24.6,4012657847,56,Center,4012657849,140,63.6,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503997987,16,1,1,0,29,2nhn3ikl1ciq34w3hcp883d6p,1,61.3,27,2023-02-04T17:15:38.302Z,2023-02-05T05:51:27Z,4012657997,212,17.2,4012658001,213,5.2,4012657985,56,Right,4014048897,178,,4012657989,140,69.4,4012657993,141,5.0,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998007,17,1,1,0,32,2nhn3ikl1ciq34w3hcp883d6p,1,68.5,6.5,2023-02-04T17:15:41.187Z,2023-02-05T05:51:32Z,4012658115,141,16.5,4012658111,56,Right,4012658119,213,2.6,4014049119,178,,4012658117,212,13.5,4012658113,140,57.4,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998023,18,1,1,0,33,2nhn3ikl1ciq34w3hcp883d6p,1,55.1,19.4,2023-02-04T17:15:42.696Z,2023-02-05T05:51:38Z,4012658221,140,61.6,4012658225,212,9.4,4014049287,178,,4012658227,213,0.8,4012658219,56,Center,4012658223,141,28.8,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998061,19,1,1,0,35,2nhn3ikl1ciq34w3hcp883d6p,1,61.6,28.8,2023-02-04T17:15:44.537Z,2023-02-05T05:51:52Z,4012658403,213,5.3,4012658397,141,1.9,4012658401,212,21.6,4014049455,178,,4012658393,140,72.5,4012658389,56,Right,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998087,20,1,1,0,37,2nhn3ikl1ciq34w3hcp883d6p,1,74.1,4.3,2023-02-04T17:15:46.853Z,2023-02-05T05:51:57Z,4012658553,140,61.4,4012658559,213,2.9,4012658557,212,13.8,4012658551,56,Right,4012658555,141,9.7,4014049689,178,,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998123,21,1,1,0,39,2nhn3ikl1ciq34w3hcp883d6p,1,59.9,12,2023-02-04T17:15:48.757Z,2023-02-05T05:52:05Z,4012658783,140,64.4,4014049891,178,,4012658787,212,18.2,4012658789,213,1.3,4012658785,141,37.9,4012658781,56,Center,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998171,22,1,1,0,40,2nhn3ikl1ciq34w3hcp883d6p,1,65.8,39.4,2023-02-04T17:15:49.701Z,2023-02-05T05:52:14Z,4012658933,56,Back,4012658941,213,2.4,4014050027,178,,4012658939,212,29.9,4012658937,141,70.2,4012658935,140,45.5,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998201,23,1,1,0,44,2nhn3ikl1ciq34w3hcp883d6p,1,47.2,71.4,2023-02-04T17:15:53.099Z,2023-02-05T05:52:20Z,4012659065,140,70.0,4012659067,141,96.5,4012659071,213,0.6,4012659069,212,29.4,4012659063,56,Left,4014050211,178,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998221,24,1,1,0,46,2nhn3ikl1ciq34w3hcp883d6p,1,71.6,95.7,2023-02-04T17:15:55.445Z,2023-02-05T05:52:34Z,4012659167,155,,4012659171,140,89.3,4012659169,56,Center,4012659175,212,26.7,4012659177,213,5.5,4014050393,178,,4012659173,141,67.6,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998271,25,61,1,0,48,2nhn3ikl1ciq34w3hcp883d6p,0,89.3,67.6,2023-02-04T17:15:57.019Z,2023-02-05T05:52:49Z,4012659355,56,Center,4014050901,388,,,,,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504187419,800,12,1,0,48,9njsy633rh1tyri7l2jaju5o,1,13.7,26.2,2023-02-04T17:15:57.490Z,2023-02-05T05:53:14Z,4013688039,140,30.3,4013688037,56,Back,4013688043,212,19.5,4013688045,213,0.5,4013688041,141,38.9,4014051235,178,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998299,26,1,1,0,51,2nhn3ikl1ciq34w3hcp883d6p,1,72.5,67.3,2023-02-04T17:16:00.341Z,2023-02-05T05:53:29Z,4014051847,178,,4012659523,140,75.8,4012659533,212,38.2,4012659519,56,Right,4012659529,141,11.3,4012659535,213,4.8,4012659537,1,,,,,96xomdtz505yoaz35i5bb8f84,N. Dorgeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998321,27,1,1,0,54,2nhn3ikl1ciq34w3hcp883d6p,1,77.8,15.8,2023-02-04T17:16:03.741Z,2023-02-05T05:53:38Z,4012659665,140,69.4,4014052069,178,,4012659669,212,14.9,4012659671,213,2.2,4012659667,141,33.4,4012659663,56,Center,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998389,28,1,1,0,56,2nhn3ikl1ciq34w3hcp883d6p,0,69.4,33.4,2023-02-04T17:16:05.602Z,2023-02-05T05:53:50Z,4012659881,155,,4012659885,140,92.1,4012659887,141,57.9,4012659889,212,29.1,4012659891,213,0.6,4012659883,56,Center,4014052253,178,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998515,4,44,1,0,57,9njsy633rh1tyri7l2jaju5o,1,10.1,40,2023-02-04T17:16:06.647Z,2023-02-05T07:40:30Z,4012660399,56,Back,4012660401,285,,4012661069,233,31,,,,,,,,,,,,,,,,41gpjj5od0ww4rnopzgp1oetw,I. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998559,31,44,1,0,57,2nhn3ikl1ciq34w3hcp883d6p,0,89.9,60,2023-02-04T17:16:06.648Z,2023-02-05T05:54:23Z,4012660533,286,,4012660531,56,Center,4012661087,233,4,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998545,5,12,1,0,57,9njsy633rh1tyri7l2jaju5o,1,12,39.1,2023-02-04T17:16:06.864Z,2023-02-05T07:40:30Z,4012660563,15,,4012660477,140,0.0,4012660479,141,26.4,4012660501,167,,4012660481,212,16.2,4012660475,56,Back,4012660483,213,3.7,4014052793,388,,41gpjj5od0ww4rnopzgp1oetw,I. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998547,6,6,1,0,59,9njsy633rh1tyri7l2jaju5o,0,3.3,34.1,2023-02-04T17:16:08.196Z,2023-02-05T05:54:30Z,4012660487,73,,4012660485,56,Back,4012663375,233,30,,,,,,,,,,,,,,,,41gpjj5od0ww4rnopzgp1oetw,I. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998491,30,6,1,0,59,2nhn3ikl1ciq34w3hcp883d6p,1,96.7,65.9,2023-02-04T17:16:08.196Z,2023-02-05T05:54:30Z,4012663367,233,6,4012660271,73,,4012660269,56,Center,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998397,29,43,1,1,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-02-04T17:16:09.646Z,2023-02-04T17:16:15Z,4012659915,17,0,4012659923,252,0,4012659917,56,Center,4012660211,144,39,4012659913,22,0,,,,,,,,,,12c7rhdjh6rja1d2j45n3exyi,K. Vaesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998793,32,1,1,1,28,2nhn3ikl1ciq34w3hcp883d6p,1,99.6,99.8,2023-02-04T17:16:37.787Z,2023-02-05T07:40:31Z,4012661795,1,,4014053183,178,,4012662905,210,13,4012661785,56,Center,4012661791,212,42.8,4012661783,224,,4012661781,155,,4012661777,2,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,4012661787,140,86.8,1,4012661789,141,40.0,4013689253,72,4012661793,213,4.4,4012661779,6,4012662907,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998809,33,44,1,1,31,2nhn3ikl1ciq34w3hcp883d6p,1,88,39.2,2023-02-04T17:16:40.001Z,2023-02-05T07:40:31Z,4012661865,286,,4012663035,233,8,4012661863,56,Center,,,,,,,,,,,,,,,,12c7rhdjh6rja1d2j45n3exyi,K. Vaesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998979,8,44,1,1,31,9njsy633rh1tyri7l2jaju5o,0,12,60.8,2023-02-04T17:16:40.002Z,2023-02-05T05:54:52Z,4012662767,285,,4012663049,233,33,4012662765,56,Back,,,,,,,,,,,,,,,,7abgw25wb5amn0uq347d4x61h,I. Christie-Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998817,34,13,1,1,31,2nhn3ikl1ciq34w3hcp883d6p,1,86,40,2023-02-04T17:16:40.068Z,2023-02-05T07:40:32Z,4012662935,231,47.3,4014053795,388,,4012661911,17,,4012662921,29,,4012662933,230,97.3,4012662751,328,,4012662741,25,,4012662925,55,32,12c7rhdjh6rja1d2j45n3exyi,K. Vaesen,4012662743,15,,,4012662931,103,20.8,4012662929,102,4012662923,154,,4012661913,56,4012662919,75,40,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998799,7,5,1,1,33,9njsy633rh1tyri7l2jaju5o,1,-0.8,60,2023-02-04T17:16:41.909Z,2023-02-05T05:55:14Z,4012661815,346,,4012661983,233,35,4012661813,56,Back,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503998827,35,5,1,1,33,2nhn3ikl1ciq34w3hcp883d6p,0,100.8,40,2023-02-04T17:16:41.909Z,2023-02-05T05:55:14Z,4012661969,346,,4012661967,56,Center,4012661991,233,7,,,,,,,,,,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999183,9,1,1,2,5,9njsy633rh1tyri7l2jaju5o,0,4.4,42.8,2023-02-04T17:17:14.164Z,2023-02-05T05:55:20Z,4012663721,140,52.2,4012663725,212,51.2,4012663727,213,6.1,4012663729,1,,4012663733,74,,4012663717,124,,4012663719,56,Center,4012663723,141,28.2,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999189,36,44,1,2,8,2nhn3ikl1ciq34w3hcp883d6p,1,50.6,71.4,2023-02-04T17:17:17.092Z,2023-02-05T07:40:32Z,4012663751,56,Center,4012663755,233,10,4012663753,286,,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999187,10,44,1,2,8,9njsy633rh1tyri7l2jaju5o,0,49.4,28.6,2023-02-04T17:17:17.093Z,2023-02-05T05:55:36Z,4012663777,285,,4012663773,233,36,4012663747,56,Back,,,,,,,,,,,,,,,,ag74mepy9fnmlykodxo0oxhwp,B. Baiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999191,37,1,1,2,8,2nhn3ikl1ciq34w3hcp883d6p,0,53.5,70.9,2023-02-04T17:17:17.211Z,2023-02-05T07:40:32Z,4012663763,140,44.5,4012663759,3,,4012663769,213,2.6,4012663767,212,11.3,4012663765,141,79.9,4012663761,56,Back,4014054379,388,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504267733,1048,83,1,2,9,2nhn3ikl1ciq34w3hcp883d6p,1,45,81.5,2023-02-04T17:17:18.629Z,2023-02-05T06:38:20Z,4014105255,399,171163,,,,,,,,,,,,,,,,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999213,11,1,1,2,11,9njsy633rh1tyri7l2jaju5o,0,57.7,3.2,2023-02-04T17:17:20.219Z,2023-02-05T05:55:54Z,4014054567,178,,4012663885,212,4.1,4012663897,236,,4012663903,286,,4012663899,233,38,4012663883,141,4.9,4012663879,56,Right,4012663887,213,0.3,7abgw25wb5amn0uq347d4x61h,I. Christie-Davies,4012663881,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999207,38,74,1,2,11,2nhn3ikl1ciq34w3hcp883d6p,1,39.8,92.4,2023-02-04T17:17:20.552Z,2023-02-05T05:55:58Z,4014054645,178,,4012663923,233,11,4012663841,56,Back,4012663843,285,,,,,,,,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999225,12,5,1,2,12,9njsy633rh1tyri7l2jaju5o,1,61.4,-0.8,2023-02-04T17:17:21.313Z,2023-02-05T05:56:03Z,4012663941,56,Right,4012663943,347,,4012665125,233,39,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503999219,39,5,1,2,12,2nhn3ikl1ciq34w3hcp883d6p,0,38.6,100.8,2023-02-04T17:17:21.313Z,2023-02-05T05:56:03Z,4012663909,347,,4012663907,56,Back,4012665129,233,12,,,,,,,,,,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
