id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/13/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2505912717,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-10T18:49:47.037Z,2023-02-11T10:20:30Z,4022719771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4022719777,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022719773,194,eiqmp3nbc50r40bl86u2sj55h,4022719775,197,8121,4022719769,130,10,4022719765,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4022719767,59,"1, 2, 3, 5, 4, 28, 14, 8, 9, 11, 17, 13, 6, 10, 15, 25, 33, 35",4022719763,30,"6sdv4s8oz558wfhx72vwlpvu2, 6wt29oce6gsthhpmhq705vl9m, 2xletuhhaxmfqbjbgq4ehpyol, 7t9bynn5mbmy3b0v9cduifxex, 90fea2mfl0soc0gsk88z2m2mt, 8qa4s74yhn2u9n5tm4mfi934k, 6r9qf9hptfwyefpsk9douhnt, eiqmp3nbc50r40bl86u2sj55h, codwa9jioox7i007f4iazwst1, 8xjlysmwl5vnhcnvsynftjd62, 77fldfqlxps1xbdg29anv4vai, 1oux70eo5dakzh697p0j7kpre, ag74mepy9fnmlykodxo0oxhwp, 1fu9y7gemoii89ejj7bkex78p, ditnpqgspoih5ich7c5vn44fe, 6pmuxgyfaqn2h0x69o5l1mq22, 50iwwx11r99cvce6x8cp52c16, c1grrjf29wtfgbni2qkydf9ey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505913429,1,34,16,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-02-10T18:52:03.503Z,2023-02-10T19:56:58Z,4022723163,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022723159,194,3q5uylbjjiaoj3mn2l7p93jyt,4022723161,197,1947,4022723149,30,"1psqmd0h77b385bljq2emftgp, b6hva6wki38za3hipscirr4h6, 3k4ulxeya73ac9foemis7p6mt, cne8uwbnrwbwqjpj3pme1kbmx, btz2lf5s3h6svre1o5jgmvf85, mlqit2c8my1ewqy6avrfhf8q, 3eywxsna9qzi1egis1uj4l6mt, ezg4lhvy2z4pkyvfrmi17y11x, 1df9uegp2hsbc4813no3mdvx1, 3q5uylbjjiaoj3mn2l7p93jyt, 9aafa664l1husrkrgqv25l42d, 3nr55odndzunwlb658bsnlwx5, evktllmp3l6mfb6o4im0ag0ve, calut2wcnvfps97uj7dartf4l, 6es2qusg5h5q9ricqm51j1xck, 5egzwt11xlx1vz5dk9yu29q1g, 9ov7tj31hixo7xp0tfffuhpn8, bihng5zkoeutve0fpxrwo5yj8",4022723157,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4022723153,59,"1, 6, 21, 14, 27, 18, 7, 66, 22, 19, 11, 9, 10, 15, 23, 28, 34, 35",4022723155,130,8,4022723151,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945087,2,32,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-02-10T19:45:08.640Z,2023-02-10T19:45:08Z,4022888825,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945101,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-10T19:45:08.640Z,2023-02-11T04:26:40Z,4022888873,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945107,3,1,1,0,0,9njsy633rh1tyri7l2jaju5o,1,49.7,50.1,2023-02-10T19:45:08.803Z,2023-02-11T04:56:58Z,4022888911,213,2.8,4022888913,279,S,4022888909,212,11.0,4022888905,140,39.9,4022888903,56,Back,4022888907,141,55.9,4023548347,178,,,,,codwa9jioox7i007f4iazwst1,S. Prevljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945151,4,1,1,0,2,9njsy633rh1tyri7l2jaju5o,1,40.1,48.6,2023-02-10T19:45:10.643Z,2023-02-11T10:42:01Z,4022889111,213,0.8,4023548691,178,,4022889113,1,,4022889109,212,40.1,4022889105,140,66.8,4022889103,56,Left,4022889107,141,90.8,4022889101,155,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945167,5,44,1,0,4,9njsy633rh1tyri7l2jaju5o,1,70,88.8,2023-02-10T19:45:13.062Z,2023-02-11T10:42:01Z,4022889191,233,3,4022889177,286,,4022889173,56,Left,,,,,,,,,,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945143,3,44,1,0,4,b7jmo07lqav0wfe2mtlzyspak,0,30,11.2,2023-02-10T19:45:13.063Z,2023-02-11T10:42:00Z,4022889079,56,Back,4022889237,233,5,4022889081,285,,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945177,6,1,1,0,4,9njsy633rh1tyri7l2jaju5o,0,70.5,89.1,2023-02-10T19:45:13.149Z,2023-02-11T10:42:00Z,4022889259,141,62.0,4023549247,388,,4022889261,212,18.5,4022889263,213,4.6,4022889255,56,Center,4022889257,140,68.8,4022889253,3,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945217,4,1,1,0,5,b7jmo07lqav0wfe2mtlzyspak,1,30.2,39.5,2023-02-10T19:45:14.210Z,2023-02-11T10:41:59Z,4022889465,212,21.5,4022889467,213,1.2,4023549313,388,,4022889463,141,69.4,4022889461,140,37.0,4022889459,56,Back,4022889457,3,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
