id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/17/value,qualifier/18/value
2514640551,1,34,16,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-03-03T18:46:19.379Z,2023-03-03T20:54:02Z,4068788969,194,x3g0yyxs0j4o8fxphxtf0st1,4068788961,59,"22, 77, 14, 27, 44, 94, 19, 20, 9, 17, 10, 6, 15, 21, 26, 28, 32, 70",4068788965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4068788963,130,4,4068788971,197,16049,4068788975,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068788957,30,"byfrgpc6tgz8lto1gor03y5sl, 6tvnsmtj9mma96e8famksevv9, 16o074zua15qkk7x0me7gi1w4, ecnh65kkhku5mdkr3il4fl6tx, l6y4o9t2b0jxaxo85oztok45, cn6uwymow3ewbnr6niqumao0k, 4f8xb5sbyksacxmifi375h7qi, x3g0yyxs0j4o8fxphxtf0st1, 9mlj7fxon5zy1qmktvvcwjrl6, acx78ftnm61hm01wpmme77hbe, 7ew7g18qo649t8ld44omgib55, bgzvhtk50gvmq6noheadmc34l, mkq18lpl3d44wxq974mci5wq, 3q6jhwert6ah0ll2wq69k93ah, 13d7ao0j091449ia61cuut87p, 99jqn2osue4tyo1l7yb93s639, 8mkkchf0ysdf78r0lncd73klw, 32eyq4xvy8s1ng11jnavvh32t",4068788959,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514643061,1,34,16,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-03-03T18:49:27.109Z,2023-03-03T20:35:48Z,4068801253,197,8908,4068801251,194,92ajo8iiqwlmjwndtf7yt6l05,4068801245,59,"28, 33, 7, 16, 88, 4, 26, 8, 17, 68, 18, 1, 23, 27, 29, 34, 77, 90",4068801255,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068801247,130,2,4068801243,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4068801249,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4068801241,30,"99eumu17h5sxriw5vfczvdb6d, 2hj88r72bbwnhqx12tv13jmqx, 3m13ipluel0m6cotha7n7vrop, 3s0tyude1pghox634ij87srft, 7y7wrtvktvxfki86p41ptoell, c8ikdrxdufewp5jzds3s24xjp, 17x4fqsde2cdp2s9q5odmkr8p, 92ajo8iiqwlmjwndtf7yt6l05, 3zkgg98u1fvuospd2avl4qy2, 65js4yds9vyg0iyck8xh10frp, 2rn8mnhlrtrbm6du97f54zckq, d0itp0eyxewvnm2shm0manw7p, 8thfkx6q306ewh6mlba8ztqzt, czsmg1hjqbmzhz8x91y3b0yc5, 5ghjnuqhf7kvbwqlo8jqv0bqi, 58qrdtv5emnvcojqkmnpx5ffu, 9m3bkbdedtddfeix57rj2f7c9, 3are60mt98ibeazgcyjvuy7tg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514692515,2,32,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-03-03T19:46:07.477Z,2023-03-04T03:18:25Z,4069059039,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514692503,2,32,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-03-03T19:46:07.477Z,2023-03-03T19:46:07Z,4069058983,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514692541,3,1,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,49.8,49.9,2023-03-03T19:46:07.530Z,2023-03-04T03:51:31Z,4069059209,56,Back,4069059215,212,6.6,4069790141,178,,4069059211,140,43.5,4069059219,279,S,4069059217,213,3.1,4069059213,141,50.3,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514692555,4,1,1,0,1,1oyb7oym5nwzny8vxf03szd2h,1,46.3,48.2,2023-03-03T19:46:09.143Z,2023-03-04T12:01:58Z,4069790219,178,,4069059273,140,31.8,4069059275,141,23.6,4069059279,213,4.0,4069059271,56,Back,4069059277,212,22.6,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514692599,5,1,1,0,4,1oyb7oym5nwzny8vxf03szd2h,1,39.9,23.5,2023-03-03T19:46:11.855Z,2023-03-04T12:01:57Z,4069059481,56,Back,4069059489,213,4.9,4069059483,140,42.3,4069059487,212,13.1,4069059485,141,4.6,4069790253,178,,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514692641,6,1,1,0,6,1oyb7oym5nwzny8vxf03szd2h,1,47.2,2.2,2023-03-03T19:46:13.846Z,2023-03-04T12:01:57Z,4069790295,178,,4069059683,141,15.6,4069059677,155,,4069059679,56,Right,4069059681,140,63.7,4069059687,213,0.5,4069059685,212,19.6,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514692651,7,50,1,0,8,1oyb7oym5nwzny8vxf03szd2h,1,60.1,6.4,2023-03-03T19:46:15.825Z,2023-03-04T12:01:56Z,4069060391,286,,4069060431,233,3,4069059729,56,Right,,,,,,,,,,,,,,,,4f8xb5sbyksacxmifi375h7qi,K. Sowah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514692699,3,7,1,0,8,2b57rbw94i9ohnbch52owvqtq,1,39.9,93.6,2023-03-03T19:46:16.044Z,2023-03-04T12:01:55Z,4069059933,56,Back,4069060399,233,7,4069518017,385,,4069060351,285,,4069790445,178,,,,,,,,,,,3m13ipluel0m6cotha7n7vrop,T. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
