id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2475586343,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-22T15:29:00.737Z,2022-10-22T16:20:04Z,3863039581,30,"6sdv4s8oz558wfhx72vwlpvu2, ditnpqgspoih5ich7c5vn44fe, 77fldfqlxps1xbdg29anv4vai, 2xletuhhaxmfqbjbgq4ehpyol, c1grrjf29wtfgbni2qkydf9ey, 6wt29oce6gsthhpmhq705vl9m, eiqmp3nbc50r40bl86u2sj55h, 6s5hiok2ywsv4kfxfql8iorth, codwa9jioox7i007f4iazwst1, 8xjlysmwl5vnhcnvsynftjd62, 87aix2c3m5x08nsurhjql51p1, 1ekfu3u2d9vh73lw2dzdcr1wq, a67xx4g0dvxgvnqn86taup9ii, 7abgw25wb5amn0uq347d4x61h, 6pmuxgyfaqn2h0x69o5l1mq22, 8qa4s74yhn2u9n5tm4mfi934k, dxnhp97vrepkx0kcr0d46yb1m, 50iwwx11r99cvce6x8cp52c16",3863039587,130,12,3863040463,197,8121,3863039591,194,eiqmp3nbc50r40bl86u2sj55h,3863039593,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3863039585,59,"1, 15, 17, 3, 35, 2, 8, 24, 9, 11, 4, 7, 22, 23, 25, 28, 29, 33",3863039583,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3863039589,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475591021,1,34,16,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-22T15:31:17.445Z,2022-10-22T15:31:17Z,3863065011,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3863065017,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3863065021,197,1947,3863065009,30,"1psqmd0h77b385bljq2emftgp, 4kuxth5k98x4cgfrfweu1u51, 3k4ulxeya73ac9foemis7p6mt, 1df9uegp2hsbc4813no3mdvx1, btz2lf5s3h6svre1o5jgmvf85, 56sjqxlsf5iitgww0hogez8ph, bkdtlerryn5f6iwvk5fcrku7d, 25ey2mcvgwz6ls2612os5hzv9, 3nr55odndzunwlb658bsnlwx5, 3eywxsna9qzi1egis1uj4l6mt, 9aafa664l1husrkrgqv25l42d, 9svafwvk8lle1ex1m2y279905, b6hva6wki38za3hipscirr4h6, evktllmp3l6mfb6o4im0ag0ve, calut2wcnvfps97uj7dartf4l, mlqit2c8my1ewqy6avrfhf8q, 92x3r5pxmvkgaxups0gdrvq39, 5egzwt11xlx1vz5dk9yu29q1g",3863065023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3863065015,130,4,3863065013,59,"1, 5, 21, 22, 27, 30, 17, 16, 9, 7, 11, 4, 6, 10, 15, 18, 23, 28",3863065019,194,25ey2mcvgwz6ls2612os5hzv9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475653481,2,32,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-22T16:15:08.987Z,2022-10-23T01:41:22Z,3863392523,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475653497,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-22T16:15:08.987Z,2022-10-22T16:15:11Z,3863392551,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475653701,4,1,1,0,0,9njsy633rh1tyri7l2jaju5o,1,50.2,49.5,2022-10-22T16:15:09.053Z,2022-10-23T06:24:42Z,3863393487,213,3.1,3865162101,178,,3863393479,56,Back,3863393481,140,31.8,3863393483,141,51.6,3863393485,212,19.4,,,,,,,6s5hiok2ywsv4kfxfql8iorth,M. Wakaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475653531,3,43,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-22T16:15:09.087Z,2022-10-22T16:15:17Z,3863392655,213,3.1,3863393025,144,1,3863392647,56,Center,3863392653,212,0,3863392651,141,50.0,3863392649,140,50.0,3863392657,279,S,,,,6s5hiok2ywsv4kfxfql8iorth,M. Wakaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475653735,5,1,1,0,2,9njsy633rh1tyri7l2jaju5o,0,38.7,53.1,2022-10-22T16:15:11.926Z,2022-10-23T06:24:40Z,3863393667,155,,3863393677,213,0.7,3863393671,140,72.9,3863393679,1,,3863393673,141,100.0,3863393669,56,Left,3865162193,178,,3863393675,212,48.8,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475653881,3,5,1,0,6,b7jmo07lqav0wfe2mtlzyspak,1,25.4,-1,2022-10-22T16:15:15.246Z,2022-10-23T02:34:13Z,3863394431,233,6,3863394409,56,Back,3863394411,347,,,,,,,,,,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475653739,6,5,1,0,6,9njsy633rh1tyri7l2jaju5o,0,74.6,101,2022-10-22T16:15:15.246Z,2022-10-23T02:34:13Z,3863393693,56,Left,3863394473,233,3,3863393695,347,,,,,,,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475653917,4,1,1,0,16,b7jmo07lqav0wfe2mtlzyspak,1,26.6,0,2022-10-22T16:15:25.379Z,2022-10-23T06:24:40Z,3863394619,141,16.8,3863394613,107,,3863394615,56,Back,3863394623,213,1.9,3863394621,212,12.4,3863394617,140,22.8,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
