id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass
2452295915,1,34,16,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-08-28T10:38:34.952Z,2022-08-28T10:38:35Z,3739247793,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3739247789,59,"33, 18, 17, 2, 5, 21, 7, 24, 8, 29, 11, 9, 10, 14, 16, 23, 30, 31",3739247791,130,18,3739247787,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3739247797,194,9hiut57u02lly1nfdixef8bth,3739247801,197,3312,3739247803,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739247785,30,"be0ws51ws5cm9wzmcp3ozmklx, 7s4ws0u4erq1jfobqpsj0aoes, 1d2fpmtdglpqwyhnc657n77it, ettrapmxg36vw2egivejegzc9, etos5xv3v2ptiktdk5yuhrjkl, dnt7ahwfj8endqngxwfll1tjp, 8fs5klbsyx06c5ds9s1i3xu96, 18pgjfpl9s8qy32mblzygsyc5, 9hiut57u02lly1nfdixef8bth, b9wew8z92aj36vvxfj3q7kxcl, 1khy4w78z012p8z20gcp0nrvt, dgwhg6g9oys6as69cqcgyi9xx, 7dnxkce4kn8qchaavv6e4tm21, 7dayrhr0c60zbc1b6lig8pm8l, cxa3j4u8eh5w947p1iba47yfo, fs5utga62tud5s06xj27qdat, 9xhuc26auh42v6lnyrlupvzf8, eyvf8uu7jltbzalaov3qt1w5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452299849,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-08-28T10:44:17.551Z,2022-08-28T11:32:11Z,3739266929,130,10,3739266923,30,"r0hm6ahwcvdu57bgfi5zkslx, cyh16toqa9wxmxepg635ecgve, 5u6h6cptsad9e6n4uv76q0fl5, ecwzzrkn1snbua5yu4gehxm2, 9tc6mprxpu2rc5ptlp5ljw7h1, 8yo1cv2wlhnk1lu50cu3iul79, 5jywyphhwu9j4bphz0720kb9, awsiaxyma4vmsrpthdyep2ket, ex7y8oe78ewwmibz41qbmwhxx, eg4piy0kcdtdopqpd3lcl5j2t, cefs6b83ei4gcyuscfopw32ay, 1h9jdj5ag99myeoirxzh92od1, 5tsrmx2p5f3mrpwt8gpx4x979, 70h2g33o2w7f32dtx76wji99m, d19yalwh3i2olvpwoi89feqjt, 4114auk4o8n6higc918qymc4p, 2tsn78gg5xyw81srfdn05hw8a, 1v75zo1ivju4o2xwgwn9az88a",3739266937,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739266927,59,"1, 34, 21, 51, 23, 61, 16, 4, 99, 18, 8, 2, 19, 22, 24, 26, 32, 55",3739266931,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3739266933,194,9tc6mprxpu2rc5ptlp5ljw7h1,3739266935,197,3769,3739266925,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452324085,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-08-28T11:31:04.505Z,2022-08-28T11:31:04Z,3739394343,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452324095,2,32,1,0,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-08-28T11:31:04.505Z,2022-08-28T20:24:16Z,3739394379,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452324143,3,1,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,49.9,50,2022-08-28T11:31:04.522Z,2022-08-28T21:43:59Z,3739394635,213,3.2,3741899891,178,,3739394627,56,Back,3739394631,141,47.6,3739394633,212,21.1,3739394629,140,29.9,3739394637,279,S,,,,awsiaxyma4vmsrpthdyep2ket,R. Nainggolan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452324211,4,1,1,0,3,7zibyotq1x1hq6pmgibhr0e6s,0,30.6,47.3,2022-08-28T11:31:07.666Z,2022-08-28T21:44:07Z,3739394953,1,,3741901311,178,,3739394949,213,0.4,3739394935,140,71.6,3739394933,56,Center,3739394931,157,,3739394939,141,74.5,3739394945,212,46.9,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452324201,3,44,1,0,6,8y3iucyxguipljcmf87a11bk9,1,31.7,35.7,2022-08-28T11:31:10.545Z,2022-08-29T08:25:27Z,3739395021,233,5,3739394889,285,,3739394887,56,Back,,,,,,,,,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452324215,5,44,1,0,6,7zibyotq1x1hq6pmgibhr0e6s,0,68.3,64.3,2022-08-28T11:31:10.546Z,2022-08-29T08:25:27Z,3739394965,286,,3739395041,233,3,3739394963,56,Center,,,,,,,,,,,,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452324221,4,1,1,0,6,8y3iucyxguipljcmf87a11bk9,0,34,32.2,2022-08-28T11:31:10.566Z,2022-08-29T05:20:28Z,3739394977,56,Back,3739394985,213,5.5,3739394979,140,39.0,3741902021,388,,3739394975,3,,3739394981,141,24.9,3739394983,212,7.2,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452324271,6,1,1,0,7,7zibyotq1x1hq6pmgibhr0e6s,1,63,76.5,2022-08-28T11:31:12.287Z,2022-08-29T08:26:09Z,3739395239,140,67.8,3739395237,56,Center,3739395245,213,6.1,3739395243,212,5.1,3739395241,141,75.4,3739395235,3,,3741902447,178,,,,,5u6h6cptsad9e6n4uv76q0fl5,S. Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452324283,7,1,1,0,9,7zibyotq1x1hq6pmgibhr0e6s,1,59.5,75.5,2022-08-28T11:31:14.447Z,2022-08-29T08:26:01Z,3739395297,212,14.0,3739395299,213,0.5,3739395291,56,Left,3739395293,140,71.2,3741902879,178,,3739395295,141,85.4,,,,,,,awsiaxyma4vmsrpthdyep2ket,R. Nainggolan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
